booking_id,user_id,session_id,search_id,booking_ts,route_id,airline_code,travel_date,booking_window_days,price,coupon_code,discount_amount,booking_status,payment_method,is_new_user_booking,user_segment,is_problem_period
BKG_000305,USR_00260,SES_0001145,SCH_0001065,2024-06-20 22:21:00,ROUTE_BOM-BLR,6E,2024-07-22,32,8216,,0,confirmed,UPI,False,returning_organic,False
BKG_000306,USR_00260,SES_0001146,SCH_0001066,2024-08-27 17:30:00,ROUTE_DEL-BOM,UK,2024-08-28,1,7162,MONSOON30,800,confirmed,credit_card,False,returning_organic,True
BKG_000307,USR_00261,SES_0001150,SCH_0001071,2024-06-12 13:27:00,ROUTE_BOM-HYD,UK,2024-06-13,1,4980,,0,confirmed,UPI,False,returning_organic,False
BKG_000308,USR_00261,SES_0001153,SCH_0001073,2024-06-15 11:54:00,ROUTE_DEL-BOM,AI,2024-06-19,4,7139,,500,confirmed,UPI,False,returning_organic,False
BKG_000309,USR_00262,SES_0001155,SCH_0001074,2024-08-25 09:24:00,ROUTE_BLR-HYD,UK,2024-08-28,3,3873,,0,confirmed,UPI,True,new_organic,True
BKG_000310,USR_00263,SES_0001157,SCH_0001076,2024-08-08 19:37:00,ROUTE_BOM-COK,6E,2024-08-15,7,7260,FIRST200,600,confirmed,UPI,True,new_organic,True
BKG_000311,USR_00264,SES_0001164,SCH_0001084,2024-08-05 11:20:00,ROUTE_JAI-DEL,AI,2024-08-23,18,5205,,0,confirmed,UPI,False,returning_organic,True
BKG_000312,USR_00264,SES_0001165,SCH_0001085,2024-06-06 11:52:00,ROUTE_JAI-DEL,UK,2024-07-16,40,5870,,300,abandoned,debit_card,False,returning_organic,False
BKG_000313,USR_00264,SES_0001166,SCH_0001087,2024-06-01 17:34:00,ROUTE_DEL-BOM,6E,2024-06-09,8,5444,,0,confirmed,UPI,False,returning_organic,False
BKG_000314,USR_00264,SES_0001167,SCH_0001088,2024-07-12 14:17:00,ROUTE_IXC-DEL,I5,2024-07-17,5,5516,,0,confirmed,credit_card,False,returning_organic,True
BKG_000315,USR_00266,SES_0001175,SCH_0001094,2024-08-14 20:50:00,ROUTE_DEL-BOM,SG,2024-08-16,2,3830,FLASH40,400,pending,UPI,False,returning_organic,True
BKG_000316,USR_00268,SES_0001181,SCH_0001101,2024-06-07 13:32:00,ROUTE_DEL-HYD,SG,2024-07-06,29,3900,MONSOON30,200,confirmed,debit_card,False,returning_organic,False
BKG_000317,USR_00269,SES_0001187,SCH_0001109,2024-07-07 20:44:00,ROUTE_IXC-DEL,SG,2024-07-09,2,5804,PMT100,500,confirmed,netbanking,False,returning_organic,True
BKG_000318,USR_00272,SES_0001198,SCH_0001119,2024-06-15 15:46:00,ROUTE_DEL-BOM,UK,2024-06-16,1,5829,,0,confirmed,UPI,True,new_organic,False
BKG_000319,USR_00273,SES_0001201,SCH_0001123,2024-07-22 15:23:00,ROUTE_DEL-GOI,SG,2024-08-02,11,6852,,0,confirmed,UPI,True,new_organic,True
BKG_000320,USR_00274,SES_0001205,SCH_0001127,2024-06-21 14:34:00,ROUTE_IXC-DEL,SG,2024-06-25,4,7561,,0,confirmed,credit_card,False,returning_organic,False
BKG_000321,USR_00277,SES_0001226,SCH_0001145,2024-07-22 14:34:00,ROUTE_BOM-BLR,AI,2024-07-26,4,8141,,600,confirmed,netbanking,False,returning_organic,True
BKG_000322,USR_00277,SES_0001227,SCH_0001146,2024-07-05 17:12:00,ROUTE_DEL-BOM,6E,2024-07-21,16,7467,,0,confirmed,wallet,False,returning_organic,True
BKG_000323,USR_00279,SES_0001239,SCH_0001159,2024-07-24 09:10:00,ROUTE_DEL-HYD,SG,2024-08-13,20,6529,MONSOON30,500,confirmed,UPI,False,returning_organic,True
BKG_000324,USR_00282,SES_0001250,SCH_0001168,2024-08-14 17:41:00,ROUTE_BOM-BLR,SG,2024-09-01,18,3743,FIRST200,1000,confirmed,UPI,False,corporate,True
BKG_000325,USR_00282,SES_0001250,SCH_0001169,2024-08-14 17:43:00,ROUTE_DEL-BOM,AI,2024-09-05,22,5424,,0,abandoned,debit_card,False,corporate,True
BKG_000326,USR_00283,SES_0001252,SCH_0001171,2024-05-31 10:35:00,ROUTE_DEL-HYD,6E,2024-06-17,17,5361,,0,confirmed,UPI,False,returning_organic,False
BKG_000327,USR_00284,SES_0001256,SCH_0001175,2024-08-03 10:29:00,ROUTE_BOM-COK,SG,2024-09-04,32,5989,FLASH40,500,pending,debit_card,False,returning_organic,True
BKG_000328,USR_00284,SES_0001258,SCH_0001179,2024-06-03 13:33:00,ROUTE_DEL-BLR,6E,2024-06-28,25,6172,,0,abandoned,UPI,False,returning_organic,False
BKG_000329,USR_00285,SES_0001263,SCH_0001186,2024-04-14 12:37:00,ROUTE_DEL-JAI,SG,2024-04-22,8,3999,,0,confirmed,debit_card,False,returning_organic,False
BKG_000330,USR_00285,SES_0001264,SCH_0001187,2024-06-29 12:26:00,ROUTE_DEL-JAI,UK,2024-07-10,11,6715,FLASH40,200,pending,UPI,False,returning_organic,False
BKG_000331,USR_00287,SES_0001271,SCH_0001195,2024-08-01 16:28:00,ROUTE_IXC-DEL,SG,2024-08-07,6,6839,,0,confirmed,credit_card,False,returning_organic,True
BKG_000332,USR_00287,SES_0001272,SCH_0001196,2024-06-09 18:04:00,ROUTE_LKO-DEL,6E,2024-07-16,37,5272,MONSOON30,300,confirmed,credit_card,False,returning_organic,False
BKG_000333,USR_00288,SES_0001278,SCH_0001199,2024-08-27 10:36:00,ROUTE_DEL-BLR,SG,2024-08-28,1,6344,,0,confirmed,UPI,False,returning_organic,True
BKG_000334,USR_00288,SES_0001279,SCH_0001201,2024-05-07 15:53:00,ROUTE_DEL-BOM,SG,2024-06-18,42,5694,MONSOON30,400,abandoned,UPI,False,returning_organic,False
BKG_000335,USR_00290,SES_0001292,SCH_0001209,2024-07-10 10:58:00,ROUTE_DEL-GOI,6E,2024-07-14,4,4281,FIRST200,400,confirmed,debit_card,False,returning_organic,True
BKG_000336,USR_00291,SES_0001295,SCH_0001210,2024-07-04 10:08:00,ROUTE_BOM-BLR,UK,2024-09-04,62,3976,,0,confirmed,credit_card,True,new_organic,True
BKG_000337,USR_00293,SES_0001302,SCH_0001220,2024-07-08 09:51:00,ROUTE_BHO-BOM,SG,2024-07-11,3,5894,,0,confirmed,UPI,True,new_organic,True
BKG_000337,USR_00293,SES_0001302,SCH_0001220,2024-07-08 09:51:00,ROUTE_BHO-BOM,SG,2024-07-11,3,5894,,0,confirmed,UPI,True,new_organic,True
BKG_000338,USR_00294,SES_0001310,SCH_0001228,2024-07-15 15:35:00,ROUTE_DEL-BOM,AI,2024-09-07,54,5413,,0,abandoned,debit_card,False,returning_organic,True
BKG_000339,USR_00296,SES_0001316,SCH_0001234,2024-05-02 10:30:00,ROUTE_DEL-BOM,6E,2024-05-07,5,7842,FIRST200,400,confirmed,UPI,False,returning_organic,False
BKG_000340,USR_00296,SES_0001318,SCH_0001236,2024-05-10 16:00:00,ROUTE_DEL-HYD,AI,2024-05-16,6,3924,,0,abandoned,debit_card,False,returning_organic,False
BKG_000341,USR_00296,SES_0001321,SCH_0001239,2024-07-17 09:48:00,ROUTE_DEL-BOM,G8,2024-09-18,63,5104,PMT100,500,abandoned,UPI,False,returning_organic,True
BKG_000342,USR_00297,SES_0001325,SCH_0001242,2024-06-08 13:33:00,ROUTE_DEL-BLR,SG,2024-06-16,8,7801,,0,confirmed,UPI,False,returning_organic,False
BKG_000343,USR_00297,SES_0001326,SCH_0001243,2024-08-20 13:44:00,ROUTE_DEL-BLR,6E,2024-10-02,43,5222,,0,confirmed,UPI,False,returning_organic,True
BKG_000344,USR_00299,SES_0001330,SCH_0001246,2024-07-02 08:37:00,ROUTE_DEL-BOM,AI,2024-07-05,3,5600,MONSOON30,800,confirmed,credit_card,True,new_organic,True
BKG_000345,USR_00300,SES_0001331,SCH_0001247,2024-08-22 17:23:00,ROUTE_DEL-BLR,SG,2024-08-24,2,4645,FLASH40,600,confirmed,UPI,False,returning_organic,True
BKG_000346,USR_00300,SES_0001333,SCH_0001252,2024-07-30 09:13:00,ROUTE_BOM-BLR,6E,2024-08-03,4,4059,,0,confirmed,UPI,False,returning_organic,True
BKG_000347,USR_00300,SES_0001334,SCH_0001253,2024-06-22 15:23:00,ROUTE_DEL-HYD,SG,2024-08-12,51,5604,,0,confirmed,UPI,False,returning_organic,False
BKG_000348,USR_00300,SES_0001337,SCH_0001255,2024-08-10 11:16:00,ROUTE_DEL-HYD,UK,2024-08-30,20,8675,,0,abandoned,debit_card,False,returning_organic,True
BKG_000349,USR_00302,SES_0001345,SCH_0001262,2024-07-15 10:41:00,ROUTE_DEL-HYD,SG,2024-07-18,3,7054,,0,confirmed,UPI,False,returning_organic,True
BKG_000350,USR_00303,SES_0001348,SCH_0001266,2024-07-15 13:41:00,ROUTE_DEL-BLR,AI,2024-08-04,20,6190,,0,confirmed,UPI,False,returning_organic,True
BKG_000351,USR_00303,SES_0001352,SCH_0001269,2024-08-23 22:27:00,ROUTE_BLR-HYD,SG,2024-08-30,7,6325,PMT100,600,abandoned,UPI,False,returning_organic,True
BKG_000352,USR_00305,SES_0001354,SCH_0001273,2024-07-14 19:36:00,ROUTE_LKO-DEL,SG,2024-08-30,47,8261,SAVE500,400,abandoned,debit_card,False,returning_organic,True
BKG_000353,USR_00305,SES_0001355,SCH_0001274,2024-07-28 16:35:00,ROUTE_JAI-DEL,6E,2024-08-17,20,3922,,0,confirmed,netbanking,False,returning_organic,True
BKG_000354,USR_00305,SES_0001358,SCH_0001276,2024-07-03 17:00:00,ROUTE_DEL-BOM,G8,2024-07-07,4,4765,FLASH40,600,abandoned,debit_card,False,returning_organic,True
BKG_000355,USR_00308,SES_0001371,SCH_0001285,2024-06-19 22:44:00,ROUTE_DEL-BOM,SG,2024-06-21,2,4023,FLASH40,300,abandoned,credit_card,False,returning_organic,False
BKG_000356,USR_00308,SES_0001376,SCH_0001289,2024-08-14 10:53:00,ROUTE_DEL-BLR,AI,2024-08-16,2,4144,,0,confirmed,debit_card,False,returning_organic,True
BKG_000357,USR_00309,SES_0001378,SCH_0001291,2024-08-07 22:10:00,ROUTE_JAI-DEL,6E,2024-08-10,3,7556,FIRST200,800,confirmed,credit_card,True,new_organic,True
BKG_000358,USR_00310,SES_0001382,SCH_0001295,2024-05-23 15:08:00,ROUTE_BLR-HYD,AI,2024-05-30,7,8435,,0,confirmed,credit_card,False,returning_organic,False
BKG_000359,USR_00310,SES_0001383,SCH_0001296,2024-08-19 20:27:00,ROUTE_DEL-BOM,SG,2024-09-10,22,7972,,800,failed,UPI,False,returning_organic,True
BKG_000360,USR_00310,SES_0001386,SCH_0001300,2024-05-13 10:38:00,ROUTE_DEL-BOM,6E,2024-06-01,19,3868,,0,abandoned,UPI,False,returning_organic,False
BKG_000361,USR_00310,SES_0001388,SCH_0001301,2024-05-31 12:03:00,ROUTE_DEL-BLR,SG,2024-06-02,2,7853,MONSOON30,300,confirmed,credit_card,False,returning_organic,False
BKG_000362,USR_00311,SES_0001391,SCH_0001306,2024-07-09 08:42:00,ROUTE_DEL-HYD,6E,2024-07-14,5,8611,PMT100,500,confirmed,debit_card,False,returning_organic,True
BKG_000363,USR_00312,SES_0001395,SCH_0001308,2024-07-02 16:04:00,ROUTE_DEL-BOM,SG,2024-07-26,24,5211,FLASH40,600,confirmed,UPI,False,returning_organic,True
BKG_000364,USR_00313,SES_0001399,SCH_0001312,2024-07-05 15:56:00,ROUTE_DEL-BOM,SG,2024-07-08,3,6603,MONSOON30,500,confirmed,netbanking,False,returning_organic,True
BKG_000365,USR_00313,SES_0001401,SCH_0001314,2024-08-15 20:17:00,ROUTE_IXC-DEL,AI,2024-08-16,1,5933,PMT100,800,confirmed,debit_card,False,returning_organic,True
BKG_000366,USR_00313,SES_0001404,SCH_0001316,2024-07-01 12:03:00,ROUTE_IXC-DEL,6E,2024-07-15,14,6609,FLASH40,400,abandoned,UPI,False,returning_organic,True
BKG_000367,USR_00313,SES_0001405,SCH_0001317,2024-08-24 08:14:00,ROUTE_LKO-DEL,6E,2024-09-20,27,5979,SAVE500,400,confirmed,wallet,False,returning_organic,True
BKG_000368,USR_00317,SES_0001419,SCH_0001332,2024-06-20 12:47:00,ROUTE_IXC-DEL,UK,2024-06-27,7,8047,,0,confirmed,debit_card,False,returning_organic,False
BKG_000369,USR_00317,SES_0001419,SCH_0001334,2024-06-20 12:42:00,ROUTE_JAI-DEL,UK,2024-06-25,5,6498,PMT100,200,confirmed,UPI,False,returning_organic,False
BKG_000370,USR_00318,SES_0001423,SCH_0001338,2024-08-19 21:24:00,ROUTE_DEL-BLR,6E,2024-08-21,2,8486,,0,abandoned,debit_card,False,returning_organic,True
BKG_000371,USR_00318,SES_0001424,SCH_0001339,2024-07-17 20:31:00,ROUTE_DEL-BOM,6E,2024-08-30,44,3768,SAVE500,1000,confirmed,UPI,False,returning_organic,True
BKG_000372,USR_00318,SES_0001424,SCH_0001340,2024-07-17 20:26:00,ROUTE_DEL-BOM,6E,2024-07-30,13,4424,,0,failed,UPI,False,returning_organic,True
BKG_000373,USR_00319,SES_0001425,SCH_0001342,2024-07-14 18:02:00,ROUTE_DEL-BLR,AI,2024-08-21,38,4717,,0,confirmed,debit_card,False,returning_organic,True
BKG_000374,USR_00319,SES_0001426,SCH_0001344,2024-07-11 10:08:00,ROUTE_DEL-HYD,SG,2024-07-15,4,7471,FIRST200,1000,confirmed,credit_card,False,returning_organic,True
BKG_000375,USR_00319,SES_0001430,SCH_0001348,2024-08-26 19:58:00,ROUTE_DEL-BOM,SG,2024-09-04,9,4716,SAVE500,500,abandoned,UPI,False,returning_organic,True
BKG_000376,USR_00321,SES_0001438,SCH_0001355,2024-08-02 13:59:00,ROUTE_DEL-HYD,SG,2024-09-07,36,7709,FLASH40,500,abandoned,UPI,False,returning_organic,True
BKG_000377,USR_00321,SES_0001441,SCH_0001357,2024-07-01 17:21:00,ROUTE_DEL-HYD,6E,2024-07-23,22,5902,PMT100,500,confirmed,credit_card,False,returning_organic,True
BKG_000378,USR_00323,SES_0001446,SCH_0001363,2024-05-21 09:43:00,ROUTE_JAI-DEL,AI,2024-05-29,8,4336,,0,confirmed,UPI,False,returning_organic,False
BKG_000379,USR_00325,SES_0001451,SCH_0001366,2024-06-26 12:15:00,ROUTE_DEL-BOM,6E,2024-07-14,18,7856,FIRST200,400,confirmed,UPI,False,returning_organic,False
BKG_000380,USR_00326,SES_0001456,SCH_0001372,2024-08-18 22:38:00,ROUTE_DEL-BLR,UK,2024-08-24,6,4464,,0,confirmed,credit_card,False,returning_organic,True
BKG_000381,USR_00326,SES_0001457,SCH_0001373,2024-07-03 12:55:00,ROUTE_LKO-DEL,SG,2024-09-04,63,8556,MONSOON30,800,abandoned,credit_card,False,returning_organic,True
BKG_000382,USR_00326,SES_0001458,SCH_0001374,2024-07-01 22:39:00,ROUTE_BHO-BOM,AI,2024-07-04,3,5340,MONSOON30,500,confirmed,netbanking,False,returning_organic,True
BKG_000383,USR_00327,SES_0001465,SCH_0001380,2024-05-16 17:48:00,ROUTE_BHO-BOM,6E,2024-05-25,9,6393,,0,failed,netbanking,False,returning_organic,False
BKG_000384,USR_00327,SES_0001466,SCH_0001381,2024-05-16 21:03:00,ROUTE_JAI-DEL,SG,2024-05-30,14,7418,,0,confirmed,debit_card,False,returning_organic,False
BKG_000385,USR_00329,SES_0001473,SCH_0001388,2024-05-11 18:48:00,ROUTE_DEL-BOM,6E,2024-05-12,1,4464,,0,confirmed,debit_card,False,returning_organic,False
BKG_000386,USR_00329,SES_0001474,SCH_0001391,2024-07-26 13:08:00,ROUTE_BOM-HYD,AI,2024-07-29,3,5902,,0,abandoned,debit_card,False,returning_organic,True
BKG_000387,USR_00329,SES_0001474,SCH_0001392,2024-07-26 12:59:00,ROUTE_DEL-HYD,G8,2024-07-29,3,7343,,0,failed,UPI,False,returning_organic,True
BKG_000388,USR_00330,SES_0001479,SCH_0001396,2024-05-25 12:20:00,ROUTE_DEL-HYD,6E,2024-05-29,4,6841,,0,confirmed,UPI,False,returning_organic,False
BKG_000389,USR_00330,SES_0001480,SCH_0001398,2024-08-27 18:37:00,ROUTE_DEL-BLR,AI,2024-08-28,1,8698,FIRST200,600,pending,debit_card,False,returning_organic,True
BKG_000390,USR_00330,SES_0001482,SCH_0001400,2024-05-12 22:53:00,ROUTE_BLR-HYD,6E,2024-05-16,4,5995,,0,abandoned,netbanking,False,returning_organic,False
BKG_000391,USR_00331,SES_0001486,SCH_0001402,2024-08-23 15:59:00,ROUTE_DEL-BOM,6E,2024-09-06,14,3512,,0,pending,netbanking,False,corporate,True
BKG_000392,USR_00333,SES_0001496,SCH_0001413,2024-07-31 09:13:00,ROUTE_IXC-DEL,I5,2024-09-11,42,5111,,1000,confirmed,UPI,False,returning_organic,True
BKG_000393,USR_00333,SES_0001496,SCH_0001414,2024-07-31 09:17:00,ROUTE_JAI-DEL,SG,2024-10-09,70,7120,FLASH40,1000,confirmed,debit_card,False,returning_organic,True
BKG_000394,USR_00333,SES_0001498,SCH_0001415,2024-07-08 13:39:00,ROUTE_LKO-DEL,6E,2024-07-21,13,5294,PMT100,800,confirmed,UPI,False,returning_organic,True
BKG_000395,USR_00336,SES_0001509,SCH_0001424,2024-07-21 23:03:00,ROUTE_LKO-DEL,6E,2024-09-22,63,6776,,0,confirmed,UPI,False,returning_organic,True
BKG_000396,USR_00336,SES_0001511,SCH_0001426,2024-08-21 15:12:00,ROUTE_LKO-DEL,6E,2024-08-26,5,4808,MONSOON30,500,confirmed,UPI,False,returning_organic,True
BKG_000397,USR_00336,SES_0001511,SCH_0001427,2024-08-21 15:13:00,ROUTE_IXC-DEL,G8,2024-09-08,18,3948,FLASH40,600,confirmed,UPI,False,returning_organic,True
BKG_000398,USR_00336,SES_0001512,SCH_0001428,2024-08-02 12:16:00,ROUTE_JAI-DEL,AI,2024-08-16,14,8577,,0,pending,debit_card,False,returning_organic,True
BKG_000399,USR_00337,SES_0001513,SCH_0001429,2024-04-09 13:37:00,ROUTE_BOM-BLR,I5,2024-04-15,6,5069,,0,abandoned,netbanking,True,new_organic,False
BKG_000400,USR_00338,SES_0001517,SCH_0001432,2024-08-06 12:48:00,ROUTE_DEL-BLR,6E,2024-08-09,3,7663,,0,confirmed,UPI,False,returning_organic,True
BKG_000401,USR_00338,SES_0001517,SCH_0001433,2024-08-06 12:42:00,ROUTE_BOM-HYD,G8,2024-08-09,3,4465,,0,confirmed,debit_card,False,returning_organic,True
BKG_000402,USR_00339,SES_0001520,SCH_0001436,2024-07-07 17:39:00,ROUTE_IXC-DEL,SG,2024-07-16,9,4239,SAVE500,800,abandoned,UPI,False,corporate,True
BKG_000403,USR_00340,SES_0001521,SCH_0001438,2024-08-21 13:33:00,ROUTE_JAI-DEL,UK,2024-08-22,1,6416,,600,abandoned,UPI,False,returning_organic,True
BKG_000404,USR_00342,SES_0001529,SCH_0001445,2024-05-18 12:35:00,ROUTE_DEL-BOM,6E,2024-05-30,12,7588,FLASH40,400,abandoned,credit_card,False,corporate,False
BKG_000405,USR_00343,SES_0001530,SCH_0001446,2024-07-06 21:26:00,ROUTE_DEL-HYD,6E,2024-08-02,27,6062,,0,abandoned,UPI,False,returning_organic,True
BKG_000406,USR_00343,SES_0001532,SCH_0001449,2024-08-12 10:40:00,ROUTE_DEL-BOM,I5,2024-09-01,20,4711,,800,confirmed,UPI,False,returning_organic,True
BKG_000407,USR_00343,SES_0001532,SCH_0001450,2024-08-12 10:32:00,ROUTE_BOM-BLR,SG,2024-08-20,8,8653,MONSOON30,500,confirmed,debit_card,False,returning_organic,True
BKG_000408,USR_00345,SES_0001544,SCH_0001462,2024-07-19 11:31:00,ROUTE_IXC-DEL,SG,2024-07-26,7,3978,,0,failed,UPI,False,corporate,True
BKG_000409,USR_00346,SES_0001546,SCH_0001465,2024-08-17 13:35:00,ROUTE_JAI-DEL,SG,2024-09-06,20,7512,,0,abandoned,credit_card,False,returning_organic,True
BKG_000410,USR_00346,SES_0001548,SCH_0001467,2024-08-02 12:49:00,ROUTE_BOM-BLR,SG,2024-08-23,21,8296,,0,failed,UPI,False,returning_organic,True
BKG_000411,USR_00347,SES_0001552,SCH_0001471,2024-07-09 16:43:00,ROUTE_BOM-BLR,SG,2024-07-11,2,6936,FLASH40,600,abandoned,netbanking,False,returning_organic,True
BKG_000412,USR_00347,SES_0001552,SCH_0001472,2024-07-09 16:51:00,ROUTE_DEL-BOM,6E,2024-08-12,34,8747,,0,confirmed,debit_card,False,returning_organic,True
BKG_000413,USR_00347,SES_0001554,SCH_0001474,2024-08-22 17:37:00,ROUTE_BOM-BLR,AI,2024-10-11,50,8264,MONSOON30,400,abandoned,UPI,False,returning_organic,True
BKG_000414,USR_00348,SES_0001557,SCH_0001476,2024-07-18 19:47:00,ROUTE_DEL-BOM,SG,2024-07-19,1,6962,,0,confirmed,credit_card,True,new_organic,True
BKG_000415,USR_00349,SES_0001558,SCH_0001477,2024-06-27 12:22:00,ROUTE_BOM-BLR,AI,2024-06-28,1,7655,,0,confirmed,netbanking,False,returning_organic,False
BKG_000416,USR_00349,SES_0001561,SCH_0001479,2024-07-12 11:21:00,ROUTE_DEL-HYD,SG,2024-07-21,9,8152,PMT100,400,confirmed,debit_card,False,returning_organic,True
BKG_000417,USR_00349,SES_0001562,SCH_0001480,2024-06-24 13:09:00,ROUTE_DEL-HYD,SG,2024-07-24,30,6695,,0,abandoned,UPI,False,returning_organic,False
BKG_000418,USR_00349,SES_0001565,SCH_0001483,2024-07-17 16:30:00,ROUTE_BLR-MYQ,SG,2024-08-18,32,3733,,0,confirmed,UPI,False,returning_organic,True
BKG_000419,USR_00349,SES_0001565,SCH_0001485,2024-07-17 16:35:00,ROUTE_BOM-HYD,6E,2024-08-28,42,6916,,0,confirmed,debit_card,False,returning_organic,True
BKG_000420,USR_00350,SES_0001566,SCH_0001486,2024-07-08 19:53:00,ROUTE_DEL-GOI,AI,2024-07-26,18,7703,,600,confirmed,UPI,False,returning_organic,True
BKG_000421,USR_00350,SES_0001569,SCH_0001489,2024-07-05 11:22:00,ROUTE_DEL-BLR,6E,2024-07-12,7,6103,,0,confirmed,credit_card,False,returning_organic,True
BKG_000422,USR_00350,SES_0001570,SCH_0001491,2024-06-24 23:01:00,ROUTE_DEL-JAI,SG,2024-06-27,3,6335,,0,confirmed,wallet,False,returning_organic,False
BKG_000423,USR_00351,SES_0001572,SCH_0001493,2024-07-16 17:17:00,ROUTE_BOM-HYD,SG,2024-07-22,6,5256,FLASH40,500,confirmed,debit_card,False,returning_organic,True
BKG_000424,USR_00352,SES_0001575,SCH_0001497,2024-08-30 09:53:00,ROUTE_BOM-BLR,6E,2024-09-05,6,4635,,0,confirmed,debit_card,True,new_organic,True
BKG_000425,USR_00353,SES_0001577,SCH_0001500,2024-05-07 16:56:00,ROUTE_JAI-DEL,SG,2024-05-29,22,5210,,0,confirmed,debit_card,False,returning_organic,False
BKG_000426,USR_00353,SES_0001578,SCH_0001501,2024-04-30 16:37:00,ROUTE_BHO-BOM,6E,2024-06-23,54,6514,PMT100,200,confirmed,UPI,False,returning_organic,False
BKG_000427,USR_00353,SES_0001581,SCH_0001503,2024-05-18 14:13:00,ROUTE_JAI-DEL,6E,2024-05-22,4,5384,,0,confirmed,UPI,False,returning_organic,False
BKG_000428,USR_00353,SES_0001582,SCH_0001504,2024-06-29 11:54:00,ROUTE_IXC-DEL,6E,2024-08-11,43,6991,,0,confirmed,UPI,False,returning_organic,False
BKG_000429,USR_00353,SES_0001584,SCH_0001507,2024-07-19 16:46:00,ROUTE_LKO-DEL,AI,2024-07-31,12,6115,,0,confirmed,netbanking,False,returning_organic,True
BKG_000430,USR_00355,SES_0001591,SCH_0001513,2024-08-12 10:04:00,ROUTE_BHO-BOM,SG,2024-09-30,49,8265,,0,confirmed,debit_card,True,new_organic,True
BKG_000431,USR_00356,SES_0001593,SCH_0001514,2024-07-22 13:07:00,ROUTE_IXC-DEL,UK,2024-07-24,2,5003,,0,confirmed,debit_card,False,returning_organic,True
BKG_000432,USR_00356,SES_0001594,SCH_0001516,2024-07-31 19:25:00,ROUTE_DEL-BOM,6E,2024-08-29,29,3723,,0,confirmed,UPI,False,returning_organic,True
BKG_000433,USR_00356,SES_0001595,SCH_0001517,2024-08-29 14:16:00,ROUTE_JAI-DEL,SG,2024-08-30,1,3900,FIRST200,800,failed,UPI,False,returning_organic,True
BKG_000434,USR_00357,SES_0001599,SCH_0001521,2024-08-13 14:29:00,ROUTE_LKO-DEL,AI,2024-10-26,74,5721,SAVE500,500,failed,debit_card,False,returning_organic,True
BKG_000435,USR_00357,SES_0001602,SCH_0001525,2024-08-21 09:18:00,ROUTE_LKO-DEL,SG,2024-08-27,6,5452,MONSOON30,800,confirmed,UPI,False,returning_organic,True
BKG_000436,USR_00358,SES_0001603,SCH_0001528,2024-05-13 19:24:00,ROUTE_JAI-DEL,AI,2024-06-18,36,6518,,0,confirmed,wallet,False,returning_organic,False
BKG_000437,USR_00358,SES_0001605,SCH_0001529,2024-06-01 21:27:00,ROUTE_IXC-DEL,AI,2024-06-02,1,5230,,0,confirmed,debit_card,False,returning_organic,False
BKG_000438,USR_00359,SES_0001611,SCH_0001532,2024-08-06 12:22:00,ROUTE_DEL-GOI,6E,2024-08-16,10,6259,,0,confirmed,debit_card,False,returning_organic,True
BKG_000439,USR_00360,SES_0001619,SCH_0001540,2024-07-20 14:49:00,ROUTE_BOM-BLR,6E,2024-07-30,10,6951,,0,abandoned,debit_card,False,returning_organic,True
BKG_000440,USR_00360,SES_0001620,SCH_0001541,2024-08-30 15:59:00,ROUTE_LKO-DEL,SG,2024-09-06,7,8593,,0,pending,credit_card,False,returning_organic,True
BKG_000441,USR_00361,SES_0001622,SCH_0001543,2024-06-28 18:42:00,ROUTE_LKO-DEL,AI,2024-07-03,5,8366,,0,confirmed,netbanking,False,returning_organic,False
BKG_000442,USR_00361,SES_0001623,SCH_0001545,2024-07-24 13:13:00,ROUTE_IXC-DEL,AI,2024-09-02,40,3574,,0,confirmed,UPI,False,returning_organic,True
BKG_000443,USR_00361,SES_0001623,SCH_0001547,2024-07-24 13:11:00,ROUTE_IXC-DEL,6E,2024-07-26,2,5590,FLASH40,400,confirmed,debit_card,False,returning_organic,True
BKG_000444,USR_00361,SES_0001626,SCH_0001550,2024-08-29 11:04:00,ROUTE_JAI-DEL,G8,2024-09-30,32,7961,PMT100,500,abandoned,credit_card,False,returning_organic,True
BKG_000445,USR_00362,SES_0001630,SCH_0001554,2024-06-14 21:24:00,ROUTE_DEL-HYD,SG,2024-08-04,51,4874,,0,abandoned,UPI,False,returning_organic,False
BKG_000446,USR_00366,SES_0001643,SCH_0001565,2024-08-04 15:58:00,ROUTE_BOM-BLR,SG,2024-09-17,44,6535,,0,confirmed,UPI,False,returning_organic,True
BKG_000447,USR_00366,SES_0001648,SCH_0001568,2024-05-26 10:57:00,ROUTE_DEL-BOM,SG,2024-06-29,34,8959,,0,confirmed,UPI,False,returning_organic,False
BKG_000448,USR_00366,SES_0001649,SCH_0001569,2024-08-06 12:35:00,ROUTE_DEL-HYD,6E,2024-08-07,1,8657,,0,abandoned,UPI,False,returning_organic,True
BKG_000449,USR_00367,SES_0001652,SCH_0001572,2024-08-30 11:22:00,ROUTE_DEL-BLR,6E,2024-08-31,1,7360,,0,failed,credit_card,False,returning_organic,True
BKG_000450,USR_00368,SES_0001655,SCH_0001574,2024-07-13 13:05:00,ROUTE_BOM-BLR,6E,2024-07-26,13,5305,FIRST200,400,confirmed,debit_card,False,returning_organic,True
