search_id,session_id,user_id,search_ts,origin_code,destination_code,travel_date,booking_window_days,trip_type,pax_count,results_returned,pmt_cheapest_price,competitor_cheapest_price,price_gap_pct,had_listing_click,route_id,user_segment,is_problem_period
SCH_0001330,SES_0001417,USR_00317,2024-05-24 17:39:00,DEL,BOM,2024-06-05,12,oneway,1,5,5215,,,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001331,SES_0001418,USR_00317,2024-08-04 11:12:00,IXC,DEL,2024-08-05,1,roundtrip,3,12,6851,6606.0,0.037,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001332,SES_0001419,USR_00317,2024-06-20 12:40:00,IXC,DEL,2024-06-27,7,roundtrip,1,5,8047,8223.0,-0.021,True,ROUTE_IXC-DEL,returning_organic,False
SCH_0001333,SES_0001419,USR_00317,2024-06-20 12:39:00,BOM,BLR,2024-07-04,14,oneway,1,8,5638,5416.0,0.041,True,ROUTE_BOM-BLR,returning_organic,False
SCH_0001334,SES_0001419,USR_00317,2024-06-20 12:38:00,JAI,DEL,2024-06-25,5,oneway,1,14,6498,6630.0,-0.02,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0001335,SES_0001420,USR_00318,2024-08-03 13:05:00,DEL,BLR,2024-08-22,19,roundtrip,1,6,4251,3926.0,0.083,False,ROUTE_DEL-BLR,returning_organic,True
SCH_0001336,SES_0001421,USR_00318,2024-08-05 14:09:00,BLR,HYD,2024-08-09,4,oneway,1,8,7434,7310.0,0.017,True,ROUTE_BLR-HYD,returning_organic,True
SCH_0001337,SES_0001422,USR_00318,2024-07-27 10:59:00,DEL,BOM,2024-08-25,29,oneway,2,12,8855,7929.0,0.117,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001338,SES_0001423,USR_00318,2024-08-19 21:20:00,DEL,BLR,2024-08-21,2,roundtrip,2,14,8486,7528.0,0.127,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001339,SES_0001424,USR_00318,2024-07-17 20:17:00,DEL,BOM,2024-08-30,44,oneway,2,8,3768,,,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001340,SES_0001424,USR_00318,2024-07-17 20:12:00,DEL,BOM,2024-07-30,13,oneway,1,10,4424,3883.0,0.139,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001341,SES_0001425,USR_00319,2024-07-14 17:50:00,DEL,HYD,2024-07-26,12,oneway,3,11,5371,5398.0,-0.005,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001342,SES_0001425,USR_00319,2024-07-14 17:49:00,DEL,BLR,2024-08-21,38,roundtrip,1,6,4717,4156.0,0.135,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001343,SES_0001426,USR_00319,2024-07-11 10:10:00,BOM,BLR,2024-08-18,38,oneway,1,11,7011,6461.0,0.085,False,ROUTE_BOM-BLR,returning_organic,True
SCH_0001344,SES_0001426,USR_00319,2024-07-11 10:04:00,DEL,HYD,2024-07-15,4,oneway,2,15,7471,7211.0,0.036,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001345,SES_0001428,USR_00319,2024-08-08 09:04:00,DEL,BLR,2024-08-30,22,roundtrip,4,15,6042,5308.0,0.138,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001346,SES_0001429,USR_00319,2024-07-02 15:44:00,DEL,BOM,2024-07-31,29,oneway,1,13,6224,5598.0,0.112,False,ROUTE_DEL-BOM,returning_organic,True
SCH_0001347,SES_0001429,USR_00319,2024-07-02 15:49:00,BOM,BLR,2024-07-06,4,roundtrip,1,6,5384,4894.0,0.1,False,ROUTE_BOM-BLR,returning_organic,True
SCH_0001348,SES_0001430,USR_00319,2024-08-26 19:50:00,DEL,BOM,2024-09-04,9,oneway,2,12,4716,4128.0,0.142,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001349,SES_0001431,USR_00319,2024-08-01 13:07:00,BOM,HYD,2024-08-21,20,roundtrip,2,16,6468,6489.0,-0.003,False,ROUTE_BOM-HYD,returning_organic,True
SCH_0001350,SES_0001433,USR_00320,2024-07-10 19:58:00,IXC,DEL,2024-08-04,25,roundtrip,2,6,4667,,,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001351,SES_0001433,USR_00320,2024-07-10 19:57:00,LKO,DEL,2024-09-12,64,roundtrip,3,4,7706,7918.0,-0.027,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001352,SES_0001434,USR_00320,2024-06-18 14:18:00,JAI,DEL,2024-07-06,18,roundtrip,1,10,8069,8185.0,-0.014,False,ROUTE_JAI-DEL,returning_organic,False
SCH_0001353,SES_0001435,USR_00320,2024-06-21 17:40:00,IXC,DEL,2024-07-06,15,oneway,1,17,6903,6872.0,0.004,True,ROUTE_IXC-DEL,returning_organic,False
SCH_0001354,SES_0001436,USR_00321,2024-07-11 08:12:00,BOM,BLR,2024-07-12,1,roundtrip,1,9,3504,3145.0,0.114,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001355,SES_0001438,USR_00321,2024-08-02 13:46:00,DEL,HYD,2024-09-07,36,oneway,1,9,7709,7483.0,0.03,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001356,SES_0001440,USR_00321,2024-06-22 10:39:00,BOM,HYD,2024-06-27,5,roundtrip,2,11,5884,6083.0,-0.033,False,ROUTE_BOM-HYD,returning_organic,False
SCH_0001357,SES_0001441,USR_00321,2024-07-01 17:17:00,DEL,HYD,2024-07-23,22,roundtrip,1,5,5902,,,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001358,SES_0001442,USR_00321,2024-07-13 11:05:00,DEL,BLR,2024-07-14,1,oneway,1,6,5550,4948.0,0.121,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001359,SES_0001443,USR_00321,2024-05-30 13:20:00,BLR,HYD,2024-06-27,28,roundtrip,1,7,5487,5518.0,-0.006,False,ROUTE_BLR-HYD,returning_organic,False
SCH_0001360,SES_0001443,USR_00321,2024-05-30 13:19:00,DEL,BOM,2024-06-24,25,oneway,1,14,5332,5489.0,-0.029,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001361,SES_0001444,USR_00322,2024-06-04 19:39:00,BOM,HYD,2024-06-14,10,oneway,2,17,7918,,,True,ROUTE_BOM-HYD,new_organic,False
SCH_0001362,SES_0001445,USR_00322,2024-08-24 17:54:00,DEL,BOM,2024-09-23,30,oneway,1,13,8820,7998.0,0.103,True,ROUTE_DEL-BOM,new_organic,True
SCH_0001363,SES_0001446,USR_00323,2024-05-21 09:33:00,JAI,DEL,2024-05-29,8,roundtrip,2,16,4336,4233.0,0.024,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0001364,SES_0001448,USR_00323,2024-08-24 13:45:00,LKO,DEL,2024-09-01,8,oneway,1,14,5374,5123.0,0.049,False,ROUTE_LKO-DEL,returning_organic,True
SCH_0001365,SES_0001449,USR_00324,2024-07-20 13:30:00,DEL,GOI,2024-08-30,41,oneway,1,7,5943,,,True,ROUTE_DEL-GOI,new_organic,True
SCH_0001366,SES_0001451,USR_00325,2024-06-26 12:03:00,DEL,BOM,2024-07-14,18,roundtrip,3,0,7856,7605.0,0.033,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001367,SES_0001453,USR_00325,2024-06-28 13:20:00,DEL,BOM,2024-07-09,11,roundtrip,3,4,7479,,,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001368,SES_0001454,USR_00325,2024-06-24 21:09:00,BOM,BLR,2024-07-17,23,roundtrip,2,12,4084,3981.0,0.026,True,ROUTE_BOM-BLR,returning_organic,False
SCH_0001369,SES_0001454,USR_00325,2024-06-24 21:12:00,DEL,BOM,2024-06-26,2,roundtrip,2,15,4172,4090.0,0.02,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001370,SES_0001454,USR_00325,2024-06-24 21:10:00,DEL,BLR,2024-06-27,3,oneway,3,7,7221,7516.0,-0.039,True,ROUTE_DEL-BLR,returning_organic,False
SCH_0001371,SES_0001455,USR_00326,2024-08-16 18:42:00,BHO,BOM,2024-09-08,23,roundtrip,1,5,3590,3442.0,0.043,True,,returning_organic,True
SCH_0001372,SES_0001456,USR_00326,2024-08-18 22:36:00,DEL,BLR,2024-08-24,6,oneway,1,15,4464,4047.0,0.103,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001373,SES_0001457,USR_00326,2024-07-03 12:53:00,LKO,DEL,2024-09-04,63,oneway,4,15,8556,8077.0,0.059,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001374,SES_0001458,USR_00326,2024-07-01 22:34:00,BHO,BOM,2024-07-04,3,roundtrip,2,5,5340,5039.0,0.06,True,ROUTE_BHO-BOM,returning_organic,True
SCH_0001375,SES_0001460,USR_00326,2024-06-12 09:02:00,LKO,DEL,2024-06-17,5,oneway,2,5,4480,4564.0,-0.018,True,ROUTE_LKO-DEL,returning_organic,False
SCH_0001376,SES_0001461,USR_00326,2024-06-06 12:22:00,LKO,DEL,2024-08-11,66,oneway,1,14,6740,6584.0,0.024,False,ROUTE_LKO-DEL,returning_organic,False
SCH_0001377,SES_0001461,USR_00326,2024-06-06 12:23:00,IXC,DEL,2024-06-22,16,oneway,1,15,4254,4093.0,0.039,True,ROUTE_IXC-DEL,returning_organic,False
SCH_0001378,SES_0001461,USR_00326,2024-06-06 12:18:00,IXC,DEL,2024-06-24,18,roundtrip,1,6,6802,,,True,ROUTE_IXC-DEL,returning_organic,False
SCH_0001379,SES_0001463,USR_00327,2024-05-14 16:34:00,LKO,DEL,2024-05-18,4,roundtrip,2,16,6393,6395.0,-0.0,False,ROUTE_LKO-DEL,returning_organic,False
SCH_0001380,SES_0001465,USR_00327,2024-05-16 17:41:00,BHO,BOM,2024-05-25,9,oneway,1,13,6393,6401.0,-0.001,True,ROUTE_BHO-BOM,returning_organic,False
SCH_0001381,SES_0001466,USR_00327,2024-05-16 20:51:00,JAI,DEL,2024-05-30,14,oneway,1,13,7418,7031.0,0.055,True,ROUTE_JAI-DEL,returning_organic,False
SCH_0001382,SES_0001466,USR_00327,2024-05-16 20:57:00,JAI,DEL,2024-06-25,40,roundtrip,2,13,5389,5486.0,-0.018,False,ROUTE_JAI-DEL,returning_organic,False
SCH_0001383,SES_0001468,USR_00328,2024-07-02 17:04:00,BOM,BLR,2024-07-04,2,oneway,2,11,4683,,,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001384,SES_0001468,USR_00328,2024-07-02 17:05:00,BLR,MYQ,2024-07-19,17,oneway,4,16,5953,6004.0,-0.009,True,ROUTE_BLR-MYQ,returning_organic,True
SCH_0001385,SES_0001470,USR_00329,2024-07-07 14:40:00,BOM,BLR,2024-08-11,35,oneway,1,14,4443,,,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001386,SES_0001470,USR_00329,2024-07-07 14:39:00,DEL,BLR,2024-07-08,1,roundtrip,2,4,5422,,,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001387,SES_0001472,USR_00329,2024-08-21 08:59:00,BOM,BLR,2024-09-04,14,oneway,1,5,5488,4995.0,0.099,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001388,SES_0001473,USR_00329,2024-05-11 18:38:00,DEL,BOM,2024-05-12,1,oneway,1,17,4464,4597.0,-0.029,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001389,SES_0001473,USR_00329,2024-05-11 18:37:00,BLR,HYD,2024-05-30,19,oneway,2,6,7851,7746.0,0.013,False,ROUTE_BLR-HYD,returning_organic,False
SCH_0001390,SES_0001473,USR_00329,2024-05-11 18:38:00,DEL,BLR,2024-05-26,15,oneway,2,5,8370,8288.0,0.01,False,ROUTE_DEL-BLR,returning_organic,False
SCH_0001391,SES_0001474,USR_00329,2024-07-26 12:54:00,BOM,HYD,2024-07-29,3,oneway,4,16,5902,5601.0,0.054,True,ROUTE_BOM-HYD,returning_organic,True
SCH_0001392,SES_0001474,USR_00329,2024-07-26 12:53:00,DEL,HYD,2024-07-29,3,roundtrip,1,6,7343,7001.0,0.049,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001393,SES_0001475,USR_00329,2024-05-15 10:38:00,DEL,BOM,2024-05-29,14,oneway,1,14,8699,,,True,ROUTE_DEL-BOM,returning_organic,False
SCH_0001394,SES_0001476,USR_00329,2024-08-28 21:51:00,DEL,BOM,2024-08-30,2,oneway,1,8,8382,7357.0,0.139,False,ROUTE_DEL-BOM,returning_organic,True
SCH_0001395,SES_0001476,USR_00329,2024-08-28 21:49:00,BOM,HYD,2024-08-29,1,oneway,1,8,8282,8207.0,0.009,False,ROUTE_BOM-HYD,returning_organic,True
SCH_0001396,SES_0001479,USR_00330,2024-05-25 12:15:00,DEL,HYD,2024-05-29,4,roundtrip,1,11,6841,6487.0,0.054,True,ROUTE_DEL-HYD,returning_organic,False
SCH_0001397,SES_0001480,USR_00330,2024-08-27 18:29:00,DEL,HYD,2024-09-18,22,oneway,2,12,6049,6289.0,-0.038,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001398,SES_0001480,USR_00330,2024-08-27 18:33:00,DEL,BLR,2024-08-28,1,roundtrip,1,16,8698,7600.0,0.144,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001399,SES_0001481,USR_00330,2024-06-10 19:03:00,BLR,HYD,2024-06-20,10,roundtrip,1,15,5211,,,False,ROUTE_BLR-HYD,returning_organic,False
SCH_0001400,SES_0001482,USR_00330,2024-05-12 22:49:00,BLR,HYD,2024-05-16,4,oneway,1,11,5995,5756.0,0.041,True,ROUTE_BLR-HYD,returning_organic,False
SCH_0001401,SES_0001484,USR_00331,2024-05-25 13:18:00,BOM,BLR,2024-05-31,6,roundtrip,1,16,8840,8574.0,0.031,True,ROUTE_BOM-BLR,corporate,False
SCH_0001402,SES_0001486,USR_00331,2024-08-23 15:54:00,DEL,BOM,2024-09-06,14,oneway,4,5,3512,3243.0,0.083,True,ROUTE_DEL-BOM,corporate,True
SCH_0001403,SES_0001486,USR_00331,2024-08-23 15:53:00,BLR,MYQ,2024-09-10,18,oneway,2,4,8775,8383.0,0.047,True,ROUTE_BLR-MYQ,corporate,True
SCH_0001404,SES_0001487,USR_00331,2024-08-03 10:14:00,DEL,BOM,2024-08-18,15,oneway,1,13,8931,8062.0,0.108,False,ROUTE_DEL-BOM,corporate,True
SCH_0001405,SES_0001489,USR_00332,2024-07-20 14:16:00,BLR,HYD,2024-09-11,53,roundtrip,1,0,6093,5873.0,0.037,False,ROUTE_BLR-HYD,returning_organic,True
SCH_0001406,SES_0001490,USR_00332,2024-08-12 12:30:00,DEL,GOI,2024-08-15,3,oneway,4,17,6963,6774.0,0.028,False,ROUTE_DEL-GOI,returning_organic,True
SCH_0001407,SES_0001490,USR_00332,2024-08-12 12:28:00,DEL,BOM,2024-08-20,8,roundtrip,2,15,4237,3721.0,0.139,False,ROUTE_DEL-BOM,returning_organic,True
SCH_0001408,SES_0001492,USR_00332,2024-06-03 18:03:00,DEL,JAI,2024-06-09,6,oneway,3,4,6867,,,False,ROUTE_DEL-JAI,returning_organic,False
SCH_0001409,SES_0001493,USR_00332,2024-06-11 18:48:00,BLR,HYD,2024-07-13,32,roundtrip,2,10,6554,6208.0,0.056,False,ROUTE_BLR-HYD,returning_organic,False
SCH_0001410,SES_0001493,USR_00332,2024-06-11 18:50:00,BLR,MYQ,2024-06-12,1,roundtrip,2,10,7852,7503.0,0.046,True,ROUTE_BLR-MYQ,returning_organic,False
SCH_0001411,SES_0001493,USR_00332,2024-06-11 18:49:00,DEL,HYD,2024-06-12,1,oneway,3,16,5757,,,True,ROUTE_DEL-HYD,returning_organic,False
SCH_0001412,SES_0001494,USR_00333,2024-08-24 12:01:00,BHO,BOM,2024-09-10,17,oneway,2,8,5944,5610.0,0.06,False,ROUTE_BHO-BOM,returning_organic,True
SCH_0001413,SES_0001496,USR_00333,2024-07-31 09:08:00,IXC,DEL,2024-09-11,42,oneway,1,9,5111,5119.0,-0.002,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001414,SES_0001496,USR_00333,2024-07-31 09:05:00,JAI,DEL,2024-10-09,70,oneway,2,5,7120,6892.0,0.033,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001415,SES_0001498,USR_00333,2024-07-08 13:35:00,LKO,DEL,2024-07-21,13,oneway,1,11,5294,5190.0,0.02,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001416,SES_0001499,USR_00334,2024-06-30 17:46:00,DEL,BLR,2024-08-08,39,oneway,1,8,4133,4165.0,-0.008,False,ROUTE_DEL-BLR,new_organic,False
SCH_0001417,SES_0001499,USR_00334,2024-06-30 17:44:00,BOM,BLR,2024-08-14,45,oneway,1,5,5670,,,True,ROUTE_BOM-BLR,new_organic,False
SCH_0001418,SES_0001500,USR_00334,2024-07-17 20:13:00,BLR,HYD,2024-08-22,36,oneway,1,4,4940,4994.0,-0.011,True,ROUTE_BLR-HYD,new_organic,True
SCH_0001419,SES_0001503,USR_00335,2024-08-01 10:25:00,JAI,DEL,2024-08-04,3,oneway,2,12,4590,4495.0,0.021,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001420,SES_0001503,USR_00335,2024-08-01 10:25:00,LKO,DEL,2024-08-06,5,oneway,1,0,6151,6012.0,0.023,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001421,SES_0001504,USR_00335,2024-07-27 10:47:00,BHO,BOM,2024-08-10,14,roundtrip,1,4,8488,8274.0,0.026,True,ROUTE_BHO-BOM,returning_organic,True
SCH_0001422,SES_0001504,USR_00335,2024-07-27 10:44:00,IXC,DEL,2024-08-11,15,oneway,1,9,3722,3626.0,0.026,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001423,SES_0001506,USR_00335,2024-06-29 14:03:00,JAI,DEL,2024-07-21,22,roundtrip,1,7,5546,5430.0,0.021,False,ROUTE_JAI-DEL,returning_organic,False
SCH_0001424,SES_0001509,USR_00336,2024-07-21 23:00:00,LKO,DEL,2024-09-22,63,oneway,2,17,6776,6836.0,-0.009,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001425,SES_0001511,USR_00336,2024-08-21 15:10:00,DEL,BOM,2024-09-01,11,roundtrip,2,8,4386,4014.0,0.093,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001426,SES_0001511,USR_00336,2024-08-21 15:10:00,LKO,DEL,2024-08-26,5,roundtrip,1,7,4808,4817.0,-0.002,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001427,SES_0001511,USR_00336,2024-08-21 15:08:00,IXC,DEL,2024-09-08,18,roundtrip,3,11,3948,3805.0,0.038,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001428,SES_0001512,USR_00336,2024-08-02 12:14:00,JAI,DEL,2024-08-16,14,oneway,3,11,8577,8515.0,0.007,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001429,SES_0001513,USR_00337,2024-04-09 13:30:00,BOM,BLR,2024-04-15,6,oneway,2,8,5069,5110.0,-0.008,True,ROUTE_BOM-BLR,new_organic,False
SCH_0001430,SES_0001514,USR_00337,2024-05-04 22:30:00,DEL,BOM,2024-05-06,2,roundtrip,1,6,8517,8183.0,0.041,True,ROUTE_DEL-BOM,new_organic,False
SCH_0001431,SES_0001515,USR_00338,2024-08-09 15:15:00,DEL,HYD,2024-08-17,8,oneway,3,10,4407,4321.0,0.02,False,ROUTE_DEL-HYD,returning_organic,True
SCH_0001432,SES_0001517,USR_00338,2024-08-06 12:34:00,DEL,BLR,2024-08-09,3,oneway,2,10,7663,6764.0,0.133,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001433,SES_0001517,USR_00338,2024-08-06 12:34:00,BOM,HYD,2024-08-09,3,oneway,1,4,4465,4466.0,-0.0,True,ROUTE_BOM-HYD,returning_organic,True
SCH_0001434,SES_0001518,USR_00338,2024-08-21 16:39:00,BOM,BLR,2024-09-08,18,roundtrip,3,12,7397,6781.0,0.091,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001435,SES_0001519,USR_00339,2024-07-18 16:34:00,JAI,DEL,2024-08-04,17,oneway,1,17,6580,6345.0,0.037,False,ROUTE_JAI-DEL,corporate,True
SCH_0001436,SES_0001520,USR_00339,2024-07-07 17:32:00,IXC,DEL,2024-07-16,9,oneway,2,7,4239,4228.0,0.003,True,ROUTE_IXC-DEL,corporate,True
SCH_0001437,SES_0001521,USR_00340,2024-08-21 13:30:00,JAI,DEL,2024-08-23,2,oneway,3,14,7459,7457.0,0.0,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001438,SES_0001521,USR_00340,2024-08-21 13:27:00,JAI,DEL,2024-08-22,1,oneway,2,4,6416,6062.0,0.058,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001439,SES_0001521,USR_00340,2024-08-21 13:27:00,JAI,DEL,2024-08-23,2,oneway,1,5,4787,4752.0,0.007,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001440,SES_0001522,USR_00340,2024-07-05 11:28:00,IXC,DEL,2024-09-03,60,oneway,3,6,8102,7953.0,0.019,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001441,SES_0001523,USR_00340,2024-05-31 12:56:00,IXC,DEL,2024-06-01,1,oneway,1,4,8288,8381.0,-0.011,True,ROUTE_IXC-DEL,returning_organic,False
SCH_0001442,SES_0001524,USR_00340,2024-08-05 20:47:00,JAI,DEL,2024-09-23,49,roundtrip,2,12,4598,4437.0,0.036,False,ROUTE_JAI-DEL,returning_organic,True
SCH_0001443,SES_0001525,USR_00340,2024-08-07 11:34:00,IXC,DEL,2024-08-14,7,oneway,3,12,8962,8738.0,0.026,True,ROUTE_IXC-DEL,returning_organic,True
SCH_0001444,SES_0001527,USR_00341,2024-08-19 09:57:00,DEL,BOM,2024-08-28,9,roundtrip,3,11,3728,3251.0,0.147,True,ROUTE_DEL-BOM,corporate,True
SCH_0001445,SES_0001529,USR_00342,2024-05-18 12:25:00,DEL,BOM,2024-05-30,12,oneway,1,9,7588,7374.0,0.029,True,ROUTE_DEL-BOM,corporate,False
SCH_0001446,SES_0001530,USR_00343,2024-07-06 21:16:00,DEL,HYD,2024-08-02,27,roundtrip,1,9,6062,5876.0,0.032,True,ROUTE_DEL-HYD,returning_organic,True
SCH_0001447,SES_0001531,USR_00343,2024-08-03 22:52:00,BLR,HYD,2024-08-12,9,oneway,2,7,6128,6044.0,0.014,True,ROUTE_BLR-HYD,returning_organic,True
SCH_0001448,SES_0001532,USR_00343,2024-08-12 10:25:00,BOM,HYD,2024-09-16,35,roundtrip,1,17,5013,4793.0,0.046,False,ROUTE_BOM-HYD,returning_organic,True
SCH_0001449,SES_0001532,USR_00343,2024-08-12 10:26:00,DEL,BOM,2024-09-01,20,oneway,2,12,4711,4327.0,0.089,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001450,SES_0001532,USR_00343,2024-08-12 10:28:00,BOM,BLR,2024-08-20,8,oneway,1,6,8653,7642.0,0.132,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001451,SES_0001533,USR_00343,2024-07-10 14:50:00,DEL,BOM,2024-08-28,49,oneway,3,13,5496,4878.0,0.127,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001452,SES_0001534,USR_00344,2024-08-04 09:22:00,DEL,BOM,2024-09-18,45,oneway,1,13,4447,3895.0,0.142,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001453,SES_0001535,USR_00344,2024-07-03 18:07:00,BOM,BLR,2024-07-27,24,oneway,1,17,7566,6631.0,0.141,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001454,SES_0001536,USR_00344,2024-08-07 13:21:00,BLR,MYQ,2024-08-08,1,roundtrip,1,12,7310,7466.0,-0.021,True,ROUTE_BLR-MYQ,returning_organic,True
SCH_0001455,SES_0001537,USR_00344,2024-07-27 10:43:00,BOM,BLR,2024-08-09,13,oneway,2,10,5886,5212.0,0.129,False,ROUTE_BOM-BLR,returning_organic,True
SCH_0001456,SES_0001537,USR_00344,2024-07-27 10:42:00,BOM,COK,2024-07-30,3,oneway,1,14,5892,,,True,ROUTE_BOM-COK,returning_organic,True
SCH_0001457,SES_0001538,USR_00344,2024-08-25 14:10:00,DEL,JAI,2024-08-31,6,oneway,1,15,6016,6027.0,-0.002,True,ROUTE_DEL-JAI,returning_organic,True
SCH_0001458,SES_0001539,USR_00344,2024-06-20 13:48:00,DEL,GOI,2024-07-01,11,oneway,1,7,6586,6455.0,0.02,False,ROUTE_DEL-GOI,returning_organic,False
SCH_0001459,SES_0001542,USR_00345,2024-07-29 11:18:00,LKO,DEL,2024-08-12,14,oneway,3,7,7721,7856.0,-0.017,True,ROUTE_LKO-DEL,corporate,True
SCH_0001460,SES_0001542,USR_00345,2024-07-29 11:20:00,DEL,BOM,2024-08-18,20,oneway,1,7,5635,4908.0,0.148,True,ROUTE_DEL-BOM,corporate,True
SCH_0001461,SES_0001543,USR_00345,2024-08-01 11:06:00,IXC,DEL,2024-08-11,10,oneway,1,17,5750,5973.0,-0.037,False,ROUTE_IXC-DEL,corporate,True
SCH_0001462,SES_0001544,USR_00345,2024-07-19 11:29:00,IXC,DEL,2024-07-26,7,roundtrip,1,17,3978,3805.0,0.045,True,ROUTE_IXC-DEL,corporate,True
SCH_0001463,SES_0001545,USR_00346,2024-08-25 18:21:00,DEL,BOM,2024-09-14,20,roundtrip,1,6,6703,5978.0,0.121,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001464,SES_0001545,USR_00346,2024-08-25 18:23:00,LKO,DEL,2024-08-27,2,roundtrip,1,15,7878,7943.0,-0.008,False,ROUTE_LKO-DEL,returning_organic,True
SCH_0001465,SES_0001546,USR_00346,2024-08-17 13:24:00,JAI,DEL,2024-09-06,20,oneway,2,8,7512,7247.0,0.037,True,ROUTE_JAI-DEL,returning_organic,True
SCH_0001466,SES_0001547,USR_00346,2024-08-22 10:55:00,LKO,DEL,2024-08-23,1,roundtrip,1,8,5685,5891.0,-0.035,True,ROUTE_LKO-DEL,returning_organic,True
SCH_0001467,SES_0001548,USR_00346,2024-08-02 12:45:00,BOM,BLR,2024-08-23,21,roundtrip,1,7,8296,,,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001468,SES_0001550,USR_00346,2024-07-07 12:03:00,DEL,BLR,2024-08-08,32,oneway,1,17,5370,4693.0,0.144,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001469,SES_0001551,USR_00347,2024-06-22 13:34:00,DEL,HYD,2024-06-25,3,roundtrip,2,10,7179,6985.0,0.028,True,ROUTE_DEL-HYD,returning_organic,False
SCH_0001470,SES_0001552,USR_00347,2024-07-09 16:43:00,DEL,BLR,2024-07-29,20,oneway,2,5,5230,,,True,ROUTE_DEL-BLR,returning_organic,True
SCH_0001471,SES_0001552,USR_00347,2024-07-09 16:39:00,BOM,BLR,2024-07-11,2,oneway,2,11,6936,6053.0,0.146,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001472,SES_0001552,USR_00347,2024-07-09 16:43:00,DEL,BOM,2024-08-12,34,oneway,1,9,8747,7842.0,0.115,True,ROUTE_DEL-BOM,returning_organic,True
SCH_0001473,SES_0001554,USR_00347,2024-08-22 17:24:00,BOM,BLR,2024-08-23,1,oneway,1,6,5897,5199.0,0.134,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001474,SES_0001554,USR_00347,2024-08-22 17:23:00,BOM,BLR,2024-10-11,50,oneway,1,8,8264,7330.0,0.127,True,ROUTE_BOM-BLR,returning_organic,True
SCH_0001475,SES_0001555,USR_00347,2024-08-12 18:08:00,DEL,HYD,2024-08-18,6,roundtrip,1,7,7767,7391.0,0.051,True,ROUTE_DEL-HYD,returning_organic,True
