exposure_id,experiment_id,experiment_name,user_id,variant,exposure_ts,platform,app_version,expected_effect
EXP_0000619,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04472,treatment,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000620,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04651,treatment,2024-07-03 00:00:00,android_app,8.4.0,small_negative
EXP_0000621,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04223,treatment,2024-06-30 00:00:00,android_app,8.4.0,small_negative
EXP_0000622,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03851,control,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000623,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03975,control,2024-06-28 00:00:00,android_app,8.4.0,small_negative
EXP_0000624,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04244,treatment,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000625,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04112,control,2024-07-04 00:00:00,ios_app,8.4.1,small_negative
EXP_0000626,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04889,control,2024-06-24 00:00:00,ios_app,8.4.0,small_negative
EXP_0000627,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_01541,control,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000628,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03508,treatment,2024-06-27 00:00:00,ios_app,8.4.1,small_negative
EXP_0000629,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03919,treatment,2024-06-29 00:00:00,ios_app,8.4.0,small_negative
EXP_0000630,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04085,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000631,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04205,treatment,2024-07-04 00:00:00,android_app,8.4.0,small_negative
EXP_0000632,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03775,treatment,2024-07-01 00:00:00,ios_app,8.4.1,small_negative
EXP_0000633,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03373,treatment,2024-06-27 00:00:00,ios_app,8.4.0,small_negative
EXP_0000634,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04083,control,2024-06-25 00:00:00,android_app,8.4.1,small_negative
EXP_0000635,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03845,treatment,2024-06-30 00:00:00,android_app,8.4.1,small_negative
EXP_0000636,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03760,control,2024-06-30 00:00:00,ios_app,8.4.1,small_negative
EXP_0000637,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04116,treatment,2024-07-05 00:00:00,ios_app,8.4.0,small_negative
EXP_0000638,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04969,control,2024-06-29 00:00:00,ios_app,8.4.0,small_negative
EXP_0000639,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03891,treatment,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000640,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_01613,treatment,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000641,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04740,control,2024-07-04 00:00:00,android_app,8.4.0,small_negative
EXP_0000642,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03534,treatment,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000643,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04589,treatment,2024-07-06 00:00:00,ios_app,8.4.0,small_negative
EXP_0000644,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04541,control,2024-07-01 00:00:00,ios_app,8.4.1,small_negative
EXP_0000645,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04615,control,2024-06-24 00:00:00,ios_app,8.4.0,small_negative
EXP_0000646,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04913,treatment,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000647,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03588,control,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000648,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03718,treatment,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000649,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04339,treatment,2024-06-27 00:00:00,ios_app,8.4.0,small_negative
EXP_0000650,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04755,treatment,2024-07-05 00:00:00,ios_app,8.4.0,small_negative
EXP_0000651,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04879,treatment,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000652,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03379,treatment,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000653,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03724,control,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000654,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04746,control,2024-07-07 00:00:00,android_app,8.4.0,small_negative
EXP_0000655,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03600,control,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000656,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04383,control,2024-06-29 00:00:00,android_app,8.4.0,small_negative
EXP_0000657,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03864,treatment,2024-07-02 00:00:00,android_app,8.4.0,small_negative
EXP_0000658,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03801,treatment,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000659,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04048,control,2024-06-25 00:00:00,android_app,8.4.0,small_negative
EXP_0000660,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03769,control,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000661,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03630,control,2024-06-29 00:00:00,android_app,8.4.1,small_negative
EXP_0000662,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04751,control,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000663,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03988,treatment,2024-06-25 00:00:00,android_app,8.4.0,small_negative
EXP_0000664,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04526,control,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000665,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04417,treatment,2024-06-24 00:00:00,ios_app,8.4.0,small_negative
EXP_0000666,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04220,control,2024-07-02 00:00:00,ios_app,8.4.1,small_negative
EXP_0000667,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04912,control,2024-07-02 00:00:00,android_app,8.4.0,small_negative
EXP_0000668,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04855,control,2024-07-05 00:00:00,android_app,8.4.1,small_negative
EXP_0000669,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04306,treatment,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000670,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03076,treatment,2024-07-06 00:00:00,ios_app,8.4.1,small_negative
EXP_0000671,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04792,treatment,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000672,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04283,control,2024-07-05 00:00:00,android_app,8.4.1,small_negative
EXP_0000673,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04693,treatment,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000674,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_01539,treatment,2024-07-04 00:00:00,ios_app,8.4.0,small_negative
EXP_0000675,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03764,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000676,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04997,control,2024-06-29 00:00:00,ios_app,8.4.1,small_negative
EXP_0000677,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04814,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000678,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04400,control,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000679,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04333,control,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000680,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04594,control,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000681,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04230,treatment,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000682,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04502,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000683,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04774,treatment,2024-06-25 00:00:00,android_app,8.4.0,small_negative
EXP_0000684,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04011,control,2024-06-26 00:00:00,ios_app,8.4.0,small_negative
EXP_0000685,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04257,control,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000686,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04649,treatment,2024-07-03 00:00:00,ios_app,8.4.1,small_negative
EXP_0000687,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03989,treatment,2024-06-30 00:00:00,android_app,8.4.0,small_negative
EXP_0000688,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04140,control,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000689,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03391,control,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000690,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03612,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000691,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00879,treatment,2024-06-26 00:00:00,ios_app,8.4.0,small_negative
EXP_0000692,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04381,treatment,2024-06-28 00:00:00,android_app,8.4.0,small_negative
EXP_0000693,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04146,control,2024-06-30 00:00:00,android_app,8.4.1,small_negative
EXP_0000694,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04721,control,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000695,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04409,control,2024-07-04 00:00:00,ios_app,8.4.1,small_negative
EXP_0000696,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04245,control,2024-07-02 00:00:00,android_app,8.4.0,small_negative
EXP_0000697,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03977,control,2024-06-29 00:00:00,android_app,8.4.0,small_negative
EXP_0000698,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03264,treatment,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000699,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03621,control,2024-06-26 00:00:00,android_app,8.4.1,small_negative
EXP_0000700,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03546,control,2024-07-06 00:00:00,ios_app,8.4.0,small_negative
EXP_0000701,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03561,treatment,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000702,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03515,treatment,2024-07-03 00:00:00,android_app,8.4.1,small_negative
EXP_0000703,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04315,treatment,2024-07-01 00:00:00,android_app,8.4.0,small_negative
EXP_0000704,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04270,control,2024-06-29 00:00:00,android_app,8.4.0,small_negative
EXP_0000705,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03434,treatment,2024-07-07 00:00:00,android_app,8.4.1,small_negative
EXP_0000706,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03496,treatment,2024-06-30 00:00:00,android_app,8.4.0,small_negative
EXP_0000707,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04583,treatment,2024-07-01 00:00:00,ios_app,8.4.1,small_negative
EXP_0000708,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04507,treatment,2024-06-24 00:00:00,android_app,8.4.1,small_negative
EXP_0000709,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04640,control,2024-06-25 00:00:00,android_app,8.4.1,small_negative
EXP_0000710,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03307,treatment,2024-07-03 00:00:00,android_app,8.4.0,small_negative
EXP_0000711,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03963,treatment,2024-07-01 00:00:00,ios_app,8.4.0,small_negative
EXP_0000712,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03765,control,2024-07-05 00:00:00,ios_app,8.4.0,small_negative
EXP_0000713,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03732,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000714,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_02010,control,2024-06-28 00:00:00,android_app,8.4.0,small_negative
EXP_0000715,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03762,treatment,2024-07-05 00:00:00,ios_app,8.4.1,small_negative
EXP_0000716,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04876,control,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000717,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04825,control,2024-06-27 00:00:00,ios_app,8.4.1,small_negative
EXP_0000718,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04490,control,2024-06-26 00:00:00,android_app,8.4.0,small_negative
EXP_0000719,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04149,treatment,2024-06-29 00:00:00,android_app,8.4.0,small_negative
EXP_0000720,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04096,treatment,2024-07-02 00:00:00,ios_app,8.4.0,small_negative
EXP_0000721,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03831,control,2024-07-07 00:00:00,android_app,8.4.1,small_negative
EXP_0000722,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04695,control,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000723,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04163,control,2024-07-07 00:00:00,android_app,8.4.0,small_negative
EXP_0000724,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03929,treatment,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000725,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04725,control,2024-07-03 00:00:00,android_app,8.4.1,small_negative
EXP_0000726,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03333,control,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000727,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03932,control,2024-06-30 00:00:00,android_app,8.4.1,small_negative
EXP_0000728,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03632,treatment,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000729,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04125,treatment,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000730,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04532,control,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000731,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03563,treatment,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000732,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04095,treatment,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000733,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03240,control,2024-07-07 00:00:00,android_app,8.4.1,small_negative
EXP_0000734,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03360,control,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000735,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04153,treatment,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000736,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04139,control,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000737,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03328,control,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000738,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04861,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000739,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04948,control,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000740,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04670,control,2024-07-05 00:00:00,android_app,8.4.0,small_negative
EXP_0000741,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04342,treatment,2024-06-24 00:00:00,ios_app,8.4.1,small_negative
EXP_0000742,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03203,control,2024-07-02 00:00:00,ios_app,8.4.1,small_negative
EXP_0000743,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00348,treatment,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000744,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04645,control,2024-06-25 00:00:00,android_app,8.4.1,small_negative
EXP_0000745,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04188,treatment,2024-06-25 00:00:00,ios_app,8.4.1,small_negative
EXP_0000746,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04317,control,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000747,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04302,control,2024-07-06 00:00:00,ios_app,8.4.1,small_negative
EXP_0000748,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03246,control,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000749,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03882,treatment,2024-07-04 00:00:00,android_app,8.4.0,small_negative
EXP_0000750,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03865,control,2024-06-29 00:00:00,ios_app,8.4.1,small_negative
EXP_0000751,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03844,control,2024-07-03 00:00:00,ios_app,8.4.0,small_negative
EXP_0000752,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04533,treatment,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000753,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04841,treatment,2024-07-03 00:00:00,android_app,8.4.0,small_negative
EXP_0000754,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04791,treatment,2024-07-06 00:00:00,ios_app,8.4.1,small_negative
EXP_0000755,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04311,control,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000756,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00361,treatment,2024-07-03 00:00:00,android_app,8.4.1,small_negative
EXP_0000757,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04786,treatment,2024-06-30 00:00:00,android_app,8.4.0,small_negative
EXP_0000758,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03260,treatment,2024-06-28 00:00:00,ios_app,8.4.1,small_negative
EXP_0000759,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03777,control,2024-07-01 00:00:00,ios_app,8.4.1,small_negative
EXP_0000760,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04806,treatment,2024-06-25 00:00:00,ios_app,8.4.0,small_negative
EXP_0000761,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04745,treatment,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000762,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04886,treatment,2024-07-05 00:00:00,ios_app,8.4.1,small_negative
EXP_0000763,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03787,control,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000764,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04543,control,2024-06-30 00:00:00,android_app,8.4.1,small_negative
EXP_0000765,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04527,treatment,2024-06-30 00:00:00,android_app,8.4.1,small_negative
EXP_0000766,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04299,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000767,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03658,control,2024-07-06 00:00:00,android_app,8.4.0,small_negative
EXP_0000768,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00849,treatment,2024-06-27 00:00:00,android_app,8.4.0,small_negative
EXP_0000769,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03280,treatment,2024-06-24 00:00:00,android_app,8.4.0,small_negative
EXP_0000770,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03216,control,2024-06-30 00:00:00,ios_app,8.4.0,small_negative
EXP_0000771,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03408,control,2024-07-04 00:00:00,android_app,8.4.0,small_negative
EXP_0000772,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04077,control,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000773,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03227,control,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000774,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_02047,treatment,2024-07-06 00:00:00,ios_app,8.4.1,small_negative
EXP_0000775,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03501,treatment,2024-07-06 00:00:00,android_app,8.4.1,small_negative
EXP_0000776,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04705,treatment,2024-07-04 00:00:00,ios_app,8.4.0,small_negative
EXP_0000777,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04019,treatment,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000778,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04521,control,2024-06-29 00:00:00,ios_app,8.4.1,small_negative
EXP_0000779,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03959,control,2024-07-04 00:00:00,android_app,8.4.0,small_negative
EXP_0000780,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04015,control,2024-07-04 00:00:00,android_app,8.4.1,small_negative
EXP_0000781,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03251,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000782,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04035,control,2024-07-04 00:00:00,ios_app,8.4.1,small_negative
EXP_0000783,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_00231,control,2024-06-29 00:00:00,ios_app,8.4.0,small_negative
EXP_0000784,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03499,treatment,2024-06-24 00:00:00,android_app,8.4.1,small_negative
EXP_0000785,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04089,control,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000786,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03596,control,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000787,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04838,control,2024-07-04 00:00:00,ios_app,8.4.1,small_negative
EXP_0000788,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04556,control,2024-06-28 00:00:00,ios_app,8.4.0,small_negative
EXP_0000789,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04222,treatment,2024-07-07 00:00:00,android_app,8.4.1,small_negative
EXP_0000790,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03937,treatment,2024-06-30 00:00:00,android_app,8.4.0,small_negative
EXP_0000791,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03377,control,2024-07-05 00:00:00,android_app,8.4.1,small_negative
EXP_0000792,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04967,treatment,2024-06-25 00:00:00,android_app,8.4.0,small_negative
EXP_0000793,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03616,control,2024-07-07 00:00:00,android_app,8.4.1,small_negative
EXP_0000794,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04414,treatment,2024-06-28 00:00:00,android_app,8.4.1,small_negative
EXP_0000795,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04442,control,2024-06-30 00:00:00,android_app,8.4.0,small_negative
EXP_0000796,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04059,treatment,2024-06-26 00:00:00,ios_app,8.4.1,small_negative
EXP_0000797,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03671,treatment,2024-06-27 00:00:00,ios_app,8.4.1,small_negative
EXP_0000798,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03536,treatment,2024-06-25 00:00:00,android_app,8.4.0,small_negative
EXP_0000799,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03456,treatment,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000800,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04357,treatment,2024-06-29 00:00:00,ios_app,8.4.0,small_negative
EXP_0000801,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_04312,treatment,2024-07-02 00:00:00,android_app,8.4.1,small_negative
EXP_0000802,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03639,treatment,2024-07-01 00:00:00,android_app,8.4.1,small_negative
EXP_0000803,EXP_PAYMENT_UI_V2,Payment Method Selector Redesign,USR_03964,treatment,2024-07-07 00:00:00,android_app,8.4.0,small_negative
