user_id,registration_date,acquisition_channel,origin_city_code,city_tier,device_type,app_version_at_registration,is_corporate,total_bookings_lifetime,first_booking_date,last_booking_date,user_segment,period
USR_01383,2024-04-27,email_push,,tier1,ios,8.3.2,False,5,2023-11-26,2024-03-19,returning_organic,pre
USR_01384,2024-06-09,organic_search,BBI,tier3,ios,8.2.1,False,8,2023-10-19,2024-03-26,returning_organic,pre
USR_01385,2024-05-14,paid_search,BOM,tier1,web,,False,2,2023-11-07,2024-05-11,new_organic,pre
USR_01386,2024-04-28,returning_direct,IXB,tier3,ios,8.3.0,False,8,2023-10-18,2024-04-05,returning_organic,pre
USR_01387,2024-05-15,paid_search,VTZ,tier2,ios,8.3.2,False,7,2023-07-12,2024-02-16,returning_organic,pre
USR_01388,2024-04-17,organic_search,BLR,tier1,android,8.2.1,False,1,2023-12-25,2024-03-14,new_organic,pre
USR_01389,2024-05-10,email_push,CJB,tier2,android,8.3.0,False,2,2023-06-16,2024-03-02,returning_organic,pre
USR_01390,2024-04-03,returning_direct,MAA,tier1,android,8.3.0,True,2,2023-11-06,2024-02-10,corporate,pre
USR_01391,2024-06-15,organic_search,IXC,tier2,android,8.3.2,False,5,2023-12-18,2024-05-17,returning_organic,pre
USR_01392,2024-06-15,organic_search,BHO,tier2,web,,False,2,2024-02-09,2024-05-25,new_organic,pre
USR_01393,2024-06-05,organic_search,CJB,tier2,ios,8.2.1,False,7,2024-01-08,2024-03-23,returning_organic,pre
USR_01394,2024-05-16,returning_direct,,tier1,web,,False,7,2023-05-28,2024-02-21,returning_organic,pre
USR_01395,2024-06-25,returning_direct,CJB,tier2,android,8.3.2,True,6,2023-12-01,2024-05-29,corporate,pre
USR_01396,2024-06-26,paid_social,IXB,tier3,ios,8.3.2,False,2,2024-01-02,2024-05-27,new_organic,pre
USR_01397,2024-04-30,returning_direct,CJB,tier2,android,8.3.0,False,8,2023-10-30,2024-03-28,returning_organic,pre
USR_01398,2024-06-08,organic_search,JAI,tier2,ios,8.3.0,False,2,2023-06-20,2024-04-03,new_organic,pre
USR_01399,2024-04-09,returning_direct,MAA,tier1,android,8.3.2,False,4,2023-07-17,2024-01-14,returning_organic,pre
USR_01400,2024-06-24,paid_search,BOM,tier1,ios,8.4.0,False,0,,,new_organic,pre
USR_01401,2024-04-11,organic_search,JAI,tier2,web,,False,2,2023-12-17,2024-03-17,new_organic,pre
USR_01402,2024-06-08,organic_search,HYD,tier1,android,8.3.2,False,5,2023-09-20,2024-03-11,returning_organic,pre
USR_01403,2024-06-30,organic_search,BOM,tier1,android,8.3.2,False,4,2024-02-19,2024-04-23,returning_organic,pre
USR_01404,2024-06-05,paid_search,DEL,tier1,android,8.3.0,False,2,2023-12-07,2024-05-18,returning_organic,pre
USR_01405,2024-06-27,paid_search,BLR,tier1,android,8.3.2,False,4,2024-02-11,2024-05-26,returning_organic,pre
USR_01406,2024-05-01,returning_direct,BLR,tier1,ios,8.2.1,False,4,2023-06-26,2024-02-15,returning_organic,pre
USR_01407,2024-05-03,paid_social,ATQ,tier2,android,8.3.2,False,0,,,new_organic,pre
USR_01408,2024-05-09,paid_social,GAU,tier3,android,8.2.1,False,0,,,new_organic,pre
USR_01409,2024-05-16,returning_direct,CCU,tier1,web,,False,4,2024-01-14,2024-05-10,returning_organic,pre
USR_01410,2024-05-07,paid_social,HYD,tier1,android,8.3.0,False,0,,,new_organic,pre
USR_01411,2024-05-30,organic_search,MAA,tier1,web,,False,2,2023-08-08,2024-05-17,new_organic,pre
USR_01412,2024-05-01,organic_search,JAI,tier2,web,,False,4,2023-11-28,2024-04-28,returning_organic,pre
USR_01413,2024-04-11,organic_search,ATQ,tier2,android,8.3.2,False,3,2023-09-05,2024-02-04,returning_organic,pre
USR_01414,2024-06-26,organic_search,CCU,tier1,web,,False,0,,,new_organic,pre
USR_01415,2024-04-02,returning_direct,BHO,tier2,android,8.2.1,False,6,2023-07-01,2024-03-24,returning_organic,pre
USR_01416,2024-04-27,email_push,BOM,tier1,android,8.3.0,False,4,2024-01-04,2024-04-12,returning_organic,pre
USR_01417,2024-04-02,organic_search,IXC,tier2,web,,False,0,,,new_organic,pre
USR_01418,2024-04-21,organic_search,JAI,tier2,android,8.3.2,False,3,2023-10-10,2024-02-16,returning_organic,pre
USR_01419,2024-05-28,returning_direct,LKO,tier2,ios,8.3.0,False,6,2023-12-27,2024-03-23,returning_organic,pre
USR_01420,2024-04-05,email_push,BLR,tier1,android,8.2.1,False,6,2023-08-12,2024-01-12,returning_organic,pre
USR_01421,2024-05-22,organic_search,MAA,tier1,ios,8.2.1,False,0,,,new_organic,pre
USR_01422,2024-05-15,returning_direct,BLR,tier1,android,8.3.0,False,2,2024-03-11,2024-02-27,returning_organic,pre
USR_01423,2024-06-24,organic_search,NAG,tier2,android,8.4.0,False,2,2023-08-15,2024-04-27,returning_organic,pre
USR_01424,2024-04-20,organic_search,CCU,tier1,web,,False,5,2023-07-04,2024-03-21,returning_organic,pre
USR_01425,2024-05-31,referral,GOP,tier3,ios,8.3.0,False,0,,,new_organic,pre
USR_01426,2024-05-08,email_push,HYD,tier1,android,8.2.1,False,2,2023-11-28,2024-04-21,returning_organic,pre
USR_01427,2024-04-20,organic_search,IXC,tier2,android,8.3.2,False,2,2023-05-30,2024-03-02,returning_organic,pre
USR_01428,2024-04-25,email_push,GOP,tier3,android,8.3.0,False,7,2023-12-16,2024-02-18,returning_organic,pre
USR_01429,2024-04-02,paid_search,MAA,tier1,ios,8.3.2,False,5,2023-09-28,2024-03-18,returning_organic,pre
USR_01430,2024-05-02,paid_social,GOP,tier3,android,8.2.1,False,1,2023-06-03,2024-03-15,new_organic,pre
USR_01431,2024-04-26,returning_direct,VTZ,tier2,ios,8.3.2,False,7,2023-09-13,2024-02-09,returning_organic,pre
USR_01432,2024-06-09,returning_direct,HYD,tier1,android,8.2.1,False,6,2024-04-05,2024-06-04,returning_organic,pre
USR_01433,2024-05-11,returning_direct,GOP,tier3,android,8.3.0,False,3,2023-10-08,2024-04-04,returning_organic,pre
USR_01434,2024-06-06,paid_search,BBI,tier3,web,,False,2,2023-08-05,2024-06-06,returning_organic,pre
USR_01435,2024-04-01,organic_search,BHO,tier2,android,8.3.0,False,2,2023-06-21,2024-03-22,new_organic,pre
USR_01436,2024-05-21,organic_search,NAG,tier2,android,8.3.2,False,7,2024-01-12,2024-02-23,returning_organic,pre
USR_01437,2024-04-05,organic_search,NAG,tier2,ios,8.2.1,False,0,,,new_organic,pre
USR_01438,2024-04-13,paid_search,LKO,tier2,android,8.3.2,False,2,2023-11-15,2024-02-04,returning_organic,pre
USR_01439,2024-04-19,organic_search,CCU,tier1,ios,8.2.1,False,4,2023-08-21,2024-03-30,returning_organic,pre
USR_01440,2024-04-12,paid_search,BOM,tier1,ios,8.2.1,False,2,2024-01-10,2024-02-25,returning_organic,pre
USR_01441,2024-05-18,email_push,CJB,tier2,android,8.2.1,False,2,2023-08-03,2024-03-15,returning_organic,pre
USR_01442,2024-04-25,organic_search,BLR,tier1,android,8.2.1,False,2,2024-03-25,2024-03-24,returning_organic,pre
USR_01443,2024-05-27,paid_search,ATQ,tier2,android,8.3.2,False,4,2024-04-19,2024-03-21,returning_organic,pre
USR_01444,2024-05-05,returning_direct,LKO,tier2,web,,False,8,2023-10-29,2024-04-27,returning_organic,pre
USR_01445,2024-06-15,paid_social,NAG,tier2,android,8.3.2,False,0,,,new_organic,pre
USR_01446,2024-04-05,organic_search,BLR,tier1,web,,False,5,2024-01-01,2024-03-16,returning_organic,pre
USR_01447,2024-04-22,paid_search,CCU,tier1,android,8.3.2,False,2,2023-04-30,2024-03-19,new_organic,pre
USR_01448,2024-06-16,paid_social,BOM,tier1,android,8.3.0,False,1,2023-11-19,2024-05-02,new_organic,pre
USR_01449,2024-05-27,email_push,BBI,tier3,android,8.3.2,False,5,2024-03-14,2024-05-06,returning_organic,pre
USR_01450,2024-05-17,paid_search,MAA,tier1,android,8.3.0,False,8,2024-04-11,2024-03-08,returning_organic,pre
USR_01451,2024-05-24,returning_direct,ATQ,tier2,android,8.3.0,False,3,2024-01-07,2024-04-30,returning_organic,pre
USR_01452,2024-04-03,returning_direct,SXR,tier3,android,8.3.0,False,7,2024-02-17,2024-03-24,returning_organic,pre
USR_01453,2024-05-23,paid_social,HYD,tier1,android,8.2.1,False,0,,,new_organic,pre
USR_01454,2024-06-23,returning_direct,MAA,tier1,android,8.2.1,False,7,2023-08-14,2024-03-28,returning_organic,pre
USR_01455,2024-05-01,organic_search,BHO,tier2,ios,8.2.1,False,5,2023-05-18,2024-02-16,returning_organic,pre
USR_01456,2024-06-08,email_push,JAI,tier2,web,,False,4,2024-03-07,2024-05-01,returning_organic,pre
USR_01457,2024-06-27,paid_search,MAA,tier1,android,8.3.2,False,2,2024-02-14,2024-04-11,new_organic,pre
USR_01458,2024-05-03,paid_search,VTZ,tier2,android,8.3.2,False,4,2023-10-14,2024-03-20,returning_organic,pre
USR_01459,2024-06-11,organic_search,,tier2,android,8.2.1,False,8,2023-10-21,2024-06-11,returning_organic,pre
USR_01460,2024-06-27,paid_search,BHO,tier2,android,8.3.2,False,0,,,new_organic,pre
USR_01461,2024-05-20,returning_direct,CJB,tier2,android,8.2.1,True,3,2024-01-12,2024-04-09,corporate,pre
USR_01462,2024-06-23,paid_search,IXB,tier3,web,,False,5,2024-01-07,2024-06-17,returning_organic,pre
USR_01463,2024-04-16,organic_search,CCU,tier1,android,8.3.0,False,1,2023-09-27,2024-02-26,new_organic,pre
USR_01464,2024-06-15,paid_search,LKO,tier2,android,8.3.0,False,0,,,new_organic,pre
USR_01465,2024-06-16,referral,HYD,tier1,ios,8.3.0,False,1,2024-02-16,2024-06-14,new_organic,pre
USR_01466,2024-05-09,organic_search,BLR,tier1,ios,8.2.1,False,5,2023-10-22,2024-04-20,returning_organic,pre
USR_01467,2024-06-28,referral,GAU,tier3,web,,False,2,2024-02-24,2024-06-12,new_organic,pre
USR_01468,2024-05-16,returning_direct,CCU,tier1,web,,False,5,2023-10-14,2024-04-07,returning_organic,pre
USR_01469,2024-06-27,paid_social,BLR,tier1,android,8.4.0,False,0,,,new_organic,pre
USR_01470,2024-05-17,paid_search,BOM,tier1,android,8.2.1,False,2,2023-10-20,2024-02-28,new_organic,pre
USR_01471,2024-05-14,returning_direct,BHO,tier2,android,8.3.2,False,3,2024-01-08,2024-04-01,returning_organic,pre
USR_01472,2024-04-09,paid_search,,tier1,android,8.2.1,False,6,2024-02-06,2024-03-03,returning_organic,pre
USR_01473,2024-06-26,paid_social,CJB,tier2,ios,8.3.2,False,1,2023-12-24,2024-06-24,new_organic,pre
USR_01474,2024-05-20,returning_direct,IXC,tier2,android,8.2.1,False,3,2024-02-28,2024-02-26,returning_organic,pre
USR_01475,2024-06-16,returning_direct,DEL,tier1,android,8.3.2,False,3,2023-12-29,2024-06-08,returning_organic,pre
USR_01476,2024-05-30,paid_search,IXB,tier3,ios,8.2.1,False,4,2023-10-03,2024-05-24,returning_organic,pre
USR_01477,2024-04-15,paid_social,SXR,tier3,android,8.2.1,False,2,2024-02-09,2024-03-02,new_organic,pre
USR_01478,2024-05-06,paid_search,HYD,tier1,android,8.3.2,False,1,2024-02-05,2024-03-14,new_organic,pre
USR_01479,2024-06-02,paid_search,CCU,tier1,android,8.2.1,False,2,2024-01-25,2024-04-03,new_organic,pre
USR_01480,2024-06-08,returning_direct,JAI,tier2,ios,8.2.1,False,2,2024-04-27,2024-04-25,returning_organic,pre
USR_01481,2024-06-25,paid_social,LKO,tier2,web,,False,2,2023-11-06,2024-04-01,new_organic,pre
USR_01482,2024-06-19,organic_search,MAA,tier1,web,,False,2,2024-02-20,2024-03-28,returning_organic,pre
USR_01483,2024-05-11,returning_direct,IXC,tier2,ios,8.3.2,False,8,2023-11-22,2024-02-23,returning_organic,pre
USR_01484,2024-06-13,organic_search,BLR,tier1,web,,False,2,2023-10-20,2024-04-16,new_organic,pre
USR_01485,2024-04-24,returning_direct,ATQ,tier2,android,8.2.1,False,8,2023-09-20,2024-03-03,returning_organic,pre
USR_01486,2024-06-21,returning_direct,MAA,tier1,android,8.3.0,False,8,2024-05-20,2024-05-07,returning_organic,pre
USR_01487,2024-05-19,returning_direct,BBI,tier3,web,,False,5,2024-01-23,2024-03-05,returning_organic,pre
USR_01488,2024-04-18,paid_search,CJB,tier2,web,,False,0,,,new_organic,pre
USR_01489,2024-04-07,returning_direct,ATQ,tier2,android,8.2.1,False,3,2023-09-17,2024-02-21,returning_organic,pre
USR_01490,2024-04-04,returning_direct,JAI,tier2,android,8.2.1,False,4,2024-02-17,2024-02-28,returning_organic,pre
USR_01491,2024-06-29,organic_search,HYD,tier1,android,8.4.0,False,1,2024-04-09,2024-06-11,new_organic,pre
USR_01492,2024-06-08,returning_direct,MAA,tier1,android,8.2.1,False,5,2023-10-24,2024-04-23,returning_organic,pre
USR_01493,2024-05-30,organic_search,IXB,tier3,ios,8.2.1,False,3,2023-10-20,2024-05-17,returning_organic,pre
USR_01494,2024-05-25,organic_search,MAA,tier1,android,8.3.2,False,8,2024-01-02,2024-03-12,returning_organic,pre
USR_01495,2024-04-16,returning_direct,LKO,tier2,ios,8.3.2,False,6,2023-12-03,2024-01-22,returning_organic,pre
USR_01496,2024-06-29,paid_search,NAG,tier2,android,8.3.2,False,4,2024-03-16,2024-06-27,returning_organic,pre
USR_01497,2024-06-21,returning_direct,CJB,tier2,android,8.3.2,False,7,2023-08-03,2024-06-07,returning_organic,pre
USR_01498,2024-04-29,returning_direct,BLR,tier1,ios,8.2.1,False,6,2023-06-09,2024-02-16,returning_organic,pre
USR_01499,2024-04-23,returning_direct,BOM,tier1,android,8.2.1,False,3,2024-03-22,2024-02-02,returning_organic,pre
USR_01500,2024-04-14,paid_social,ATQ,tier2,ios,8.3.2,False,1,2023-12-14,2024-03-11,new_organic,pre
USR_01501,2024-06-18,returning_direct,BHO,tier2,ios,8.3.2,False,5,2024-03-14,2024-04-22,returning_organic,pre
USR_01502,2024-05-19,returning_direct,BLR,tier1,ios,8.2.1,False,2,2023-07-09,2024-04-15,returning_organic,pre
USR_01503,2024-05-03,organic_search,IXB,tier3,web,,False,2,2023-11-22,2024-04-21,new_organic,pre
USR_01504,2024-04-25,returning_direct,MAA,tier1,ios,8.3.2,True,6,2023-11-29,2024-03-10,corporate,pre
USR_01505,2024-04-21,returning_direct,NAG,tier2,android,8.3.2,True,5,2023-08-13,2024-03-02,corporate,pre
USR_01506,2024-04-17,returning_direct,NAG,tier2,android,8.2.1,False,7,2024-02-04,2024-04-11,returning_organic,pre
USR_01507,2024-04-23,returning_direct,JAI,tier2,android,8.2.1,False,3,2023-10-14,2024-02-21,returning_organic,pre
USR_01508,2024-05-27,returning_direct,MAA,tier1,web,,True,2,2023-06-19,2024-04-24,corporate,pre
USR_01509,2024-06-20,returning_direct,ATQ,tier2,ios,8.2.1,False,2,2024-03-05,2024-04-08,returning_organic,pre
USR_01510,2024-05-28,paid_search,ATQ,tier2,ios,8.3.2,False,2,2023-12-21,2024-05-23,new_organic,pre
USR_01511,2024-04-14,paid_social,DEL,tier1,android,8.3.2,False,1,2023-09-08,2024-03-19,new_organic,pre
USR_01512,2024-04-20,paid_search,GOP,tier3,android,8.3.0,False,7,2023-11-06,2024-03-18,returning_organic,pre
USR_01513,2024-04-30,email_push,,tier1,web,,False,2,2024-01-09,2024-02-28,returning_organic,pre
USR_01514,2024-04-19,organic_search,CCU,tier1,android,8.2.1,False,3,2023-09-23,2024-03-15,returning_organic,pre
USR_01515,2024-05-23,organic_search,BOM,tier1,ios,8.3.0,False,0,,,new_organic,pre
USR_01516,2024-05-26,organic_search,NAG,tier2,android,8.3.0,False,7,2023-06-15,2024-02-28,returning_organic,pre
USR_01517,2024-06-16,paid_search,DEL,tier1,ios,8.2.1,False,2,2023-07-19,2024-04-10,new_organic,pre
USR_01518,2024-06-21,email_push,BLR,tier1,ios,8.3.2,False,4,2023-11-25,2024-05-06,returning_organic,pre
USR_01519,2024-04-23,organic_search,DEL,tier1,android,8.3.0,False,8,2023-06-16,2024-02-12,returning_organic,pre
USR_01520,2024-06-01,email_push,VNS,tier3,web,,False,3,2023-10-03,2024-03-10,returning_organic,pre
USR_01521,2024-05-03,organic_search,LKO,tier2,web,,False,5,2023-11-18,2024-02-19,returning_organic,pre
USR_01522,2024-04-18,email_push,BOM,tier1,web,,False,5,2024-02-28,2024-02-10,returning_organic,pre
USR_01523,2024-06-12,returning_direct,BLR,tier1,android,8.3.0,True,7,2023-09-17,2024-06-12,corporate,pre
USR_01524,2024-05-03,organic_search,BLR,tier1,ios,8.2.1,False,8,2024-01-22,2024-04-08,returning_organic,pre
USR_01525,2024-05-02,returning_direct,DEL,tier1,ios,8.2.1,False,5,2023-06-27,2024-04-12,returning_organic,pre
USR_01526,2024-05-31,organic_search,IXB,tier3,android,8.3.2,False,2,2023-11-10,2024-04-17,new_organic,pre
USR_01527,2024-05-24,organic_search,DEL,tier1,ios,8.2.1,False,2,2024-01-31,2024-03-02,new_organic,pre
USR_01528,2024-04-17,organic_search,BBI,tier3,android,8.2.1,False,1,2024-02-11,2024-03-30,new_organic,pre
USR_01529,2024-04-19,paid_social,HYD,tier1,android,8.3.0,False,0,,,new_organic,pre
USR_01530,2024-06-30,returning_direct,BOM,tier1,android,8.4.0,False,8,2023-11-03,2024-05-07,returning_organic,pre
USR_01531,2024-06-09,organic_search,BHO,tier2,web,,False,6,2024-04-25,2024-03-20,returning_organic,pre
USR_01532,2024-05-04,returning_direct,CCU,tier1,web,,False,6,2023-07-19,2024-03-12,returning_organic,pre
USR_01533,2024-06-23,paid_search,BOM,tier1,android,8.3.2,False,7,2024-01-17,2024-04-07,returning_organic,pre
USR_01534,2024-04-25,organic_search,IXC,tier2,android,8.3.2,False,1,2023-11-23,2024-02-04,new_organic,pre
USR_01535,2024-06-07,returning_direct,DEL,tier1,web,,False,3,2024-03-28,2024-04-24,returning_organic,pre
USR_01536,2024-06-13,organic_search,JAI,tier2,ios,8.3.2,False,1,2024-02-15,2024-04-24,new_organic,pre
USR_01537,2024-06-13,organic_search,ATQ,tier2,android,8.3.2,False,4,2023-10-09,2024-06-05,returning_organic,pre
USR_01538,2024-06-27,paid_search,BLR,tier1,android,8.3.2,False,2,2023-08-06,2024-05-30,new_organic,pre
USR_01539,2024-06-24,organic_search,VNS,tier3,ios,8.4.0,False,2,2024-05-08,2024-06-06,returning_organic,pre
USR_01540,2024-04-11,returning_direct,CCU,tier1,android,8.3.0,True,7,2023-06-03,2024-03-11,corporate,pre
USR_01541,2024-06-30,paid_search,HYD,tier1,android,8.4.0,False,1,2023-07-11,2024-04-20,new_organic,pre
USR_01542,2024-04-16,organic_search,BHO,tier2,android,8.3.2,False,5,2023-12-19,2024-02-27,returning_organic,pre
USR_01543,2024-06-29,returning_direct,,tier1,android,8.3.2,False,8,2024-04-24,2024-05-16,returning_organic,pre
USR_01544,2024-05-31,organic_search,VNS,tier3,ios,8.3.2,False,4,2023-07-16,2024-05-07,returning_organic,pre
USR_01545,2024-06-19,email_push,BLR,tier1,android,8.3.0,False,5,2024-02-19,2024-05-23,returning_organic,pre
USR_01546,2024-04-07,returning_direct,BOM,tier1,android,8.2.1,False,4,2023-11-19,2024-03-05,returning_organic,pre
USR_01547,2024-04-16,paid_social,DEL,tier1,android,8.2.1,False,1,2023-08-05,2024-02-29,new_organic,pre
USR_01548,2024-04-16,returning_direct,MAA,tier1,android,8.3.2,False,8,2023-04-19,2024-04-15,returning_organic,pre
USR_01549,2024-05-10,organic_search,BLR,tier1,ios,8.3.2,False,5,2023-06-21,2024-03-24,returning_organic,pre
USR_01550,2024-04-12,paid_search,DEL,tier1,android,8.3.0,False,8,2023-10-14,2024-03-26,returning_organic,pre
USR_01551,2024-05-05,email_push,BOM,tier1,android,8.2.1,False,4,2023-11-26,2024-04-03,returning_organic,pre
USR_01552,2024-04-21,returning_direct,HYD,tier1,ios,8.3.2,False,4,2023-05-04,2024-02-20,returning_organic,pre
USR_01553,2024-05-20,paid_social,IXC,tier2,ios,8.2.1,False,1,2024-04-17,2024-04-14,new_organic,pre
USR_01554,2024-05-13,email_push,SXR,tier3,ios,8.3.2,False,3,2023-08-15,2024-02-20,returning_organic,pre
USR_01555,2024-04-17,organic_search,MAA,tier1,web,,False,0,,,new_organic,pre
USR_01556,2024-05-02,organic_search,MAA,tier1,web,,False,1,2024-02-11,2024-02-28,new_organic,pre
USR_01557,2024-05-11,returning_direct,BOM,tier1,ios,8.3.2,False,8,2023-07-16,2024-03-20,returning_organic,pre
USR_01558,2024-04-06,returning_direct,HYD,tier1,android,8.3.0,True,7,2023-05-21,2024-02-28,corporate,pre
USR_01559,2024-06-27,paid_social,CJB,tier2,web,,False,2,2023-09-06,2024-06-21,new_organic,pre
USR_01560,2024-04-27,email_push,MAA,tier1,web,,False,5,2023-06-15,2024-03-27,returning_organic,pre
USR_01561,2024-04-20,returning_direct,CCU,tier1,ios,8.3.0,False,3,2023-11-29,2024-03-06,returning_organic,pre
USR_01562,2024-04-25,organic_search,NAG,tier2,android,8.3.0,False,2,2024-03-11,2024-02-01,returning_organic,pre
USR_01563,2024-06-05,paid_search,HYD,tier1,android,8.2.1,False,1,2023-06-26,2024-03-23,new_organic,pre
USR_01564,2024-04-09,organic_search,SXR,tier3,android,8.3.2,False,5,2023-05-21,2024-01-24,returning_organic,pre
USR_01565,2024-05-23,paid_social,CJB,tier2,android,8.3.0,False,1,2023-08-23,2024-04-12,new_organic,pre
USR_01566,2024-05-31,returning_direct,VTZ,tier2,android,8.3.0,True,5,2023-10-06,2024-04-12,corporate,pre
USR_01567,2024-05-08,paid_search,JAI,tier2,web,,False,8,2023-12-03,2024-05-01,returning_organic,pre
USR_01568,2024-04-03,organic_search,IXC,tier2,android,8.3.0,False,5,2023-05-29,2024-02-19,returning_organic,pre
USR_01569,2024-06-23,paid_search,VNS,tier3,ios,8.3.0,False,2,2023-11-24,2024-05-22,new_organic,pre
USR_01570,2024-06-09,returning_direct,SXR,tier3,ios,8.3.0,False,4,2023-09-04,2024-05-26,returning_organic,pre
USR_01571,2024-05-25,returning_direct,LKO,tier2,ios,8.2.1,False,5,2023-10-06,2024-03-05,returning_organic,pre
USR_01572,2024-04-01,organic_search,BLR,tier1,android,8.3.2,False,7,2024-01-06,2024-03-29,returning_organic,pre
USR_01573,2024-06-09,paid_search,JAI,tier2,ios,8.3.2,False,1,2024-02-23,2024-06-03,new_organic,pre
USR_01574,2024-05-15,paid_social,MAA,tier1,ios,8.2.1,False,2,2023-08-06,2024-05-08,new_organic,pre
USR_01575,2024-05-17,organic_search,IXB,tier3,ios,8.3.0,False,1,2023-09-12,2024-04-27,new_organic,pre
USR_01576,2024-06-18,organic_search,BLR,tier1,ios,8.3.2,False,2,2023-12-31,2024-05-28,new_organic,pre
USR_01577,2024-04-26,organic_search,BLR,tier1,android,8.3.2,False,7,2023-12-08,2024-02-19,returning_organic,pre
USR_01578,2024-04-14,paid_search,GOP,tier3,android,8.3.2,False,7,2024-02-10,2024-03-02,returning_organic,pre
USR_01579,2024-05-24,returning_direct,MAA,tier1,android,8.2.1,False,8,2024-02-29,2024-04-01,returning_organic,pre
USR_01580,2024-06-10,returning_direct,BLR,tier1,ios,8.2.1,False,2,2023-09-19,2024-06-07,returning_organic,pre
USR_01581,2024-05-16,organic_search,HYD,tier1,ios,8.2.1,False,2,2023-06-06,2024-05-15,new_organic,pre
USR_01582,2024-05-01,returning_direct,HYD,tier1,ios,8.3.2,False,5,2023-06-02,2024-02-04,returning_organic,pre
USR_01583,2024-06-27,returning_direct,JAI,tier2,web,,False,7,2023-07-25,2024-06-05,returning_organic,pre
USR_01584,2024-05-29,returning_direct,VTZ,tier2,ios,8.3.0,True,2,2024-04-21,2024-05-17,corporate,pre
USR_01585,2024-04-29,referral,CCU,tier1,android,8.2.1,False,0,,,new_organic,pre
USR_01586,2024-04-17,organic_search,HYD,tier1,android,8.3.0,False,2,2024-02-29,2024-02-18,returning_organic,pre
USR_01587,2024-04-14,paid_search,DEL,tier1,android,8.3.0,False,2,2023-08-31,2024-03-15,new_organic,pre
USR_01588,2024-05-06,returning_direct,HYD,tier1,android,8.2.1,False,4,2023-09-20,2024-03-08,returning_organic,pre
USR_01589,2024-05-28,returning_direct,HYD,tier1,ios,8.3.2,False,8,2023-11-23,2024-05-27,returning_organic,pre
USR_01590,2024-04-24,paid_search,BLR,tier1,ios,8.3.2,False,8,2024-03-16,2024-03-23,returning_organic,pre
USR_01591,2024-06-02,paid_search,DEL,tier1,ios,8.3.0,False,2,2023-06-28,2024-05-27,new_organic,pre
USR_01592,2024-06-30,referral,IXB,tier3,android,8.4.0,False,1,2024-01-04,2024-05-05,new_organic,pre
USR_01593,2024-04-25,organic_search,MAA,tier1,android,8.3.0,False,5,2024-02-24,2024-01-29,returning_organic,pre
USR_01594,2024-05-29,organic_search,BLR,tier1,ios,8.2.1,False,3,2023-06-21,2024-03-06,returning_organic,pre
USR_01595,2024-05-02,paid_search,MAA,tier1,web,,False,2,2023-09-26,2024-02-22,returning_organic,pre
USR_01596,2024-06-21,returning_direct,JAI,tier2,android,8.3.2,False,3,2023-12-12,2024-04-11,returning_organic,pre
USR_01597,2024-04-18,organic_search,CJB,tier2,ios,8.3.2,False,3,2024-03-18,2024-02-05,returning_organic,pre
USR_01598,2024-05-07,organic_search,HYD,tier1,android,8.2.1,False,0,,,new_organic,pre
USR_01599,2024-04-26,organic_search,DEL,tier1,android,8.3.0,False,1,2023-09-27,2024-02-16,new_organic,pre
USR_01600,2024-04-09,email_push,LKO,tier2,android,8.2.1,False,5,2023-05-16,2024-03-04,returning_organic,pre
USR_01601,2024-06-03,organic_search,BLR,tier1,ios,8.3.0,False,4,2023-09-06,2024-04-24,returning_organic,pre
USR_01602,2024-06-11,returning_direct,CCU,tier1,web,,True,7,2023-06-27,2024-04-09,corporate,pre
USR_01603,2024-04-20,organic_search,MAA,tier1,android,8.3.2,False,2,2024-01-09,2024-04-13,returning_organic,pre
USR_01604,2024-05-24,returning_direct,ATQ,tier2,ios,8.3.2,False,2,2023-06-17,2024-03-20,returning_organic,pre
USR_01605,2024-06-25,organic_search,NAG,tier2,android,8.3.2,False,6,2024-04-08,2024-05-22,returning_organic,pre
USR_01606,2024-06-22,returning_direct,BLR,tier1,android,8.2.1,False,4,2024-04-25,2024-05-08,returning_organic,pre
USR_01607,2024-04-30,organic_search,MAA,tier1,android,8.2.1,False,3,2024-03-23,2024-04-11,returning_organic,pre
USR_01608,2024-05-23,paid_social,HYD,tier1,android,8.2.1,False,1,2023-10-01,2024-04-06,new_organic,pre
USR_01609,2024-06-02,organic_search,CCU,tier1,ios,8.2.1,False,5,2023-11-25,2024-05-19,returning_organic,pre
USR_01610,2024-04-11,returning_direct,HYD,tier1,web,,False,3,2023-07-04,2024-01-23,returning_organic,pre
USR_01611,2024-05-01,email_push,BOM,tier1,android,8.3.2,False,5,2023-09-16,2024-03-23,returning_organic,pre
USR_01612,2024-05-19,paid_search,BOM,tier1,ios,8.3.2,False,8,2024-01-24,2024-04-17,returning_organic,pre
USR_01613,2024-06-26,returning_direct,BBI,tier3,android,8.4.0,False,8,2023-12-01,2024-05-19,returning_organic,pre
USR_01614,2024-04-19,returning_direct,IXB,tier3,android,8.3.0,False,2,2023-09-30,2024-04-11,returning_organic,pre
USR_01615,2024-04-12,returning_direct,BBI,tier3,android,8.2.1,False,5,2023-08-10,2024-04-05,returning_organic,pre
USR_01616,2024-04-15,paid_search,GAU,tier3,ios,8.2.1,False,2,2023-08-06,2024-03-13,new_organic,pre
USR_01617,2024-05-01,referral,BHO,tier2,web,,False,2,2024-03-08,2024-03-05,new_organic,pre
