session_id,week,cohort,rank_1_listing_tier,budget_in_top5_pct,time_to_first_click_seconds,scroll_depth_pct,filters_applied,premium_filter_available
1877,2,DealSeeker,mid,0.532,13,0.373,0,True
1878,2,DealSeeker,luxury,0.523,14,0.412,0,True
1879,2,DealSeeker,mid,0.501,14,0.375,0,True
1880,2,DealSeeker,mid,0.481,16,0.38,0,True
1881,2,DealSeeker,mid,0.485,14,0.342,0,True
1882,2,DealSeeker,mid,0.506,15,0.408,1,True
1883,2,DealSeeker,mid,0.536,13,0.369,0,True
1884,2,DealSeeker,premium,0.523,16,0.346,0,True
1885,2,DealSeeker,premium,0.484,15,0.371,0,True
1886,2,DealSeeker,premium,0.493,12,0.363,0,True
1887,2,DealSeeker,premium,0.507,14,0.36,1,True
1888,2,DealSeeker,luxury,0.513,16,0.362,0,True
1889,2,DealSeeker,mid,0.508,14,0.426,0,True
1890,2,DealSeeker,premium,0.496,12,0.342,0,True
1891,2,DealSeeker,premium,0.536,11,0.357,0,True
1892,2,DealSeeker,mid,0.485,12,0.394,0,True
1893,2,DealSeeker,premium,0.496,11,0.352,0,True
1894,2,DealSeeker,mid,0.524,13,0.377,0,True
1895,2,DealSeeker,premium,0.518,15,0.382,0,True
1896,2,DealSeeker,premium,0.482,12,0.35,0,True
1897,2,DealSeeker,mid,0.537,13,0.416,0,True
1898,2,DealSeeker,premium,0.494,13,0.386,0,True
1899,2,DealSeeker,premium,0.493,11,0.396,0,True
1900,2,DealSeeker,mid,0.517,14,0.353,0,True
1901,2,DealSeeker,mid,0.505,16,0.356,0,True
1902,2,DealSeeker,premium,0.48,14,0.378,0,True
1903,2,DealSeeker,mid,0.509,14,0.393,0,True
1904,2,DealSeeker,mid,0.523,12,0.419,0,True
1905,2,DealSeeker,premium,0.499,16,0.35,0,True
1906,2,DealSeeker,mid,0.539,15,0.36,0,True
1907,2,DealSeeker,premium,0.532,12,0.406,0,True
1908,2,DealSeeker,luxury,0.537,13,0.423,0,True
1909,2,DealSeeker,premium,0.527,13,0.377,0,True
1910,2,DealSeeker,luxury,0.499,12,0.393,1,True
1911,2,DealSeeker,mid,0.515,16,0.36,0,True
1912,2,DealSeeker,luxury,0.526,14,0.411,0,True
1913,2,DealSeeker,mid,0.523,15,0.353,0,True
1914,2,DealSeeker,mid,0.503,15,0.33,0,True
1915,2,DealSeeker,premium,0.496,16,0.418,0,True
1916,2,DealSeeker,mid,0.497,11,0.36,0,True
1917,2,DealSeeker,mid,0.501,12,0.338,0,True
1918,2,DealSeeker,mid,0.494,16,0.421,0,True
1919,2,DealSeeker,premium,0.53,14,0.388,1,True
1920,2,DealSeeker,premium,0.487,13,0.418,0,True
1921,2,DealSeeker,premium,0.519,11,0.412,0,True
1922,2,DealSeeker,premium,0.502,12,0.337,0,True
1923,2,DealSeeker,mid,0.51,16,0.34,0,True
1924,2,DealSeeker,mid,0.498,11,0.377,0,True
1925,2,DealSeeker,premium,0.497,13,0.427,0,True
1926,2,DealSeeker,mid,0.491,11,0.348,0,True
1927,2,DealSeeker,mid,0.507,15,0.358,0,True
1928,2,DealSeeker,luxury,0.498,14,0.354,0,True
1929,2,DealSeeker,premium,0.49,15,0.383,0,True
1930,2,DealSeeker,luxury,0.495,13,0.425,0,True
1931,2,DealSeeker,luxury,0.51,15,0.402,0,True
1932,2,DealSeeker,premium,0.482,14,0.396,0,True
1933,2,DealSeeker,mid,0.538,16,0.415,0,True
1934,2,DealSeeker,mid,0.533,11,0.35,0,True
1935,2,DealSeeker,luxury,0.496,14,0.385,0,True
1936,2,DealSeeker,mid,0.52,11,0.369,0,True
1937,2,DealSeeker,premium,0.499,13,0.379,0,True
1938,2,DealSeeker,luxury,0.495,14,0.425,0,True
1939,2,DealSeeker,premium,0.533,16,0.371,0,True
1940,2,DealSeeker,mid,0.526,15,0.4,0,True
1941,2,DealSeeker,luxury,0.536,15,0.414,0,True
1942,2,DealSeeker,luxury,0.537,11,0.408,0,True
1943,2,DealSeeker,mid,0.51,16,0.418,1,True
1944,2,DealSeeker,luxury,0.489,12,0.428,0,True
1945,2,DealSeeker,mid,0.492,14,0.359,0,True
1946,2,DealSeeker,premium,0.522,11,0.358,0,True
1947,2,DealSeeker,mid,0.53,16,0.379,0,True
1948,2,DealSeeker,mid,0.533,13,0.374,0,True
1949,2,DealSeeker,premium,0.49,13,0.373,0,True
1950,2,DealSeeker,premium,0.512,16,0.386,0,True
1951,2,DealSeeker,premium,0.499,13,0.415,0,True
1952,2,DealSeeker,premium,0.533,12,0.428,0,True
1953,2,DealSeeker,mid,0.53,16,0.36,0,True
1954,2,DealSeeker,luxury,0.521,14,0.423,0,True
1955,2,DealSeeker,mid,0.492,16,0.409,0,True
1956,2,DealSeeker,mid,0.518,16,0.339,0,True
1957,2,DealSeeker,mid,0.524,12,0.371,0,True
1958,2,DealSeeker,mid,0.518,11,0.341,0,True
1959,2,DealSeeker,mid,0.522,14,0.394,0,True
1960,2,DealSeeker,premium,0.529,12,0.352,0,True
1961,2,DealSeeker,premium,0.485,15,0.397,0,True
1962,2,DealSeeker,premium,0.536,16,0.383,0,True
1963,2,DealSeeker,premium,0.515,14,0.412,0,True
1964,2,DealSeeker,mid,0.487,14,0.362,0,True
1965,2,DealSeeker,mid,0.509,13,0.407,1,True
1966,2,DealSeeker,mid,0.492,16,0.376,0,True
1967,2,DealSeeker,mid,0.507,15,0.336,0,True
1968,2,DealSeeker,luxury,0.483,16,0.336,0,True
1969,2,DealSeeker,premium,0.535,12,0.355,0,True
1970,2,DealSeeker,luxury,0.514,12,0.388,0,True
1971,2,DealSeeker,premium,0.513,11,0.37,0,True
1972,2,DealSeeker,premium,0.514,14,0.371,0,True
1973,2,DealSeeker,premium,0.532,12,0.365,0,True
1974,2,DealSeeker,premium,0.481,14,0.405,1,True
1975,2,DealSeeker,luxury,0.493,14,0.406,0,True
1976,2,DealSeeker,premium,0.492,12,0.333,0,True
1977,2,DealSeeker,premium,0.492,16,0.417,1,True
1978,2,DealSeeker,mid,0.536,15,0.407,0,True
1979,2,DealSeeker,mid,0.497,14,0.42,0,True
1980,2,DealSeeker,mid,0.519,16,0.405,0,True
1981,2,DealSeeker,mid,0.508,16,0.384,0,True
1982,2,DealSeeker,premium,0.526,14,0.366,0,True
1983,2,DealSeeker,premium,0.538,14,0.386,1,True
1984,2,DealSeeker,premium,0.538,11,0.412,0,True
1985,2,DealSeeker,mid,0.503,14,0.354,0,True
1986,2,DealSeeker,luxury,0.485,13,0.385,0,True
1987,2,DealSeeker,premium,0.528,13,0.358,1,True
1988,2,DealSeeker,mid,0.481,12,0.39,0,True
1989,2,DealSeeker,premium,0.504,15,0.338,0,True
1990,2,DealSeeker,premium,0.507,11,0.347,1,True
1991,2,DealSeeker,luxury,0.512,15,0.354,0,True
1992,2,DealSeeker,premium,0.51,14,0.409,1,True
1993,2,DealSeeker,premium,0.48,11,0.37,0,True
1994,2,DealSeeker,premium,0.525,11,0.423,1,True
1995,2,DealSeeker,luxury,0.536,13,0.366,0,True
1996,2,DealSeeker,mid,0.501,15,0.43,0,True
1997,2,DealSeeker,mid,0.492,11,0.41,0,True
1998,2,DealSeeker,premium,0.537,15,0.386,0,True
1999,2,DealSeeker,premium,0.498,14,0.359,0,True
2000,2,DealSeeker,premium,0.501,13,0.404,0,True
2001,2,DealSeeker,premium,0.528,11,0.398,0,True
2002,2,DealSeeker,mid,0.501,11,0.43,0,True
2003,2,DealSeeker,mid,0.515,12,0.335,0,True
2004,2,DealSeeker,premium,0.533,14,0.331,0,True
2005,2,DealSeeker,luxury,0.512,13,0.372,0,True
2006,2,DealSeeker,premium,0.515,14,0.403,0,True
2007,2,DealSeeker,mid,0.521,12,0.336,0,True
2008,2,DealSeeker,premium,0.536,14,0.351,0,True
2009,2,DealSeeker,luxury,0.523,13,0.359,0,True
2010,2,DealSeeker,premium,0.495,14,0.411,0,True
2011,2,DealSeeker,premium,0.498,11,0.359,0,True
2012,2,DealSeeker,mid,0.516,14,0.375,0,True
2013,2,DealSeeker,premium,0.534,13,0.407,0,True
2014,2,DealSeeker,mid,0.507,11,0.4,0,True
2015,2,DealSeeker,mid,0.502,14,0.426,0,True
2016,2,DealSeeker,premium,0.483,11,0.355,0,True
2017,2,DealSeeker,premium,0.505,12,0.42,0,True
2018,2,DealSeeker,luxury,0.512,15,0.371,0,True
2019,2,DealSeeker,mid,0.507,11,0.347,0,True
2020,2,DealSeeker,mid,0.53,16,0.406,0,True
2021,2,DealSeeker,luxury,0.507,15,0.346,1,True
2022,2,DealSeeker,premium,0.499,11,0.358,0,True
2023,2,DealSeeker,premium,0.511,15,0.404,0,True
2024,2,DealSeeker,luxury,0.482,12,0.361,0,True
2025,2,DealSeeker,mid,0.507,14,0.373,0,True
2026,2,DealSeeker,mid,0.48,11,0.43,0,True
2027,2,DealSeeker,premium,0.525,16,0.37,0,True
2028,2,DealSeeker,luxury,0.539,14,0.371,0,True
2029,2,DealSeeker,mid,0.535,15,0.423,0,True
2030,2,DealSeeker,mid,0.498,15,0.358,0,True
2031,2,DealSeeker,luxury,0.485,12,0.403,1,True
2032,2,DealSeeker,mid,0.515,12,0.368,0,True
2033,2,DealSeeker,mid,0.533,14,0.373,0,True
2034,2,DealSeeker,mid,0.496,11,0.378,0,True
2035,2,DealSeeker,mid,0.491,15,0.42,0,True
2036,2,DealSeeker,luxury,0.48,12,0.418,0,True
2037,2,DealSeeker,premium,0.517,16,0.368,0,True
2038,2,DealSeeker,mid,0.528,13,0.387,0,True
2039,2,DealSeeker,luxury,0.523,15,0.354,0,True
2040,2,DealSeeker,premium,0.518,16,0.344,0,True
2041,2,DealSeeker,premium,0.521,13,0.412,0,True
2042,2,DealSeeker,premium,0.529,14,0.357,0,True
2043,2,DealSeeker,luxury,0.519,12,0.378,0,True
2044,2,DealSeeker,mid,0.481,13,0.338,0,True
2045,2,DealSeeker,premium,0.53,15,0.421,0,True
2046,2,DealSeeker,mid,0.489,13,0.402,0,True
2047,2,DealSeeker,mid,0.482,16,0.414,0,True
2048,2,DealSeeker,mid,0.518,14,0.362,0,True
2049,2,DealSeeker,luxury,0.491,14,0.382,0,True
2050,2,DealSeeker,premium,0.491,12,0.413,0,True
2051,2,DealSeeker,luxury,0.481,16,0.394,0,True
2052,2,DealSeeker,mid,0.503,15,0.365,0,True
2053,2,DealSeeker,luxury,0.521,14,0.384,0,True
2054,2,DealSeeker,premium,0.494,15,0.336,0,True
2055,2,DealSeeker,mid,0.52,14,0.362,0,True
2056,2,DealSeeker,premium,0.495,16,0.383,0,True
2057,2,DealSeeker,premium,0.524,14,0.337,0,True
2058,2,DealSeeker,premium,0.501,14,0.35,0,True
2059,2,DealSeeker,mid,0.496,15,0.42,0,True
2060,2,DealSeeker,premium,0.483,14,0.417,0,True
2061,2,DealSeeker,premium,0.516,13,0.427,0,True
2062,2,DealSeeker,mid,0.503,14,0.392,0,True
2063,2,DealSeeker,premium,0.499,15,0.401,0,True
2064,2,DealSeeker,mid,0.529,14,0.353,0,True
2065,2,DealSeeker,luxury,0.501,16,0.402,0,True
2066,2,DealSeeker,premium,0.521,12,0.362,0,True
2067,2,DealSeeker,luxury,0.507,16,0.429,0,True
2068,2,DealSeeker,premium,0.48,15,0.359,0,True
2069,2,DealSeeker,luxury,0.532,16,0.346,0,True
2070,2,DealSeeker,luxury,0.491,12,0.422,0,True
2071,2,DealSeeker,mid,0.482,15,0.383,0,True
2072,2,DealSeeker,mid,0.491,11,0.333,0,True
2073,2,DealSeeker,premium,0.536,11,0.413,0,True
2074,2,DealSeeker,premium,0.482,11,0.391,0,True
2075,2,DealSeeker,premium,0.493,15,0.412,0,True
2076,2,DealSeeker,premium,0.494,13,0.416,1,True
2077,2,DealSeeker,premium,0.484,11,0.389,1,True
2078,2,DealSeeker,mid,0.533,15,0.362,1,True
2079,2,DealSeeker,mid,0.536,15,0.418,0,True
2080,2,DealSeeker,premium,0.519,15,0.422,0,True
2081,2,DealSeeker,luxury,0.538,16,0.403,0,True
2082,2,DealSeeker,mid,0.492,13,0.338,0,True
2083,2,DealSeeker,premium,0.538,13,0.381,0,True
2084,2,DealSeeker,premium,0.498,15,0.427,0,True
2085,2,DealSeeker,luxury,0.531,11,0.35,0,True
2086,2,DealSeeker,mid,0.513,16,0.367,0,True
2087,2,DealSeeker,mid,0.499,13,0.377,0,True
2088,2,DealSeeker,premium,0.506,11,0.389,0,True
2089,2,DealSeeker,premium,0.526,14,0.382,0,True
2090,2,DealSeeker,premium,0.491,16,0.394,0,True
2091,2,DealSeeker,premium,0.527,11,0.368,0,True
2092,2,DealSeeker,mid,0.483,12,0.357,0,True
2093,2,DealSeeker,luxury,0.521,14,0.408,0,True
2094,2,DealSeeker,luxury,0.531,14,0.423,0,True
2095,2,DealSeeker,luxury,0.501,11,0.429,0,True
2096,2,DealSeeker,mid,0.494,12,0.343,0,True
2097,2,DealSeeker,premium,0.519,14,0.425,0,True
2098,2,DealSeeker,mid,0.525,14,0.332,0,True
2099,2,DealSeeker,mid,0.49,13,0.4,0,True
2100,2,DealSeeker,premium,0.497,12,0.345,0,True
2101,2,DealSeeker,luxury,0.536,13,0.425,0,True
2102,2,DealSeeker,premium,0.509,13,0.335,0,True
2103,2,DealSeeker,mid,0.518,16,0.405,0,True
2104,2,DealSeeker,mid,0.517,13,0.362,0,True
2105,2,DealSeeker,premium,0.484,15,0.394,0,True
2106,2,DealSeeker,mid,0.53,16,0.374,0,True
2107,2,DealSeeker,premium,0.539,11,0.389,0,True
2108,2,DealSeeker,luxury,0.491,15,0.424,0,True
2109,2,DealSeeker,premium,0.54,14,0.37,0,True
2110,2,DealSeeker,luxury,0.512,12,0.418,0,True
2111,2,DealSeeker,mid,0.529,11,0.348,0,True
2112,2,DealSeeker,mid,0.488,11,0.347,0,True
2113,2,DealSeeker,mid,0.523,14,0.385,0,True
2114,2,DealSeeker,premium,0.526,13,0.407,0,True
2115,2,DealSeeker,premium,0.507,16,0.425,1,True
2116,2,DealSeeker,premium,0.504,14,0.415,0,True
2117,2,DealSeeker,luxury,0.495,15,0.344,0,True
2118,2,DealSeeker,mid,0.493,14,0.395,0,True
2119,2,DealSeeker,mid,0.511,11,0.382,0,True
2120,2,DealSeeker,premium,0.487,13,0.354,1,True
2121,2,DealSeeker,mid,0.527,15,0.398,0,True
2122,2,DealSeeker,luxury,0.539,13,0.42,0,True
2123,2,DealSeeker,mid,0.486,13,0.335,0,True
2124,2,DealSeeker,luxury,0.532,13,0.42,0,True
2125,2,DealSeeker,mid,0.501,13,0.362,0,True
2126,2,DealSeeker,mid,0.494,11,0.406,0,True
2127,2,DealSeeker,premium,0.5,12,0.405,0,True
2128,2,DealSeeker,mid,0.504,13,0.403,0,True
2129,2,DealSeeker,premium,0.487,11,0.357,0,True
2130,2,DealSeeker,mid,0.528,13,0.373,0,True
2131,2,DealSeeker,mid,0.507,13,0.423,0,True
2132,2,DealSeeker,premium,0.482,15,0.415,0,True
2133,2,DealSeeker,luxury,0.483,15,0.417,1,True
2134,2,DealSeeker,premium,0.484,13,0.399,0,True
2135,2,DealSeeker,mid,0.512,15,0.336,0,True
2136,2,DealSeeker,premium,0.496,14,0.343,0,True
2137,2,DealSeeker,mid,0.501,14,0.347,0,True
2138,2,DealSeeker,mid,0.508,13,0.379,0,True
2139,2,DealSeeker,premium,0.52,14,0.399,0,True
2140,2,DealSeeker,mid,0.524,15,0.381,0,True
2141,2,DealSeeker,luxury,0.533,12,0.406,1,True
2142,2,DealSeeker,mid,0.504,15,0.335,0,True
2143,2,DealSeeker,mid,0.517,14,0.384,0,True
2144,2,DealSeeker,mid,0.513,14,0.342,0,True
2145,2,DealSeeker,premium,0.482,13,0.378,0,True
2146,2,DealSeeker,premium,0.526,11,0.43,0,True
2147,2,DealSeeker,luxury,0.536,16,0.387,0,True
2148,2,DealSeeker,mid,0.497,16,0.42,0,True
2149,2,DealSeeker,premium,0.532,16,0.422,0,True
2150,2,DealSeeker,luxury,0.502,13,0.338,0,True
2151,2,DealSeeker,luxury,0.526,12,0.368,0,True
2152,2,DealSeeker,premium,0.512,16,0.425,0,True
2153,2,DealSeeker,premium,0.493,12,0.378,0,True
2154,2,DealSeeker,premium,0.528,12,0.418,0,True
2155,2,DealSeeker,mid,0.527,11,0.361,1,True
2156,2,DealSeeker,premium,0.483,12,0.331,0,True
2157,2,DealSeeker,premium,0.493,12,0.411,0,True
2158,2,DealSeeker,mid,0.54,13,0.397,0,True
2159,2,DealSeeker,luxury,0.531,12,0.397,0,True
2160,2,DealSeeker,luxury,0.507,13,0.372,1,True
2161,2,DealSeeker,mid,0.498,16,0.346,0,True
2162,2,DealSeeker,luxury,0.513,12,0.344,0,True
2163,2,DealSeeker,mid,0.513,12,0.343,0,True
2164,2,DealSeeker,luxury,0.525,13,0.396,0,True
2165,2,DealSeeker,premium,0.529,16,0.371,0,True
2166,2,DealSeeker,mid,0.538,16,0.351,0,True
2167,2,DealSeeker,mid,0.496,14,0.338,0,True
2168,2,DealSeeker,premium,0.495,11,0.411,0,True
2169,2,DealSeeker,mid,0.522,11,0.352,1,True
2170,2,DealSeeker,mid,0.513,14,0.364,0,True
2171,2,DealSeeker,premium,0.486,15,0.381,0,True
2172,2,DealSeeker,mid,0.5,12,0.382,0,True
2173,2,DealSeeker,mid,0.537,12,0.37,0,True
2174,2,DealSeeker,mid,0.487,11,0.352,0,True
2175,2,DealSeeker,luxury,0.481,11,0.343,0,True
2176,2,DealSeeker,premium,0.518,16,0.419,0,True
2177,2,DealSeeker,premium,0.514,12,0.415,0,True
2178,2,DealSeeker,mid,0.491,11,0.426,0,True
2179,2,DealSeeker,mid,0.493,11,0.426,0,True
2180,2,DealSeeker,premium,0.511,15,0.378,0,True
2181,2,DealSeeker,luxury,0.494,14,0.402,0,True
2182,2,DealSeeker,premium,0.533,15,0.356,0,True
2183,2,DealSeeker,premium,0.531,14,0.373,0,True
2184,2,DealSeeker,mid,0.499,16,0.412,0,True
2185,2,DealSeeker,premium,0.527,14,0.369,0,True
2186,2,DealSeeker,mid,0.514,14,0.339,0,True
2187,2,DealSeeker,premium,0.538,16,0.406,0,True
2188,2,DealSeeker,luxury,0.503,12,0.377,0,True
2189,2,DealSeeker,mid,0.522,12,0.355,0,True
2190,2,DealSeeker,premium,0.488,12,0.39,0,True
2191,2,DealSeeker,premium,0.499,11,0.39,0,True
2192,2,DealSeeker,mid,0.52,13,0.337,0,True
2193,2,DealSeeker,mid,0.481,12,0.428,0,True
2194,2,DealSeeker,mid,0.496,12,0.366,0,True
2195,2,DealSeeker,mid,0.506,13,0.348,0,True
2196,2,DealSeeker,mid,0.527,16,0.343,1,True
2197,2,DealSeeker,premium,0.539,12,0.364,0,True
2198,2,DealSeeker,luxury,0.528,15,0.4,0,True
2199,2,DealSeeker,luxury,0.53,16,0.33,0,True
2200,2,DealSeeker,mid,0.504,16,0.379,0,True
2201,2,DealSeeker,premium,0.509,12,0.335,0,True
2202,2,DealSeeker,premium,0.513,12,0.42,0,True
2203,2,DealSeeker,mid,0.506,13,0.344,0,True
2204,2,DealSeeker,premium,0.535,14,0.373,0,True
2205,2,DealSeeker,mid,0.515,13,0.426,0,True
2206,2,DealSeeker,mid,0.531,16,0.381,0,True
2207,2,DealSeeker,mid,0.498,14,0.359,0,True
2208,2,DealSeeker,premium,0.483,14,0.34,0,True
2209,2,DealSeeker,premium,0.484,15,0.386,0,True
2210,2,DealSeeker,mid,0.523,13,0.358,0,True
2211,2,DealSeeker,luxury,0.512,15,0.369,0,True
2212,2,DealSeeker,premium,0.531,12,0.391,0,True
2213,2,DealSeeker,premium,0.504,12,0.384,0,True
2214,2,DealSeeker,premium,0.49,11,0.419,0,True
2215,2,DealSeeker,premium,0.527,12,0.392,0,True
2216,2,DealSeeker,premium,0.481,15,0.336,0,True
2217,2,DealSeeker,mid,0.537,12,0.382,0,True
2218,2,DealSeeker,premium,0.52,11,0.415,0,True
2219,2,DealSeeker,premium,0.513,13,0.369,0,True
2220,2,DealSeeker,mid,0.504,12,0.34,0,True
2221,2,DealSeeker,premium,0.524,15,0.399,0,True
2222,2,DealSeeker,mid,0.498,15,0.351,0,True
2223,2,DealSeeker,premium,0.503,14,0.412,0,True
2224,2,Explorer,luxury,0.485,15,0.386,0,True
2225,2,Explorer,luxury,0.495,15,0.354,0,True
2226,2,Explorer,premium,0.528,12,0.404,0,True
2227,2,Explorer,mid,0.481,11,0.374,0,True
2228,2,Explorer,premium,0.483,11,0.366,0,True
2229,2,Explorer,premium,0.509,16,0.39,0,True
2230,2,Explorer,premium,0.527,16,0.424,0,True
2231,2,Explorer,premium,0.53,13,0.34,0,True
2232,2,Explorer,mid,0.517,14,0.406,0,True
2233,2,Explorer,mid,0.527,12,0.366,0,True
2234,2,Explorer,mid,0.502,12,0.349,1,True
2235,2,Explorer,mid,0.521,16,0.361,0,True
2236,2,Explorer,premium,0.536,11,0.336,0,True
2237,2,Explorer,premium,0.528,14,0.332,0,True
2238,2,Explorer,luxury,0.492,16,0.419,0,True
2239,2,Explorer,premium,0.524,15,0.395,0,True
2240,2,Explorer,mid,0.515,14,0.386,0,True
2241,2,Explorer,luxury,0.492,11,0.33,0,True
2242,2,Explorer,mid,0.495,12,0.405,0,True
2243,2,Explorer,mid,0.529,15,0.428,0,True
2244,2,Explorer,premium,0.512,13,0.367,0,True
2245,2,Explorer,mid,0.492,15,0.357,0,True
2246,2,Explorer,mid,0.499,15,0.359,0,True
2247,2,Explorer,mid,0.518,13,0.38,0,True
2248,2,Explorer,premium,0.491,14,0.333,0,True
2249,2,Explorer,luxury,0.527,14,0.35,0,True
2250,2,Explorer,premium,0.528,15,0.371,0,True
2251,2,Explorer,luxury,0.512,11,0.414,0,True
2252,2,Explorer,premium,0.487,11,0.339,0,True
2253,2,Explorer,premium,0.523,11,0.429,0,True
2254,2,Explorer,luxury,0.504,11,0.417,0,True
2255,2,Explorer,premium,0.536,11,0.354,0,True
2256,2,Explorer,mid,0.48,11,0.378,0,True
2257,2,Explorer,premium,0.487,14,0.367,0,True
2258,2,Explorer,mid,0.496,13,0.395,0,True
2259,2,Explorer,mid,0.516,12,0.338,0,True
2260,2,Explorer,premium,0.491,11,0.415,0,True
2261,2,Explorer,luxury,0.514,11,0.387,0,True
2262,2,Explorer,premium,0.533,14,0.409,0,True
2263,2,Explorer,luxury,0.503,16,0.357,0,True
2264,2,Explorer,premium,0.52,16,0.332,0,True
2265,2,Explorer,premium,0.498,13,0.392,0,True
2266,2,Explorer,luxury,0.528,11,0.341,0,True
2267,2,Explorer,mid,0.51,15,0.378,0,True
2268,2,Explorer,luxury,0.502,12,0.339,0,True
2269,2,Explorer,luxury,0.486,16,0.364,0,True
2270,2,Explorer,luxury,0.521,12,0.337,1,True
2271,2,Explorer,mid,0.523,15,0.381,1,True
2272,2,Explorer,premium,0.537,13,0.346,0,True
2273,2,Explorer,premium,0.509,15,0.345,0,True
2274,2,Explorer,premium,0.505,13,0.363,0,True
2275,2,Explorer,premium,0.501,14,0.403,0,True
2276,2,Explorer,premium,0.518,11,0.418,0,True
2277,2,Explorer,mid,0.521,12,0.422,0,True
2278,2,Explorer,mid,0.512,13,0.43,0,True
2279,2,Explorer,premium,0.52,11,0.378,0,True
2280,2,Explorer,luxury,0.496,14,0.346,0,True
2281,2,Explorer,mid,0.49,15,0.36,0,True
2282,2,Explorer,mid,0.511,14,0.377,0,True
2283,2,Explorer,premium,0.538,15,0.387,1,True
2284,2,Explorer,premium,0.531,16,0.367,0,True
2285,2,Explorer,premium,0.499,16,0.422,0,True
2286,2,Explorer,mid,0.481,15,0.427,1,True
2287,2,Explorer,premium,0.525,14,0.419,0,True
2288,2,Explorer,mid,0.539,12,0.403,0,True
2289,2,Explorer,mid,0.491,11,0.381,0,True
2290,2,Explorer,premium,0.519,15,0.421,0,True
2291,2,Explorer,luxury,0.526,12,0.341,0,True
2292,2,Explorer,premium,0.5,14,0.343,0,True
2293,2,Explorer,premium,0.532,11,0.379,0,True
2294,2,Explorer,premium,0.508,11,0.357,0,True
2295,2,Explorer,premium,0.527,13,0.383,0,True
2296,2,Explorer,mid,0.518,12,0.335,0,True
2297,2,Explorer,mid,0.51,14,0.332,0,True
2298,2,Explorer,luxury,0.492,14,0.366,0,True
2299,2,Explorer,mid,0.509,11,0.334,0,True
2300,2,Explorer,premium,0.502,13,0.387,1,True
2301,2,Explorer,luxury,0.522,14,0.414,0,True
2302,2,Explorer,premium,0.519,16,0.387,0,True
2303,2,Explorer,premium,0.5,15,0.345,0,True
2304,2,Explorer,premium,0.495,14,0.402,0,True
2305,2,Explorer,luxury,0.514,15,0.395,1,True
2306,2,Explorer,mid,0.503,14,0.353,0,True
2307,2,Explorer,mid,0.511,13,0.379,0,True
2308,2,Explorer,premium,0.501,15,0.417,0,True
2309,2,Explorer,luxury,0.533,12,0.379,0,True
2310,2,Explorer,luxury,0.539,11,0.372,0,True
2311,2,Explorer,mid,0.535,13,0.424,0,True
2312,2,Explorer,premium,0.532,13,0.38,0,True
2313,2,Explorer,mid,0.48,11,0.391,0,True
2314,2,Explorer,premium,0.484,11,0.413,1,True
2315,2,Explorer,premium,0.482,15,0.368,0,True
2316,2,Explorer,mid,0.534,11,0.422,0,True
2317,2,Explorer,premium,0.527,11,0.342,1,True
2318,2,Explorer,mid,0.525,16,0.335,0,True
2319,2,Explorer,luxury,0.503,11,0.377,0,True
2320,2,Explorer,mid,0.486,14,0.369,1,True
2321,2,Explorer,premium,0.531,13,0.404,0,True
2322,2,Explorer,mid,0.521,16,0.364,0,True
2323,2,Explorer,premium,0.487,12,0.408,0,True
2324,2,Explorer,luxury,0.513,12,0.338,0,True
2325,2,Explorer,premium,0.525,12,0.366,0,True
2326,2,Explorer,luxury,0.499,11,0.396,0,True
2327,2,Explorer,mid,0.539,12,0.332,0,True
2328,2,Explorer,premium,0.534,11,0.367,0,True
2329,2,Explorer,luxury,0.487,12,0.352,0,True
2330,2,Explorer,premium,0.519,16,0.386,0,True
2331,2,Explorer,mid,0.529,12,0.368,0,True
2332,2,Explorer,premium,0.533,14,0.342,0,True
2333,2,Explorer,premium,0.486,15,0.373,0,True
2334,2,Explorer,premium,0.493,13,0.338,0,True
2335,2,Explorer,mid,0.524,12,0.335,0,True
2336,2,Explorer,premium,0.489,11,0.375,0,True
2337,2,Explorer,luxury,0.5,15,0.381,0,True
2338,2,Explorer,mid,0.499,12,0.396,0,True
2339,2,Explorer,premium,0.482,14,0.358,0,True
2340,2,Explorer,luxury,0.533,15,0.379,0,True
2341,2,Explorer,luxury,0.489,11,0.332,0,True
2342,2,Explorer,luxury,0.489,13,0.34,0,True
2343,2,Explorer,premium,0.532,15,0.393,0,True
2344,2,Explorer,premium,0.511,13,0.423,0,True
2345,2,Explorer,mid,0.485,11,0.332,0,True
2346,2,Explorer,luxury,0.5,16,0.373,0,True
2347,2,Explorer,luxury,0.498,12,0.428,0,True
2348,2,Explorer,mid,0.508,12,0.343,1,True
2349,2,Explorer,luxury,0.502,12,0.414,0,True
2350,2,Explorer,luxury,0.495,12,0.365,0,True
2351,2,Explorer,luxury,0.534,13,0.427,0,True
2352,2,Explorer,luxury,0.53,14,0.355,0,True
2353,2,Explorer,luxury,0.499,13,0.363,0,True
2354,2,Explorer,premium,0.502,11,0.381,0,True
2355,2,Explorer,mid,0.481,11,0.405,0,True
2356,2,Explorer,premium,0.482,16,0.349,0,True
2357,2,Explorer,mid,0.528,13,0.355,0,True
2358,2,Explorer,premium,0.504,13,0.411,0,True
2359,2,Explorer,mid,0.522,12,0.373,0,True
2360,2,Explorer,premium,0.491,14,0.33,0,True
2361,2,Explorer,luxury,0.492,11,0.377,0,True
2362,2,Explorer,luxury,0.509,14,0.352,0,True
