user_id,cohort,tenure_days,acquisition_channel,city_tier,avg_booking_value,joined_week
3152,Mission,269,organic,tier2,299.6,2
3153,Mission,518,direct,tier1,273.92,4
3154,Mission,158,direct,tier1,259.79,3
3155,Mission,259,organic,resort,278.36,4
3156,Mission,461,paid,tier2,277.74,3
3157,Mission,441,paid,resort,287.1,2
3158,Mission,63,organic,tier2,276.23,4
3159,Mission,508,direct,tier1,259.48,2
3160,Mission,182,paid,resort,300.48,2
3161,Mission,429,organic,resort,259.32,1
3162,Mission,383,direct,tier2,293.45,3
3163,Mission,232,organic,tier1,279.23,2
3164,Mission,168,organic,tier2,288.08,3
3165,Mission,331,direct,tier1,277.09,1
3166,Mission,292,paid,tier2,281.74,4
3167,Mission,82,direct,tier2,258.4,1
3168,Mission,302,direct,resort,298.55,2
3169,Mission,532,direct,tier1,277.73,3
3170,Mission,516,paid,tier1,294.19,3
3171,Mission,262,direct,tier1,281.38,1
3172,Mission,173,direct,tier1,275.38,4
3173,Mission,84,organic,tier2,281.58,4
3174,Mission,68,paid,tier2,292.05,1
3175,Mission,314,paid,tier1,281.53,3
3176,Mission,459,organic,tier1,299.07,4
3177,Mission,347,paid,tier2,265.54,2
3178,Mission,67,paid,resort,261.17,2
3179,Mission,305,organic,tier1,263.42,3
3180,Mission,146,paid,tier2,287.7,4
3181,Mission,142,direct,tier1,290.27,3
3182,Mission,109,direct,tier2,302.31,1
3183,Mission,99,organic,tier1,295.82,1
3184,Mission,182,organic,tier2,300.84,1
3185,Mission,451,direct,tier2,263.04,4
3186,Mission,321,organic,resort,287.53,3
3187,Mission,462,organic,tier2,292.95,3
3188,Mission,150,direct,tier1,282.03,3
3189,Mission,431,organic,tier1,302.05,2
3190,Mission,134,direct,tier1,280.99,2
3191,Mission,305,paid,tier2,258.93,4
3192,Mission,465,direct,tier1,293.77,4
3193,Mission,168,organic,tier1,285.42,4
3194,Mission,456,paid,tier1,301.33,2
3195,Mission,487,paid,resort,282.57,4
3196,Mission,258,direct,tier2,266.52,1
3197,Mission,78,direct,tier1,257.77,3
3198,Mission,68,paid,tier2,286.66,4
3199,Mission,443,organic,tier2,296.22,1
3200,Mission,128,organic,tier1,284.16,4
3201,Mission,313,paid,tier2,262.96,1
3202,Mission,462,paid,tier2,268.62,4
3203,Mission,210,organic,tier1,260.06,3
3204,Mission,400,organic,tier2,294.14,2
3205,Mission,203,direct,resort,301.56,3
3206,Mission,98,direct,tier2,290.69,4
3207,Mission,71,organic,tier2,272.28,1
3208,Mission,505,organic,tier1,273.84,1
3209,Mission,195,direct,tier2,297.4,2
3210,Mission,355,organic,tier1,267.97,3
3211,Mission,219,paid,tier1,293.96,3
3212,Mission,524,paid,tier2,262.1,4
3213,Mission,445,organic,tier2,298.76,4
3214,Mission,107,paid,tier2,269.65,1
3215,Mission,130,organic,tier1,300.11,1
3216,Mission,114,direct,tier1,278.62,3
3217,Mission,267,paid,tier1,269.44,2
3218,Mission,101,direct,tier1,265.89,1
3219,Mission,382,organic,resort,267.39,2
3220,Mission,146,paid,tier1,301.94,1
3221,Mission,408,paid,tier2,283.44,2
3222,Mission,312,paid,tier1,260.26,2
3223,Mission,373,paid,resort,266.22,3
3224,Mission,236,organic,resort,301.22,4
3225,Mission,526,paid,tier2,269.67,1
3226,Mission,421,direct,tier2,286.65,4
3227,Mission,60,organic,resort,284.07,3
3228,Mission,413,organic,tier1,294.09,1
3229,Mission,403,organic,tier1,289.46,2
3230,Mission,187,paid,tier1,290.36,4
3231,Mission,128,organic,tier2,300.58,1
3232,Mission,393,organic,tier1,294.78,1
3233,Mission,271,organic,tier2,266.84,2
3234,Mission,135,paid,tier1,296.52,3
3235,Mission,270,direct,tier2,277.46,2
3236,Mission,499,paid,tier1,266.86,3
3237,Mission,156,paid,tier1,279.55,3
3238,Mission,283,organic,tier2,257.74,4
3239,Mission,141,organic,tier1,291.12,3
3240,Mission,164,direct,tier1,297.08,2
3241,Mission,205,direct,tier1,276.69,1
3242,Mission,302,paid,tier1,283.87,3
3243,Mission,215,paid,tier1,277.73,3
3244,Mission,489,direct,resort,269.68,4
3245,Mission,172,direct,tier1,258.37,2
3246,Mission,390,direct,resort,267.41,2
3247,Mission,116,direct,tier2,280.99,1
3248,Mission,199,paid,tier2,291.04,1
3249,Mission,92,paid,tier1,268.41,3
3250,Mission,189,organic,tier1,285.71,1
3251,Mission,136,organic,tier2,292.03,4
3252,Mission,350,direct,tier1,279.15,2
3253,Mission,115,paid,tier2,289.9,4
3254,Mission,188,paid,tier2,283.86,4
3255,Mission,402,paid,tier2,261.9,4
3256,Mission,379,organic,tier1,272.15,3
3257,Mission,242,direct,tier1,281.46,4
3258,Mission,176,direct,tier1,288.5,1
3259,Mission,349,organic,tier1,276.0,1
3260,Mission,164,direct,resort,281.57,1
3261,Mission,112,paid,resort,289.79,2
3262,Mission,437,organic,tier1,274.22,1
3263,Mission,191,organic,resort,262.99,3
3264,Mission,389,paid,resort,297.61,1
3265,Mission,234,organic,tier1,261.79,3
3266,Mission,465,paid,tier1,259.58,3
3267,Mission,337,organic,tier1,299.1,4
3268,Mission,478,organic,resort,297.36,1
3269,Mission,105,paid,tier1,299.03,3
3270,Mission,60,direct,tier2,299.47,4
3271,Mission,344,paid,tier1,258.81,1
3272,Mission,381,paid,tier1,287.49,2
3273,Mission,148,organic,tier1,290.64,2
3274,Mission,160,organic,tier1,263.54,4
3275,Mission,91,paid,resort,267.71,2
3276,Mission,76,organic,tier1,274.03,3
3277,Mission,487,paid,resort,264.5,1
3278,Mission,486,organic,resort,274.54,2
3279,Mission,251,organic,tier1,288.26,4
3280,Mission,115,organic,tier1,267.09,2
3281,Mission,272,organic,resort,267.87,2
3282,Mission,196,paid,tier2,297.31,2
3283,Mission,484,paid,tier1,300.32,4
3284,Mission,148,paid,resort,270.11,3
3285,Mission,370,organic,tier1,266.39,3
3286,Mission,252,paid,resort,299.14,1
3287,Mission,467,paid,tier1,297.96,2
3288,Mission,437,paid,tier1,282.69,4
3289,Mission,525,paid,tier1,259.97,2
3290,Mission,335,organic,tier1,268.37,1
3291,Mission,320,paid,tier1,268.42,1
3292,Mission,233,paid,tier1,269.23,3
3293,Mission,341,organic,tier1,259.57,4
3294,Mission,495,organic,tier1,293.57,2
3295,Mission,417,paid,tier1,280.8,4
3296,Mission,96,direct,tier1,290.65,3
3297,Mission,295,organic,tier2,302.08,3
3298,Mission,75,organic,tier1,292.55,1
3299,Mission,501,paid,tier1,261.35,2
3300,Mission,447,paid,tier1,261.3,2
3301,Mission,306,organic,resort,292.71,3
3302,Mission,89,paid,tier1,289.82,3
3303,Mission,220,direct,tier1,293.2,3
3304,Mission,445,direct,tier2,264.74,2
3305,Mission,367,paid,resort,270.47,1
3306,Mission,137,organic,tier2,280.06,1
3307,Mission,220,direct,resort,259.41,4
3308,Mission,299,organic,tier1,284.44,1
3309,Mission,398,direct,tier1,274.53,3
3310,Mission,105,direct,tier2,281.35,4
3311,Mission,253,paid,tier1,268.16,2
3312,Mission,468,direct,tier1,301.98,3
3313,Mission,398,organic,tier2,271.49,2
3314,Mission,461,paid,resort,290.29,1
3315,Mission,380,direct,tier1,275.82,2
3316,Mission,270,paid,resort,285.29,1
3317,Mission,455,paid,tier1,263.23,1
3318,Mission,197,organic,tier1,296.36,3
3319,Mission,487,paid,tier1,297.48,1
3320,Mission,193,paid,tier2,300.7,2
3321,Mission,340,direct,resort,297.04,2
3322,Mission,324,organic,resort,289.77,2
3323,Mission,330,paid,tier1,275.51,2
3324,Mission,139,paid,tier1,263.94,4
3325,Mission,376,paid,tier2,290.12,3
3326,Mission,268,direct,tier1,258.53,4
3327,Mission,447,paid,tier1,274.1,4
3328,Mission,169,organic,tier2,300.64,3
3329,Mission,102,direct,tier1,294.43,3
3330,Mission,383,direct,tier1,273.49,3
3331,Mission,447,direct,tier1,265.96,2
3332,Mission,429,paid,tier2,272.83,2
3333,Mission,210,organic,tier1,287.56,4
3334,Mission,253,direct,resort,293.09,3
3335,Mission,322,paid,tier1,292.19,1
3336,Mission,248,organic,tier1,294.8,3
3337,Mission,229,paid,tier1,278.46,1
3338,Mission,404,paid,tier2,259.28,1
3339,Mission,496,direct,tier1,266.77,2
3340,Mission,166,direct,tier1,294.72,3
3341,Mission,360,direct,tier1,275.28,2
3342,Mission,473,organic,tier1,261.63,4
3343,Mission,329,direct,tier1,281.99,2
3344,Mission,183,paid,tier1,285.86,2
3345,Mission,312,organic,tier1,275.74,3
3346,Mission,175,organic,resort,295.9,1
3347,Mission,102,paid,resort,291.58,3
3348,Mission,259,organic,resort,300.64,4
3349,Mission,458,paid,tier1,258.08,2
3350,Mission,166,organic,tier1,283.86,3
3351,Mission,458,direct,tier1,282.23,1
3352,Mission,185,paid,resort,272.56,4
3353,Mission,195,paid,tier2,294.47,1
3354,Mission,431,direct,tier1,297.13,2
3355,Mission,260,direct,tier2,263.6,1
3356,Mission,99,direct,tier1,293.82,3
3357,Mission,115,paid,tier2,267.72,4
3358,Mission,331,direct,tier2,295.15,2
3359,Mission,447,direct,tier1,265.24,2
3360,Mission,170,paid,tier1,260.89,4
3361,Mission,200,direct,tier2,276.34,1
3362,Mission,190,organic,tier2,263.43,4
3363,Mission,442,organic,tier2,285.85,3
3364,Mission,181,direct,resort,276.8,1
3365,Mission,325,paid,tier1,262.82,2
3366,Mission,278,organic,tier1,299.88,1
3367,Mission,326,organic,tier2,275.1,1
3368,Mission,478,organic,resort,264.5,4
3369,Mission,97,direct,tier1,262.08,2
3370,Mission,453,organic,tier2,297.81,3
3371,Mission,86,direct,tier1,277.14,1
3372,Mission,308,paid,resort,276.62,2
3373,Mission,378,organic,tier2,270.61,1
3374,Mission,119,organic,tier2,297.76,1
3375,Mission,466,paid,resort,292.55,3
3376,Mission,212,organic,resort,296.25,2
3377,Mission,268,organic,tier1,268.07,3
3378,Mission,374,paid,tier1,259.99,3
3379,Mission,291,paid,tier1,284.73,1
3380,Mission,319,direct,tier1,293.59,3
3381,Mission,353,organic,tier1,289.62,4
3382,Mission,190,paid,tier1,275.65,4
3383,Mission,452,paid,resort,296.56,3
3384,Mission,485,paid,resort,261.62,3
3385,Mission,134,paid,tier2,283.55,2
3386,Mission,135,direct,tier1,270.79,3
3387,Mission,351,paid,tier1,300.31,2
3388,Mission,115,organic,tier1,270.79,2
3389,Mission,457,direct,resort,282.86,1
3390,Mission,268,paid,tier1,301.95,4
3391,Mission,139,direct,tier1,278.08,4
3392,Mission,516,organic,resort,265.39,2
3393,Mission,218,paid,tier1,280.9,2
3394,Mission,226,paid,tier2,286.73,2
3395,Mission,396,paid,tier1,295.05,3
3396,Mission,483,organic,tier2,300.61,1
3397,Mission,132,paid,resort,272.89,2
3398,Mission,267,paid,tier2,281.99,2
3399,Mission,282,paid,tier2,261.79,4
3400,Mission,353,direct,tier2,275.83,1
3401,Mission,532,organic,tier1,282.77,4
3402,Mission,110,paid,tier1,291.94,3
3403,Mission,352,direct,tier1,268.89,2
3404,Mission,457,direct,resort,281.86,2
3405,Mission,360,direct,tier2,285.65,1
3406,Mission,497,organic,tier1,279.03,2
3407,Mission,60,organic,resort,284.5,4
3408,Mission,92,organic,tier1,294.95,4
3409,Mission,317,organic,tier1,261.24,2
3410,Mission,476,paid,tier2,294.5,1
3411,Mission,84,organic,resort,281.25,3
3412,Mission,101,direct,tier1,296.03,3
3413,Mission,87,direct,resort,292.26,2
3414,Mission,506,paid,resort,286.36,2
3415,Mission,85,paid,tier2,267.48,3
3416,Mission,198,organic,resort,277.34,3
3417,Mission,260,organic,tier1,289.6,4
3418,Mission,513,organic,resort,291.78,4
3419,Mission,403,organic,tier1,273.04,1
3420,Mission,441,direct,resort,298.94,1
3421,Mission,142,paid,tier1,292.06,3
3422,Mission,71,direct,tier2,260.61,2
3423,Mission,161,organic,resort,268.0,2
3424,Mission,536,direct,tier2,289.63,2
3425,Mission,163,direct,resort,262.47,1
3426,Mission,297,organic,tier1,295.66,2
3427,Mission,407,organic,tier1,284.61,1
3428,Mission,254,organic,tier1,291.22,2
3429,Mission,482,paid,tier2,263.53,4
3430,Mission,339,paid,tier2,274.44,2
3431,Mission,171,direct,tier1,297.53,3
3432,Mission,217,direct,tier1,290.12,2
3433,Mission,502,paid,tier2,259.74,4
3434,Mission,210,paid,tier1,301.19,1
3435,Mission,280,direct,tier2,302.17,2
3436,Mission,291,organic,tier2,294.87,4
3437,Mission,300,paid,tier1,299.16,4
3438,Mission,439,direct,tier1,298.6,1
3439,Mission,67,organic,tier1,296.94,2
3440,Mission,112,paid,tier1,269.3,4
3441,Mission,147,paid,tier2,290.51,4
3442,Mission,461,paid,resort,268.08,4
3443,Mission,503,organic,tier1,296.87,2
3444,Mission,338,paid,tier2,275.9,3
3445,Mission,177,paid,resort,300.6,1
3446,Mission,312,paid,resort,275.64,1
3447,Mission,292,direct,tier1,275.64,4
3448,Mission,180,direct,tier1,296.13,1
3449,Mission,246,organic,resort,281.82,1
3450,Mission,397,organic,tier1,267.63,3
3451,Mission,227,paid,tier1,261.46,4
3452,Mission,407,paid,tier2,258.26,3
3453,Mission,336,direct,tier1,288.37,4
3454,Mission,351,organic,tier1,281.02,2
3455,Mission,97,paid,tier1,272.27,4
3456,Mission,293,paid,tier1,282.58,3
3457,Mission,180,direct,tier2,292.69,1
3458,Mission,141,organic,tier1,295.72,1
3459,Mission,369,paid,tier1,287.27,4
3460,Mission,428,paid,tier2,280.33,3
3461,Mission,391,organic,tier2,297.14,3
3462,Mission,493,paid,tier1,286.6,3
3463,Mission,237,direct,resort,300.72,1
3464,Mission,415,paid,resort,261.71,2
3465,Mission,180,paid,resort,277.65,4
3466,Mission,160,paid,tier1,258.77,4
3467,Mission,200,direct,tier1,300.77,1
3468,Mission,428,paid,resort,279.77,4
3469,Mission,256,paid,tier1,295.99,4
3470,Mission,318,direct,tier1,295.1,2
3471,Mission,223,paid,tier1,279.73,1
3472,Mission,464,paid,tier2,288.13,1
3473,Mission,264,paid,tier1,288.17,2
3474,Mission,248,organic,tier2,297.16,3
3475,Mission,446,direct,resort,290.2,3
3476,Mission,411,direct,tier1,258.97,1
3477,Mission,145,direct,tier1,292.47,3
3478,Mission,496,direct,tier2,268.85,4
3479,Mission,295,paid,resort,266.39,3
3480,Mission,483,paid,tier2,265.92,2
3481,Mission,384,organic,tier2,292.97,2
3482,Mission,503,organic,tier1,272.84,2
3483,Mission,193,organic,tier2,265.96,3
3484,Mission,429,direct,tier1,298.55,3
3485,Mission,259,organic,tier1,275.68,2
3486,Mission,504,paid,tier1,272.98,3
3487,Mission,112,organic,tier1,282.69,4
3488,Mission,249,direct,tier1,300.23,4
3489,Mission,325,direct,resort,300.14,3
3490,Mission,68,paid,tier2,291.47,3
3491,Mission,482,direct,tier1,257.94,3
3492,Mission,381,paid,tier1,296.92,1
3493,Mission,534,organic,resort,284.44,2
3494,Mission,84,organic,tier2,283.67,3
3495,Mission,466,organic,tier1,295.17,2
3496,Mission,261,direct,tier1,272.17,4
3497,Mission,115,direct,tier2,266.66,2
3498,Mission,433,organic,tier2,285.35,2
3499,Mission,478,direct,resort,290.21,1
3500,Mission,181,direct,resort,295.75,1
3501,Mission,68,paid,tier2,300.28,2
3502,Mission,416,paid,tier1,270.3,1
3503,Mission,78,direct,tier1,278.06,1
3504,Mission,416,paid,resort,282.75,2
3505,Mission,447,direct,tier1,269.77,2
3506,Mission,180,paid,tier2,275.62,2
3507,Mission,538,direct,resort,276.24,3
3508,Mission,502,paid,resort,293.09,4
3509,Mission,335,direct,tier2,270.98,2
3510,Mission,130,direct,tier2,280.46,3
3511,Mission,337,paid,tier2,290.43,4
3512,Mission,246,direct,tier2,265.56,2
3513,Mission,215,paid,tier1,300.95,4
3514,Mission,230,organic,tier1,299.38,1
3515,Mission,511,organic,tier1,264.59,3
3516,Mission,250,paid,tier1,283.87,2
3517,Mission,97,organic,tier1,286.39,1
3518,Mission,469,direct,tier2,260.7,1
3519,Mission,225,direct,resort,259.11,2
3520,Mission,384,paid,resort,282.49,2
3521,Mission,409,organic,tier2,271.19,4
3522,Mission,257,paid,resort,264.05,2
3523,Mission,276,direct,resort,289.83,3
3524,Mission,389,direct,tier1,291.06,2
3525,Mission,247,paid,tier1,298.78,3
3526,Mission,167,organic,tier1,293.68,2
3527,Mission,422,paid,tier1,290.62,2
3528,Mission,488,organic,tier1,266.57,2
3529,Mission,509,paid,tier1,285.69,1
3530,Mission,90,direct,tier1,297.27,2
3531,Mission,272,direct,resort,264.77,4
3532,Mission,236,organic,tier1,291.96,4
3533,Mission,325,paid,tier1,287.4,2
3534,Mission,462,organic,tier2,279.11,3
3535,Mission,193,paid,tier2,282.78,3
3536,Mission,307,organic,resort,264.53,1
3537,Mission,226,organic,tier1,280.49,4
3538,Mission,255,paid,tier1,290.28,4
3539,Mission,87,paid,tier1,289.78,1
3540,Mission,390,direct,tier1,260.44,2
3541,Mission,161,direct,tier1,299.08,2
3542,Mission,488,organic,tier2,265.74,2
3543,Mission,355,paid,tier1,290.8,2
3544,Mission,111,paid,resort,293.41,1
3545,Mission,387,direct,tier1,282.38,2
3546,Mission,181,organic,tier2,286.87,2
3547,Mission,464,paid,tier1,271.95,3
3548,Mission,196,direct,tier1,279.51,4
3549,Mission,437,paid,resort,267.41,4
3550,Mission,208,organic,tier1,283.18,3
3551,Mission,503,direct,resort,284.98,1
3552,Mission,152,direct,resort,257.72,2
3553,Mission,285,organic,tier1,260.08,2
3554,Mission,401,paid,resort,291.64,4
3555,Mission,428,organic,tier1,279.57,3
3556,Mission,130,paid,tier1,263.45,1
3557,Mission,475,paid,tier1,263.64,3
3558,Mission,263,paid,tier1,282.15,2
3559,Mission,79,organic,tier2,291.69,4
3560,Mission,370,paid,resort,280.83,4
3561,Mission,238,paid,tier1,288.66,3
3562,Mission,401,paid,tier2,265.87,4
3563,Mission,533,organic,tier1,266.65,3
3564,Mission,214,organic,resort,286.51,3
3565,Mission,116,direct,tier1,273.14,2
3566,Mission,167,paid,tier1,258.62,2
3567,Mission,389,paid,tier1,292.51,3
3568,Mission,399,organic,tier1,271.17,4
3569,Mission,201,paid,tier1,260.14,2
3570,Mission,526,organic,resort,302.05,1
3571,Mission,167,paid,resort,261.76,1
3572,Mission,134,direct,tier1,285.97,2
3573,Mission,119,organic,tier1,262.89,4
3574,Mission,269,direct,tier1,260.0,1
3575,Mission,119,organic,resort,275.64,2
3576,Mission,527,organic,tier1,263.02,1
3577,Mission,288,organic,tier2,287.24,4
3578,Mission,537,organic,tier1,299.06,2
3579,Mission,78,direct,tier1,276.93,3
3580,Mission,166,paid,tier1,287.18,4
3581,Mission,393,paid,tier2,292.39,1
3582,Mission,136,direct,tier1,262.1,3
3583,Mission,71,paid,resort,285.62,2
3584,Mission,532,direct,tier1,283.42,3
3585,Mission,128,organic,tier2,274.43,1
3586,Mission,490,paid,tier1,288.99,3
3587,Mission,239,paid,resort,295.22,1
3588,Mission,474,paid,tier1,293.68,2
3589,Mission,426,paid,tier2,263.34,4
3590,Mission,481,organic,tier1,267.85,4
3591,Mission,120,organic,tier2,266.15,3
3592,Mission,341,direct,tier2,274.95,2
3593,Mission,168,organic,tier2,299.78,2
3594,Mission,73,organic,resort,299.27,4
3595,Mission,123,direct,tier1,279.07,4
3596,Mission,202,organic,tier1,284.44,1
3597,Mission,286,paid,tier1,276.92,1
3598,Mission,271,organic,tier1,263.27,3
3599,Mission,331,paid,tier1,272.94,3
3600,Mission,502,organic,tier1,267.54,3
3601,Mission,76,organic,tier1,263.19,3
3602,Mission,524,direct,resort,282.89,4
3603,Mission,248,direct,tier2,285.51,3
3604,Mission,286,paid,tier2,274.26,4
3605,Mission,491,organic,tier1,268.86,1
3606,Mission,130,direct,resort,277.05,1
3607,Mission,82,paid,tier1,292.06,1
3608,Mission,79,organic,tier1,293.71,4
3609,Mission,343,organic,tier1,277.73,3
3610,Mission,450,organic,resort,264.85,1
3611,Mission,338,organic,tier1,293.99,3
3612,Mission,289,organic,tier1,284.16,1
3613,Mission,235,paid,tier1,278.36,2
3614,Mission,320,organic,resort,277.89,2
3615,Mission,87,direct,tier1,272.48,1
3616,Mission,476,direct,tier2,301.05,3
3617,Mission,311,direct,tier1,293.49,2
3618,Mission,118,paid,tier1,258.71,4
3619,Mission,153,direct,tier2,277.62,4
3620,Mission,365,direct,resort,258.93,1
3621,Mission,347,organic,tier2,266.51,2
3622,Mission,370,direct,tier1,294.45,4
3623,Mission,532,direct,resort,297.46,4
3624,Mission,481,organic,tier1,273.42,1
3625,Mission,328,organic,tier1,288.94,4
3626,Mission,69,organic,tier1,301.5,4
3627,Mission,272,direct,tier1,271.51,3
3628,Mission,380,paid,tier1,291.43,1
3629,Mission,85,direct,resort,287.46,1
3630,Mission,527,direct,tier1,258.48,3
3631,Mission,359,organic,tier1,294.36,3
3632,Mission,353,organic,tier2,268.77,1
3633,Mission,222,organic,tier1,269.05,1
3634,Mission,473,paid,tier2,286.57,4
3635,Mission,535,direct,resort,286.22,1
3636,Mission,161,direct,resort,288.29,4
3637,Mission,255,paid,tier2,262.17,4
3638,Mission,110,organic,tier1,279.33,1
3639,Mission,308,direct,tier2,268.72,2
3640,Mission,450,direct,resort,265.8,3
3641,Mission,358,paid,tier1,302.21,4
3642,Mission,473,organic,tier1,289.47,3
3643,Mission,144,direct,tier1,258.78,4
3644,Mission,86,paid,resort,294.33,2
3645,Mission,114,organic,resort,260.06,2
3646,Mission,398,paid,tier1,285.86,3
3647,Mission,108,paid,tier1,268.14,4
3648,Mission,521,organic,tier1,261.34,4
3649,Mission,71,paid,tier2,299.17,1
3650,Mission,477,organic,resort,297.66,3
3651,Mission,333,organic,tier1,291.55,4
3652,Mission,510,direct,tier1,283.18,4
3653,Mission,319,direct,resort,299.38,2
3654,Mission,91,organic,tier2,281.8,4
3655,Mission,302,direct,resort,287.46,2
3656,Mission,491,organic,resort,282.84,3
3657,Mission,364,direct,tier1,291.85,1
3658,Mission,538,organic,resort,287.81,3
3659,Mission,465,organic,resort,282.67,2
3660,Mission,297,paid,resort,283.52,4
3661,Mission,400,paid,tier1,269.57,3
3662,Mission,177,paid,tier1,269.19,1
3663,Mission,464,paid,resort,262.64,4
3664,Mission,82,direct,tier1,265.53,3
3665,Mission,405,paid,tier1,272.53,4
3666,Mission,241,organic,resort,283.63,4
3667,Mission,153,direct,tier1,297.24,4
3668,Mission,419,paid,tier2,295.01,4
3669,Mission,256,paid,tier1,289.87,4
3670,Mission,73,direct,resort,280.52,2
3671,Mission,93,direct,tier1,264.45,3
3672,Mission,112,direct,tier1,264.76,3
3673,Mission,356,organic,resort,269.93,2
3674,Mission,60,paid,tier1,269.51,4
3675,Mission,332,paid,tier1,285.11,4
3676,Mission,130,direct,resort,279.08,4
3677,Mission,368,paid,tier1,276.64,1
3678,Mission,105,direct,tier1,267.21,1
3679,Mission,360,paid,tier1,273.63,2
3680,Mission,480,organic,resort,262.44,2
3681,Mission,303,paid,resort,297.67,3
3682,Mission,155,organic,tier1,298.74,3
3683,Mission,344,paid,tier1,275.55,1
3684,Mission,525,organic,tier2,298.21,3
3685,Mission,444,direct,resort,264.08,1
3686,Mission,375,organic,resort,271.84,1
3687,Mission,506,organic,tier2,269.86,4
3688,Mission,265,organic,resort,291.45,4
3689,Mission,519,paid,tier1,292.2,2
3690,Mission,418,direct,tier1,282.09,1
3691,Mission,503,direct,resort,294.93,2
3692,Mission,109,direct,tier1,277.44,4
3693,Mission,324,organic,tier1,295.22,2
3694,Mission,530,direct,resort,300.03,4
3695,Mission,375,paid,tier1,288.91,4
3696,Mission,416,paid,resort,271.56,4
3697,Mission,350,direct,tier1,272.26,3
3698,Mission,220,paid,tier1,262.56,2
3699,Mission,429,paid,tier1,260.22,4
3700,Mission,244,organic,resort,297.43,1
3701,Mission,239,organic,tier1,278.86,4
3702,Mission,409,paid,tier1,267.77,4
3703,Mission,166,direct,tier2,268.74,2
3704,Mission,111,paid,tier2,272.28,1
3705,Mission,254,direct,tier1,259.8,3
3706,Mission,473,organic,tier2,281.36,3
3707,Mission,151,organic,tier2,298.84,4
3708,Mission,409,direct,resort,276.92,4
3709,Mission,85,direct,resort,269.34,1
3710,Mission,479,direct,tier2,276.58,3
3711,Mission,310,direct,tier2,281.68,1
3712,Mission,352,direct,tier2,292.01,2
3713,Mission,158,paid,tier1,276.65,2
3714,Mission,498,direct,tier2,293.39,4
3715,Mission,461,organic,tier1,292.12,3
3716,Mission,418,direct,tier1,262.46,3
3717,Mission,369,paid,tier2,267.85,1
3718,Mission,64,paid,resort,264.78,2
3719,Mission,120,organic,tier1,270.78,4
3720,Mission,279,direct,resort,271.52,2
3721,Mission,451,direct,tier1,275.08,1
3722,Mission,100,organic,tier2,289.37,1
3723,Mission,107,direct,tier2,281.5,4
3724,Mission,90,organic,tier1,262.45,4
3725,Mission,306,paid,resort,302.03,2
3726,Mission,160,organic,tier1,283.49,3
3727,Mission,287,organic,tier2,277.59,4
3728,Mission,465,direct,tier1,286.21,4
3729,Mission,98,organic,tier1,298.79,1
3730,Mission,164,paid,tier2,267.85,4
3731,Mission,235,organic,resort,273.09,4
3732,Mission,503,paid,tier1,278.26,3
3733,Mission,479,paid,tier1,274.11,3
3734,Mission,323,organic,tier2,263.33,2
3735,Mission,317,direct,tier2,273.82,3
3736,Mission,84,organic,resort,269.0,3
3737,Mission,206,paid,resort,272.77,2
3738,Mission,505,organic,tier1,262.59,2
3739,Mission,138,paid,resort,270.39,4
3740,Mission,409,paid,tier1,277.79,4
3741,Mission,451,organic,tier1,287.37,2
3742,Mission,310,organic,tier1,266.18,4
3743,Mission,410,organic,tier1,297.82,3
3744,Mission,425,organic,tier1,293.49,1
3745,Mission,370,direct,tier1,294.64,3
3746,Mission,228,paid,tier1,259.09,2
3747,Mission,226,paid,tier1,269.55,2
3748,Mission,229,organic,tier2,258.13,1
3749,Mission,323,organic,resort,277.34,3
3750,Mission,323,organic,resort,273.07,2
3751,Mission,202,direct,tier2,298.67,3
3752,Mission,193,direct,resort,260.0,2
3753,Mission,479,paid,tier2,288.44,4
3754,Mission,368,paid,tier1,277.78,1
3755,Mission,67,paid,tier2,268.39,1
3756,Mission,135,paid,resort,300.62,3
3757,Mission,507,paid,resort,293.61,4
3758,Mission,360,paid,tier1,297.24,1
3759,Mission,216,direct,resort,283.53,2
3760,Mission,488,direct,tier1,269.89,4
3761,Mission,408,organic,tier2,274.48,1
3762,Mission,474,organic,resort,289.43,2
3763,Mission,197,organic,tier1,294.86,2
3764,Mission,363,direct,tier1,280.96,2
3765,Mission,350,organic,tier1,301.32,4
3766,Mission,75,direct,tier1,299.88,2
3767,Mission,148,paid,tier1,289.48,2
3768,Mission,145,organic,tier1,259.61,1
3769,Mission,67,organic,tier1,265.47,1
3770,Mission,68,organic,resort,278.27,4
3771,Mission,118,organic,tier1,280.35,4
3772,Mission,426,direct,tier1,258.1,1
3773,Mission,478,direct,tier1,274.3,1
3774,Mission,207,organic,tier1,297.82,3
3775,Mission,535,direct,tier1,286.32,1
3776,Mission,361,paid,tier1,292.82,3
3777,Mission,275,paid,tier1,266.34,3
3778,Mission,269,paid,tier2,294.88,1
3779,Mission,77,organic,tier1,290.45,1
3780,Mission,294,direct,tier1,257.76,3
3781,Mission,228,paid,resort,277.2,1
3782,Mission,229,organic,tier1,277.13,4
3783,Mission,276,direct,tier1,260.91,4
3784,Mission,529,direct,tier2,296.46,1
3785,Mission,420,organic,tier2,257.67,4
3786,Mission,337,direct,tier1,275.47,3
3787,Mission,455,paid,resort,259.48,1
3788,Mission,248,paid,tier1,276.86,2
3789,Mission,210,paid,tier1,274.53,4
3790,Mission,141,direct,resort,292.76,2
3791,Mission,336,direct,tier1,278.77,4
3792,Mission,460,paid,tier1,273.91,3
