listing_id,category,tier,avg_review_score,onboarded_week,city_tier,has_landmark_tag,amenities_complete
2295,hotel,mid,4.72,1,tier2,False,True
2296,hotel,budget,4.3,3,tier1,True,True
2297,hotel,premium,4.49,2,tier2,False,False
2298,hotel,luxury,4.58,3,resort,True,False
2299,hotel,premium,4.82,2,resort,True,False
2300,hotel,premium,4.21,4,tier1,True,False
2301,hotel,budget,4.59,2,resort,False,False
2302,hotel,budget,4.41,4,tier2,True,False
2303,hotel,mid,4.73,2,tier1,True,True
2304,hotel,luxury,4.3,1,tier1,False,True
2305,hotel,premium,4.6,1,tier2,True,True
2306,hotel,budget,3.96,4,tier1,False,True
2307,hotel,luxury,4.24,1,resort,False,True
2308,hotel,mid,4.35,3,tier2,False,True
2309,hotel,luxury,4.32,3,tier1,False,True
2310,hotel,mid,4.45,3,tier1,False,True
2311,hotel,premium,4.17,4,tier2,False,True
2312,hotel,budget,3.92,1,tier1,False,True
2313,hotel,premium,4.56,3,tier1,True,True
2314,hotel,budget,4.33,3,tier1,False,True
2315,hotel,luxury,3.97,4,tier1,False,False
2316,hotel,mid,4.05,2,tier2,True,True
2317,hotel,premium,4.41,2,tier1,False,True
2318,hotel,budget,3.91,4,tier1,True,True
2319,hotel,budget,4.56,1,resort,False,True
2320,hotel,mid,4.4,3,tier2,True,True
2321,hotel,luxury,4.56,1,tier1,False,True
2322,hotel,mid,4.63,3,tier1,False,True
2323,hotel,luxury,4.66,3,tier1,False,False
2324,hotel,luxury,4.04,2,tier1,False,True
2325,hotel,premium,3.86,4,tier1,True,True
2326,hotel,premium,3.83,3,tier1,False,True
2327,hotel,mid,4.07,2,tier1,False,True
2328,hotel,mid,4.54,2,tier2,False,True
2329,hotel,mid,4.47,3,tier1,True,True
2330,hotel,budget,4.16,3,tier1,False,True
2331,hotel,premium,4.24,2,tier1,False,True
2332,hotel,luxury,4.06,3,resort,True,False
2333,hotel,luxury,3.87,2,tier1,False,False
2334,hotel,budget,4.46,3,tier2,False,True
2335,hotel,luxury,4.34,2,tier1,False,True
2336,hotel,budget,3.92,1,tier1,False,True
2337,hotel,budget,4.81,1,tier1,False,True
2338,hotel,luxury,3.82,3,resort,False,False
2339,hotel,luxury,4.04,1,tier1,False,True
2340,hotel,budget,4.88,4,tier1,False,True
2341,hotel,premium,4.2,3,tier1,False,True
2342,hotel,mid,3.94,1,tier1,True,True
2343,hotel,luxury,4.48,1,resort,False,True
2344,hotel,luxury,3.82,3,tier1,False,True
2345,hotel,luxury,3.98,3,tier1,False,True
2346,hotel,premium,4.19,2,resort,False,True
2347,hotel,budget,4.49,3,tier1,False,True
2348,hotel,premium,4.04,4,tier2,False,False
2349,hotel,mid,3.85,1,tier1,False,True
2350,hotel,mid,4.1,4,tier2,True,True
2351,hotel,budget,4.72,2,resort,False,True
2352,hotel,premium,4.73,2,resort,True,True
2353,hotel,budget,4.28,1,tier1,False,True
2354,hotel,mid,4.3,4,tier1,False,False
2355,hotel,mid,4.79,4,tier1,False,True
2356,hotel,luxury,4.42,2,tier1,False,True
2357,hotel,luxury,4.36,1,tier2,True,True
2358,hotel,premium,3.81,3,resort,False,True
2359,hotel,premium,4.14,1,tier1,False,False
2360,hotel,premium,4.32,4,tier1,True,True
2361,hotel,budget,3.87,4,resort,False,True
2362,hotel,budget,4.77,2,tier1,False,False
2363,hotel,budget,3.92,4,tier2,False,True
2364,hotel,budget,4.25,2,tier1,True,False
2365,hotel,budget,3.83,4,tier2,False,True
2366,hotel,budget,4.13,1,tier2,True,False
2367,hotel,luxury,4.79,1,tier2,True,False
2368,hotel,premium,4.35,3,tier1,False,True
2369,hotel,luxury,3.95,3,tier1,False,True
2370,hotel,budget,4.73,3,resort,False,True
2371,hotel,mid,3.98,3,tier2,False,True
2372,hotel,budget,3.82,1,tier1,True,True
2373,hotel,premium,4.81,2,tier2,False,True
2374,hotel,luxury,4.78,4,tier1,True,True
2375,hotel,mid,4.3,4,tier1,True,True
2376,hotel,premium,4.37,4,tier2,True,True
2377,hotel,budget,3.93,3,tier1,True,True
2378,hotel,premium,4.3,3,tier1,True,True
2379,hotel,luxury,4.77,1,tier2,False,True
2380,hotel,premium,4.6,4,tier1,True,True
2381,hotel,mid,4.42,1,resort,False,True
2382,hotel,luxury,4.25,3,tier2,False,True
2383,hotel,budget,4.41,3,tier1,True,True
2384,hotel,budget,4.81,2,tier1,True,True
2385,hotel,budget,4.37,3,tier1,False,True
2386,hotel,premium,4.26,1,resort,True,True
2387,hotel,mid,3.95,1,tier2,False,True
2388,hotel,premium,4.78,4,resort,False,True
2389,hotel,premium,3.94,2,tier1,False,True
2390,hotel,premium,4.81,2,tier2,False,False
2391,hotel,premium,4.14,2,tier2,True,False
2392,hotel,premium,3.88,1,resort,False,True
2393,hotel,premium,4.07,4,tier1,False,True
2394,hotel,mid,4.83,1,tier1,True,True
2395,hotel,budget,4.52,2,tier1,False,False
2396,hotel,luxury,4.67,2,resort,True,True
2397,hotel,mid,3.87,1,tier1,False,True
2398,hotel,budget,4.77,4,resort,False,True
2399,hotel,premium,4.01,2,tier1,False,True
2400,hotel,luxury,4.32,4,tier2,True,True
2401,hotel,premium,4.58,4,tier1,False,True
2402,hotel,budget,4.69,3,tier1,False,True
2403,hotel,premium,4.85,2,tier1,False,True
2404,hotel,luxury,4.46,1,tier1,False,True
2405,hotel,budget,4.8,3,tier2,False,True
2406,hotel,luxury,4.65,2,resort,False,False
2407,hotel,premium,4.82,1,tier1,False,True
2408,hotel,luxury,4.65,4,tier2,False,True
2409,hotel,mid,4.34,1,tier1,False,True
2410,hotel,budget,4.54,4,tier2,False,False
2411,hotel,luxury,4.58,4,tier1,False,True
2412,hotel,luxury,3.96,2,tier1,False,True
2413,hotel,budget,4.4,3,tier2,True,True
2414,hotel,premium,4.12,4,tier1,False,False
2415,hotel,budget,4.56,4,tier1,False,True
2416,hotel,premium,4.46,1,resort,False,True
2417,hotel,premium,4.02,4,tier1,False,True
2418,hotel,premium,4.64,4,tier1,False,False
2419,hotel,budget,4.57,4,tier1,False,True
2420,hotel,mid,3.93,3,tier2,True,True
2421,hotel,budget,4.83,4,tier1,False,True
2422,hotel,luxury,4.04,3,resort,True,True
2423,hotel,mid,4.6,1,tier1,False,True
2424,hotel,mid,4.25,3,tier2,True,True
2425,hotel,premium,3.92,1,tier2,False,True
2426,hotel,luxury,3.81,2,resort,False,False
2427,hotel,luxury,4.89,3,resort,False,True
2428,hotel,budget,4.67,2,tier2,False,True
2429,hotel,luxury,4.72,1,resort,True,True
2430,hotel,luxury,4.9,3,tier1,True,True
2431,hotel,mid,3.95,1,tier2,False,True
2432,hotel,mid,3.85,1,resort,False,False
2433,hotel,luxury,4.85,4,tier2,False,True
2434,hotel,premium,4.05,3,tier2,False,False
2435,hotel,luxury,4.62,2,resort,False,True
2436,hotel,luxury,4.54,4,resort,True,False
2437,hotel,budget,4.72,3,resort,False,True
2438,hotel,premium,3.86,3,tier1,False,False
2439,hotel,mid,4.18,1,tier1,True,True
2440,hotel,luxury,4.18,2,tier1,False,True
2441,hotel,mid,4.25,3,tier1,False,True
2442,hotel,luxury,4.32,2,tier1,False,True
2443,hotel,budget,3.97,4,resort,False,False
2444,hotel,luxury,4.02,1,tier2,False,True
2445,hotel,budget,4.01,4,tier2,True,False
2446,hotel,mid,3.82,1,tier1,False,True
2447,hotel,luxury,4.84,2,resort,False,True
2448,hotel,mid,4.3,3,resort,False,True
2449,hotel,premium,4.38,3,resort,False,True
2450,hotel,premium,3.81,1,tier1,False,True
2451,hotel,mid,3.9,3,tier1,False,True
2452,hotel,luxury,4.33,4,tier1,False,True
2453,hotel,luxury,4.12,2,tier1,False,True
2454,hotel,mid,3.94,4,tier2,False,True
2455,hotel,mid,3.89,4,resort,False,True
2456,hotel,mid,4.06,4,tier2,True,False
2457,hotel,budget,3.98,3,resort,False,True
2458,hotel,budget,3.99,2,tier1,False,False
2459,hotel,mid,4.16,3,tier1,True,False
2460,hotel,luxury,4.89,3,tier2,False,True
2461,hotel,luxury,4.76,1,tier1,True,True
2462,hotel,luxury,3.85,1,tier1,False,True
2463,hotel,luxury,3.84,3,tier1,False,False
2464,hotel,luxury,4.02,4,tier1,True,True
2465,hotel,mid,3.86,3,tier1,False,False
2466,hotel,mid,4.75,4,tier1,True,True
2467,hotel,luxury,4.78,4,tier1,False,False
2468,hotel,premium,3.89,4,tier1,False,True
2469,hotel,budget,4.69,3,tier2,False,True
2470,hotel,budget,4.59,4,tier1,True,True
2471,hotel,budget,4.65,2,tier2,False,True
2472,hotel,premium,4.02,2,tier1,False,True
2473,hotel,premium,3.92,3,tier1,False,True
2474,hotel,luxury,4.06,2,resort,False,True
2475,hotel,premium,4.25,4,resort,False,True
2476,hotel,mid,4.31,3,resort,False,False
2477,hotel,premium,4.61,4,resort,False,True
2478,hotel,luxury,4.74,2,tier2,False,True
2479,hotel,luxury,4.62,1,tier1,True,False
2480,hotel,budget,4.36,2,resort,False,True
2481,hotel,budget,3.97,1,tier2,False,True
2482,hotel,premium,4.5,1,tier1,False,True
2483,hotel,mid,4.6,4,tier1,False,True
2484,hotel,mid,4.29,1,resort,False,True
2485,hotel,luxury,3.96,1,tier1,False,True
2486,hotel,mid,4.76,1,tier1,False,True
2487,hotel,budget,4.47,3,resort,False,False
2488,hotel,mid,4.6,2,tier1,False,True
2489,hotel,mid,4.24,3,tier2,False,False
2490,hotel,budget,4.63,4,tier1,True,True
2491,hotel,mid,3.82,2,resort,True,True
2492,hotel,mid,4.85,4,tier2,False,True
2493,hotel,mid,4.9,2,resort,True,False
2494,hotel,budget,4.47,3,resort,True,True
2495,hotel,mid,4.07,2,resort,False,False
2496,hotel,mid,4.08,4,resort,False,True
2497,hotel,luxury,4.1,4,resort,True,True
2498,hotel,budget,3.99,1,tier1,True,True
2499,hotel,luxury,3.86,4,tier1,False,False
2500,hotel,mid,3.88,1,resort,False,True
2501,hotel,mid,4.23,2,tier1,False,True
2502,hotel,budget,4.4,3,tier2,False,True
2503,hotel,luxury,4.19,1,tier2,True,True
2504,hotel,premium,4.42,4,tier1,False,False
2505,hotel,luxury,4.3,1,tier1,True,False
2506,hotel,mid,4.3,1,tier1,False,True
2507,hotel,premium,4.82,3,tier2,False,True
2508,hotel,budget,4.16,2,tier1,False,True
2509,hotel,mid,4.72,2,tier1,False,True
2510,hotel,budget,4.71,1,tier1,True,True
2511,hotel,premium,4.52,2,resort,True,True
2512,hotel,budget,4.07,1,tier1,False,False
2513,hotel,budget,4.52,2,tier2,False,True
2514,hotel,luxury,4.49,1,resort,False,True
2515,hotel,budget,4.54,4,tier2,False,False
2516,hotel,luxury,4.0,3,tier1,False,True
2517,hotel,luxury,4.35,4,tier2,False,True
2518,hotel,luxury,4.23,4,tier1,False,True
2519,hotel,premium,4.51,2,tier1,False,False
2520,hotel,mid,3.92,2,tier1,False,True
2521,hotel,premium,4.07,3,tier1,False,False
2522,hotel,premium,4.25,1,resort,True,True
2523,hotel,mid,4.24,3,resort,False,True
2524,hotel,budget,4.21,1,tier1,False,True
2525,hotel,budget,4.78,4,tier1,False,True
2526,hotel,budget,4.83,1,tier2,True,True
2527,hotel,luxury,3.99,3,resort,True,True
2528,hotel,luxury,4.19,2,tier1,False,True
2529,hotel,premium,4.72,1,tier2,False,True
2530,hotel,mid,4.44,3,tier1,True,True
2531,hotel,premium,3.96,3,tier1,False,True
2532,hotel,premium,4.48,4,tier2,False,True
2533,hotel,premium,4.27,3,resort,True,True
2534,hotel,luxury,3.83,2,tier1,False,True
2535,hotel,premium,4.54,4,tier2,True,False
2536,hotel,luxury,3.94,2,tier2,True,True
2537,hotel,budget,4.55,2,tier1,True,True
2538,hotel,budget,4.53,2,tier2,True,True
2539,hotel,mid,4.65,1,tier2,True,True
2540,hotel,budget,4.4,2,tier2,True,True
2541,hotel,budget,4.45,4,tier2,False,True
2542,hotel,budget,4.22,2,tier1,False,False
2543,hotel,luxury,4.82,1,resort,False,True
2544,hotel,luxury,4.47,4,tier2,False,True
2545,hotel,mid,4.76,2,tier2,True,True
2546,hotel,budget,3.9,3,tier2,False,True
2547,hotel,luxury,4.7,1,resort,False,True
2548,hotel,premium,4.51,3,tier1,False,True
2549,hotel,budget,4.08,1,tier1,True,False
2550,hotel,mid,3.9,1,resort,False,False
2551,hotel,premium,4.71,1,tier2,False,True
2552,hotel,budget,4.82,2,resort,True,False
2553,hotel,premium,3.88,3,tier1,False,True
2554,hotel,budget,4.9,1,tier2,False,False
2555,hotel,premium,4.85,3,tier1,False,True
2556,hotel,mid,4.89,2,tier2,False,False
2557,hotel,budget,3.92,4,resort,False,True
2558,hotel,luxury,3.98,3,tier1,False,True
2559,hotel,premium,4.34,3,tier1,False,False
2560,hotel,mid,4.81,3,tier1,True,True
2561,hotel,mid,4.66,2,tier1,False,True
2562,hotel,premium,4.22,4,tier2,False,False
2563,hotel,mid,4.63,2,tier2,False,True
2564,hotel,budget,4.32,3,resort,False,True
2565,hotel,budget,4.01,3,tier2,False,True
2566,hotel,luxury,4.85,1,tier1,False,False
2567,hotel,luxury,3.96,3,tier2,False,True
2568,hotel,mid,4.67,2,tier2,False,True
2569,hotel,luxury,4.46,4,tier2,True,True
2570,hotel,mid,4.54,2,resort,False,False
2571,hotel,luxury,4.9,1,tier2,False,True
2572,hotel,premium,4.85,4,resort,False,True
2573,hotel,premium,4.82,3,tier2,False,False
2574,hotel,luxury,3.89,1,resort,False,True
2575,hotel,premium,3.91,2,resort,True,True
2576,hotel,mid,4.86,2,tier1,False,True
2577,hotel,luxury,4.25,4,tier1,False,True
2578,hotel,luxury,4.0,4,tier2,False,False
2579,hotel,mid,3.94,4,tier1,False,True
2580,hotel,luxury,4.88,3,tier1,False,True
2581,hotel,premium,4.51,2,resort,False,True
2582,hotel,budget,4.37,1,tier2,False,True
2583,hotel,luxury,3.86,4,resort,False,False
2584,hotel,budget,4.49,4,tier1,True,True
2585,hotel,luxury,4.51,2,resort,False,True
2586,hotel,luxury,4.25,2,resort,True,True
2587,hotel,mid,4.82,4,tier1,True,True
2588,hotel,luxury,4.63,4,tier1,False,False
2589,hotel,budget,4.28,3,tier1,False,False
2590,hotel,luxury,4.75,2,tier1,True,True
2591,hotel,budget,3.95,4,resort,True,True
2592,hotel,luxury,4.13,2,resort,False,False
2593,hotel,premium,4.01,4,tier1,True,True
2594,hotel,budget,4.1,4,tier2,False,True
2595,hotel,budget,4.71,3,tier1,True,False
2596,hotel,luxury,3.85,3,resort,False,True
2597,hotel,budget,4.33,2,tier1,False,True
2598,hotel,luxury,4.71,2,tier1,True,False
2599,hotel,budget,4.5,4,tier1,False,False
2600,hotel,mid,3.96,1,tier2,True,True
2601,hotel,luxury,4.3,2,tier1,False,True
2602,hotel,mid,4.19,3,tier2,True,True
2603,hotel,luxury,4.34,1,tier1,False,False
2604,hotel,mid,4.63,1,tier1,False,False
2605,hotel,luxury,4.65,4,tier2,False,True
2606,hotel,mid,4.78,3,resort,False,True
2607,hotel,mid,4.8,2,tier1,False,False
2608,hotel,luxury,4.35,4,tier1,True,False
2609,hotel,mid,4.44,3,tier1,False,True
2610,hotel,mid,4.03,1,tier1,False,True
2611,hotel,luxury,4.66,4,tier1,True,True
2612,hotel,premium,4.7,4,tier1,True,True
2613,hotel,budget,4.61,2,resort,False,True
2614,hotel,premium,4.6,3,tier1,False,False
2615,hotel,premium,4.55,1,tier2,False,False
2616,hotel,budget,4.72,1,tier1,False,True
2617,hotel,mid,3.91,1,resort,True,True
2618,hotel,mid,3.87,1,tier2,False,True
2619,hotel,luxury,4.66,1,tier1,False,True
2620,hotel,luxury,4.77,1,tier1,False,True
2621,hotel,premium,4.74,4,tier1,True,True
2622,hotel,premium,4.12,1,tier2,True,True
2623,hotel,premium,4.26,1,tier2,True,True
2624,hotel,premium,4.55,1,resort,False,True
2625,hotel,luxury,3.94,2,tier1,True,True
2626,hotel,luxury,4.33,3,tier2,False,True
2627,hotel,mid,3.95,3,tier1,True,True
2628,hotel,luxury,4.29,3,tier1,False,True
2629,hotel,premium,4.31,4,resort,False,False
2630,hotel,premium,4.01,4,tier1,False,True
2631,hotel,premium,4.79,1,tier2,False,True
2632,hotel,mid,4.77,3,resort,True,True
2633,hotel,luxury,3.94,1,tier1,False,False
2634,hotel,budget,4.69,3,tier1,False,True
2635,hotel,premium,4.59,3,tier1,False,True
2636,hotel,budget,4.76,1,resort,False,True
2637,hotel,luxury,4.17,2,tier1,False,True
2638,hotel,budget,4.25,4,resort,False,False
2639,hotel,budget,4.36,2,tier1,False,True
2640,hotel,mid,4.56,4,tier2,True,False
2641,hotel,luxury,4.77,2,tier1,False,True
2642,hotel,budget,4.87,3,tier2,False,False
2643,hotel,luxury,4.2,2,resort,True,True
2644,hotel,budget,4.52,3,tier1,False,False
2645,hotel,luxury,4.0,2,tier1,True,False
2646,hotel,luxury,3.86,3,resort,True,True
2647,hotel,luxury,3.9,4,tier2,True,True
2648,hotel,luxury,3.86,1,tier1,False,False
2649,hotel,luxury,4.78,2,tier1,False,False
2650,hotel,mid,4.47,1,tier1,True,True
2651,hotel,mid,4.62,1,resort,False,True
2652,hotel,luxury,4.23,3,tier1,False,True
2653,hotel,luxury,4.7,4,tier1,True,True
2654,hotel,mid,4.33,1,tier2,True,True
2655,hotel,luxury,4.54,1,tier2,False,True
2656,hotel,mid,4.03,4,tier1,False,True
2657,hotel,luxury,4.81,3,tier1,True,True
2658,hotel,mid,4.77,1,tier1,True,False
2659,hotel,premium,4.59,1,tier1,False,True
2660,hotel,mid,4.29,3,tier2,False,True
2661,hotel,mid,4.43,3,tier1,False,True
2662,hotel,mid,4.35,3,tier1,False,True
2663,hotel,premium,4.79,4,tier1,False,True
2664,hotel,budget,3.89,2,tier2,False,True
2665,hotel,premium,4.33,4,tier1,True,True
2666,hotel,budget,4.46,3,tier1,False,True
2667,hotel,luxury,4.8,4,tier2,True,False
2668,hotel,budget,4.31,2,resort,False,True
2669,hotel,mid,4.12,1,resort,False,True
2670,hotel,mid,4.68,3,tier2,False,True
2671,hotel,luxury,3.95,3,resort,False,True
2672,hotel,luxury,4.49,2,tier1,True,False
2673,hotel,mid,4.9,2,tier1,False,True
2674,hotel,mid,4.2,4,resort,False,True
2675,hotel,luxury,4.26,1,tier1,False,True
2676,hotel,luxury,4.19,1,tier2,False,True
2677,hotel,premium,4.2,1,tier1,False,True
2678,hotel,budget,4.26,1,tier2,False,True
2679,hotel,luxury,4.33,2,tier1,True,True
2680,hotel,budget,4.39,3,tier1,False,False
2681,hotel,luxury,4.87,2,resort,False,True
2682,hotel,mid,4.26,1,tier1,False,True
2683,hotel,luxury,4.53,4,tier1,False,True
2684,hotel,budget,4.69,2,tier1,False,True
2685,hotel,budget,4.28,1,resort,False,True
2686,hotel,luxury,4.0,3,tier1,False,False
2687,hotel,budget,3.82,2,tier2,False,False
2688,hotel,luxury,4.8,2,tier1,True,True
2689,hotel,premium,4.84,3,tier1,False,True
2690,hotel,luxury,4.84,1,tier1,False,False
2691,hotel,premium,3.96,2,tier2,False,True
2692,hotel,mid,4.51,3,tier1,False,True
2693,hotel,budget,4.81,3,tier1,False,True
2694,hotel,mid,4.07,1,tier1,False,True
2695,hotel,mid,3.95,4,resort,False,True
2696,hotel,premium,4.7,4,tier2,True,False
2697,hotel,mid,3.81,1,tier1,False,False
2698,hotel,luxury,4.8,1,resort,False,True
2699,hotel,premium,4.17,2,tier2,False,True
2700,hotel,mid,4.19,4,tier2,True,True
2701,hotel,budget,4.55,1,tier1,True,False
2702,hotel,budget,4.03,2,resort,False,True
2703,hotel,luxury,3.82,1,tier1,True,True
2704,hotel,premium,3.91,1,resort,True,False
2705,hotel,luxury,4.41,3,tier2,False,True
2706,hotel,mid,4.25,2,tier2,False,True
2707,hotel,mid,4.09,2,resort,False,True
2708,hotel,luxury,4.72,2,tier1,False,True
2709,hotel,mid,4.84,4,tier1,False,True
2710,hotel,mid,4.0,3,tier1,True,True
2711,hotel,premium,3.89,1,tier1,False,True
2712,hotel,premium,4.88,4,tier2,False,False
2713,hotel,premium,4.49,3,tier2,False,True
2714,hotel,budget,4.63,4,tier1,True,False
2715,hotel,mid,3.98,2,tier2,True,True
2716,hotel,budget,4.03,3,tier1,True,True
2717,hotel,mid,4.77,2,tier1,False,True
2718,hotel,premium,4.61,2,tier2,False,True
2719,hotel,mid,4.46,1,tier2,False,True
2720,hotel,mid,3.83,1,resort,False,True
2721,hotel,mid,4.16,4,tier1,True,False
2722,hotel,budget,4.28,2,tier1,False,False
2723,hotel,premium,4.07,4,tier2,True,True
2724,hotel,mid,3.81,2,tier2,False,True
2725,hotel,luxury,4.26,1,tier1,False,False
2726,hotel,luxury,4.22,2,tier1,False,True
2727,hotel,mid,4.47,4,resort,False,True
2728,hotel,budget,4.05,1,tier2,True,True
2729,hotel,luxury,4.2,4,tier2,True,True
2730,hotel,budget,4.72,1,tier1,True,True
2731,hotel,luxury,4.57,3,tier1,False,True
2732,hotel,mid,4.59,4,tier1,False,True
2733,hotel,mid,4.39,3,tier1,False,True
2734,hotel,premium,4.25,2,tier1,True,True
2735,hotel,premium,3.96,2,tier1,True,True
2736,hotel,budget,4.24,3,tier1,False,True
2737,hotel,luxury,4.09,4,tier1,True,False
2738,hotel,budget,4.37,1,tier1,False,True
2739,hotel,premium,3.98,2,tier2,False,True
2740,hotel,budget,4.25,1,resort,False,True
2741,hotel,luxury,4.02,4,tier1,True,True
2742,hotel,luxury,4.65,4,tier2,False,True
2743,hotel,luxury,4.52,2,tier1,False,True
2744,hotel,budget,4.87,2,resort,True,True
2745,hotel,premium,4.3,2,resort,True,True
2746,hotel,premium,4.82,3,resort,True,True
2747,hotel,mid,4.24,4,tier2,False,True
2748,hotel,budget,4.26,4,tier2,True,True
2749,hotel,mid,4.22,2,resort,False,True
2750,hotel,luxury,4.63,1,tier1,False,True
2751,hotel,budget,4.78,2,tier1,True,True
2752,hotel,luxury,4.42,1,tier1,False,True
2753,hotel,budget,4.11,3,tier2,False,False
2754,hotel,premium,4.09,1,tier1,True,True
2755,hotel,mid,4.46,1,resort,False,True
2756,hotel,mid,4.66,1,resort,False,True
2757,hotel,premium,4.71,1,resort,False,True
2758,hotel,mid,4.03,4,resort,False,True
2759,hotel,luxury,4.58,3,resort,True,True
2760,hotel,premium,4.17,4,tier1,False,False
2761,hotel,luxury,4.56,3,tier1,False,True
2762,hotel,luxury,4.02,4,resort,True,True
2763,hotel,luxury,4.64,4,tier1,True,True
2764,hotel,budget,4.06,1,tier2,False,True
2765,hotel,mid,4.24,1,resort,False,True
2766,hotel,mid,4.84,2,tier1,False,True
2767,hotel,premium,4.58,4,tier1,False,True
2768,hotel,mid,4.81,2,tier2,False,False
2769,hotel,budget,4.6,2,tier1,True,True
2770,hotel,premium,3.99,3,tier1,False,False
2771,hotel,premium,4.61,1,tier2,True,True
2772,hotel,mid,4.18,1,resort,False,True
2773,hotel,mid,4.88,3,tier1,True,True
2774,hotel,budget,4.2,3,tier1,False,True
2775,hotel,premium,4.44,2,tier1,False,False
2776,hotel,mid,4.29,4,tier1,False,True
2777,hotel,budget,4.1,4,resort,True,True
2778,hotel,budget,4.34,1,tier1,False,True
2779,hotel,mid,4.0,3,tier1,False,False
2780,hotel,luxury,4.45,2,tier1,False,True
2781,hotel,budget,3.84,2,tier2,False,True
2782,hotel,budget,4.48,1,tier1,False,False
2783,hotel,luxury,3.99,1,tier2,False,True
2784,hotel,budget,4.51,3,tier1,False,True
2785,hotel,budget,3.9,4,tier1,False,True
2786,hotel,luxury,4.59,3,resort,False,True
2787,hotel,luxury,4.06,4,tier2,False,True
2788,hotel,premium,4.51,3,tier2,False,True
2789,hotel,luxury,4.82,2,tier2,True,False
2790,hotel,luxury,4.7,2,tier1,False,False
2791,hotel,luxury,4.86,1,tier1,False,True
2792,hotel,premium,4.65,2,tier1,True,False
2793,hotel,budget,4.56,4,tier1,False,False
2794,hotel,premium,4.14,2,tier1,True,True
2795,hotel,budget,3.82,1,tier1,True,True
2796,hotel,budget,4.25,3,tier1,True,True
2797,hotel,luxury,3.86,4,tier2,True,True
2798,hotel,mid,4.64,3,resort,False,False
2799,hotel,budget,4.12,1,resort,False,True
2800,hotel,budget,3.85,3,tier1,False,True
2801,resort,luxury,4.89,3,tier1,False,True
2802,resort,luxury,4.53,1,resort,True,True
2803,resort,luxury,4.86,2,tier1,False,True
2804,resort,luxury,4.59,3,tier2,True,True
2805,resort,luxury,4.03,1,resort,False,True
2806,resort,luxury,4.48,1,tier2,False,True
2807,resort,luxury,4.56,1,tier1,False,True
2808,resort,luxury,4.15,3,tier1,False,True
2809,resort,luxury,4.08,3,resort,False,True
2810,resort,luxury,4.53,1,resort,False,True
2811,resort,luxury,4.74,2,tier1,True,True
2812,resort,luxury,3.85,1,tier1,True,True
2813,resort,luxury,4.46,1,resort,False,False
2814,resort,luxury,4.43,3,resort,False,True
2815,resort,luxury,4.72,2,resort,False,True
2816,resort,luxury,4.23,1,resort,False,True
2817,resort,luxury,4.27,2,tier1,False,True
2818,resort,luxury,4.65,2,tier1,False,True
2819,resort,luxury,4.0,3,tier1,False,True
2820,resort,luxury,4.35,2,resort,False,True
2821,resort,luxury,3.95,3,tier1,False,False
2822,resort,luxury,4.74,4,tier1,True,True
2823,resort,luxury,4.2,4,resort,False,False
2824,resort,luxury,4.65,4,resort,True,False
2825,resort,luxury,4.36,3,tier1,False,True
2826,resort,luxury,4.81,4,resort,True,True
2827,resort,luxury,4.27,4,tier2,False,True
2828,resort,luxury,4.65,2,resort,False,False
2829,resort,luxury,3.82,1,resort,False,True
2830,resort,luxury,4.04,1,tier2,False,True
2831,resort,luxury,4.76,1,tier1,False,True
2832,resort,luxury,4.19,1,tier1,False,True
2833,resort,luxury,4.03,2,tier2,False,True
2834,resort,luxury,4.78,3,tier1,False,True
2835,resort,luxury,4.1,1,resort,False,True
2836,resort,luxury,4.77,4,resort,True,True
2837,resort,luxury,4.62,2,tier1,False,True
2838,resort,luxury,4.43,1,resort,False,True
2839,resort,luxury,4.63,3,tier1,True,True
2840,resort,luxury,4.64,2,resort,True,True
2841,resort,luxury,4.0,1,tier2,False,True
2842,resort,luxury,4.58,1,tier1,False,False
2843,resort,luxury,4.6,1,tier2,True,True
2844,resort,luxury,4.7,3,tier2,False,True
2845,resort,luxury,4.06,2,tier2,False,True
2846,resort,luxury,3.97,2,resort,False,True
2847,resort,luxury,4.44,2,tier1,True,True
2848,resort,luxury,3.97,4,tier2,True,True
2849,resort,luxury,3.84,4,tier1,False,True
2850,resort,luxury,4.02,3,resort,True,True
2851,resort,luxury,4.12,1,tier2,False,True
2852,resort,luxury,4.63,1,tier1,False,True
2853,resort,luxury,4.35,3,tier2,False,True
2854,resort,luxury,4.73,4,tier2,True,False
2855,resort,luxury,3.81,3,tier2,True,False
2856,resort,luxury,4.23,3,tier1,True,True
2857,resort,luxury,4.64,2,tier2,True,True
2858,resort,luxury,4.2,3,resort,False,True
2859,resort,luxury,4.87,1,resort,True,True
2860,resort,luxury,4.33,2,resort,True,True
2861,resort,luxury,4.7,1,tier2,False,True
2862,resort,luxury,4.81,2,resort,True,True
2863,resort,luxury,4.79,1,tier2,True,True
2864,resort,luxury,4.44,1,tier2,True,True
2865,resort,luxury,4.73,3,tier1,False,True
2866,resort,luxury,4.86,3,tier2,False,True
2867,resort,luxury,3.97,4,tier1,False,False
2868,resort,luxury,3.82,2,tier1,False,True
2869,resort,luxury,4.71,3,tier2,True,False
2870,resort,luxury,4.5,2,tier2,False,True
2871,resort,luxury,4.87,4,tier2,False,False
2872,resort,luxury,4.55,3,tier1,False,True
2873,resort,luxury,3.83,2,tier1,False,True
2874,resort,luxury,4.22,3,tier1,True,True
2875,resort,luxury,4.57,1,tier2,False,True
