attempt_id,view_id,user_id,checkout_price,price_delta_pct,abandoned,abandonment_reason,week_number
ATT0000977,VEW0012457,USR000791,8698.55,0.2299,True,price_shock,18
ATT0000978,VEW0012437,USR000883,7810.12,-0.0064,False,,25
ATT0000979,VEW0007827,USR001690,5198.2,0.0174,True,error,12
ATT0000980,VEW0004730,USR001605,3093.6,-0.0082,False,,1
ATT0000981,VEW0000015,USR003924,7033.33,0.233,True,price_shock,22
ATT0000982,VEW0013274,USR003023,5651.75,0.0179,False,,13
ATT0000983,VEW0001711,USR002195,2290.54,-0.0068,False,,10
ATT0000984,VEW0006210,USR000038,14735.12,0.0161,False,,5
ATT0000985,VEW0010818,USR002605,3988.48,0.0137,False,,7
ATT0000986,VEW0011974,USR001212,5499.75,-0.0088,False,,7
ATT0000987,VEW0006056,USR000287,15652.01,-0.0093,True,,4
ATT0000988,VEW0001325,USR003164,6778.55,0.006,False,,5
ATT0000989,VEW0013488,USR003542,4826.53,0.3496,False,,25
ATT0000990,VEW0006140,USR002992,5083.2,0.3342,False,,21
ATT0000991,VEW0005723,USR001978,6757.0,-0.0007,False,,7
ATT0000992,VEW0007633,USR003331,11783.08,0.0016,False,,23
ATT0000993,VEW0011803,USR001546,5640.47,0.0016,False,,15
ATT0000994,VEW0004238,USR001930,6542.62,0.012,False,,6
ATT0000995,VEW0012209,USR001129,14345.65,0.0002,False,,26
ATT0000996,VEW0007688,USR003671,4795.04,-0.0056,True,,7
ATT0000997,VEW0000013,USR001816,11876.27,0.0124,False,,1
ATT0000998,VEW0003772,USR001004,6541.3,0.2795,True,price_shock,22
ATT0000999,VEW0000962,USR003082,4416.19,0.23,False,,18
ATT0001000,VEW0009883,USR002575,3290.26,0.0137,False,,23
ATT0001001,VEW0003390,USR000679,4421.35,0.0076,False,,6
ATT0001002,VEW0011110,USR002247,2711.04,0.0047,True,,1
ATT0001003,VEW0012029,USR002320,6414.5,0.0102,False,,6
ATT0001004,VEW0012025,USR003100,3945.36,0.0052,False,,11
ATT0001005,VEW0005632,USR003770,3681.86,0.0095,False,,3
ATT0001006,VEW0002483,USR002108,4056.88,0.016,False,,18
ATT0001007,VEW0006292,USR002620,4797.47,0.0084,False,,2
ATT0001008,VEW0000615,USR001886,6992.95,0.3057,True,price_shock,23
ATT0001009,VEW0008223,USR000778,5208.91,0.2998,True,price_shock,18
ATT0001010,VEW0008293,USR002500,8229.63,0.0059,False,,9
ATT0001011,VEW0002563,USR001935,5117.72,-0.0048,True,error,15
ATT0001012,VEW0000978,USR000733,34570.46,0.0001,False,,14
ATT0001013,VEW0000286,USR002492,3949.57,0.0108,False,,18
ATT0001014,VEW0009063,USR003385,10266.45,0.0028,False,,19
ATT0001015,VEW0000527,USR002798,10281.68,0.0022,False,,11
ATT0001016,VEW0003609,USR003073,9385.1,0.3187,True,price_shock,16
ATT0001017,VEW0001969,USR003464,5205.75,-0.0098,False,,14
ATT0001018,VEW0002203,USR003892,2211.94,0.3083,False,,22
ATT0001019,VEW0008698,USR002795,7869.58,0.2836,True,price_shock,20
ATT0001020,VEW0014227,USR002552,4487.6,0.0013,False,,7
ATT0001021,VEW0010659,USR003223,11085.24,0.0002,False,,19
ATT0001022,VEW0004041,USR003401,18139.88,-0.0048,True,,17
ATT0001023,VEW0001181,USR003854,3827.89,0.0,False,,3
ATT0001024,VEW0003420,USR003557,9823.22,0.0017,False,,19
ATT0001025,VEW0010968,USR003604,5610.93,0.2769,True,price_shock,19
ATT0001026,VEW0013803,USR001026,11640.66,0.0102,True,,9
ATT0001027,VEW0000651,USR001786,2146.19,0.279,False,,26
ATT0001028,VEW0009374,USR003289,7693.25,0.3235,True,price_shock,24
ATT0001029,VEW0009226,USR000908,6360.96,0.3032,False,,26
ATT0001030,VEW0010997,USR002997,3098.0,-0.0043,False,,16
ATT0001031,VEW0005015,USR000792,25535.49,-0.0017,False,,1
ATT0001032,VEW0005850,USR000758,7888.59,-0.0076,False,,22
ATT0001033,VEW0003616,USR000715,2836.03,0.0184,False,,13
ATT0001034,VEW0013986,USR002740,5573.25,0.3353,True,price_shock,17
ATT0001035,VEW0010792,USR001365,14902.32,-0.0075,False,,8
ATT0001036,VEW0014354,USR001349,5786.83,0.2946,False,,22
ATT0001037,VEW0003221,USR000512,8063.17,0.0188,False,,8
ATT0001038,VEW0003209,USR001837,2646.5,0.0124,False,,16
ATT0001039,VEW0004293,USR000138,11138.94,0.2839,True,price_shock,21
ATT0001040,VEW0011304,USR000637,66333.76,-0.0028,True,,23
ATT0001041,VEW0013073,USR003058,9522.91,-0.0016,True,,26
ATT0001042,VEW0003022,USR002705,14640.3,0.0121,False,,23
ATT0001043,VEW0007906,USR001110,10944.64,0.3215,True,price_shock,20
ATT0001044,VEW0010866,USR000756,28256.59,0.0059,False,,19
ATT0001045,VEW0008272,USR003317,10373.36,-0.0064,False,,5
ATT0001046,VEW0008269,USR003736,4445.43,0.018,True,,12
ATT0001047,VEW0006624,USR002989,8273.38,0.3298,False,,26
ATT0001048,VEW0005183,USR003508,7481.1,0.2383,False,,26
ATT0001049,VEW0012889,USR001249,4074.26,-0.0083,False,,12
ATT0001050,VEW0007139,USR003446,6123.58,0.2897,False,,23
ATT0001051,VEW0012564,USR001292,3909.34,-0.0015,False,,15
ATT0001052,VEW0009633,USR000745,14903.74,-0.0015,False,,17
ATT0001053,VEW0013933,USR002892,8020.85,-0.0074,False,,18
ATT0001054,VEW0003812,USR002275,11326.04,0.3439,True,price_shock,21
ATT0001055,VEW0013623,USR001318,3701.63,0.3279,True,price_shock,21
ATT0001056,VEW0006369,USR000455,4687.35,-0.0066,False,,8
ATT0001057,VEW0000642,USR001855,8947.08,0.0163,True,,13
ATT0001058,VEW0012563,USR000142,4119.59,0.0105,True,,4
ATT0001059,VEW0009752,USR002074,33059.33,-0.0002,True,,7
ATT0001060,VEW0009238,USR000608,17586.5,0.0161,False,,10
ATT0001061,VEW0011081,USR003038,6748.84,0.0079,False,,2
ATT0001062,VEW0011878,USR001851,5798.37,0.0155,False,,2
ATT0001063,VEW0009494,USR002296,5087.1,0.0041,False,,4
ATT0001064,VEW0009634,USR001516,4090.19,0.005,False,,9
ATT0001065,VEW0006290,USR002899,3529.95,0.2578,True,price_shock,22
ATT0001066,VEW0004679,USR003385,3745.5,0.0016,True,error,10
ATT0001067,VEW0004100,USR000582,26582.38,0.007,True,timeout,17
ATT0001068,VEW0013952,USR001452,4785.68,0.0184,False,,19
ATT0001069,VEW0003751,USR001038,19175.2,0.008,True,,23
ATT0001070,VEW0013247,USR002455,9361.56,-0.0056,False,,6
ATT0001071,VEW0012493,USR000149,4154.77,0.2209,True,price_shock,17
ATT0001072,VEW0002045,USR000174,31765.49,0.0155,False,,25
ATT0001073,VEW0009756,USR000887,20205.76,0.0009,False,,22
ATT0001074,VEW0007844,USR001695,14127.99,-0.0006,True,,2
ATT0001075,VEW0012802,USR001635,4510.41,0.014,True,,14
ATT0001076,VEW0000958,USR003691,5946.36,0.0184,True,,6
ATT0001077,VEW0010100,USR001440,2371.76,0.0124,False,,10
ATT0001078,VEW0007065,USR000656,9583.75,0.2426,True,price_shock,22
ATT0001079,VEW0005814,USR000737,5554.78,0.2709,False,,23
ATT0001080,VEW0005011,USR000333,4635.62,0.3187,False,,24
ATT0001081,VEW0000459,USR003336,11560.05,0.0172,False,,9
ATT0001082,VEW0006165,USR003675,2437.7,0.02,False,,9
ATT0001083,VEW0010701,USR002970,6909.73,0.2865,False,,22
ATT0001084,VEW0009097,USR002181,4749.32,0.0147,False,,11
ATT0001085,VEW0006539,USR000656,13172.58,-0.0086,True,,6
ATT0001086,VEW0007027,USR000440,6017.41,-0.0014,True,,3
ATT0001087,VEW0004223,USR002175,8343.05,0.0011,True,timeout,13
ATT0001088,VEW0014496,USR001995,12598.6,0.0193,False,,12
ATT0001089,VEW0007174,USR000476,30571.68,-0.0099,True,,23
ATT0001090,VEW0005579,USR002331,7560.36,0.26,False,,21
ATT0001091,VEW0008544,USR000105,19481.5,0.0179,False,,18
ATT0001092,VEW0000985,USR003763,5681.0,0.2599,True,price_shock,19
ATT0001093,VEW0001821,USR001796,6054.73,-0.0032,False,,10
ATT0001094,VEW0014022,USR001356,5494.77,0.3149,False,,16
ATT0001095,VEW0006863,USR002523,11881.23,0.3169,True,price_shock,16
ATT0001096,VEW0012263,USR002970,3928.71,0.0042,False,,11
ATT0001097,VEW0005150,USR000401,18527.53,0.0184,False,,4
ATT0001098,VEW0006398,USR001315,3018.82,-0.0039,False,,1
ATT0001099,VEW0014664,USR003706,2991.2,0.0174,False,,2
ATT0001100,VEW0006755,USR002352,6839.49,0.0127,True,,7
ATT0001101,VEW0008915,USR001256,4803.48,0.001,False,,4
ATT0001102,VEW0008621,USR000522,7743.7,0.0142,True,,12
ATT0001103,VEW0003602,USR000512,2773.96,0.2373,True,price_shock,25
ATT0001104,VEW0001049,USR000735,5390.93,-0.0061,False,,25
ATT0001105,VEW0005428,USR000203,2240.63,0.0179,False,,1
ATT0001106,VEW0012980,USR001004,8162.17,-0.0072,True,,13
ATT0001107,VEW0012434,USR001095,3794.12,-0.0099,False,,24
ATT0001108,VEW0000034,USR002733,41043.98,0.0017,True,timeout,9
ATT0001109,VEW0007325,USR002469,7377.84,0.2335,True,price_shock,24
ATT0001110,VEW0010475,USR001948,6337.03,0.0159,False,,15
ATT0001111,VEW0001030,USR001128,8105.01,0.34,False,,24
ATT0001112,VEW0008212,USR000548,5816.33,0.0045,False,,12
ATT0001113,VEW0006951,USR002219,7227.56,0.2753,True,price_shock,23
ATT0001114,VEW0002295,USR000126,6045.06,0.0062,False,,7
ATT0001115,VEW0006237,USR000549,5629.68,0.2494,True,price_shock,17
ATT0001116,VEW0011222,USR001624,6931.13,0.2587,True,price_shock,19
ATT0001117,VEW0008618,USR002496,4117.65,-0.007,False,,3
ATT0001118,VEW0007121,USR003377,38230.76,0.0034,False,,13
ATT0001119,VEW0010615,USR002805,6222.98,0.0084,False,,11
ATT0001120,VEW0014019,USR003918,4065.91,0.0179,False,,3
ATT0001121,VEW0001093,USR003688,5149.54,0.0122,False,,12
ATT0001122,VEW0014718,USR002098,3292.35,0.0117,False,,3
ATT0001123,VEW0010952,USR003335,36642.94,-0.0008,False,,17
ATT0001124,VEW0006593,USR001266,47147.64,0.0166,True,,7
ATT0001125,VEW0002132,USR000931,4283.6,0.0184,False,,15
ATT0001126,VEW0011868,USR002204,12005.87,0.3412,False,,21
ATT0001127,VEW0007614,USR002094,5550.09,-0.0088,False,,3
ATT0001128,VEW0003934,USR000668,5717.97,0.2986,True,price_shock,26
ATT0001129,VEW0011187,USR001656,3150.17,0.0093,False,,2
ATT0001130,VEW0003577,USR002699,6920.27,0.2584,True,price_shock,26
ATT0001131,VEW0001577,USR003322,15440.77,0.0198,False,,24
ATT0001132,VEW0008489,USR000552,36369.48,-0.0013,False,,3
ATT0001133,VEW0003235,USR001490,2378.15,-0.0035,True,,8
ATT0001134,VEW0014259,USR002795,24432.14,0.0045,True,,4
ATT0001135,VEW0012646,USR003643,17625.33,-0.0003,False,,16
ATT0001136,VEW0013089,USR002907,3979.14,0.0177,False,,7
ATT0001137,VEW0011125,USR003409,4512.27,0.0032,False,,4
ATT0001138,VEW0013289,USR001204,23212.78,0.0023,False,,14
ATT0001139,VEW0004260,USR002373,6791.0,0.0088,False,,5
ATT0001140,VEW0010007,USR000437,2169.34,-0.0076,False,,13
ATT0001141,VEW0008945,USR001864,36011.53,0.0127,False,,21
ATT0001142,VEW0001814,USR003316,5571.09,0.3199,True,price_shock,24
ATT0001143,VEW0001040,USR001718,4685.92,0.2816,True,price_shock,19
ATT0001144,VEW0008995,USR002023,13358.85,0.0187,False,,6
ATT0001145,VEW0005377,USR002951,7987.41,0.2953,False,,21
ATT0001146,VEW0003889,USR000611,7666.23,0.0109,False,,10
ATT0001147,VEW0008754,USR002617,6397.86,0.0177,True,,11
ATT0001148,VEW0000485,USR003394,8312.45,0.01,False,,19
ATT0001149,VEW0001494,USR002602,4920.75,0.003,True,,12
ATT0001150,VEW0012643,USR002021,4055.18,-0.0093,True,,11
ATT0001151,VEW0013996,USR001699,6998.53,0.0118,True,,13
ATT0001152,VEW0008398,USR003157,4437.58,0.0189,True,timeout,12
ATT0001153,VEW0002696,USR001702,4117.51,0.0041,False,,1
ATT0001154,VEW0010504,USR002674,6985.93,0.2642,False,,16
ATT0001155,VEW0008621,USR000440,7677.81,0.0056,False,,12
ATT0001156,VEW0007256,USR002737,13563.71,0.3147,False,,17
ATT0001157,VEW0008937,USR002124,3390.63,-0.01,False,,13
ATT0001158,VEW0013632,USR003306,22704.85,0.0166,False,,4
ATT0001159,VEW0005519,USR002550,3529.21,0.0166,True,timeout,23
ATT0001160,VEW0007460,USR002577,6519.07,0.2904,False,,23
ATT0001161,VEW0008874,USR002788,33292.75,-0.0063,False,,22
ATT0001162,VEW0001113,USR002958,15316.02,0.0102,False,,26
ATT0001163,VEW0014406,USR000864,4312.26,-0.0059,False,,4
ATT0001164,VEW0002176,USR000561,9852.92,0.286,True,price_shock,18
ATT0001165,VEW0000082,USR000345,36130.05,-0.0072,False,,20
ATT0001166,VEW0001342,USR003950,51258.49,0.0077,False,,13
ATT0001167,VEW0000478,USR001008,4930.64,-0.0005,True,,25
ATT0001168,VEW0010215,USR001133,5758.17,0.0149,False,,10
ATT0001169,VEW0000918,USR000205,4691.4,0.014,False,,17
ATT0001170,VEW0014674,USR001921,4308.27,0.02,False,,15
ATT0001171,VEW0011145,USR000840,4719.7,-0.0023,True,,9
ATT0001172,VEW0013368,USR001755,5786.24,0.228,True,price_shock,23
ATT0001173,VEW0011713,USR002492,4376.96,0.0033,False,,6
ATT0001174,VEW0012047,USR003862,4836.93,-0.0075,False,,5
ATT0001175,VEW0012745,USR001217,24512.3,-0.0046,True,,26
ATT0001176,VEW0000409,USR000999,4064.59,0.0079,False,,1
ATT0001177,VEW0007057,USR000785,3683.21,0.297,False,,25
ATT0001178,VEW0004943,USR001762,12555.62,-0.0087,False,,18
ATT0001179,VEW0012355,USR003668,4061.75,0.0033,True,timeout,7
ATT0001180,VEW0013542,USR003597,4197.28,0.2889,True,price_shock,25
ATT0001181,VEW0012466,USR001125,7959.44,-0.002,False,,1
ATT0001182,VEW0006861,USR001292,18909.65,0.0162,False,,17
ATT0001183,VEW0003004,USR003561,8584.27,0.2409,True,price_shock,21
ATT0001184,VEW0013161,USR002746,6805.58,0.253,True,price_shock,25
ATT0001185,VEW0011075,USR001259,26285.07,-0.0053,False,,20
ATT0001186,VEW0008563,USR000806,17356.82,-0.0065,False,,21
ATT0001187,VEW0010348,USR000777,6734.55,0.0164,False,,1
ATT0001188,VEW0009082,USR000045,5728.15,-0.0017,True,error,10
ATT0001189,VEW0010753,USR003903,9477.13,0.0117,True,,3
ATT0001190,VEW0000910,USR003030,27689.56,0.0028,False,,2
ATT0001191,VEW0007577,USR001941,22981.61,0.0091,False,,1
ATT0001192,VEW0004628,USR003585,7024.87,0.3407,False,,20
ATT0001193,VEW0012834,USR003515,13219.08,0.0153,False,,3
ATT0001194,VEW0004740,USR001584,3361.17,-0.0079,False,,10
ATT0001195,VEW0002219,USR002305,3590.13,0.0154,True,error,2
ATT0001196,VEW0006413,USR002040,3082.03,0.0036,False,,11
ATT0001197,VEW0003685,USR001438,8523.89,0.2655,True,price_shock,26
ATT0001198,VEW0001803,USR001666,4888.39,0.0102,False,,25
ATT0001199,VEW0007992,USR003846,14334.6,0.0185,False,,5
ATT0001200,VEW0004710,USR003443,5964.52,0.2322,True,price_shock,20
ATT0001201,VEW0009709,USR003096,4096.07,0.013,False,,5
ATT0001202,VEW0014455,USR003588,8132.28,-0.0039,False,,7
ATT0001203,VEW0013351,USR000846,13446.0,0.2694,True,price_shock,23
ATT0001204,VEW0005932,USR003568,6067.09,0.0162,False,,8
ATT0001205,VEW0002363,USR003176,4990.02,0.0064,False,,13
ATT0001206,VEW0009910,USR002573,8273.46,0.2288,True,price_shock,16
ATT0001207,VEW0008624,USR001866,49061.13,0.0052,False,,24
ATT0001208,VEW0006583,USR002634,6689.73,0.3227,True,price_shock,16
ATT0001209,VEW0006857,USR002008,10218.46,0.0059,False,,17
ATT0001210,VEW0007232,USR003915,3335.72,-0.005,False,,9
ATT0001211,VEW0012372,USR000220,4740.4,0.2779,True,price_shock,25
ATT0001212,VEW0002252,USR000665,1484.19,0.0177,False,,2
ATT0001213,VEW0013463,USR001093,3978.42,0.0097,False,,8
ATT0001214,VEW0014728,USR003124,6143.71,0.0119,False,,12
ATT0001215,VEW0004738,USR002576,26561.5,0.0136,False,,15
ATT0001216,VEW0002861,USR003977,16744.83,-0.0073,False,,17
ATT0001217,VEW0011894,USR000696,8074.28,0.0074,False,,2
ATT0001218,VEW0007374,USR002867,5838.55,0.2689,True,price_shock,20
ATT0001219,VEW0004663,USR002041,1449.78,-0.0058,False,,1
ATT0001220,VEW0010002,USR002768,33721.08,-0.0039,False,,23
ATT0001221,VEW0011446,USR002073,6220.54,0.3216,True,price_shock,17
ATT0001222,VEW0014778,USR002164,10183.78,0.241,False,,16
ATT0001223,VEW0006538,USR002421,7684.72,0.2606,True,price_shock,21
ATT0001224,VEW0009373,USR000936,4775.85,0.257,True,price_shock,21
ATT0001225,VEW0013660,USR003238,4222.45,-0.0085,True,error,3
ATT0001226,VEW0011203,USR001196,4871.16,0.0039,True,,5
ATT0001227,VEW0010680,USR002827,2411.21,0.013,False,,10
ATT0001228,VEW0009757,USR002342,4149.13,-0.0093,False,,1
ATT0001229,VEW0013108,USR003646,6275.58,-0.0066,False,,6
ATT0001230,VEW0005249,USR003819,3746.2,0.0116,False,,8
ATT0001231,VEW0001060,USR001778,1800.37,0.0078,False,,6
ATT0001232,VEW0012375,USR003892,16167.82,0.0115,False,,16
ATT0001233,VEW0000619,USR001278,2393.72,0.2499,True,price_shock,21
ATT0001234,VEW0014637,USR000604,9849.9,0.0141,False,,22
ATT0001235,VEW0012836,USR001640,5093.29,0.0044,False,,5
ATT0001236,VEW0004525,USR002701,4835.36,0.2993,True,price_shock,25
ATT0001237,VEW0001194,USR002431,22082.41,-0.0072,False,,2
ATT0001238,VEW0006406,USR000167,5317.5,0.2467,False,,21
ATT0001239,VEW0006586,USR001707,8781.23,0.0132,False,,3
ATT0001240,VEW0014098,USR001143,5405.38,0.2491,False,,25
ATT0001241,VEW0010007,USR000035,2170.09,-0.0072,False,,13
ATT0001242,VEW0007447,USR000928,4823.25,0.0079,False,,7
ATT0001243,VEW0003199,USR003849,3971.06,0.0064,False,,18
ATT0001244,VEW0010624,USR001699,10863.85,0.0082,False,,5
ATT0001245,VEW0009394,USR003606,19593.65,0.0085,False,,21
ATT0001246,VEW0002753,USR003059,19015.65,0.005,False,,25
ATT0001247,VEW0004768,USR001291,4104.61,0.0048,True,timeout,14
ATT0001248,VEW0002076,USR003250,4458.08,0.0177,False,,9
ATT0001249,VEW0007008,USR000185,5030.34,0.006,False,,7
ATT0001250,VEW0002450,USR002097,7689.92,0.3002,True,price_shock,19
ATT0001251,VEW0008351,USR000214,38917.35,-0.002,True,,23
ATT0001252,VEW0002404,USR003247,4261.16,0.0161,False,,15
ATT0001253,VEW0012186,USR002791,5212.02,-0.0093,False,,12
ATT0001254,VEW0000659,USR000921,6982.71,0.0067,True,timeout,2
ATT0001255,VEW0007336,USR001268,11231.85,0.2699,True,price_shock,21
ATT0001256,VEW0010282,USR002947,21513.32,0.0081,True,,17
ATT0001257,VEW0011533,USR001367,5786.47,0.0008,False,,9
ATT0001258,VEW0009450,USR001564,3041.69,0.0115,False,,11
ATT0001259,VEW0007436,USR001681,2907.13,-0.0094,False,,12
ATT0001260,VEW0013955,USR000005,7982.09,0.2728,True,price_shock,22
ATT0001261,VEW0001944,USR001508,3446.47,0.0149,False,,14
ATT0001262,VEW0007028,USR003242,20941.18,0.2525,True,price_shock,17
ATT0001263,VEW0009264,USR002204,28349.07,-0.0084,False,,20
ATT0001264,VEW0012719,USR002089,6005.4,0.0049,False,,12
ATT0001265,VEW0004972,USR002459,5856.55,0.0193,False,,9
ATT0001266,VEW0008626,USR003948,5667.23,0.2283,False,,23
ATT0001267,VEW0004064,USR001331,13723.74,-0.0079,False,,16
ATT0001268,VEW0003273,USR000555,3438.92,0.0079,False,,12
ATT0001269,VEW0003532,USR003243,9431.68,0.2525,True,price_shock,22
ATT0001270,VEW0013612,USR003622,8428.11,0.0023,True,,5
ATT0001271,VEW0006715,USR000987,20556.45,0.0149,False,,14
ATT0001272,VEW0014799,USR003870,4553.17,-0.004,True,,26
ATT0001273,VEW0009450,USR002867,3041.84,0.0116,False,,11
ATT0001274,VEW0013881,USR002780,5485.7,0.2856,True,price_shock,25
ATT0001275,VEW0013052,USR000773,3074.1,0.0171,True,,15
ATT0001276,VEW0002521,USR001017,4583.6,0.0192,True,,5
ATT0001277,VEW0003704,USR001036,2728.78,0.0046,False,,2
ATT0001278,VEW0005242,USR000689,4498.42,0.0075,False,,5
ATT0001279,VEW0003761,USR000869,21759.85,0.0124,False,,21
ATT0001280,VEW0007788,USR002872,5440.09,-0.0004,False,,8
ATT0001281,VEW0009423,USR000314,11235.25,0.2495,True,price_shock,21
ATT0001282,VEW0013159,USR000254,4075.34,0.0189,False,,6
ATT0001283,VEW0009031,USR001266,4340.3,0.2762,False,,19
ATT0001284,VEW0011515,USR000967,3375.29,0.2202,False,,23
ATT0001285,VEW0004707,USR001676,6779.92,0.3289,True,price_shock,23
ATT0001286,VEW0011084,USR001868,6997.81,0.298,True,price_shock,25
ATT0001287,VEW0000074,USR001740,8384.83,-0.0049,False,,26
ATT0001288,VEW0003448,USR001174,5383.02,-0.0091,False,,1
ATT0001289,VEW0014547,USR000717,18212.57,-0.0013,False,,3
ATT0001290,VEW0009322,USR001121,46916.92,0.0178,False,,24
ATT0001291,VEW0011409,USR003927,5621.17,0.018,False,,10
ATT0001292,VEW0001478,USR000770,8098.81,-0.0007,False,,8
ATT0001293,VEW0009073,USR002338,3625.26,0.0151,False,,14
ATT0001294,VEW0008780,USR001421,2084.76,0.0033,False,,4
ATT0001295,VEW0010519,USR001089,4245.69,0.0096,True,,12
ATT0001296,VEW0006165,USR000658,2390.08,0.0,True,,9
ATT0001297,VEW0001842,USR001993,12279.6,0.0055,False,,5
ATT0001298,VEW0001800,USR003376,3031.72,-0.0012,True,,15
ATT0001299,VEW0006113,USR003982,3335.27,-0.0082,False,,6
ATT0001300,VEW0013384,USR001333,7943.55,0.2381,False,,22
ATT0001301,VEW0014232,USR002769,2652.14,-0.0013,False,,3
ATT0001302,VEW0008140,USR002257,6644.29,0.3469,True,price_shock,17
ATT0001303,VEW0002708,USR001128,7681.95,0.019,False,,12
ATT0001304,VEW0008807,USR002832,5247.1,0.3276,False,,21
ATT0001305,VEW0008010,USR003847,3554.63,0.2502,True,price_shock,18
ATT0001306,VEW0002957,USR000326,6260.0,0.0032,False,,6
ATT0001307,VEW0005489,USR001786,2909.21,0.0032,False,,12
ATT0001308,VEW0003593,USR000673,12856.37,0.0016,False,,9
ATT0001309,VEW0011684,USR000910,9506.22,-0.0087,False,,22
ATT0001310,VEW0014956,USR003160,13735.84,0.006,False,,9
ATT0001311,VEW0004594,USR002463,7193.12,-0.0078,False,,15
ATT0001312,VEW0007422,USR001681,5261.52,0.0141,True,,9
ATT0001313,VEW0000183,USR001440,9989.75,0.0107,False,,7
ATT0001314,VEW0010487,USR003299,3853.2,0.0006,False,,10
ATT0001315,VEW0013711,USR001766,20142.98,0.0094,False,,12
ATT0001316,VEW0008981,USR000487,18991.67,-0.003,False,,3
ATT0001317,VEW0005974,USR002057,28164.23,-0.002,False,,11
ATT0001318,VEW0008908,USR001559,9162.11,-0.0006,True,timeout,6
ATT0001319,VEW0000762,USR002342,11652.74,0.0139,False,,15
ATT0001320,VEW0006567,USR002230,7751.27,-0.0037,False,,15
ATT0001321,VEW0009350,USR000786,9663.13,0.0069,False,,13
ATT0001322,VEW0010848,USR001195,5340.69,-0.004,True,,2
ATT0001323,VEW0014176,USR003554,29344.8,-0.0014,False,,19
ATT0001324,VEW0012948,USR003053,4463.57,-0.0029,False,,15
ATT0001325,VEW0002172,USR003457,5447.57,0.0093,False,,6
ATT0001326,VEW0000636,USR002786,9385.79,0.2885,True,price_shock,21
ATT0001327,VEW0010032,USR000258,4491.26,0.0116,False,,10
ATT0001328,VEW0006932,USR003629,4759.02,-0.0034,False,,11
ATT0001329,VEW0013012,USR001780,4469.48,-0.0097,False,,10
ATT0001330,VEW0003786,USR000039,2569.4,0.0104,False,,9
ATT0001331,VEW0003654,USR001978,10300.39,-0.0066,False,,24
ATT0001332,VEW0010809,USR002738,5417.81,0.252,False,,26
ATT0001333,VEW0000869,USR000968,4400.09,-0.0008,False,,4
ATT0001334,VEW0014002,USR003083,4709.25,0.0124,False,,16
ATT0001335,VEW0001884,USR001372,17175.93,0.0088,False,,18
ATT0001336,VEW0010436,USR002813,11609.05,-0.0045,False,,4
ATT0001337,VEW0008065,USR000516,13103.45,0.0079,False,,13
ATT0001338,VEW0002280,USR001895,6699.16,0.0112,False,,19
ATT0001339,VEW0013047,USR002766,16391.44,0.0017,False,,18
ATT0001340,VEW0013853,USR000328,6640.12,0.252,True,price_shock,19
ATT0001341,VEW0010252,USR001217,17847.66,0.0104,False,,25
ATT0001342,VEW0007452,USR000217,3766.9,0.2994,False,,20
ATT0001343,VEW0008993,USR003315,4791.96,-0.0077,False,,13
ATT0001344,VEW0003842,USR002796,5744.5,0.01,False,,9
ATT0001345,VEW0013992,USR002228,37139.46,0.0047,True,timeout,6
ATT0001346,VEW0003170,USR003763,4863.88,0.0126,False,,10
ATT0001347,VEW0011446,USR002779,5859.24,0.2448,True,price_shock,17
ATT0001348,VEW0008230,USR001470,8345.24,-0.0023,False,,8
ATT0001349,VEW0010668,USR003541,8488.89,0.0063,False,,23
ATT0001350,VEW0013869,USR002313,15647.39,0.0045,True,,8
ATT0001351,VEW0011060,USR000757,2541.58,0.0016,False,,25
ATT0001352,VEW0012063,USR000975,3179.81,0.0124,False,,10
ATT0001353,VEW0008220,USR001973,4376.81,0.0069,True,error,8
ATT0001354,VEW0008995,USR001188,13262.3,0.0113,False,,6
ATT0001355,VEW0000063,USR003390,11660.51,-0.0054,False,,20
ATT0001356,VEW0001028,USR001200,9185.55,0.3148,True,price_shock,17
ATT0001357,VEW0010087,USR001706,38372.2,0.0038,False,,23
ATT0001358,VEW0004805,USR003219,6522.07,0.2244,False,,18
ATT0001359,VEW0004409,USR000281,5807.9,0.2505,False,,19
ATT0001360,VEW0004799,USR003305,7508.79,0.2233,False,,23
ATT0001361,VEW0010089,USR003752,33051.76,0.0037,False,,8
ATT0001362,VEW0011799,USR003715,22406.01,-0.0002,False,,6
ATT0001363,VEW0009067,USR001258,12212.51,0.0196,False,,2
ATT0001364,VEW0005368,USR000587,10537.06,0.0161,False,,26
ATT0001365,VEW0014419,USR002486,34451.34,0.0148,False,,12
ATT0001366,VEW0007128,USR001438,15325.35,0.005,False,,23
ATT0001367,VEW0002157,USR002321,2605.86,0.0142,False,,24
ATT0001368,VEW0009874,USR001014,32835.3,-0.002,True,,19
ATT0001369,VEW0014852,USR003897,10413.06,0.0068,False,,11
ATT0001370,VEW0004274,USR001492,7257.15,0.0018,True,,14
ATT0001371,VEW0013238,USR001486,6808.58,-0.0049,False,,14
ATT0001372,VEW0004611,USR001632,2361.88,-0.0078,False,,15
ATT0001373,VEW0008530,USR001782,8203.0,0.0067,False,,16
ATT0001374,VEW0007794,USR003374,3952.96,-0.0071,False,,4
ATT0001375,VEW0002549,USR000930,8760.56,0.0115,False,,16
ATT0001376,VEW0005145,USR002594,6725.94,0.3398,True,price_shock,20
