search_id,session_id,destination,check_in_date,check_out_date,search_price_shown,is_domestic,week_number
SCH0003249,SES0001559,Bangkok,2024-07-05,2024-08-24,20221.43,False,26
SCH0003250,SES0007317,Hyderabad,2024-08-14,2024-06-09,2337.51,True,22
SCH0003251,SES0010909,New York,2024-08-28,2024-08-11,24382.57,False,23
SCH0003252,SES0004248,New York,2024-03-30,2024-03-03,20932.94,False,3
SCH0003253,SES0004874,Bengaluru,2024-06-24,2024-07-27,6345.26,True,23
SCH0003254,SES0009284,Dubai,2024-07-05,2024-08-06,30609.3,False,19
SCH0003255,SES0001994,New York,2024-05-05,2024-06-24,21672.73,False,14
SCH0003256,SES0007789,Pune,2024-04-24,2024-05-28,5214.69,True,15
SCH0003257,SES0010969,Chennai,2024-07-17,2024-07-10,3454.98,True,19
SCH0003258,SES0007281,Mumbai,2024-03-15,2024-04-04,3696.39,True,10
SCH0003259,SES0000514,Bengaluru,2024-04-04,2024-04-14,7900.6,True,7
SCH0003260,SES0010914,Bengaluru,2024-07-17,2024-06-04,8730.12,True,18
SCH0003261,SES0005321,Delhi,2024-02-22,2024-02-25,4468.27,True,1
SCH0003262,SES0009878,Pune,2024-04-02,2024-05-06,5006.04,True,6
SCH0003263,SES0009438,Hyderabad,2024-05-26,2024-05-07,3422.59,True,16
SCH0003264,SES0010335,London,2024-05-23,2024-05-21,32415.06,False,12
SCH0003265,SES0004412,Singapore,2024-03-26,2024-03-19,25152.4,False,10
SCH0003266,SES0002363,Delhi,2024-05-15,2024-05-27,10683.83,True,10
SCH0003267,SES0009011,Mumbai,2024-05-28,2024-04-27,3458.78,True,15
SCH0003268,SES0007837,Ahmedabad,2024-04-22,2024-05-20,4225.09,True,8
SCH0003269,SES0003577,Dubai,2024-06-22,2024-08-21,20246.21,False,21
SCH0003270,SES0003816,Ahmedabad,2024-04-19,2024-03-20,6365.17,True,10
SCH0003271,SES0006754,New York,2024-05-02,2024-06-18,16190.28,False,12
SCH0003272,SES0006633,Mumbai,2024-08-09,2024-07-24,3466.2,True,20
SCH0003273,SES0010887,Pune,2024-01-20,2024-03-17,6992.29,True,2
SCH0003274,SES0005132,London,2024-06-14,2024-07-09,25862.97,False,18
SCH0003275,SES0003971,Pune,2024-01-17,2024-02-09,3406.67,True,2
SCH0003276,SES0004046,Ahmedabad,2024-04-03,2024-05-18,8452.16,True,12
SCH0003277,SES0010389,Mumbai,2024-02-10,2024-04-30,7848.51,True,5
SCH0003278,SES0011399,Delhi,2024-05-15,2024-04-24,5186.0,True,9
SCH0003279,SES0001149,Bangkok,2024-04-17,2024-03-31,18765.94,False,7
SCH0003280,SES0005200,Ahmedabad,2024-06-18,2024-07-15,6134.13,True,23
SCH0003281,SES0006747,Mumbai,2024-08-04,2024-07-29,3481.85,True,21
SCH0003282,SES0011922,Hyderabad,2024-05-07,2024-06-04,4974.16,True,18
SCH0003283,SES0009879,Goa,2024-03-27,2024-06-09,2077.76,True,12
SCH0003284,SES0003233,London,2024-05-22,2024-06-14,27951.55,False,17
SCH0003285,SES0009557,Dubai,2024-08-12,2024-07-23,8260.61,False,26
SCH0003286,SES0009046,Pune,2024-05-09,2024-04-25,8967.55,True,9
SCH0003287,SES0001394,Goa,2024-01-16,2024-02-03,4306.81,True,2
SCH0003288,SES0007805,Hyderabad,2024-08-26,2024-08-14,4515.78,True,23
SCH0003289,SES0010260,Mumbai,2024-04-16,2024-04-26,3823.44,True,8
SCH0003290,SES0003456,Bangkok,2024-04-28,2024-05-04,15614.9,False,9
SCH0003291,SES0007226,Dubai,2024-03-26,2024-04-01,36653.55,False,2
SCH0003292,SES0002447,Singapore,2024-02-10,2024-03-11,8000.0,False,1
SCH0003293,SES0008316,Chennai,2024-06-18,2024-07-29,8190.96,True,19
SCH0003294,SES0010657,Singapore,2024-05-03,2024-03-27,21354.37,False,6
SCH0003295,SES0011514,Mumbai,2024-08-08,2024-07-02,3032.65,True,21
SCH0003296,SES0005092,Ahmedabad,2024-08-21,2024-07-25,3196.7,True,25
SCH0003297,SES0002235,New York,2024-07-05,2024-07-19,41697.5,False,17
SCH0003298,SES0006691,Bengaluru,2024-05-10,2024-04-21,3367.07,True,9
SCH0003299,SES0007988,Ahmedabad,2024-09-13,2024-06-28,3098.46,True,25
SCH0003300,SES0001672,New York,2024-04-09,2024-04-05,31845.69,False,6
SCH0003301,SES0005801,Goa,2024-03-23,2024-03-27,5627.5,True,1
SCH0003302,SES0003882,Delhi,2024-05-10,2024-04-02,3377.29,True,8
SCH0003303,SES0001976,Hyderabad,2024-03-11,2024-03-23,5359.63,True,4
SCH0003304,SES0007991,Hyderabad,2024-05-02,2024-03-06,3260.71,True,8
SCH0003305,SES0004964,Hyderabad,2024-05-14,2024-07-29,7633.7,True,18
SCH0003306,SES0001937,Chennai,2024-04-29,2024-03-30,7514.19,True,12
SCH0003307,SES0010409,Pune,2024-03-26,2024-05-05,6080.26,True,12
SCH0003308,SES0010807,Singapore,2024-02-20,2024-03-31,21608.25,False,2
SCH0003309,SES0002249,Singapore,2024-02-18,2024-03-22,43503.39,False,1
SCH0003310,SES0009466,Mumbai,2024-04-20,2024-04-17,4914.15,True,6
SCH0003311,SES0005219,London,2024-05-29,2024-04-27,9987.23,False,11
SCH0003312,SES0000567,Delhi,2024-07-12,2024-09-09,5882.81,True,24
SCH0003313,SES0008786,Hyderabad,2024-07-02,2024-08-07,11321.05,True,25
SCH0003314,SES0004774,Jaipur,2024-07-10,2024-07-25,3275.08,True,19
SCH0003315,SES0005564,Hyderabad,2024-05-07,2024-06-17,4253.15,True,15
SCH0003316,SES0011239,Hyderabad,2024-06-07,2024-05-05,5805.6,True,15
SCH0003317,SES0007946,Bangkok,2024-07-25,2024-06-18,17554.18,False,19
SCH0003318,SES0005409,Bengaluru,2024-07-02,2024-06-12,3317.87,True,22
SCH0003319,SES0010487,Ahmedabad,2024-05-15,2024-05-31,7698.21,True,13
SCH0003320,SES0011179,Mumbai,2024-07-01,2024-07-04,12431.84,True,23
SCH0003321,SES0003667,Goa,2024-03-16,2024-03-18,5315.87,True,10
SCH0003322,SES0003582,Jaipur,2024-05-27,2024-06-30,3423.34,True,19
SCH0003323,SES0003741,Mumbai,2024-04-23,2024-05-15,2644.97,True,15
SCH0003324,SES0005107,Ahmedabad,2024-09-01,2024-07-25,5449.02,True,24
SCH0003325,SES0000260,Ahmedabad,2024-05-01,2024-03-22,7643.04,True,11
SCH0003326,SES0003663,Chennai,2024-07-10,2024-07-02,5943.58,True,21
SCH0003327,SES0002693,Jaipur,2024-02-29,2024-02-28,4910.05,True,4
SCH0003328,SES0008071,Bangkok,2024-05-06,2024-06-21,13431.58,False,18
SCH0003329,SES0001095,Bangkok,2024-05-18,2024-06-14,10445.41,False,14
SCH0003330,SES0001760,Delhi,2024-05-16,2024-04-18,6863.0,True,12
SCH0003331,SES0003225,Goa,2024-05-28,2024-07-15,7083.4,True,20
SCH0003332,SES0008025,Bengaluru,2024-04-15,2024-02-22,2648.39,True,6
SCH0003333,SES0002840,Hyderabad,2024-05-10,2024-06-03,9282.96,True,13
SCH0003334,SES0009621,Singapore,2024-08-10,2024-08-04,24029.45,False,25
SCH0003335,SES0008042,New York,2024-04-28,2024-04-10,36308.14,False,6
SCH0003336,SES0002916,Dubai,2024-04-05,2024-03-31,9218.21,False,2
SCH0003337,SES0005814,Jaipur,2024-07-31,2024-06-16,2846.0,True,20
SCH0003338,SES0011802,Delhi,2024-07-18,2024-07-12,4630.46,True,23
SCH0003339,SES0000163,Kolkata,2024-03-07,2024-03-24,6009.6,True,6
SCH0003340,SES0008618,Delhi,2024-04-14,2024-05-15,10082.38,True,10
SCH0003341,SES0001218,Mumbai,2024-02-26,2024-02-10,6518.71,True,5
SCH0003342,SES0007471,Hyderabad,2024-07-27,2024-06-27,4460.1,True,18
SCH0003343,SES0002815,Jaipur,2024-03-14,2024-03-02,3259.9,True,2
SCH0003344,SES0003183,Ahmedabad,2024-06-18,2024-05-24,8038.52,True,17
SCH0003345,SES0003001,Jaipur,2024-05-30,2024-05-30,3341.31,True,11
SCH0003346,SES0011033,Pune,2024-04-06,2024-03-10,9427.51,True,9
SCH0003347,SES0002846,Jaipur,2024-08-08,2024-08-09,4386.32,True,22
SCH0003348,SES0001775,Jaipur,2024-03-27,2024-04-29,9285.72,True,11
SCH0003349,SES0007591,Jaipur,2024-02-25,2024-03-03,6448.3,True,1
SCH0003350,SES0003141,Delhi,2024-05-20,2024-08-06,4652.69,True,19
SCH0003351,SES0011975,Chennai,2024-04-10,2024-04-16,3992.77,True,3
SCH0003352,SES0008352,Delhi,2024-06-08,2024-05-01,4288.26,True,11
SCH0003353,SES0005652,Mumbai,2024-02-21,2024-02-23,5833.23,True,1
SCH0003354,SES0011824,Dubai,2024-07-08,2024-06-20,18743.05,False,16
SCH0003355,SES0002554,Kolkata,2024-03-31,2024-04-29,3875.68,True,12
SCH0003356,SES0010984,Dubai,2024-06-20,2024-05-16,16600.44,False,15
SCH0003357,SES0007102,Pune,2024-05-08,2024-06-21,5071.7,True,14
SCH0003358,SES0005737,Hyderabad,2024-03-25,2024-01-23,2097.51,True,1
SCH0003359,SES0006402,Delhi,2024-02-18,2024-03-24,5903.3,True,3
SCH0003360,SES0002375,Goa,2024-04-05,2024-05-30,3321.3,True,11
SCH0003361,SES0008899,Chennai,2024-07-16,2024-06-26,3098.48,True,20
SCH0003362,SES0007027,Bengaluru,2024-06-12,2024-04-30,2502.54,True,14
SCH0003363,SES0006507,London,2024-09-07,2024-07-10,8000.0,False,25
SCH0003364,SES0011544,Pune,2024-05-12,2024-07-15,2857.84,True,17
SCH0003365,SES0011281,Jaipur,2024-06-04,2024-08-01,3701.12,True,21
SCH0003366,SES0010787,Goa,2024-04-09,2024-05-21,10735.42,True,12
SCH0003367,SES0003377,Bangkok,2024-06-13,2024-06-17,13864.13,False,12
SCH0003368,SES0006878,Kolkata,2024-08-09,2024-06-16,5276.93,True,20
SCH0003369,SES0004777,London,2024-04-18,2024-03-04,22031.77,False,5
SCH0003370,SES0005447,Jaipur,2024-07-03,2024-06-20,5179.3,True,19
SCH0003371,SES0008770,Pune,2024-09-12,2024-08-26,4764.86,True,26
SCH0003372,SES0001060,Bangkok,2024-05-11,2024-04-17,9920.45,False,10
SCH0003373,SES0001133,Goa,2024-07-18,2024-07-13,8781.22,True,22
SCH0003374,SES0011375,Chennai,2024-05-07,2024-05-31,10126.17,True,14
SCH0003375,SES0000019,Bangkok,2024-06-17,2024-08-18,8000.0,False,23
SCH0003376,SES0001261,Mumbai,2024-07-03,2024-06-07,3262.96,True,21
SCH0003377,SES0003887,Dubai,2024-05-28,2024-05-24,15679.27,False,17
SCH0003378,SES0001839,Goa,2024-05-28,2024-08-04,3341.53,True,21
SCH0003379,SES0006948,Ahmedabad,2024-03-14,2024-05-02,6017.25,True,7
SCH0003380,SES0004252,New York,2024-03-20,2024-02-19,12529.79,False,1
SCH0003381,SES0000184,New York,2024-05-05,2024-05-28,53238.02,False,15
SCH0003382,SES0000885,Ahmedabad,2024-04-12,2024-03-30,7912.66,True,5
SCH0003383,SES0007483,Bengaluru,2024-06-22,2024-06-02,5350.95,True,13
SCH0003384,SES0005160,Bangkok,2024-07-25,2024-07-07,30136.52,False,23
SCH0003385,SES0003644,London,2024-03-30,2024-03-05,31349.39,False,4
SCH0003386,SES0005128,Dubai,2024-03-05,2024-04-01,13602.74,False,6
SCH0003387,SES0011410,Mumbai,2024-02-09,2024-03-03,3545.78,True,4
SCH0003388,SES0002800,Goa,2024-07-27,2024-07-29,5070.82,True,24
SCH0003389,SES0009014,Goa,2024-03-11,2024-01-23,6937.21,True,2
SCH0003390,SES0005151,Ahmedabad,2024-03-29,2024-03-16,5195.89,True,5
SCH0003391,SES0001064,Chennai,2024-05-09,2024-04-30,2615.48,True,8
SCH0003392,SES0011843,Ahmedabad,2024-02-27,2024-03-20,3564.82,True,4
SCH0003393,SES0006686,Jaipur,2024-08-08,2024-07-05,4771.48,True,22
SCH0003394,SES0001454,Goa,2024-05-14,2024-04-05,4768.25,True,13
SCH0003395,SES0011187,Kolkata,2024-05-02,2024-03-20,10818.54,True,6
SCH0003396,SES0002342,Kolkata,2024-06-19,2024-07-10,2823.14,True,20
SCH0003397,SES0007604,Ahmedabad,2024-03-08,2024-03-17,6016.35,True,8
SCH0003398,SES0007848,Dubai,2024-04-03,2024-05-22,37970.19,False,11
SCH0003399,SES0003035,Pune,2024-02-19,2024-04-20,12192.54,True,5
SCH0003400,SES0005565,Hyderabad,2024-07-27,2024-05-31,4180.73,True,21
SCH0003401,SES0000065,Ahmedabad,2024-06-10,2024-07-22,5982.37,True,23
SCH0003402,SES0001483,Mumbai,2024-05-17,2024-06-13,6172.78,True,16
SCH0003403,SES0003662,Hyderabad,2024-08-08,2024-09-10,5314.49,True,25
SCH0003404,SES0004466,New York,2024-06-10,2024-07-05,17164.14,False,17
SCH0003405,SES0008167,Singapore,2024-06-13,2024-04-19,22426.26,False,15
SCH0003406,SES0010769,London,2024-06-20,2024-05-20,8000.0,False,15
SCH0003407,SES0003157,London,2024-03-08,2024-03-25,25362.7,False,7
SCH0003408,SES0001857,London,2024-04-08,2024-05-14,19208.13,False,13
SCH0003409,SES0002800,Kolkata,2024-06-28,2024-09-09,4496.3,True,24
SCH0003410,SES0010182,Pune,2024-08-11,2024-06-13,11144.98,True,23
SCH0003411,SES0000628,Bangkok,2024-08-01,2024-08-20,12868.44,False,25
SCH0003412,SES0009027,Bengaluru,2024-06-02,2024-08-03,4182.94,True,21
SCH0003413,SES0002081,Singapore,2024-07-18,2024-06-16,48814.21,False,22
SCH0003414,SES0002474,Goa,2024-04-08,2024-03-23,3523.38,True,8
SCH0003415,SES0007102,Jaipur,2024-06-19,2024-05-22,3944.01,True,14
SCH0003416,SES0010066,Ahmedabad,2024-03-06,2024-02-02,4634.07,True,4
SCH0003417,SES0011234,Pune,2024-06-24,2024-06-11,6879.45,True,21
SCH0003418,SES0006569,Chennai,2024-01-09,2024-03-19,5340.75,True,1
SCH0003419,SES0000568,Chennai,2024-03-08,2024-03-16,2930.56,True,2
SCH0003420,SES0005467,New York,2024-05-10,2024-06-24,13820.6,False,13
SCH0003421,SES0010078,Kolkata,2024-06-04,2024-07-17,3854.74,True,17
SCH0003422,SES0009034,Singapore,2024-06-26,2024-04-20,17350.72,False,15
SCH0003423,SES0002832,Singapore,2024-04-23,2024-03-30,22312.93,False,10
SCH0003424,SES0009169,Chennai,2024-05-31,2024-05-25,5809.69,True,15
SCH0003425,SES0002713,London,2024-04-09,2024-07-05,8000.0,False,14
SCH0003426,SES0005924,Delhi,2024-04-06,2024-03-20,7521.92,True,5
SCH0003427,SES0006295,Mumbai,2024-04-18,2024-04-14,5437.24,True,5
SCH0003428,SES0003033,Ahmedabad,2024-05-18,2024-05-31,8551.08,True,11
SCH0003429,SES0006522,New York,2024-03-26,2024-04-01,22518.65,False,8
SCH0003430,SES0002915,Chennai,2024-03-24,2024-04-03,7635.24,True,10
SCH0003431,SES0011865,Bengaluru,2024-06-01,2024-04-13,5923.12,True,11
SCH0003432,SES0004151,Chennai,2024-06-15,2024-07-04,8421.05,True,20
SCH0003433,SES0000100,Goa,2024-07-20,2024-08-15,6056.58,True,25
SCH0003434,SES0005311,Dubai,2024-06-25,2024-07-17,17172.12,False,18
SCH0003435,SES0000497,New York,2024-05-13,2024-04-06,56174.45,False,13
SCH0003436,SES0009715,Hyderabad,2024-06-16,2024-07-02,7013.66,True,19
SCH0003437,SES0000198,Bengaluru,2024-03-21,2024-05-20,6182.62,True,10
SCH0003438,SES0003430,Ahmedabad,2024-06-16,2024-05-13,2949.76,True,12
SCH0003439,SES0001972,London,2024-03-17,2024-02-24,9469.64,False,1
SCH0003440,SES0005537,Jaipur,2024-05-02,2024-04-29,5525.26,True,15
SCH0003441,SES0000064,Ahmedabad,2024-09-01,2024-07-25,5209.34,True,25
SCH0003442,SES0002565,Goa,2024-06-30,2024-06-03,3844.32,True,16
SCH0003443,SES0005066,Ahmedabad,2024-07-13,2024-06-23,5199.89,True,21
SCH0003444,SES0007936,Mumbai,2024-07-05,2024-06-01,9278.46,True,17
SCH0003445,SES0005999,London,2024-07-04,2024-09-21,25532.34,False,26
SCH0003446,SES0002913,New York,2024-08-21,2024-07-22,10193.4,False,25
SCH0003447,SES0004814,Singapore,2024-02-05,2024-02-16,17055.8,False,4
SCH0003448,SES0008611,Kolkata,2024-05-20,2024-04-12,3561.77,True,10
SCH0003449,SES0004206,Chennai,2024-01-26,2024-02-12,4208.75,True,1
SCH0003450,SES0004036,New York,2024-05-12,2024-06-01,14664.61,False,12
SCH0003451,SES0005021,Kolkata,2024-04-28,2024-03-11,4060.01,True,8
SCH0003452,SES0011543,Jaipur,2024-01-19,2024-03-31,2974.84,True,2
SCH0003453,SES0001147,Chennai,2024-07-01,2024-07-11,4670.11,True,17
SCH0003454,SES0004249,Hyderabad,2024-04-24,2024-07-02,3927.49,True,16
SCH0003455,SES0010232,Bengaluru,2024-06-29,2024-07-30,1522.67,True,18
SCH0003456,SES0007351,Kolkata,2024-03-02,2024-04-21,11172.26,True,7
SCH0003457,SES0011234,Hyderabad,2024-08-10,2024-07-27,7596.99,True,21
SCH0003458,SES0000320,Bengaluru,2024-06-14,2024-06-15,4227.98,True,14
SCH0003459,SES0000932,Bangkok,2024-03-24,2024-04-18,18204.23,False,3
SCH0003460,SES0006252,Mumbai,2024-06-05,2024-06-17,3075.86,True,19
SCH0003461,SES0001086,Hyderabad,2024-03-16,2024-03-01,9684.57,True,6
SCH0003462,SES0000329,Singapore,2024-05-19,2024-06-17,46566.86,False,17
SCH0003463,SES0005783,New York,2024-08-22,2024-09-15,19503.45,False,26
SCH0003464,SES0007865,Kolkata,2024-03-20,2024-04-24,7401.31,True,10
SCH0003465,SES0007723,New York,2024-05-25,2024-05-15,19685.61,False,13
SCH0003466,SES0011133,Pune,2024-02-11,2024-03-03,2879.32,True,4
SCH0003467,SES0005547,Mumbai,2024-05-15,2024-06-17,4168.33,True,13
SCH0003468,SES0006104,Delhi,2024-06-02,2024-06-06,5181.09,True,16
SCH0003469,SES0007358,Chennai,2024-05-27,2024-04-18,4097.7,True,12
SCH0003470,SES0010374,Goa,2024-02-14,2024-03-16,4503.18,True,4
SCH0003471,SES0004028,Goa,2024-06-16,2024-05-24,4738.33,True,14
SCH0003472,SES0011099,Pune,2024-05-07,2024-05-02,4758.31,True,16
SCH0003473,SES0009595,Hyderabad,2024-05-26,2024-07-14,5018.59,True,19
SCH0003474,SES0009831,Ahmedabad,2024-06-24,2024-06-15,3215.56,True,17
SCH0003475,SES0006666,Kolkata,2024-09-11,2024-08-04,3689.31,True,25
SCH0003476,SES0002749,Dubai,2024-04-29,2024-06-30,9487.29,False,14
SCH0003477,SES0000836,New York,2024-02-21,2024-02-09,29404.64,False,2
SCH0003478,SES0008149,London,2024-08-21,2024-08-07,8000.0,False,24
SCH0003479,SES0007121,Delhi,2024-05-24,2024-06-16,7796.55,True,20
SCH0003480,SES0008475,Jaipur,2024-08-01,2024-07-01,8557.3,True,22
SCH0003481,SES0004507,London,2024-07-25,2024-07-14,15504.87,False,20
SCH0003482,SES0001485,Dubai,2024-07-25,2024-06-24,8000.0,False,20
SCH0003483,SES0007694,Hyderabad,2024-05-08,2024-04-25,4253.41,True,10
SCH0003484,SES0010409,Pune,2024-06-06,2024-04-06,4790.19,True,12
SCH0003485,SES0000811,Bangkok,2024-02-22,2024-04-20,10880.21,False,4
SCH0003486,SES0002765,Hyderabad,2024-06-30,2024-06-12,3999.45,True,16
SCH0003487,SES0003144,Delhi,2024-05-04,2024-07-04,9064.11,True,17
SCH0003488,SES0004001,Goa,2024-09-15,2024-08-17,6412.28,True,25
SCH0003489,SES0011995,Chennai,2024-04-23,2024-04-01,3395.39,True,7
SCH0003490,SES0005957,Singapore,2024-07-15,2024-09-11,8112.82,False,25
SCH0003491,SES0004198,Goa,2024-07-15,2024-08-29,4312.16,True,23
SCH0003492,SES0001037,Mumbai,2024-05-28,2024-04-13,4512.55,True,14
SCH0003493,SES0006241,New York,2024-06-12,2024-06-25,23111.82,False,18
SCH0003494,SES0011885,Goa,2024-01-18,2024-03-10,3967.43,True,1
SCH0003495,SES0008611,New York,2024-04-04,2024-03-18,23289.31,False,10
SCH0003496,SES0009949,Delhi,2024-03-24,2024-05-18,10657.95,True,10
SCH0003497,SES0010324,Kolkata,2024-07-12,2024-07-18,6810.36,True,18
SCH0003498,SES0003449,Bengaluru,2024-02-18,2024-01-26,4821.13,True,1
SCH0003499,SES0003612,London,2024-01-22,2024-03-12,16455.66,False,1
SCH0003500,SES0001936,Mumbai,2024-03-30,2024-04-09,4261.31,True,9
SCH0003501,SES0011939,Bangkok,2024-05-19,2024-06-22,32543.09,False,17
SCH0003502,SES0003009,Bengaluru,2024-04-14,2024-04-15,3824.09,True,13
SCH0003503,SES0009760,Chennai,2024-08-08,2024-07-10,5004.48,True,23
SCH0003504,SES0003142,London,2024-03-21,2024-04-10,18501.35,False,4
SCH0003505,SES0004893,Goa,2024-03-26,2024-03-28,4021.0,True,4
SCH0003506,SES0011989,Bangkok,2024-03-01,2024-04-18,9079.43,False,5
SCH0003507,SES0004986,Hyderabad,2024-04-03,2024-05-17,5592.55,True,8
SCH0003508,SES0009181,Ahmedabad,2024-04-03,2024-04-11,4796.29,True,11
SCH0003509,SES0010840,Delhi,2024-05-02,2024-07-07,6003.49,True,17
SCH0003510,SES0011574,Pune,2024-08-26,2024-07-22,3970.15,True,26
SCH0003511,SES0011320,Kolkata,2024-05-31,2024-04-21,8009.06,True,12
SCH0003512,SES0009489,Kolkata,2024-03-23,2024-03-26,3460.92,True,6
SCH0003513,SES0003799,Bengaluru,2024-06-10,2024-06-19,9747.99,True,18
SCH0003514,SES0000136,Chennai,2024-07-03,2024-07-18,2442.91,True,17
SCH0003515,SES0005576,Chennai,2024-02-05,2024-04-10,5848.31,True,3
SCH0003516,SES0001989,Bengaluru,2024-05-01,2024-06-11,5944.21,True,15
SCH0003517,SES0007289,Kolkata,2024-05-12,2024-07-17,3575.2,True,16
SCH0003518,SES0003420,Dubai,2024-03-13,2024-03-25,22296.77,False,2
SCH0003519,SES0002823,Goa,2024-07-11,2024-08-18,8199.33,True,24
SCH0003520,SES0001794,Delhi,2024-06-08,2024-05-07,2024.89,True,13
SCH0003521,SES0000264,Mumbai,2024-08-12,2024-08-04,6009.51,True,21
SCH0003522,SES0011848,Mumbai,2024-02-12,2024-02-26,1812.92,True,1
SCH0003523,SES0004254,New York,2024-06-02,2024-06-03,11127.42,False,21
SCH0003524,SES0003412,Kolkata,2024-04-15,2024-02-13,9430.14,True,5
SCH0003525,SES0001651,New York,2024-05-27,2024-08-13,13481.98,False,20
SCH0003526,SES0001320,Pune,2024-05-12,2024-06-02,3073.12,True,11
SCH0003527,SES0001271,Ahmedabad,2024-06-03,2024-06-20,4540.65,True,19
SCH0003528,SES0004979,Hyderabad,2024-05-21,2024-05-25,11239.2,True,9
SCH0003529,SES0008229,Delhi,2024-05-22,2024-03-20,2362.15,True,10
SCH0003530,SES0006964,Delhi,2024-05-20,2024-05-24,3227.54,True,13
SCH0003531,SES0011596,Hyderabad,2024-06-05,2024-03-23,8946.1,True,11
SCH0003532,SES0002298,Pune,2024-07-27,2024-06-23,10332.82,True,24
SCH0003533,SES0000692,Bangkok,2024-02-07,2024-01-13,17124.82,False,1
SCH0003534,SES0002669,Goa,2024-08-02,2024-05-31,2994.04,True,21
SCH0003535,SES0007529,Kolkata,2024-05-19,2024-07-17,11365.5,True,17
SCH0003536,SES0009371,Singapore,2024-01-15,2024-03-18,40023.47,False,2
SCH0003537,SES0008728,Pune,2024-08-10,2024-08-04,6448.35,True,23
SCH0003538,SES0004712,London,2024-04-06,2024-03-22,12013.65,False,2
SCH0003539,SES0003929,Mumbai,2024-03-13,2024-03-04,4819.32,True,1
SCH0003540,SES0009919,Mumbai,2024-04-21,2024-06-03,4609.41,True,15
SCH0003541,SES0001829,Dubai,2024-04-16,2024-04-07,21277.93,False,9
SCH0003542,SES0001150,Chennai,2024-08-02,2024-08-22,8781.48,True,21
SCH0003543,SES0001952,Jaipur,2024-02-15,2024-02-24,6986.72,True,4
SCH0003544,SES0011984,Bengaluru,2024-07-09,2024-06-25,3194.06,True,18
SCH0003545,SES0003416,Pune,2024-07-09,2024-07-21,8523.64,True,18
SCH0003546,SES0011340,Jaipur,2024-05-17,2024-05-10,5570.57,True,10
SCH0003547,SES0003673,Pune,2024-04-20,2024-03-23,6469.32,True,5
SCH0003548,SES0008632,Bangkok,2024-03-02,2024-03-01,37544.06,False,8
SCH0003549,SES0003345,Kolkata,2024-08-07,2024-08-02,3150.66,True,26
SCH0003550,SES0001231,Chennai,2024-06-18,2024-08-21,4844.84,True,22
SCH0003551,SES0001340,Mumbai,2024-07-12,2024-09-10,3973.56,True,26
SCH0003552,SES0006985,Pune,2024-07-28,2024-07-27,2625.05,True,26
SCH0003553,SES0007579,Mumbai,2024-02-29,2024-02-17,5645.89,True,4
SCH0003554,SES0002891,Ahmedabad,2024-07-10,2024-06-28,13421.63,True,20
SCH0003555,SES0007149,Singapore,2024-02-26,2024-04-24,8000.0,False,5
SCH0003556,SES0002715,Pune,2024-07-21,2024-07-09,4851.72,True,23
SCH0003557,SES0007034,Mumbai,2024-07-22,2024-07-19,6350.04,True,25
SCH0003558,SES0008643,Goa,2024-08-18,2024-07-30,5162.78,True,21
SCH0003559,SES0004449,Kolkata,2024-04-11,2024-04-28,4697.33,True,8
SCH0003560,SES0004425,Pune,2024-01-27,2024-02-21,2922.85,True,3
SCH0003561,SES0009080,Ahmedabad,2024-05-15,2024-05-24,5394.39,True,18
SCH0003562,SES0001263,New York,2024-04-12,2024-05-23,12352.55,False,14
SCH0003563,SES0011344,Dubai,2024-07-26,2024-07-28,8000.0,False,21
SCH0003564,SES0009779,Singapore,2024-05-10,2024-05-04,32770.9,False,14
SCH0003565,SES0009215,Pune,2024-03-27,2024-04-09,7210.94,True,3
SCH0003566,SES0010104,New York,2024-08-15,2024-07-02,18505.63,False,23
SCH0003567,SES0009509,Hyderabad,2024-02-24,2024-05-11,5386.39,True,7
SCH0003568,SES0005029,Goa,2024-04-28,2024-05-08,7553.2,True,13
SCH0003569,SES0006693,Goa,2024-05-10,2024-04-16,5376.19,True,13
SCH0003570,SES0003288,Delhi,2024-09-11,2024-07-21,7055.81,True,25
SCH0003571,SES0008886,Chennai,2024-03-27,2024-06-15,4363.4,True,12
SCH0003572,SES0000677,Ahmedabad,2024-04-19,2024-04-10,8306.5,True,12
SCH0003573,SES0005508,Jaipur,2024-03-22,2024-03-19,5587.65,True,8
SCH0003574,SES0001566,Goa,2024-08-03,2024-06-26,5311.45,True,19
SCH0003575,SES0007490,Hyderabad,2024-05-01,2024-06-11,2957.13,True,16
SCH0003576,SES0008809,Jaipur,2024-07-26,2024-07-07,5512.55,True,21
SCH0003577,SES0009954,Mumbai,2024-07-16,2024-06-21,3523.53,True,20
SCH0003578,SES0007708,Delhi,2024-07-03,2024-08-11,3807.34,True,26
SCH0003579,SES0009335,Kolkata,2024-03-20,2024-02-24,3546.97,True,5
SCH0003580,SES0009165,Kolkata,2024-03-21,2024-05-28,3208.33,True,9
SCH0003581,SES0004847,Chennai,2024-06-19,2024-09-05,11497.77,True,24
SCH0003582,SES0009771,Chennai,2024-04-29,2024-04-14,8371.06,True,14
SCH0003583,SES0005785,Bengaluru,2024-08-28,2024-09-03,10595.1,True,25
SCH0003584,SES0008063,Bengaluru,2024-03-24,2024-04-26,3013.45,True,4
SCH0003585,SES0001681,Jaipur,2024-08-06,2024-06-03,5056.86,True,21
