view_id,search_id,hotel_id,listed_price,week_number
VEW0003883,SCH0003460,HTL0054,3094.07,19
VEW0003884,SCH0005247,HTL0003,3872.04,1
VEW0003885,SCH0016473,HTL0061,6394.2,17
VEW0003886,SCH0005852,HTL0109,13862.38,14
VEW0003887,SCH0008971,HTL0045,4219.17,16
VEW0003888,SCH0014100,HTL0006,5267.21,5
VEW0003889,SCH0017510,HTL0028,7583.89,10
VEW0003890,SCH0015843,HTL0006,3798.18,9
VEW0003891,SCH0002919,HTL0088,5006.32,24
VEW0003892,SCH0010464,HTL0069,3464.03,24
VEW0003893,SCH0009415,HTL0042,3048.34,10
VEW0003894,SCH0012118,HTL0064,6013.7,13
VEW0003895,SCH0012068,HTL0055,4189.54,20
VEW0003896,SCH0017068,HTL0046,5380.94,13
VEW0003897,SCH0015097,HTL0033,4629.25,18
VEW0003898,SCH0012937,HTL0046,7123.33,5
VEW0003899,SCH0011231,HTL0047,5534.4,1
VEW0003900,SCH0015891,HTL0012,7238.42,4
VEW0003901,SCH0014285,HTL0070,4350.26,4
VEW0003902,SCH0003162,HTL0104,22196.06,2
VEW0003903,SCH0013436,HTL0020,7971.71,6
VEW0003904,SCH0017735,HTL0074,5751.7,4
VEW0003905,SCH0005569,HTL0096,21285.8,25
VEW0003906,SCH0000859,HTL0088,3923.82,23
VEW0003907,SCH0005565,HTL0083,5088.78,13
VEW0003908,SCH0009180,HTL0082,4204.15,24
VEW0003909,SCH0014866,HTL0074,4574.54,4
VEW0003910,SCH0016150,HTL0110,10334.09,12
VEW0003911,SCH0012259,HTL0095,9294.03,17
VEW0003912,SCH0006057,HTL0070,5100.13,21
VEW0003913,SCH0004619,HTL0039,4906.07,10
VEW0003914,SCH0012747,HTL0113,47494.92,22
VEW0003915,SCH0004483,HTL0114,12029.77,23
VEW0003916,SCH0001416,HTL0057,6925.6,6
VEW0003917,SCH0005550,HTL0048,8513.69,12
VEW0003918,SCH0015537,HTL0103,30704.45,16
VEW0003919,SCH0003257,HTL0037,3487.49,19
VEW0003920,SCH0008375,HTL0116,16030.63,9
VEW0003921,SCH0008700,HTL0118,9845.12,15
VEW0003922,SCH0001801,HTL0021,10654.13,23
VEW0003923,SCH0003407,HTL0097,25028.53,7
VEW0003924,SCH0016461,HTL0024,4467.51,12
VEW0003925,SCH0010075,HTL0075,7271.49,26
VEW0003926,SCH0001978,HTL0043,6985.67,16
VEW0003927,SCH0001270,HTL0029,8208.53,7
VEW0003928,SCH0014590,HTL0058,5113.2,8
VEW0003929,SCH0016980,HTL0075,5113.42,4
VEW0003930,SCH0001907,HTL0023,2562.0,12
VEW0003931,SCH0012903,HTL0024,9147.98,11
VEW0003932,SCH0006621,HTL0046,1861.72,20
VEW0003933,SCH0003202,HTL0019,5965.24,12
VEW0003934,SCH0004238,HTL0060,4403.3,26
VEW0003935,SCH0005064,HTL0037,2854.29,11
VEW0003936,SCH0002634,HTL0120,21236.71,8
VEW0003937,SCH0017310,HTL0074,4775.91,11
VEW0003938,SCH0006448,HTL0114,14227.1,6
VEW0003939,SCH0015370,HTL0007,2960.64,25
VEW0003940,SCH0002558,HTL0113,17992.42,12
VEW0003941,SCH0000904,HTL0036,8329.53,5
VEW0003942,SCH0016362,HTL0097,13755.26,11
VEW0003943,SCH0013253,HTL0117,11266.89,11
VEW0003944,SCH0011079,HTL0087,3009.39,23
VEW0003945,SCH0003691,HTL0093,24139.39,24
VEW0003946,SCH0009694,HTL0047,4363.82,19
VEW0003947,SCH0005409,HTL0011,4591.08,15
VEW0003948,SCH0012620,HTL0113,19802.31,3
VEW0003949,SCH0012409,HTL0012,3588.67,11
VEW0003950,SCH0001049,HTL0003,9087.45,9
VEW0003951,SCH0017751,HTL0042,5090.89,24
VEW0003952,SCH0000979,HTL0104,7959.75,4
VEW0003953,SCH0012459,HTL0066,2396.06,9
VEW0003954,SCH0003918,HTL0033,6046.05,21
VEW0003955,SCH0015421,HTL0055,6529.04,9
VEW0003956,SCH0004909,HTL0086,5524.72,24
VEW0003957,SCH0007140,HTL0003,8297.12,12
VEW0003958,SCH0004847,HTL0021,2038.76,9
VEW0003959,SCH0007870,HTL0095,26353.39,12
VEW0003960,SCH0009520,HTL0003,4216.29,21
VEW0003961,SCH0001265,HTL0004,5204.43,1
VEW0003962,SCH0013710,HTL0035,6383.32,11
VEW0003963,SCH0017953,HTL0020,4393.97,16
VEW0003964,SCH0002829,HTL0060,7230.86,13
VEW0003965,SCH0002424,HTL0120,17370.14,23
VEW0003966,SCH0007237,HTL0103,15383.17,24
VEW0003967,SCH0009797,HTL0042,4902.02,10
VEW0003968,SCH0003669,HTL0110,17121.67,26
VEW0003969,SCH0015657,HTL0102,9041.94,14
VEW0003970,SCH0009864,HTL0022,3118.14,12
VEW0003971,SCH0001435,HTL0099,16672.89,19
VEW0003972,SCH0009953,HTL0019,3509.18,4
VEW0003973,SCH0009932,HTL0041,3480.54,8
VEW0003974,SCH0004214,HTL0008,2293.83,20
VEW0003975,SCH0002992,HTL0083,6286.07,26
VEW0003976,SCH0012191,HTL0043,6006.55,24
VEW0003977,SCH0012598,HTL0109,25575.27,12
VEW0003978,SCH0008333,HTL0088,5249.32,1
VEW0003979,SCH0016744,HTL0082,5952.68,25
VEW0003980,SCH0001477,HTL0070,4711.42,5
VEW0003981,SCH0012417,HTL0076,3996.57,5
VEW0003982,SCH0006188,HTL0081,7900.65,19
VEW0003983,SCH0000621,HTL0104,11876.74,15
VEW0003984,SCH0006166,HTL0076,3786.75,24
VEW0003985,SCH0007892,HTL0087,7563.54,12
VEW0003986,SCH0002514,HTL0041,4309.82,8
VEW0003987,SCH0006821,HTL0074,10991.38,12
VEW0003988,SCH0004511,HTL0020,3087.38,16
VEW0003989,SCH0014557,HTL0075,2468.58,14
VEW0003990,SCH0010918,HTL0057,4003.98,2
VEW0003991,SCH0008092,HTL0031,6908.38,14
VEW0003992,SCH0000800,HTL0120,18041.24,21
VEW0003993,SCH0016254,HTL0079,6649.84,19
VEW0003994,SCH0010399,HTL0028,4516.93,1
VEW0003995,SCH0013234,HTL0017,9041.99,1
VEW0003996,SCH0011026,HTL0047,9386.28,15
VEW0003997,SCH0003194,HTL0038,3731.89,23
VEW0003998,SCH0006743,HTL0027,2558.43,21
VEW0003999,SCH0012860,HTL0056,2736.78,14
VEW0004000,SCH0017965,HTL0055,5780.38,17
VEW0004001,SCH0010333,HTL0119,46107.39,4
VEW0004002,SCH0008594,HTL0056,5104.43,12
VEW0004003,SCH0004422,HTL0084,3230.23,13
VEW0004004,SCH0002421,HTL0106,29841.58,4
VEW0004005,SCH0015064,HTL0109,13908.74,7
VEW0004006,SCH0012820,HTL0084,8113.33,22
VEW0004007,SCH0009074,HTL0029,8829.82,25
VEW0004008,SCH0011109,HTL0114,16460.32,22
VEW0004009,SCH0015237,HTL0109,55193.42,23
VEW0004010,SCH0000667,HTL0105,15773.21,25
VEW0004011,SCH0013033,HTL0107,20024.45,10
VEW0004012,SCH0006120,HTL0026,4381.6,21
VEW0004013,SCH0015036,HTL0074,8171.03,26
VEW0004014,SCH0006030,HTL0060,3971.14,10
VEW0004015,SCH0006318,HTL0088,3994.19,14
VEW0004016,SCH0015189,HTL0004,5508.47,22
VEW0004017,SCH0008164,HTL0041,4888.36,12
VEW0004018,SCH0001457,HTL0119,26733.18,26
VEW0004019,SCH0014924,HTL0105,27269.9,6
VEW0004020,SCH0000131,HTL0114,8111.65,21
VEW0004021,SCH0009922,HTL0097,20575.79,24
VEW0004022,SCH0010374,HTL0105,13805.73,23
VEW0004023,SCH0001483,HTL0066,9994.81,25
VEW0004024,SCH0006790,HTL0024,6350.07,10
VEW0004025,SCH0003753,HTL0085,8001.14,5
VEW0004026,SCH0005732,HTL0024,4938.84,18
VEW0004027,SCH0009505,HTL0112,45456.22,7
VEW0004028,SCH0003944,HTL0086,1847.64,10
VEW0004029,SCH0009969,HTL0055,5006.3,26
VEW0004030,SCH0014067,HTL0044,6302.44,23
VEW0004031,SCH0012827,HTL0059,5172.38,12
VEW0004032,SCH0006427,HTL0111,12150.29,15
VEW0004033,SCH0013559,HTL0004,6489.13,17
VEW0004034,SCH0007090,HTL0034,6748.48,26
VEW0004035,SCH0008846,HTL0057,3667.79,24
VEW0004036,SCH0005973,HTL0041,6286.2,21
VEW0004037,SCH0010875,HTL0109,35750.95,10
VEW0004038,SCH0016344,HTL0018,7320.69,26
VEW0004039,SCH0005725,HTL0060,4166.59,18
VEW0004040,SCH0004208,HTL0073,1598.49,19
VEW0004041,SCH0012796,HTL0115,18227.62,17
VEW0004042,SCH0010583,HTL0027,4131.9,4
VEW0004043,SCH0015591,HTL0111,11591.3,18
VEW0004044,SCH0015466,HTL0101,38229.33,19
VEW0004045,SCH0002772,HTL0106,12143.35,22
VEW0004046,SCH0015930,HTL0089,3921.25,22
VEW0004047,SCH0015538,HTL0018,2613.86,11
VEW0004048,SCH0008246,HTL0083,2805.32,10
VEW0004049,SCH0002056,HTL0118,12060.98,25
VEW0004050,SCH0004927,HTL0042,4003.32,25
VEW0004051,SCH0001232,HTL0072,2763.89,17
VEW0004052,SCH0000131,HTL0104,8109.48,21
VEW0004053,SCH0001303,HTL0049,4445.16,25
VEW0004054,SCH0014743,HTL0006,6032.53,18
VEW0004055,SCH0010254,HTL0068,3627.7,24
VEW0004056,SCH0012168,HTL0110,16975.18,26
VEW0004057,SCH0016883,HTL0015,3560.5,19
VEW0004058,SCH0013612,HTL0004,3609.96,17
VEW0004059,SCH0017483,HTL0038,5227.29,3
VEW0004060,SCH0006414,HTL0114,21538.05,6
VEW0004061,SCH0006663,HTL0028,6924.77,19
VEW0004062,SCH0007959,HTL0091,18579.15,8
VEW0004063,SCH0014646,HTL0020,10572.3,21
VEW0004064,SCH0010734,HTL0102,13833.0,16
VEW0004065,SCH0007458,HTL0108,25780.16,16
VEW0004066,SCH0001907,HTL0052,2607.12,12
VEW0004067,SCH0008039,HTL0072,4704.12,13
VEW0004068,SCH0012309,HTL0101,23354.3,7
VEW0004069,SCH0011466,HTL0056,4765.77,3
VEW0004070,SCH0017244,HTL0099,40864.45,23
VEW0004071,SCH0013539,HTL0075,3227.81,15
VEW0004072,SCH0003533,HTL0113,16972.9,1
VEW0004073,SCH0012624,HTL0103,17913.92,26
VEW0004074,SCH0012099,HTL0106,25258.37,16
VEW0004075,SCH0009925,HTL0055,5034.82,17
VEW0004076,SCH0008513,HTL0071,5470.08,22
VEW0004077,SCH0002640,HTL0091,22206.93,25
VEW0004078,SCH0013941,HTL0083,6356.1,13
VEW0004079,SCH0009920,HTL0033,5169.4,13
VEW0004080,SCH0013512,HTL0042,4180.82,20
VEW0004081,SCH0003485,HTL0104,10780.0,4
VEW0004082,SCH0014583,HTL0078,5549.12,14
VEW0004083,SCH0001253,HTL0089,2150.37,8
VEW0004084,SCH0013740,HTL0119,7898.34,15
VEW0004085,SCH0001613,HTL0023,6807.57,9
VEW0004086,SCH0008408,HTL0075,2506.52,16
VEW0004087,SCH0013349,HTL0025,2187.27,16
VEW0004088,SCH0004277,HTL0081,3948.75,5
VEW0004089,SCH0007536,HTL0120,10624.19,18
VEW0004090,SCH0006011,HTL0058,4664.96,11
VEW0004091,SCH0015848,HTL0103,40038.49,25
VEW0004092,SCH0011715,HTL0061,6346.75,16
VEW0004093,SCH0015546,HTL0104,15249.18,10
VEW0004094,SCH0013367,HTL0095,14726.92,4
VEW0004095,SCH0006466,HTL0045,6938.86,1
VEW0004096,SCH0001479,HTL0106,11732.35,3
VEW0004097,SCH0000760,HTL0046,6456.25,11
VEW0004098,SCH0016160,HTL0089,3696.86,2
VEW0004099,SCH0017266,HTL0087,7675.57,17
VEW0004100,SCH0004665,HTL0111,26396.74,17
VEW0004101,SCH0012848,HTL0021,3031.64,9
VEW0004102,SCH0000233,HTL0086,4885.35,24
VEW0004103,SCH0009872,HTL0030,3073.31,25
VEW0004104,SCH0017760,HTL0042,4670.44,11
VEW0004105,SCH0002734,HTL0037,3541.96,7
VEW0004106,SCH0005205,HTL0003,12593.82,20
VEW0004107,SCH0015494,HTL0005,2310.19,18
VEW0004108,SCH0005785,HTL0010,4548.07,1
VEW0004109,SCH0001952,HTL0028,8338.33,21
VEW0004110,SCH0016128,HTL0099,32390.04,18
VEW0004111,SCH0002770,HTL0105,16762.47,24
VEW0004112,SCH0002169,HTL0114,16218.76,11
VEW0004113,SCH0014912,HTL0101,7848.65,17
VEW0004114,SCH0016284,HTL0010,6180.81,19
VEW0004115,SCH0009503,HTL0051,5268.18,20
VEW0004116,SCH0016386,HTL0095,8051.48,14
VEW0004117,SCH0013323,HTL0019,8722.89,8
VEW0004118,SCH0001657,HTL0061,5220.75,25
VEW0004119,SCH0015689,HTL0113,21491.42,22
VEW0004120,SCH0003202,HTL0012,5987.71,12
VEW0004121,SCH0011977,HTL0066,5220.33,10
VEW0004122,SCH0011234,HTL0004,4740.65,20
VEW0004123,SCH0001722,HTL0093,15763.58,2
VEW0004124,SCH0004328,HTL0064,7144.25,8
VEW0004125,SCH0005016,HTL0100,13789.37,8
VEW0004126,SCH0004707,HTL0100,36078.65,12
VEW0004127,SCH0011785,HTL0030,3031.06,10
VEW0004128,SCH0015298,HTL0094,19459.82,17
VEW0004129,SCH0013280,HTL0117,18573.02,6
VEW0004130,SCH0017105,HTL0084,7751.6,15
VEW0004131,SCH0004243,HTL0075,3998.1,23
VEW0004132,SCH0008952,HTL0099,9906.14,5
VEW0004133,SCH0016888,HTL0077,4949.68,16
VEW0004134,SCH0007653,HTL0099,17016.87,24
VEW0004135,SCH0011948,HTL0040,2732.52,22
VEW0004136,SCH0000243,HTL0085,6076.13,12
VEW0004137,SCH0015653,HTL0049,5871.29,4
VEW0004138,SCH0005075,HTL0094,19925.51,12
VEW0004139,SCH0006815,HTL0071,2771.03,10
VEW0004140,SCH0008517,HTL0082,3333.8,15
VEW0004141,SCH0007811,HTL0111,23777.14,10
VEW0004142,SCH0012609,HTL0035,2224.35,11
VEW0004143,SCH0014410,HTL0054,7650.68,22
VEW0004144,SCH0015563,HTL0050,4816.43,5
VEW0004145,SCH0003333,HTL0041,9303.13,13
VEW0004146,SCH0001748,HTL0049,6067.14,18
VEW0004147,SCH0011503,HTL0102,24570.84,14
VEW0004148,SCH0016422,HTL0113,32029.43,24
VEW0004149,SCH0006552,HTL0100,31264.34,10
VEW0004150,SCH0013581,HTL0092,18420.31,4
VEW0004151,SCH0011033,HTL0102,8131.5,21
VEW0004152,SCH0003678,HTL0065,4740.53,25
VEW0004153,SCH0005880,HTL0072,5623.05,24
VEW0004154,SCH0016470,HTL0010,5291.84,22
VEW0004155,SCH0009667,HTL0093,16932.42,13
VEW0004156,SCH0017021,HTL0037,6787.64,15
VEW0004157,SCH0003666,HTL0008,3015.9,24
VEW0004158,SCH0012128,HTL0001,6554.18,4
VEW0004159,SCH0005495,HTL0074,5729.08,12
VEW0004160,SCH0014411,HTL0003,5534.59,2
VEW0004161,SCH0014534,HTL0101,28434.04,9
VEW0004162,SCH0010560,HTL0010,8432.23,11
VEW0004163,SCH0001437,HTL0111,15890.17,13
VEW0004164,SCH0016649,HTL0063,5880.06,26
VEW0004165,SCH0007487,HTL0060,7971.82,4
VEW0004166,SCH0015079,HTL0023,2402.7,14
VEW0004167,SCH0015891,HTL0050,7324.71,4
VEW0004168,SCH0002040,HTL0073,2400.78,19
VEW0004169,SCH0004529,HTL0006,4844.32,23
VEW0004170,SCH0011198,HTL0032,10000.07,21
VEW0004171,SCH0013310,HTL0039,2891.74,2
VEW0004172,SCH0003530,HTL0063,3239.26,13
VEW0004173,SCH0009287,HTL0058,5939.57,17
VEW0004174,SCH0012251,HTL0111,28554.84,18
VEW0004175,SCH0009504,HTL0053,3260.26,1
VEW0004176,SCH0008562,HTL0025,6594.46,24
VEW0004177,SCH0007039,HTL0098,7866.2,21
VEW0004178,SCH0004395,HTL0069,6829.44,23
VEW0004179,SCH0006147,HTL0052,5079.26,26
VEW0004180,SCH0008866,HTL0110,33099.55,4
VEW0004181,SCH0011903,HTL0055,1975.51,18
VEW0004182,SCH0001739,HTL0053,7230.31,14
VEW0004183,SCH0013564,HTL0102,15388.49,9
VEW0004184,SCH0002281,HTL0014,2520.09,18
VEW0004185,SCH0008082,HTL0035,7646.6,21
VEW0004186,SCH0009563,HTL0109,24005.65,5
VEW0004187,SCH0013684,HTL0099,27055.88,4
VEW0004188,SCH0002684,HTL0115,25597.71,22
VEW0004189,SCH0016815,HTL0094,13244.13,9
VEW0004190,SCH0001172,HTL0069,5375.55,25
VEW0004191,SCH0000153,HTL0087,3689.86,24
VEW0004192,SCH0003123,HTL0107,23668.43,11
VEW0004193,SCH0014383,HTL0118,42224.93,19
VEW0004194,SCH0005697,HTL0017,4259.08,8
VEW0004195,SCH0016939,HTL0004,4300.78,20
VEW0004196,SCH0010695,HTL0046,6560.04,25
VEW0004197,SCH0009095,HTL0101,32376.75,6
VEW0004198,SCH0011859,HTL0097,14838.33,19
VEW0004199,SCH0006443,HTL0104,8999.99,12
VEW0004200,SCH0001602,HTL0016,8421.6,10
VEW0004201,SCH0002832,HTL0064,3463.57,3
VEW0004202,SCH0011786,HTL0017,5380.33,6
VEW0004203,SCH0017795,HTL0085,11205.76,6
VEW0004204,SCH0008826,HTL0114,8984.95,10
VEW0004205,SCH0000565,HTL0021,7817.1,22
VEW0004206,SCH0006192,HTL0047,3269.63,21
VEW0004207,SCH0006480,HTL0075,5578.61,16
VEW0004208,SCH0015662,HTL0044,3790.16,4
VEW0004209,SCH0012661,HTL0007,4189.66,17
VEW0004210,SCH0000244,HTL0052,7011.23,15
VEW0004211,SCH0005414,HTL0004,7084.37,19
VEW0004212,SCH0006030,HTL0040,3898.75,10
VEW0004213,SCH0012345,HTL0058,3490.36,13
VEW0004214,SCH0012157,HTL0073,5274.49,23
VEW0004215,SCH0011054,HTL0013,5061.97,23
VEW0004216,SCH0001897,HTL0045,4476.49,10
VEW0004217,SCH0000987,HTL0119,39235.03,17
VEW0004218,SCH0017240,HTL0089,9998.29,24
VEW0004219,SCH0013382,HTL0110,34009.61,10
VEW0004220,SCH0004721,HTL0052,7533.51,8
VEW0004221,SCH0016434,HTL0087,6474.42,10
VEW0004222,SCH0003029,HTL0097,14253.43,8
VEW0004223,SCH0007561,HTL0109,8333.5,13
VEW0004224,SCH0006762,HTL0015,4452.11,14
VEW0004225,SCH0010813,HTL0020,4674.69,3
VEW0004226,SCH0003469,HTL0017,4163.42,12
VEW0004227,SCH0017700,HTL0088,2608.98,6
VEW0004228,SCH0007354,HTL0071,7865.5,23
VEW0004229,SCH0009701,HTL0021,4471.68,22
VEW0004230,SCH0010168,HTL0089,5181.64,11
VEW0004231,SCH0001444,HTL0074,3002.13,6
VEW0004232,SCH0002194,HTL0042,2876.63,19
VEW0004233,SCH0016604,HTL0008,4590.36,21
VEW0004234,SCH0012077,HTL0118,18023.49,18
VEW0004235,SCH0014006,HTL0018,4109.39,16
VEW0004236,SCH0008187,HTL0083,6055.25,23
VEW0004237,SCH0011807,HTL0120,8702.89,21
VEW0004238,SCH0002093,HTL0087,6464.88,6
VEW0004239,SCH0016261,HTL0004,9420.2,1
VEW0004240,SCH0004714,HTL0063,5727.46,8
VEW0004241,SCH0016175,HTL0014,6013.95,19
VEW0004242,SCH0014800,HTL0012,4226.78,7
VEW0004243,SCH0002762,HTL0030,3574.6,2
VEW0004244,SCH0005545,HTL0108,14681.6,25
VEW0004245,SCH0016880,HTL0099,19886.83,21
VEW0004246,SCH0004739,HTL0009,2839.3,13
VEW0004247,SCH0013782,HTL0097,12462.1,8
VEW0004248,SCH0015301,HTL0053,1873.57,9
VEW0004249,SCH0005757,HTL0097,24643.78,22
VEW0004250,SCH0005086,HTL0071,12568.62,25
VEW0004251,SCH0002842,HTL0114,8642.45,15
VEW0004252,SCH0007674,HTL0052,4391.29,12
VEW0004253,SCH0005608,HTL0037,4256.3,8
VEW0004254,SCH0002843,HTL0104,36765.63,22
VEW0004255,SCH0015095,HTL0025,5516.66,11
VEW0004256,SCH0015216,HTL0080,9628.36,11
VEW0004257,SCH0006198,HTL0002,4036.37,10
VEW0004258,SCH0017776,HTL0040,7067.14,16
VEW0004259,SCH0007879,HTL0100,13515.01,12
VEW0004260,SCH0017839,HTL0085,6731.92,5
VEW0004261,SCH0013734,HTL0034,2989.56,12
VEW0004262,SCH0001971,HTL0096,23751.71,26
VEW0004263,SCH0013550,HTL0017,6629.82,8
VEW0004264,SCH0017597,HTL0012,3896.46,3
VEW0004265,SCH0011526,HTL0068,5556.73,11
VEW0004266,SCH0015260,HTL0081,2626.88,24
VEW0004267,SCH0007733,HTL0028,4259.84,7
VEW0004268,SCH0004371,HTL0023,2518.77,10
VEW0004269,SCH0005173,HTL0024,4232.06,26
VEW0004270,SCH0006876,HTL0103,11522.08,18
VEW0004271,SCH0008320,HTL0035,4021.37,9
VEW0004272,SCH0004619,HTL0015,4893.83,10
VEW0004273,SCH0013358,HTL0100,12384.7,24
VEW0004274,SCH0001849,HTL0071,7244.2,14
VEW0004275,SCH0011458,HTL0096,26811.77,9
VEW0004276,SCH0008104,HTL0022,2377.91,20
VEW0004277,SCH0012640,HTL0076,4323.15,15
VEW0004278,SCH0008472,HTL0033,9189.53,2
VEW0004279,SCH0001603,HTL0110,13408.65,11
VEW0004280,SCH0006718,HTL0065,4696.4,19
VEW0004281,SCH0014028,HTL0037,3517.64,1
VEW0004282,SCH0001771,HTL0064,5099.11,11
VEW0004283,SCH0013155,HTL0019,2565.96,8
VEW0004284,SCH0000596,HTL0023,4026.64,26
VEW0004285,SCH0014060,HTL0048,3201.22,1
VEW0004286,SCH0011502,HTL0004,5912.43,10
VEW0004287,SCH0013647,HTL0110,17767.5,19
VEW0004288,SCH0013398,HTL0064,3687.28,16
VEW0004289,SCH0011198,HTL0048,9872.22,21
VEW0004290,SCH0010791,HTL0101,16239.71,16
VEW0004291,SCH0005040,HTL0009,5712.1,6
VEW0004292,SCH0004042,HTL0053,6836.13,10
VEW0004293,SCH0003542,HTL0063,8675.62,21
VEW0004294,SCH0009369,HTL0119,29167.76,25
VEW0004295,SCH0005793,HTL0040,5684.27,19
VEW0004296,SCH0002538,HTL0089,6969.5,20
VEW0004297,SCH0002969,HTL0070,2383.82,21
VEW0004298,SCH0008595,HTL0096,17073.59,21
VEW0004299,SCH0000328,HTL0091,27231.99,16
VEW0004300,SCH0004908,HTL0049,3029.37,24
VEW0004301,SCH0013459,HTL0111,26146.24,2
VEW0004302,SCH0012500,HTL0030,3129.98,23
VEW0004303,SCH0001606,HTL0104,11133.81,16
VEW0004304,SCH0012889,HTL0052,5021.39,8
VEW0004305,SCH0016674,HTL0080,4503.38,24
VEW0004306,SCH0008500,HTL0073,7524.05,8
VEW0004307,SCH0007027,HTL0021,5401.49,14
VEW0004308,SCH0004025,HTL0065,3771.69,22
VEW0004309,SCH0004628,HTL0040,3758.19,20
VEW0004310,SCH0001307,HTL0045,4854.48,24
VEW0004311,SCH0017118,HTL0108,24717.18,8
VEW0004312,SCH0014906,HTL0095,32212.35,18
VEW0004313,SCH0016435,HTL0027,2603.29,16
VEW0004314,SCH0011683,HTL0034,10422.38,4
VEW0004315,SCH0010133,HTL0021,3483.02,17
VEW0004316,SCH0015228,HTL0027,4946.12,2
VEW0004317,SCH0007645,HTL0070,7027.3,9
VEW0004318,SCH0016689,HTL0119,22035.87,25
VEW0004319,SCH0007345,HTL0084,4141.57,12
VEW0004320,SCH0003888,HTL0038,4559.78,6
VEW0004321,SCH0004706,HTL0093,16926.23,9
VEW0004322,SCH0001145,HTL0007,4714.15,25
VEW0004323,SCH0007540,HTL0113,15174.49,12
VEW0004324,SCH0010381,HTL0109,58368.19,8
VEW0004325,SCH0004621,HTL0009,4129.81,2
VEW0004326,SCH0007752,HTL0091,20671.63,8
VEW0004327,SCH0004227,HTL0050,10094.61,10
VEW0004328,SCH0002927,HTL0005,4554.54,1
VEW0004329,SCH0004205,HTL0079,5082.92,7
VEW0004330,SCH0010216,HTL0087,3255.45,25
VEW0004331,SCH0000519,HTL0098,19297.45,5
VEW0004332,SCH0017218,HTL0109,26055.33,13
VEW0004333,SCH0012750,HTL0020,4032.2,26
VEW0004334,SCH0015807,HTL0101,10943.77,8
VEW0004335,SCH0015675,HTL0118,12109.84,16
VEW0004336,SCH0004161,HTL0120,17751.21,6
VEW0004337,SCH0002537,HTL0097,29063.17,25
VEW0004338,SCH0014611,HTL0062,11811.39,6
VEW0004339,SCH0000617,HTL0101,19550.23,18
VEW0004340,SCH0008314,HTL0014,3474.97,16
VEW0004341,SCH0013155,HTL0023,2490.89,8
VEW0004342,SCH0011603,HTL0118,10213.29,1
VEW0004343,SCH0015173,HTL0013,3028.95,25
VEW0004344,SCH0004643,HTL0030,4598.17,26
VEW0004345,SCH0013613,HTL0004,3141.87,1
VEW0004346,SCH0000475,HTL0069,9754.28,11
VEW0004347,SCH0000973,HTL0046,6726.83,25
VEW0004348,SCH0011754,HTL0009,4454.01,18
VEW0004349,SCH0009700,HTL0052,2790.04,19
VEW0004350,SCH0014245,HTL0027,6332.46,17
VEW0004351,SCH0016956,HTL0064,6155.24,4
VEW0004352,SCH0010546,HTL0106,22945.85,18
VEW0004353,SCH0014433,HTL0112,36132.26,6
VEW0004354,SCH0003575,HTL0061,2990.8,16
VEW0004355,SCH0014775,HTL0072,7141.53,3
VEW0004356,SCH0007102,HTL0034,4596.73,26
VEW0004357,SCH0002685,HTL0003,5505.03,7
VEW0004358,SCH0010167,HTL0077,9245.4,4
VEW0004359,SCH0011486,HTL0016,4775.64,3
VEW0004360,SCH0003079,HTL0038,5248.24,17
VEW0004361,SCH0016391,HTL0068,3617.1,15
VEW0004362,SCH0011762,HTL0007,6754.23,10
VEW0004363,SCH0000181,HTL0079,6276.66,22
VEW0004364,SCH0010537,HTL0095,30504.24,25
VEW0004365,SCH0015328,HTL0051,2735.44,9
VEW0004366,SCH0004528,HTL0064,6711.78,25
VEW0004367,SCH0007101,HTL0021,4464.05,13
VEW0004368,SCH0001673,HTL0073,4119.12,26
VEW0004369,SCH0010205,HTL0069,4941.12,16
VEW0004370,SCH0012603,HTL0045,4315.17,15
VEW0004371,SCH0014911,HTL0082,4210.44,10
VEW0004372,SCH0008784,HTL0035,2996.72,20
VEW0004373,SCH0015344,HTL0086,8841.76,9
VEW0004374,SCH0014300,HTL0007,13036.92,3
VEW0004375,SCH0001678,HTL0031,9297.03,24
VEW0004376,SCH0011489,HTL0079,3712.82,26
VEW0004377,SCH0009080,HTL0019,2477.01,15
VEW0004378,SCH0010186,HTL0031,15352.2,24
VEW0004379,SCH0006085,HTL0093,17006.72,9
VEW0004380,SCH0013038,HTL0073,3799.36,17
VEW0004381,SCH0004429,HTL0103,19461.25,17
VEW0004382,SCH0009191,HTL0022,3290.14,19
VEW0004383,SCH0004010,HTL0117,25163.63,23
VEW0004384,SCH0014578,HTL0020,5398.54,9
VEW0004385,SCH0004554,HTL0056,3401.74,24
VEW0004386,SCH0013324,HTL0017,4954.2,13
VEW0004387,SCH0010011,HTL0033,6910.12,26
VEW0004388,SCH0000578,HTL0043,6868.95,13
VEW0004389,SCH0012890,HTL0099,12773.31,25
VEW0004390,SCH0017863,HTL0024,3664.81,5
VEW0004391,SCH0013149,HTL0083,3986.85,12
VEW0004392,SCH0011814,HTL0104,38497.88,20
VEW0004393,SCH0010112,HTL0047,10393.21,1
VEW0004394,SCH0006309,HTL0016,4875.08,15
VEW0004395,SCH0016365,HTL0056,5353.18,4
VEW0004396,SCH0017293,HTL0104,22907.51,7
VEW0004397,SCH0010476,HTL0114,9895.1,14
VEW0004398,SCH0006587,HTL0112,37327.26,22
VEW0004399,SCH0016459,HTL0087,4992.47,26
