booking_id,attempt_id,user_id,hotel_id,booking_value,platform_commission_pct,revenue,week_number,is_domestic
BKG0000963,ATT0001953,USR001239,HTL0093,7860.19,0.1306,1026.26,15,False
BKG0000964,ATT0002500,USR000554,HTL0063,6239.05,0.1586,989.52,4,True
BKG0000965,ATT0004108,USR002903,HTL0021,9252.26,0.1192,1103.23,3,True
BKG0000966,ATT0000821,USR000402,HTL0101,15987.36,0.1304,2085.39,10,False
BKG0000967,ATT0000268,USR000579,HTL0104,18312.6,0.142,2600.18,2,False
BKG0000968,ATT0002246,USR000441,HTL0015,7037.55,0.1589,1118.13,1,True
BKG0000969,ATT0000646,USR002591,HTL0081,4342.14,0.1022,443.57,19,True
BKG0000970,ATT0001051,USR001292,HTL0021,3909.34,0.1298,507.6,15,True
BKG0000971,ATT0005904,USR002869,HTL0030,4534.98,0.1331,603.56,3,True
BKG0000972,ATT0004833,USR000265,HTL0101,7790.37,0.1001,779.88,17,False
BKG0000973,ATT0004898,USR000194,HTL0018,8291.05,0.1509,1250.85,4,True
BKG0000974,ATT0002282,USR000038,HTL0028,6069.36,0.1146,695.55,4,True
BKG0000975,ATT0005917,USR000258,HTL0061,4752.69,0.1182,561.73,22,True
BKG0000976,ATT0000892,USR002637,HTL0117,41258.35,0.1367,5639.87,1,False
BKG0000977,ATT0002606,USR003970,HTL0112,11488.32,0.1221,1402.68,4,False
BKG0000978,ATT0003591,USR001964,HTL0060,3791.91,0.1346,510.55,10,True
BKG0000979,ATT0000435,USR001374,HTL0106,21515.1,0.1232,2650.62,25,False
BKG0000980,ATT0001732,USR001984,HTL0073,5327.17,0.1078,574.36,25,True
BKG0000981,ATT0004143,USR003110,HTL0110,17232.17,0.0949,1634.92,26,False
BKG0000982,ATT0004806,USR001474,HTL0067,5017.82,0.112,562.2,12,True
BKG0000983,ATT0003665,USR001918,HTL0079,5568.75,0.1211,674.44,20,True
BKG0000984,ATT0002979,USR002876,HTL0050,2575.07,0.1265,325.8,3,True
BKG0000985,ATT0001983,USR002347,HTL0017,3319.99,0.1566,519.79,7,True
BKG0000986,ATT0000269,USR001439,HTL0114,38438.74,0.1409,5414.38,7,False
BKG0000987,ATT0004639,USR002917,HTL0119,8082.1,0.1318,1065.34,1,False
BKG0000988,ATT0001958,USR002415,HTL0004,4544.93,0.1382,628.21,7,True
BKG0000989,ATT0004348,USR000049,HTL0092,15464.14,0.1083,1674.54,26,False
BKG0000990,ATT0001384,USR002121,HTL0037,5695.23,0.1553,884.42,10,True
BKG0000991,ATT0004211,USR001871,HTL0103,13578.56,0.1083,1470.84,24,False
BKG0000992,ATT0004962,USR002625,HTL0037,2869.91,0.1152,330.62,2,True
BKG0000993,ATT0002396,USR001062,HTL0020,5733.3,0.1139,652.93,24,True
BKG0000994,ATT0000565,USR002532,HTL0097,18034.47,0.1411,2545.55,9,False
BKG0000995,ATT0003735,USR002533,HTL0062,9913.91,0.1483,1469.9,3,True
BKG0000996,ATT0002593,USR003374,HTL0042,5340.4,0.1567,836.65,11,True
BKG0000997,ATT0005985,USR002865,HTL0099,17782.18,0.1077,1915.55,20,False
BKG0000998,ATT0001416,USR001408,HTL0075,3572.28,0.1276,455.84,4,True
BKG0000999,ATT0001132,USR000552,HTL0113,36369.48,0.1345,4893.1,3,False
BKG0001000,ATT0000933,USR002636,HTL0062,7468.94,0.155,1157.76,9,True
BKG0001001,ATT0003589,USR001535,HTL0020,2197.86,0.159,349.46,13,True
BKG0001002,ATT0005305,USR000465,HTL0105,25067.61,0.1586,3974.76,15,False
BKG0001003,ATT0003810,USR002443,HTL0017,5843.15,0.1215,709.85,8,True
BKG0001004,ATT0002841,USR002566,HTL0023,3254.3,0.1348,438.83,5,True
BKG0001005,ATT0002428,USR003295,HTL0114,23767.83,0.1004,2385.79,22,False
BKG0001006,ATT0002836,USR003474,HTL0036,10526.26,0.1284,1351.56,6,True
BKG0001007,ATT0002845,USR001714,HTL0064,7165.02,0.0913,653.93,21,True
BKG0001008,ATT0000212,USR002396,HTL0041,6140.25,0.118,724.73,3,True
BKG0001009,ATT0005012,USR000504,HTL0110,8377.96,0.1059,887.08,22,False
BKG0001010,ATT0004579,USR000641,HTL0107,37502.71,0.1282,4809.17,14,False
BKG0001011,ATT0000762,USR001661,HTL0063,4334.04,0.1012,438.4,19,True
BKG0001012,ATT0001030,USR002997,HTL0040,3098.0,0.0992,307.36,16,True
BKG0001013,ATT0003361,USR002176,HTL0066,5180.98,0.1474,763.92,1,True
BKG0001014,ATT0002797,USR002644,HTL0046,7755.56,0.1247,967.33,12,True
BKG0001015,ATT0000300,USR003067,HTL0008,3931.95,0.1453,571.42,10,True
BKG0001016,ATT0005303,USR000067,HTL0060,3076.1,0.1284,395.07,13,True
BKG0001017,ATT0001013,USR002492,HTL0065,3949.57,0.1221,482.16,18,True
BKG0001018,ATT0000728,USR000337,HTL0079,3330.1,0.1184,394.16,3,True
BKG0001019,ATT0001903,USR001156,HTL0119,12573.03,0.0963,1210.84,24,False
BKG0001020,ATT0001803,USR002540,HTL0002,4076.79,0.144,586.99,3,True
BKG0001021,ATT0001177,USR000785,HTL0054,3683.21,0.1266,466.28,25,True
BKG0001022,ATT0003503,USR001437,HTL0089,14332.86,0.1171,1679.09,5,True
BKG0001023,ATT0002220,USR000746,HTL0099,14417.22,0.0929,1340.05,22,False
BKG0001024,ATT0004526,USR003868,HTL0077,7393.6,0.1567,1158.81,5,True
BKG0001025,ATT0004376,USR003211,HTL0113,17167.82,0.1159,1989.17,8,False
BKG0001026,ATT0002076,USR002014,HTL0072,12247.71,0.1,1224.95,23,True
BKG0001027,ATT0000296,USR001700,HTL0107,31381.52,0.1565,4910.41,9,False
BKG0001028,ATT0001339,USR002766,HTL0113,16391.44,0.1221,2001.67,18,False
BKG0001029,ATT0004029,USR000443,HTL0041,6500.71,0.1271,826.49,1,True
BKG0001030,ATT0005900,USR003136,HTL0026,5997.16,0.1577,945.91,13,True
BKG0001031,ATT0001299,USR003982,HTL0031,3335.27,0.1384,461.61,6,True
BKG0001032,ATT0000911,USR002732,HTL0085,7012.0,0.1136,796.65,3,True
BKG0001033,ATT0005339,USR001951,HTL0042,9616.26,0.1452,1395.83,8,True
BKG0001034,ATT0001382,USR001035,HTL0033,10709.37,0.1115,1194.0,19,True
BKG0001035,ATT0000983,USR002195,HTL0015,2290.54,0.1386,317.54,10,True
BKG0001036,ATT0002862,USR000501,HTL0045,3760.77,0.1597,600.61,3,True
BKG0001037,ATT0000248,USR003119,HTL0081,5698.71,0.0961,547.65,22,True
BKG0001038,ATT0003026,USR001424,HTL0065,3298.34,0.1428,471.13,12,True
BKG0001039,ATT0001826,USR000516,HTL0098,17773.09,0.1329,2362.7,13,False
BKG0001040,ATT0002268,USR001138,HTL0107,8064.03,0.1236,996.67,13,False
BKG0001041,ATT0003937,USR001191,HTL0094,10908.92,0.1447,1578.27,14,False
BKG0001042,ATT0001407,USR000911,HTL0072,6445.65,0.1167,752.39,16,True
BKG0001043,ATT0002612,USR002114,HTL0054,8044.07,0.1243,999.55,19,True
BKG0001044,ATT0000852,USR003802,HTL0041,4941.9,0.1252,618.5,22,True
BKG0001045,ATT0005102,USR003654,HTL0077,3157.27,0.1125,355.11,26,True
BKG0001046,ATT0003590,USR002844,HTL0059,4364.19,0.1263,551.1,14,True
BKG0001047,ATT0004904,USR002245,HTL0051,3386.45,0.1365,462.18,11,True
BKG0001048,ATT0003555,USR003094,HTL0021,9988.64,0.1044,1042.52,22,True
BKG0001049,ATT0000952,USR003998,HTL0094,9404.08,0.1239,1164.86,3,False
BKG0001050,ATT0003248,USR001922,HTL0111,7900.07,0.1121,885.31,20,False
BKG0001051,ATT0005487,USR000192,HTL0064,5594.84,0.1163,650.78,16,True
BKG0001052,ATT0002143,USR000500,HTL0090,2451.34,0.1395,342.03,15,True
BKG0001053,ATT0002672,USR001851,HTL0071,5595.25,0.1577,882.49,3,True
BKG0001054,ATT0001154,USR002674,HTL0079,6985.93,0.1019,712.18,16,True
BKG0001055,ATT0000990,USR002992,HTL0067,5083.2,0.1049,533.2,21,True
BKG0001056,ATT0003375,USR000605,HTL0045,6412.56,0.1434,919.45,4,True
BKG0001057,ATT0005906,USR002279,HTL0049,3009.19,0.14,421.34,6,True
BKG0001058,ATT0004024,USR000204,HTL0042,4661.17,0.1101,513.16,11,True
BKG0001059,ATT0004573,USR003278,HTL0090,7890.04,0.1256,991.1,5,True
BKG0001060,ATT0000073,USR001573,HTL0103,23137.14,0.1227,2838.65,5,False
BKG0001061,ATT0002075,USR000721,HTL0115,33504.94,0.152,5092.61,5,False
BKG0001062,ATT0001403,USR001976,HTL0075,3540.37,0.1533,542.78,10,True
BKG0001063,ATT0005329,USR003371,HTL0002,5665.8,0.1242,703.66,12,True
BKG0001064,ATT0001173,USR002492,HTL0086,4376.96,0.1151,503.8,6,True
BKG0001065,ATT0004263,USR001542,HTL0013,5145.17,0.0982,505.3,24,True
BKG0001066,ATT0005289,USR000246,HTL0087,5635.71,0.1188,669.68,15,True
BKG0001067,ATT0003187,USR003366,HTL0004,3748.38,0.1219,456.82,12,True
BKG0001068,ATT0003407,USR001275,HTL0086,4720.69,0.1217,574.66,12,True
BKG0001069,ATT0003711,USR001692,HTL0107,22912.43,0.1092,2501.89,20,False
BKG0001070,ATT0004091,USR001092,HTL0109,24552.2,0.126,3093.14,4,False
BKG0001071,ATT0001672,USR001991,HTL0086,10514.61,0.138,1450.92,13,True
BKG0001072,ATT0002789,USR001937,HTL0075,2488.41,0.1272,316.54,14,True
BKG0001073,ATT0005706,USR003609,HTL0081,5846.35,0.1507,881.24,14,True
BKG0001074,ATT0003610,USR003374,HTL0118,16506.85,0.1575,2600.48,14,False
BKG0001075,ATT0003750,USR000704,HTL0101,42552.93,0.1062,4517.28,19,False
BKG0001076,ATT0001829,USR002494,HTL0107,32467.35,0.1125,3651.71,5,False
BKG0001077,ATT0004120,USR002733,HTL0106,29888.38,0.0996,2976.38,25,False
BKG0001078,ATT0005624,USR002987,HTL0065,3983.2,0.1151,458.44,11,True
BKG0001079,ATT0001621,USR001014,HTL0100,33664.73,0.1272,4283.44,7,False
BKG0001080,ATT0005537,USR002523,HTL0036,5360.98,0.1423,762.63,13,True
BKG0001081,ATT0005237,USR002134,HTL0065,3410.44,0.1108,377.73,24,True
BKG0001082,ATT0005397,USR001427,HTL0073,6537.32,0.1221,798.49,11,True
BKG0001083,ATT0005391,USR001600,HTL0061,2110.71,0.1484,313.15,1,True
BKG0001084,ATT0004485,USR001715,HTL0007,5377.01,0.0953,512.21,26,True
BKG0001085,ATT0005744,USR001082,HTL0112,22173.81,0.0991,2198.04,22,False
BKG0001086,ATT0005430,USR003989,HTL0116,9318.14,0.117,1090.61,25,False
BKG0001087,ATT0005872,USR003993,HTL0058,7796.35,0.1199,934.48,11,True
BKG0001088,ATT0003298,USR002849,HTL0103,13789.56,0.1439,1984.84,9,False
BKG0001089,ATT0003862,USR003887,HTL0110,11068.0,0.1588,1758.12,9,False
BKG0001090,ATT0002207,USR003906,HTL0073,8779.09,0.1233,1082.06,17,True
BKG0001091,ATT0002760,USR000904,HTL0021,7288.18,0.118,860.01,9,True
BKG0001092,ATT0002709,USR003232,HTL0015,3458.05,0.136,470.38,5,True
BKG0001093,ATT0005172,USR002950,HTL0004,9101.06,0.1311,1193.3,6,True
BKG0001094,ATT0003523,USR001495,HTL0115,18905.35,0.1596,3016.98,6,False
BKG0001095,ATT0001772,USR001490,HTL0047,9345.38,0.1582,1478.63,15,True
BKG0001096,ATT0001332,USR002738,HTL0077,5417.81,0.0951,515.15,26,True
BKG0001097,ATT0001408,USR001079,HTL0087,3971.05,0.1554,617.25,12,True
BKG0001098,ATT0001514,USR001535,HTL0062,4387.66,0.1197,525.08,10,True
BKG0001099,ATT0004483,USR002184,HTL0022,4298.7,0.1028,441.81,23,True
BKG0001100,ATT0003746,USR002253,HTL0063,5911.72,0.1277,754.75,2,True
BKG0001101,ATT0002754,USR001697,HTL0112,14804.44,0.1243,1840.8,10,False
BKG0001102,ATT0000320,USR001791,HTL0091,22099.53,0.1527,3373.76,6,False
BKG0001103,ATT0003392,USR000090,HTL0011,7713.67,0.1265,975.75,4,True
BKG0001104,ATT0000095,USR000688,HTL0045,7636.93,0.1227,936.82,24,True
BKG0001105,ATT0004889,USR003903,HTL0038,2674.46,0.1597,427.16,7,True
BKG0001106,ATT0003834,USR000474,HTL0052,4784.16,0.152,727.37,13,True
BKG0001107,ATT0005841,USR001391,HTL0114,11949.17,0.1038,1240.87,23,False
BKG0001108,ATT0002839,USR001187,HTL0089,2086.14,0.1456,303.66,15,True
BKG0001109,ATT0001187,USR000777,HTL0028,6734.55,0.1367,920.59,1,True
BKG0001110,ATT0003717,USR003500,HTL0100,11936.39,0.1493,1782.41,3,False
BKG0001111,ATT0005198,USR000365,HTL0066,5178.91,0.1177,609.32,10,True
BKG0001112,ATT0001633,USR000008,HTL0042,3369.99,0.1419,478.22,2,True
BKG0001113,ATT0004818,USR002671,HTL0102,13392.75,0.1209,1619.81,20,False
BKG0001114,ATT0003172,USR000441,HTL0014,3165.79,0.1481,468.73,11,True
BKG0001115,ATT0002927,USR000428,HTL0095,20627.03,0.1582,3262.78,10,False
BKG0001116,ATT0003008,USR000829,HTL0081,14513.02,0.0923,1340.08,16,True
BKG0001117,ATT0000913,USR003490,HTL0059,7421.53,0.1273,944.68,6,True
BKG0001118,ATT0003440,USR000844,HTL0093,11210.06,0.1091,1222.59,19,False
BKG0001119,ATT0002383,USR003500,HTL0099,12725.5,0.1255,1596.9,11,False
BKG0001120,ATT0001427,USR001959,HTL0099,29522.38,0.1255,3704.75,5,False
BKG0001121,ATT0001635,USR003193,HTL0028,7761.34,0.1188,922.1,13,True
BKG0001122,ATT0000282,USR000689,HTL0096,14258.2,0.1506,2147.96,15,False
BKG0001123,ATT0005244,USR001659,HTL0105,15999.44,0.1554,2486.37,9,False
BKG0001124,ATT0003422,USR003946,HTL0093,18287.78,0.1141,2086.94,1,False
BKG0001125,ATT0003960,USR001521,HTL0001,4566.85,0.1177,537.72,6,True
BKG0001126,ATT0002181,USR001771,HTL0056,2952.28,0.1214,358.47,14,True
BKG0001127,ATT0005724,USR003412,HTL0013,5146.88,0.1104,568.01,23,True
BKG0001128,ATT0002128,USR003906,HTL0014,7942.71,0.1216,966.21,23,True
BKG0001129,ATT0000338,USR000020,HTL0107,12028.07,0.1136,1366.06,14,False
BKG0001130,ATT0003666,USR001873,HTL0062,5053.63,0.1418,716.81,5,True
BKG0001131,ATT0000831,USR001038,HTL0060,6282.77,0.1175,738.02,7,True
BKG0001132,ATT0001723,USR000134,HTL0038,5453.27,0.1586,864.74,14,True
BKG0001133,ATT0004117,USR003760,HTL0016,5853.18,0.126,737.21,26,True
BKG0001134,ATT0001082,USR003675,HTL0090,2437.7,0.1575,383.89,9,True
BKG0001135,ATT0002877,USR001052,HTL0020,4752.78,0.1153,548.03,6,True
BKG0001136,ATT0002317,USR003087,HTL0005,3650.76,0.1344,490.67,10,True
BKG0001137,ATT0002527,USR003412,HTL0021,3975.71,0.0966,384.09,23,True
BKG0001138,ATT0005425,USR001098,HTL0120,14730.73,0.14,2062.56,15,False
BKG0001139,ATT0002830,USR002172,HTL0057,5508.18,0.1216,670.0,6,True
BKG0001140,ATT0001573,USR001464,HTL0016,6061.14,0.1485,900.27,15,True
BKG0001141,ATT0000316,USR003792,HTL0120,10724.77,0.1158,1241.5,18,False
BKG0001142,ATT0002931,USR000869,HTL0010,4720.32,0.1386,654.14,2,True
BKG0001143,ATT0000878,USR000023,HTL0065,6041.65,0.123,743.18,25,True
BKG0001144,ATT0000471,USR002122,HTL0112,31307.9,0.135,4226.99,15,False
BKG0001145,ATT0000938,USR000392,HTL0040,10463.75,0.1008,1054.68,26,True
BKG0001146,ATT0000349,USR000508,HTL0071,6780.26,0.141,956.26,2,True
BKG0001147,ATT0003084,USR001033,HTL0110,7975.25,0.1283,1023.09,25,False
BKG0001148,ATT0004407,USR003643,HTL0004,5733.62,0.1401,803.04,12,True
BKG0001149,ATT0004792,USR001533,HTL0082,10256.64,0.1152,1181.41,23,True
BKG0001150,ATT0005670,USR002408,HTL0108,24009.56,0.1567,3763.2,5,False
BKG0001151,ATT0000166,USR003292,HTL0084,5287.89,0.1358,717.9,7,True
BKG0001152,ATT0003483,USR002082,HTL0031,5807.37,0.1598,928.12,15,True
BKG0001153,ATT0001647,USR001622,HTL0025,8201.97,0.118,967.69,7,True
BKG0001154,ATT0004061,USR001608,HTL0087,6546.61,0.1115,729.83,19,True
BKG0001155,ATT0003482,USR002023,HTL0005,2332.19,0.1206,281.37,15,True
BKG0001156,ATT0005661,USR001332,HTL0063,4253.66,0.1327,564.32,9,True
BKG0001157,ATT0001952,USR002777,HTL0098,18701.54,0.0968,1810.74,17,False
BKG0001158,ATT0000730,USR003558,HTL0056,2905.61,0.0989,287.37,20,True
BKG0001159,ATT0003484,USR000736,HTL0069,2927.24,0.1205,352.85,4,True
BKG0001160,ATT0005733,USR000137,HTL0021,6589.56,0.126,830.29,15,True
BKG0001161,ATT0002774,USR003871,HTL0095,8261.58,0.0954,788.02,24,False
BKG0001162,ATT0001776,USR001063,HTL0054,5100.74,0.1224,624.2,20,True
BKG0001163,ATT0004054,USR000498,HTL0097,13045.11,0.0988,1289.21,18,False
BKG0001164,ATT0000553,USR001560,HTL0007,3623.25,0.1067,386.47,19,True
BKG0001165,ATT0000201,USR002281,HTL0069,2457.89,0.1108,272.34,1,True
BKG0001166,ATT0001714,USR003693,HTL0069,7530.37,0.1152,867.83,2,True
BKG0001167,ATT0001742,USR002487,HTL0075,7112.75,0.1548,1101.15,14,True
BKG0001168,ATT0003649,USR002611,HTL0110,20797.6,0.1235,2568.22,25,False
BKG0001169,ATT0001597,USR000581,HTL0101,8751.4,0.1236,1082.0,17,False
BKG0001170,ATT0004947,USR001864,HTL0072,6027.36,0.1306,786.98,12,True
BKG0001171,ATT0000034,USR000207,HTL0086,4240.63,0.1171,496.48,12,True
BKG0001172,ATT0002640,USR001414,HTL0102,22699.99,0.1154,2619.46,14,False
BKG0001173,ATT0004104,USR003345,HTL0002,4664.39,0.1142,532.79,18,True
BKG0001174,ATT0002243,USR003822,HTL0092,15877.11,0.1231,1954.91,23,False
BKG0001175,ATT0001080,USR000333,HTL0012,4635.62,0.126,584.11,24,True
BKG0001176,ATT0000644,USR003923,HTL0051,6596.47,0.1015,669.87,25,True
BKG0001177,ATT0003316,USR000999,HTL0003,4444.35,0.1028,457.06,25,True
BKG0001178,ATT0000713,USR002472,HTL0071,6839.46,0.115,786.84,10,True
BKG0001179,ATT0001616,USR001138,HTL0057,3341.47,0.121,404.24,20,True
BKG0001180,ATT0000135,USR001140,HTL0050,2572.58,0.1238,318.45,3,True
BKG0001181,ATT0000420,USR001943,HTL0101,8535.09,0.134,1144.1,3,False
BKG0001182,ATT0001895,USR000162,HTL0091,33110.52,0.1564,5179.97,5,False
BKG0001183,ATT0003659,USR000211,HTL0095,18059.15,0.1476,2665.73,4,False
BKG0001184,ATT0005878,USR003369,HTL0104,47873.12,0.0921,4409.57,18,False
BKG0001185,ATT0005684,USR003338,HTL0038,6899.25,0.1104,761.73,13,True
BKG0001186,ATT0004015,USR000188,HTL0052,6496.56,0.1215,789.31,17,True
BKG0001187,ATT0001323,USR003554,HTL0098,29344.8,0.1121,3289.55,19,False
BKG0001188,ATT0000828,USR001828,HTL0104,12641.26,0.146,1845.84,10,False
BKG0001189,ATT0004843,USR000482,HTL0107,53551.34,0.0963,5155.53,26,False
BKG0001190,ATT0002276,USR002332,HTL0107,20701.53,0.1249,2585.25,21,False
BKG0001191,ATT0002699,USR001075,HTL0093,15513.94,0.1209,1876.15,26,False
BKG0001192,ATT0004641,USR002058,HTL0111,28185.32,0.1545,4355.81,5,False
BKG0001193,ATT0004714,USR002534,HTL0012,5903.22,0.1271,750.03,15,True
BKG0001194,ATT0004153,USR003348,HTL0056,5708.23,0.1238,706.59,6,True
BKG0001195,ATT0003705,USR002146,HTL0104,10649.79,0.0961,1023.12,18,False
BKG0001196,ATT0005898,USR000054,HTL0097,20202.79,0.1272,2569.87,19,False
BKG0001197,ATT0005085,USR001655,HTL0041,4155.01,0.0971,403.34,21,True
BKG0001198,ATT0002334,USR003058,HTL0033,6517.0,0.0948,617.63,26,True
BKG0001199,ATT0002016,USR002532,HTL0074,6314.61,0.1196,755.44,13,True
BKG0001200,ATT0005852,USR000487,HTL0032,6018.12,0.1209,727.32,24,True
BKG0001201,ATT0002142,USR002061,HTL0014,2875.19,0.1545,444.15,8,True
BKG0001202,ATT0001429,USR000243,HTL0003,3665.93,0.1505,551.89,8,True
BKG0001203,ATT0005752,USR001650,HTL0097,11281.56,0.1382,1558.68,15,False
BKG0001204,ATT0003984,USR001752,HTL0114,63901.69,0.1597,10204.73,8,False
BKG0001205,ATT0004085,USR002016,HTL0068,4598.04,0.1134,521.61,14,True
BKG0001206,ATT0003079,USR001925,HTL0056,6023.65,0.1534,923.78,9,True
BKG0001207,ATT0001358,USR003219,HTL0034,6522.07,0.1071,698.57,18,True
BKG0001208,ATT0004207,USR003184,HTL0110,8645.67,0.1328,1147.77,12,False
BKG0001209,ATT0001061,USR003038,HTL0090,6748.84,0.1164,785.43,2,True
BKG0001210,ATT0002287,USR001290,HTL0059,4347.59,0.1117,485.5,5,True
BKG0001211,ATT0000635,USR000596,HTL0111,27808.03,0.1258,3499.12,5,False
BKG0001212,ATT0001222,USR002164,HTL0034,10183.78,0.097,987.77,16,True
BKG0001213,ATT0004307,USR003876,HTL0117,15195.31,0.1342,2038.71,9,False
BKG0001214,ATT0005503,USR000147,HTL0007,5695.92,0.0959,546.2,16,True
BKG0001215,ATT0002102,USR000308,HTL0041,7463.01,0.0955,712.85,23,True
BKG0001216,ATT0005153,USR002537,HTL0072,6046.39,0.1538,930.23,2,True
BKG0001217,ATT0002407,USR003929,HTL0015,12718.52,0.1561,1984.91,13,True
BKG0001218,ATT0003756,USR003194,HTL0022,8747.34,0.1582,1383.92,12,True
BKG0001219,ATT0000407,USR001476,HTL0114,18523.15,0.1172,2171.29,17,False
BKG0001220,ATT0002552,USR000520,HTL0112,8240.6,0.1208,995.8,18,False
BKG0001221,ATT0000811,USR000894,HTL0062,6080.58,0.1518,922.97,14,True
BKG0001222,ATT0000812,USR003735,HTL0119,12738.29,0.1429,1820.89,12,False
BKG0001223,ATT0002735,USR003240,HTL0015,6213.92,0.1265,786.14,4,True
BKG0001224,ATT0000533,USR003471,HTL0092,35083.46,0.1178,4133.51,6,False
BKG0001225,ATT0005229,USR003587,HTL0088,6157.05,0.0995,612.57,26,True
BKG0001226,ATT0003068,USR002240,HTL0112,37253.28,0.1236,4605.12,23,False
BKG0001227,ATT0004619,USR002663,HTL0058,3829.72,0.1448,554.56,15,True
BKG0001228,ATT0005583,USR000166,HTL0053,2118.64,0.1328,281.33,3,True
BKG0001229,ATT0001007,USR002620,HTL0081,4797.47,0.1115,534.78,2,True
BKG0001230,ATT0005414,USR003481,HTL0101,24154.8,0.1233,2978.53,7,False
BKG0001231,ATT0005575,USR003480,HTL0075,8299.27,0.1464,1215.39,6,True
BKG0001232,ATT0005546,USR000547,HTL0080,5425.95,0.1356,735.86,13,True
BKG0001233,ATT0002473,USR002468,HTL0007,7012.82,0.1318,924.13,9,True
BKG0001234,ATT0005502,USR000352,HTL0054,4237.96,0.1257,532.64,9,True
BKG0001235,ATT0004278,USR002190,HTL0016,3441.61,0.1403,483.02,9,True
BKG0001236,ATT0004620,USR001317,HTL0015,4777.23,0.1583,756.33,12,True
BKG0001237,ATT0000259,USR001530,HTL0009,8187.15,0.126,1031.95,20,True
BKG0001238,ATT0005559,USR002273,HTL0073,7591.77,0.1115,846.67,11,True
BKG0001239,ATT0001461,USR002931,HTL0083,4894.99,0.134,656.16,5,True
BKG0001240,ATT0001434,USR001356,HTL0056,5382.75,0.1265,680.78,4,True
BKG0001241,ATT0000717,USR001094,HTL0038,7896.56,0.1355,1070.22,14,True
BKG0001242,ATT0003213,USR000166,HTL0043,7392.08,0.1403,1037.19,8,True
BKG0001243,ATT0000502,USR002941,HTL0029,11693.98,0.12,1403.29,10,True
BKG0001244,ATT0002350,USR002005,HTL0040,5829.84,0.1491,869.1,8,True
BKG0001245,ATT0003336,USR003604,HTL0044,5288.61,0.109,576.47,24,True
BKG0001246,ATT0002424,USR002282,HTL0029,4012.55,0.1596,640.4,14,True
BKG0001247,ATT0000562,USR000871,HTL0119,8191.86,0.1113,911.4,1,False
BKG0001248,ATT0005159,USR003659,HTL0037,4788.65,0.0976,467.32,20,True
BKG0001249,ATT0004476,USR003810,HTL0054,3975.65,0.1445,574.41,8,True
BKG0001250,ATT0003236,USR000099,HTL0057,3361.03,0.1178,395.95,22,True
BKG0001251,ATT0005662,USR003668,HTL0077,8642.81,0.1391,1202.3,8,True
BKG0001252,ATT0001198,USR001666,HTL0031,4888.39,0.1289,630.01,25,True
BKG0001253,ATT0003973,USR003540,HTL0120,17293.94,0.1308,2261.46,15,False
BKG0001254,ATT0005350,USR001213,HTL0020,2622.28,0.1309,343.13,6,True
BKG0001255,ATT0004672,USR002102,HTL0018,4479.01,0.1555,696.59,10,True
BKG0001256,ATT0000775,USR000928,HTL0053,1886.77,0.1369,258.34,9,True
BKG0001257,ATT0001864,USR003751,HTL0041,3715.43,0.1041,386.96,18,True
BKG0001258,ATT0002151,USR002337,HTL0118,15809.42,0.1459,2307.34,8,False
BKG0001259,ATT0000666,USR000669,HTL0104,40603.3,0.1148,4660.72,16,False
BKG0001260,ATT0001886,USR001082,HTL0097,17854.15,0.1253,2237.49,10,False
BKG0001261,ATT0000558,USR002183,HTL0054,4235.63,0.1249,529.02,9,True
BKG0001262,ATT0002993,USR002604,HTL0117,17593.92,0.1058,1861.87,22,False
BKG0001263,ATT0000412,USR003761,HTL0097,24503.36,0.1136,2783.12,14,False
BKG0001264,ATT0003904,USR003657,HTL0019,9883.99,0.1571,1553.08,7,True
BKG0001265,ATT0004461,USR002754,HTL0039,5296.05,0.1192,631.03,14,True
BKG0001266,ATT0002404,USR002465,HTL0071,5254.97,0.0978,513.69,21,True
BKG0001267,ATT0000624,USR001031,HTL0078,5649.14,0.1159,654.63,18,True
BKG0001268,ATT0004047,USR001618,HTL0042,3173.2,0.1462,463.96,14,True
BKG0001269,ATT0005495,USR001776,HTL0039,6395.6,0.1468,939.14,11,True
BKG0001270,ATT0003627,USR000048,HTL0063,5306.03,0.1288,683.17,6,True
BKG0001271,ATT0001304,USR002832,HTL0049,5247.1,0.1249,655.54,21,True
BKG0001272,ATT0002732,USR000222,HTL0093,8196.08,0.1372,1124.5,15,False
BKG0001273,ATT0002738,USR000048,HTL0023,5297.86,0.1319,698.94,6,True
BKG0001274,ATT0003085,USR001495,HTL0046,5435.71,0.1224,665.41,26,True
BKG0001275,ATT0002195,USR001787,HTL0014,6538.98,0.1222,798.92,5,True
BKG0001276,ATT0004059,USR000740,HTL0006,4163.13,0.153,637.0,12,True
BKG0001277,ATT0004045,USR003650,HTL0068,7257.74,0.1369,993.89,5,True
BKG0001278,ATT0002439,USR000697,HTL0037,5490.9,0.155,851.11,9,True
BKG0001279,ATT0005646,USR000270,HTL0023,6425.02,0.0981,630.07,17,True
BKG0001280,ATT0001317,USR002057,HTL0118,28164.23,0.1568,4416.24,11,False
BKG0001281,ATT0002304,USR001971,HTL0034,4740.02,0.1444,684.43,1,True
BKG0001282,ATT0000122,USR003827,HTL0035,11532.6,0.1147,1323.17,25,True
BKG0001283,ATT0001432,USR001281,HTL0106,19245.31,0.1069,2056.99,17,False
BKG0001284,ATT0000301,USR001058,HTL0055,7006.26,0.1578,1105.7,8,True
