session_id,user_id,session_start,session_end,week_number,channel
SES0003071,USR000734,2024-06-05 21:41:00,2024-06-05 22:16:12,23,organic
SES0003072,USR003729,2024-02-13 21:57:00,2024-02-13 22:27:24,7,direct
SES0003073,USR000601,2024-06-03 15:23:00,2024-06-03 15:51:24,23,referral
SES0003074,USR000705,2024-01-10 09:35:00,2024-01-10 09:57:18,2,referral
SES0003075,USR001954,2024-05-04 10:45:00,2024-05-04 11:06:50,18,organic
SES0003076,USR001610,2024-02-09 13:26:00,2024-02-09 13:36:56,6,organic
SES0003077,USR001796,2024-02-03 19:00:00,,5,paid
SES0003078,USR002170,2024-06-22 10:09:00,2024-06-22 10:39:12,25,direct
SES0003079,USR000997,2024-02-07 20:40:00,2024-02-07 20:43:28,6,organic
SES0003080,USR000891,2024-01-18 10:18:00,2024-01-18 10:21:28,3,paid
SES0003081,USR003273,2024-05-26 10:00:00,2024-05-26 10:04:12,21,direct
SES0003082,USR001716,2024-04-11 20:22:00,2024-04-11 20:45:03,15,referral
SES0003083,USR001936,2024-06-12 15:02:00,,24,organic
SES0003084,USR000568,2024-01-26 16:54:00,,4,direct
SES0003085,USR000815,2024-03-16 23:46:00,2024-03-17 00:07:21,11,direct
SES0003086,USR001953,2024-02-03 13:51:00,2024-02-03 13:52:17,5,organic
SES0003087,USR001641,2024-03-27 13:52:00,2024-03-27 14:01:54,13,paid
SES0003088,USR002258,2024-03-23 22:43:00,,12,organic
SES0003089,USR003509,2024-04-07 14:10:00,2024-04-07 14:18:26,14,paid
SES0003090,USR003326,2024-03-21 19:52:00,2024-03-21 20:20:17,12,paid
SES0003091,USR000803,2024-06-10 09:47:00,,24,organic
SES0003092,USR000767,2024-01-26 20:48:00,2024-01-26 20:53:29,4,organic
SES0003093,USR002871,2024-04-21 23:05:00,2024-04-21 23:20:34,16,paid
SES0003094,USR002970,2024-04-10 08:40:00,2024-04-10 08:51:01,15,organic
SES0003095,USR003118,2024-02-19 21:17:00,,8,direct
SES0003096,USR001049,2024-04-11 21:58:00,2024-04-11 22:16:33,15,direct
SES0003097,USR002665,2024-03-17 17:48:00,2024-03-17 18:17:15,11,paid
SES0003098,USR002648,2024-06-27 19:03:00,2024-06-27 19:25:50,26,paid
SES0003099,USR002807,2024-05-22 23:56:00,2024-05-23 00:30:28,21,organic
SES0003100,USR002175,2024-06-05 10:05:00,,23,organic
SES0003101,USR001776,2024-05-10 19:44:00,2024-05-10 20:09:03,19,direct
SES0003102,USR002529,2024-01-14 23:21:00,2024-01-14 23:46:31,2,paid
SES0003103,USR001447,2024-03-15 23:59:00,2024-03-16 00:21:36,11,organic
SES0003104,USR002198,2024-04-20 13:03:00,2024-04-20 13:21:46,16,paid
SES0003105,USR002677,2024-04-06 19:56:00,2024-04-06 20:19:03,14,organic
SES0003106,USR000395,2024-06-23 13:48:00,,25,organic
SES0003107,USR001591,2024-03-31 11:25:00,2024-03-31 11:44:41,13,direct
SES0003108,USR001111,2024-04-08 15:40:00,2024-04-08 15:50:08,15,direct
SES0003109,USR002075,2024-02-22 22:45:00,2024-02-22 23:05:03,8,organic
SES0003110,USR001904,2024-03-03 17:14:00,2024-03-03 17:30:33,9,direct
SES0003111,USR002785,2024-03-05 17:22:00,2024-03-05 17:54:10,10,organic
SES0003112,USR000109,2024-05-16 17:56:00,2024-05-16 18:00:40,20,direct
SES0003113,USR002960,2024-03-17 23:29:00,2024-03-17 23:38:50,11,organic
SES0003114,USR003118,2024-03-23 20:46:00,2024-03-23 21:05:42,12,paid
SES0003115,USR003522,2024-06-20 12:50:00,2024-06-20 13:25:48,25,paid
SES0003116,USR003559,2024-03-24 17:06:00,2024-03-24 17:45:25,12,organic
SES0003117,USR002914,2024-02-29 22:40:00,,9,organic
SES0003118,USR001733,2024-05-17 22:35:00,2024-05-17 22:55:54,20,referral
SES0003119,USR003762,2024-04-23 13:37:00,2024-04-23 14:16:54,17,direct
SES0003120,USR000593,2024-05-16 16:08:00,,20,organic
SES0003121,USR000510,2024-02-13 21:22:00,2024-02-13 21:57:32,7,organic
SES0003122,USR002596,2024-05-03 23:49:00,2024-05-03 23:53:26,18,organic
SES0003123,USR001392,2024-01-28 13:18:00,2024-01-28 13:54:12,4,organic
SES0003124,USR000241,2024-01-29 18:41:00,2024-01-29 19:06:49,5,referral
SES0003125,USR001072,2024-06-21 10:23:00,2024-06-21 11:00:05,25,paid
SES0003126,USR000595,2024-05-28 16:43:00,2024-05-28 17:07:56,22,paid
SES0003127,USR003558,2024-02-07 11:41:00,2024-02-07 11:52:03,6,paid
SES0003128,USR003408,2024-02-06 17:13:00,2024-02-06 17:32:06,6,organic
SES0003129,USR002871,2024-01-06 22:44:00,2024-01-06 22:46:49,1,direct
SES0003130,USR001505,2024-05-06 21:54:00,,19,paid
SES0003131,USR000564,2024-01-13 15:37:00,2024-01-13 16:00:26,2,organic
SES0003132,USR003228,2024-01-31 15:20:00,2024-01-31 15:51:42,5,organic
SES0003133,USR002788,2024-02-25 16:54:00,2024-02-25 17:17:15,8,organic
SES0003134,USR000592,2024-02-17 23:13:00,2024-02-17 23:22:25,7,paid
SES0003135,USR003467,2024-06-25 10:40:00,2024-06-25 10:47:52,26,organic
SES0003136,USR002853,2024-02-27 20:19:00,,9,paid
SES0003137,USR002004,2024-04-06 10:20:00,2024-04-06 10:38:28,14,direct
SES0003138,USR001463,2024-04-11 14:49:00,2024-04-11 15:21:42,15,organic
SES0003139,USR003817,2024-06-13 09:31:00,2024-06-13 09:35:58,24,direct
SES0003140,USR000521,2024-05-20 22:01:00,2024-05-20 22:27:19,21,paid
SES0003141,USR000257,2024-05-11 08:40:00,2024-05-11 09:08:27,19,referral
SES0003142,USR000570,2024-01-25 14:11:00,2024-01-25 14:42:17,4,paid
SES0003143,USR001155,2024-04-03 14:08:00,2024-04-03 14:38:10,14,direct
SES0003144,USR000574,2024-04-23 08:49:00,2024-04-23 09:23:51,17,organic
SES0003145,USR000851,2024-01-29 16:47:00,,5,paid
SES0003146,USR000459,2024-05-24 15:28:00,2024-05-24 16:04:18,21,paid
SES0003147,USR000089,2024-04-27 18:10:00,2024-04-27 18:24:01,17,direct
SES0003148,USR002659,2024-04-26 21:53:00,2024-04-26 22:07:19,17,paid
SES0003149,USR003353,2024-04-28 11:51:00,2024-04-28 12:27:26,17,paid
SES0003150,USR001001,2024-04-17 16:06:00,2024-04-17 16:44:13,16,organic
SES0003151,USR003428,2024-04-12 19:28:00,2024-04-12 20:07:49,15,paid
SES0003152,USR000189,2024-04-30 20:51:00,2024-04-30 21:02:01,18,organic
SES0003153,USR002141,2024-04-08 11:26:00,,15,organic
SES0003154,USR000940,2024-02-09 18:10:00,2024-02-09 18:43:52,6,paid
SES0003155,USR000910,2024-05-16 23:06:00,2024-05-16 23:31:39,20,direct
SES0003156,USR000432,2024-01-06 15:12:00,,1,direct
SES0003157,USR003127,2024-02-17 22:36:00,,7,direct
SES0003158,USR002682,2024-03-30 14:41:00,2024-03-30 15:02:23,13,referral
SES0003159,USR001342,2024-03-20 20:56:00,2024-03-20 21:01:20,12,organic
SES0003160,USR003837,2024-05-16 11:54:00,2024-05-16 12:26:43,20,direct
SES0003161,USR003106,2024-05-18 09:09:00,2024-05-18 09:17:41,20,organic
SES0003162,USR002813,2024-05-19 08:50:00,2024-05-19 08:53:57,20,paid
SES0003163,USR000015,2024-01-12 21:19:00,2024-01-12 21:58:26,2,organic
SES0003164,USR001539,2024-03-10 22:03:00,2024-03-10 22:04:20,10,organic
SES0003165,USR002621,2024-02-10 12:20:00,2024-02-10 12:36:31,6,direct
SES0003166,USR001017,2024-02-03 09:55:00,2024-02-03 10:24:47,5,paid
SES0003167,USR002420,2024-03-08 08:21:00,2024-03-08 08:36:43,10,direct
SES0003168,USR001663,2024-04-14 20:38:00,2024-04-14 20:53:12,15,organic
SES0003169,USR001363,2024-02-09 22:40:00,2024-02-09 22:52:27,6,organic
SES0003170,USR003616,2024-01-18 17:43:00,2024-01-18 18:10:16,3,organic
SES0003171,USR001492,2024-03-05 20:58:00,2024-03-05 21:34:11,10,organic
SES0003172,USR002805,2024-01-11 18:12:00,,2,organic
SES0003173,USR001396,2024-05-29 13:42:00,2024-05-29 14:00:45,22,organic
SES0003174,USR001882,2024-02-20 23:08:00,2024-02-20 23:10:47,8,paid
SES0003175,USR000321,2024-06-13 14:46:00,2024-06-13 14:53:37,24,paid
SES0003176,USR002873,2024-06-15 17:16:00,2024-06-15 17:35:16,24,referral
SES0003177,USR002651,2024-04-21 11:37:00,2024-04-21 12:16:32,16,organic
SES0003178,USR000665,2024-01-03 18:43:00,2024-01-03 19:10:14,1,organic
SES0003179,USR002039,2024-03-13 14:35:00,,11,organic
SES0003180,USR001413,2024-05-10 12:49:00,2024-05-10 13:23:39,19,paid
SES0003181,USR003936,2024-06-22 10:54:00,2024-06-22 11:19:13,25,direct
SES0003182,USR002297,2024-06-04 21:33:00,,23,direct
SES0003183,USR003555,2024-04-25 09:20:00,2024-04-25 09:28:29,17,organic
SES0003184,USR002116,2024-04-30 19:05:00,2024-04-30 19:14:05,18,organic
SES0003185,USR002911,2024-04-16 10:41:00,2024-04-16 11:18:16,16,direct
SES0003186,USR001048,2024-04-23 08:30:00,2024-04-23 08:55:14,17,paid
SES0003187,USR003139,2024-01-10 16:53:00,2024-01-10 17:19:28,2,referral
SES0003188,USR002775,2024-03-18 21:51:00,2024-03-18 22:19:28,12,organic
SES0003189,USR001992,2024-05-11 20:50:00,2024-05-11 20:51:39,19,direct
SES0003190,USR003977,2024-02-03 18:03:00,2024-02-03 18:22:27,5,direct
SES0003191,USR001725,2024-03-25 10:00:00,2024-03-25 10:13:39,13,organic
SES0003192,USR000483,2024-03-27 18:29:00,2024-03-27 18:55:50,13,direct
SES0003193,USR002404,2024-02-22 19:26:00,2024-02-22 19:53:57,8,organic
SES0003194,USR002138,2024-02-15 14:46:00,2024-02-15 14:56:30,7,paid
SES0003195,USR001127,2024-06-06 23:19:00,2024-06-06 23:25:42,23,direct
SES0003196,USR000018,2024-06-26 08:27:00,2024-06-26 09:03:28,26,paid
SES0003197,USR002237,2024-02-05 12:15:00,,6,organic
SES0003198,USR003108,2024-06-16 17:57:00,2024-06-16 18:27:05,24,paid
SES0003199,USR000067,2024-04-23 11:19:00,2024-04-23 11:53:07,17,paid
SES0003200,USR002631,2024-03-17 21:53:00,2024-03-17 22:00:40,11,organic
SES0003201,USR002334,2024-06-02 18:14:00,2024-06-02 18:46:35,22,paid
SES0003202,USR003522,2024-06-30 08:20:00,2024-06-30 08:34:54,26,paid
SES0003203,USR000741,2024-02-18 17:10:00,2024-02-18 17:48:04,7,direct
SES0003204,USR002701,2024-04-04 10:40:00,,14,organic
SES0003205,USR003863,2024-06-11 09:59:00,,24,paid
SES0003206,USR000112,2024-01-21 09:30:00,2024-01-21 09:38:36,3,organic
SES0003207,USR002272,2024-03-04 21:25:00,2024-03-04 21:34:18,10,organic
SES0003208,USR002612,2024-01-22 15:27:00,,4,paid
SES0003209,USR000976,2024-05-03 09:17:00,,18,paid
SES0003210,USR001507,2024-04-13 23:28:00,2024-04-13 23:58:24,15,organic
SES0003211,USR002430,2024-05-27 17:26:00,,22,organic
SES0003212,USR003937,2024-05-31 20:43:00,2024-05-31 20:47:19,22,referral
SES0003213,USR000017,2024-03-20 21:52:00,2024-03-20 21:57:43,12,organic
SES0003214,USR000381,2024-03-19 15:01:00,2024-03-19 15:37:01,12,paid
SES0003215,USR003865,2024-01-25 17:45:00,2024-01-25 18:18:01,4,referral
SES0003216,USR002406,2024-03-29 12:16:00,2024-03-29 12:31:47,13,paid
SES0003217,USR002525,2024-03-01 20:33:00,2024-03-01 21:00:44,9,paid
SES0003218,USR000739,2024-05-23 13:28:00,2024-05-23 13:46:18,21,organic
SES0003219,USR002115,2024-01-02 15:00:00,2024-01-02 15:03:26,1,organic
SES0003220,USR000654,2024-01-18 10:57:00,2024-01-18 11:20:08,3,organic
SES0003221,USR000708,2024-02-04 18:37:00,,5,organic
SES0003222,USR001421,2024-04-14 14:54:00,2024-04-14 15:09:45,15,paid
SES0003223,USR002242,2024-02-04 12:46:00,,5,organic
SES0003224,USR001435,2024-06-12 20:28:00,2024-06-12 21:04:37,24,paid
SES0003225,USR002981,2024-05-15 08:34:00,2024-05-15 08:45:52,20,organic
SES0003226,USR000105,2024-01-30 17:48:00,2024-01-30 18:16:41,5,organic
SES0003227,USR003060,2024-05-10 11:41:00,2024-05-10 11:58:22,19,paid
SES0003228,USR003125,2024-06-06 18:03:00,2024-06-06 18:42:46,23,direct
SES0003229,USR003761,2024-05-18 13:42:00,2024-05-18 13:57:47,20,organic
SES0003230,USR000296,2024-02-14 21:40:00,2024-02-14 21:57:05,7,organic
SES0003231,USR000867,2024-06-14 10:50:00,,24,direct
SES0003232,USR003888,2024-03-30 10:23:00,2024-03-30 10:31:15,13,paid
SES0003233,USR002212,2024-04-22 15:24:00,,17,paid
SES0003234,USR000998,2024-06-06 09:19:00,2024-06-06 09:49:30,23,organic
SES0003235,USR002076,2024-04-10 16:03:00,2024-04-10 16:27:41,15,paid
SES0003236,USR000546,2024-03-08 10:21:00,2024-03-08 10:28:42,10,referral
SES0003237,USR002940,2024-06-18 16:58:00,2024-06-18 17:09:37,25,organic
SES0003238,USR001275,2024-05-17 10:55:00,2024-05-17 11:00:57,20,referral
SES0003239,USR002814,2024-05-11 13:27:00,2024-05-11 14:04:30,19,paid
SES0003240,USR003993,2024-03-18 21:43:00,2024-03-18 21:47:24,12,referral
SES0003241,USR003952,2024-06-16 10:57:00,2024-06-16 11:17:53,24,organic
SES0003242,USR002247,2024-04-01 21:57:00,2024-04-01 22:27:07,14,paid
SES0003243,USR001681,2024-01-18 11:06:00,2024-01-18 11:39:33,3,organic
SES0003244,USR002468,2024-01-13 12:53:00,2024-01-13 13:12:59,2,organic
SES0003245,USR002845,2024-05-20 21:56:00,,21,organic
SES0003246,USR002918,2024-05-13 18:47:00,2024-05-13 19:23:25,20,organic
SES0003247,USR000638,2024-05-29 12:17:00,2024-05-29 12:18:47,22,organic
SES0003248,USR000922,2024-02-03 23:31:00,2024-02-03 23:54:00,5,organic
SES0003249,USR003213,2024-04-30 17:00:00,2024-04-30 17:03:17,18,referral
SES0003250,USR002309,2024-06-18 10:23:00,2024-06-18 10:28:24,25,paid
SES0003251,USR003667,2024-04-12 21:05:00,2024-04-12 21:36:32,15,paid
SES0003252,USR002713,2024-06-07 21:11:00,2024-06-07 21:22:23,23,paid
SES0003253,USR001589,2024-05-31 17:40:00,2024-05-31 18:12:57,22,paid
SES0003254,USR000229,2024-02-24 11:39:00,2024-02-24 11:58:27,8,paid
SES0003255,USR000021,2024-01-21 19:55:00,2024-01-21 20:30:32,3,paid
SES0003256,USR001121,2024-01-23 19:04:00,,4,paid
SES0003257,USR001575,2024-04-23 20:14:00,2024-04-23 20:29:29,17,organic
SES0003258,USR002065,2024-06-21 12:09:00,2024-06-21 12:40:14,25,organic
SES0003259,USR001437,2024-01-25 23:03:00,2024-01-25 23:40:17,4,paid
SES0003260,USR000576,2024-06-19 13:27:00,2024-06-19 14:02:33,25,direct
SES0003261,USR001216,2024-05-10 19:47:00,2024-05-10 20:13:18,19,organic
SES0003262,USR003152,2024-03-09 16:16:00,2024-03-09 16:53:44,10,organic
SES0003263,USR002577,2024-04-22 15:33:00,,17,organic
SES0003264,USR000220,2024-04-17 18:30:00,2024-04-17 18:58:40,16,direct
SES0003265,USR001676,2024-04-14 11:43:00,2024-04-14 12:09:18,15,organic
SES0003266,USR000636,2024-02-19 14:39:00,2024-02-19 15:17:15,8,organic
SES0003267,USR003722,2024-05-08 19:51:00,2024-05-08 20:08:57,19,referral
SES0003268,USR003204,2024-03-05 23:23:00,2024-03-05 23:24:57,10,paid
SES0003269,USR003426,2024-04-02 23:15:00,2024-04-02 23:24:00,14,paid
SES0003270,USR002963,2024-05-14 18:09:00,,20,paid
SES0003271,USR001266,2024-01-02 16:44:00,,1,paid
SES0003272,USR000186,2024-05-14 19:51:00,2024-05-14 20:24:56,20,organic
SES0003273,USR000448,2024-05-16 18:27:00,2024-05-16 18:39:19,20,organic
SES0003274,USR000409,2024-05-09 14:56:00,2024-05-09 15:12:12,19,direct
SES0003275,USR001280,2024-03-11 21:45:00,2024-03-11 22:03:40,11,direct
SES0003276,USR002254,2024-05-08 18:46:00,,19,paid
SES0003277,USR002396,2024-05-29 13:39:00,,22,organic
SES0003278,USR003518,2024-04-14 13:33:00,2024-04-14 13:59:52,15,organic
SES0003279,USR000217,2024-05-25 19:33:00,2024-05-25 20:04:05,21,paid
SES0003280,USR003336,2024-04-26 14:55:00,,17,direct
SES0003281,USR001393,2024-03-14 13:40:00,2024-03-14 14:05:39,11,direct
SES0003282,USR003790,2024-06-06 14:24:00,2024-06-06 14:26:19,23,referral
SES0003283,USR001402,2024-01-31 19:34:00,2024-01-31 19:44:04,5,paid
SES0003284,USR001793,2024-03-26 21:09:00,2024-03-26 21:23:50,13,organic
SES0003285,USR003710,2024-03-02 10:26:00,2024-03-02 10:58:24,9,organic
SES0003286,USR000377,2024-04-08 10:05:00,2024-04-08 10:31:15,15,paid
SES0003287,USR000609,2024-04-16 22:47:00,2024-04-16 22:49:40,16,organic
SES0003288,USR001936,2024-06-18 17:49:00,2024-06-18 17:56:30,25,organic
SES0003289,USR000005,2024-03-10 17:59:00,2024-03-10 18:30:17,10,organic
SES0003290,USR000458,2024-02-14 20:54:00,2024-02-14 21:32:11,7,organic
SES0003291,USR003739,2024-02-24 21:13:00,,8,organic
SES0003292,USR003707,2024-03-28 23:00:00,,13,paid
SES0003293,USR001699,2024-05-05 18:15:00,2024-05-05 18:50:32,18,organic
SES0003294,USR003082,2024-05-24 10:51:00,2024-05-24 11:04:00,21,organic
SES0003295,USR003975,2024-05-18 15:42:00,2024-05-18 16:09:38,20,organic
SES0003296,USR001671,2024-06-12 22:44:00,2024-06-12 23:09:49,24,direct
SES0003297,USR000538,2024-04-21 23:50:00,2024-04-22 00:17:33,16,direct
SES0003298,USR002394,2024-04-24 18:07:00,2024-04-24 18:18:49,17,organic
SES0003299,USR002953,2024-03-28 12:10:00,,13,referral
SES0003300,USR001202,2024-05-04 14:50:00,2024-05-04 15:10:09,18,direct
SES0003301,USR001968,2024-02-04 16:43:00,2024-02-04 17:02:21,5,paid
SES0003302,USR001972,2024-04-23 20:07:00,2024-04-23 20:22:18,17,paid
SES0003303,USR002339,2024-03-21 10:35:00,,12,organic
SES0003304,USR003242,2024-06-29 21:36:00,2024-06-29 21:50:49,26,organic
SES0003305,USR000550,2024-02-28 18:04:00,2024-02-28 18:07:31,9,paid
SES0003306,USR001198,2024-05-25 14:33:00,2024-05-25 14:44:22,21,direct
SES0003307,USR002163,2024-04-15 20:09:00,2024-04-15 20:45:14,16,referral
SES0003308,USR003622,2024-03-21 08:19:00,2024-03-21 08:32:39,12,paid
SES0003309,USR000663,2024-01-03 23:50:00,2024-01-03 23:58:13,1,paid
SES0003310,USR002926,2024-01-02 21:41:00,2024-01-02 21:55:00,1,direct
SES0003311,USR000942,2024-05-22 20:38:00,2024-05-22 21:01:44,21,direct
SES0003312,USR000558,2024-03-30 21:58:00,2024-03-30 22:11:01,13,organic
SES0003313,USR002181,2024-05-06 20:39:00,,19,direct
SES0003314,USR003109,2024-04-02 18:10:00,2024-04-02 18:48:20,14,organic
SES0003315,USR003391,2024-04-19 08:43:00,2024-04-19 09:21:26,16,direct
SES0003316,USR001619,2024-05-12 20:48:00,2024-05-12 20:51:07,19,organic
SES0003317,USR002723,2024-06-03 08:29:00,2024-06-03 08:36:47,23,organic
SES0003318,USR002347,2024-03-02 13:58:00,2024-03-02 14:12:56,9,paid
SES0003319,USR000520,2024-02-19 15:49:00,2024-02-19 16:18:15,8,paid
SES0003320,USR001912,2024-06-21 18:35:00,2024-06-21 19:10:30,25,paid
SES0003321,USR001719,2024-02-11 16:13:00,,6,paid
SES0003322,USR001499,2024-04-22 14:11:00,2024-04-22 14:41:27,17,direct
SES0003323,USR003936,2024-04-06 23:31:00,2024-04-07 00:00:26,14,direct
SES0003324,USR000900,2024-03-01 15:49:00,2024-03-01 15:54:57,9,paid
SES0003325,USR001538,2024-03-18 09:51:00,2024-03-18 10:12:46,12,organic
SES0003326,USR001585,2024-02-14 15:02:00,2024-02-14 15:35:00,7,organic
SES0003327,USR000587,2024-06-06 18:49:00,2024-06-06 19:15:39,23,paid
SES0003328,USR002799,2024-04-14 16:11:00,2024-04-14 16:20:00,15,paid
SES0003329,USR000461,2024-05-03 09:04:00,2024-05-03 09:40:52,18,paid
SES0003330,USR000548,2024-02-08 16:29:00,2024-02-08 16:41:20,6,referral
SES0003331,USR003362,2024-05-18 15:06:00,2024-05-18 15:15:23,20,paid
SES0003332,USR003778,2024-04-11 19:39:00,2024-04-11 20:10:05,15,paid
SES0003333,USR003882,2024-04-08 14:03:00,2024-04-08 14:12:57,15,organic
SES0003334,USR000611,2024-06-24 12:04:00,2024-06-24 12:38:24,26,paid
SES0003335,USR003294,2024-02-29 08:19:00,2024-02-29 08:32:07,9,paid
SES0003336,USR000361,2024-04-28 12:31:00,2024-04-28 12:53:29,17,organic
SES0003337,USR002756,2024-01-05 10:55:00,2024-01-05 11:01:25,1,direct
SES0003338,USR002091,2024-03-01 13:01:00,2024-03-01 13:30:17,9,organic
SES0003339,USR000621,2024-01-07 16:07:00,2024-01-07 16:34:00,1,referral
SES0003340,USR003046,2024-04-28 22:10:00,,17,referral
SES0003341,USR002495,2024-05-03 11:00:00,2024-05-03 11:24:29,18,referral
SES0003342,USR000788,2024-04-08 08:57:00,2024-04-08 09:02:44,15,direct
SES0003343,USR002962,2024-03-23 13:48:00,,12,paid
SES0003344,USR002989,2024-01-04 13:09:00,2024-01-04 13:23:18,1,paid
SES0003345,USR001858,2024-06-24 10:13:00,2024-06-24 10:44:38,26,paid
SES0003346,USR001819,2024-01-23 08:54:00,2024-01-23 09:33:37,4,referral
SES0003347,USR003036,2024-06-14 10:53:00,,24,direct
SES0003348,USR000492,2024-01-07 16:24:00,,1,paid
SES0003349,USR000509,2024-03-23 15:52:00,,12,organic
SES0003350,USR001159,2024-06-27 23:09:00,2024-06-27 23:43:30,26,organic
SES0003351,USR001120,2024-01-13 17:23:00,2024-01-13 17:27:18,2,direct
SES0003352,USR002127,2024-03-22 08:27:00,2024-03-22 08:41:58,12,paid
SES0003353,USR000748,2024-04-17 15:15:00,2024-04-17 15:30:07,16,paid
SES0003354,USR003779,2024-06-10 20:45:00,2024-06-10 20:58:47,24,paid
SES0003355,USR003815,2024-01-03 10:02:00,2024-01-03 10:24:19,1,direct
SES0003356,USR003373,2024-04-19 16:24:00,2024-04-19 16:33:09,16,direct
SES0003357,USR002062,2024-02-19 19:42:00,2024-02-19 19:48:05,8,direct
SES0003358,USR000959,2024-06-05 11:13:00,2024-06-05 11:29:06,23,paid
SES0003359,USR001397,2024-03-11 20:28:00,,11,paid
SES0003360,USR002897,2024-01-28 12:18:00,2024-01-28 12:19:00,4,referral
SES0003361,USR003279,2024-02-12 14:21:00,2024-02-12 15:00:42,7,organic
SES0003362,USR000325,2024-04-18 21:21:00,2024-04-18 21:38:18,16,organic
SES0003363,USR002171,2024-04-08 15:50:00,2024-04-08 16:17:12,15,organic
SES0003364,USR003106,2024-04-19 19:30:00,2024-04-19 19:49:58,16,organic
SES0003365,USR001903,2024-06-14 11:37:00,2024-06-14 11:59:51,24,direct
SES0003366,USR000035,2024-05-27 08:01:00,2024-05-27 08:39:43,22,organic
SES0003367,USR001021,2024-03-07 12:43:00,2024-03-07 13:09:44,10,referral
SES0003368,USR003513,2024-02-26 10:45:00,2024-02-26 11:07:10,9,paid
SES0003369,USR002968,2024-05-28 11:17:00,2024-05-28 11:44:42,22,direct
SES0003370,USR001449,2024-04-21 08:14:00,2024-04-21 08:32:27,16,direct
SES0003371,USR002088,2024-04-24 19:32:00,2024-04-24 19:52:49,17,direct
SES0003372,USR002255,2024-05-18 17:41:00,,20,paid
SES0003373,USR000700,2024-02-23 11:48:00,,8,paid
SES0003374,USR001157,2024-06-04 08:06:00,2024-06-04 08:32:37,23,paid
SES0003375,USR001683,2024-06-24 08:25:00,2024-06-24 08:27:04,26,direct
SES0003376,USR000915,2024-04-15 23:49:00,,16,paid
SES0003377,USR003678,2024-03-20 11:58:00,2024-03-20 12:10:01,12,direct
SES0003378,USR000687,2024-06-06 23:40:00,2024-06-07 00:05:11,23,organic
SES0003379,USR000300,2024-01-03 20:06:00,2024-01-03 20:33:43,1,direct
SES0003380,USR002469,2024-06-22 12:43:00,2024-06-22 13:19:10,25,paid
SES0003381,USR001015,2024-03-27 14:46:00,2024-03-27 15:16:26,13,organic
SES0003382,USR000133,2024-03-15 23:50:00,,11,referral
SES0003383,USR003489,2024-01-01 16:54:00,2024-01-01 17:32:56,1,direct
SES0003384,USR000283,2024-01-01 08:53:00,2024-01-01 09:09:31,1,paid
SES0003385,USR003477,2024-01-13 18:14:00,2024-01-13 18:34:24,2,direct
SES0003386,USR002629,2024-03-10 17:05:00,2024-03-10 17:23:14,10,paid
SES0003387,USR000952,2024-03-19 23:07:00,2024-03-19 23:37:53,12,paid
SES0003388,USR002275,2024-05-08 14:04:00,2024-05-08 14:25:14,19,paid
SES0003389,USR000891,2024-01-24 19:00:00,2024-01-24 19:39:13,4,direct
SES0003390,USR002552,2024-06-10 12:40:00,2024-06-10 12:42:15,24,organic
SES0003391,USR000341,2024-05-25 19:19:00,2024-05-25 19:52:07,21,organic
SES0003392,USR003572,2024-03-13 21:58:00,,11,direct
SES0003393,USR002608,2024-02-08 12:37:00,2024-02-08 12:55:21,6,organic
SES0003394,USR003624,2024-06-15 10:02:00,2024-06-15 10:04:41,24,paid
SES0003395,USR002672,2024-06-18 16:20:00,2024-06-18 16:24:52,25,organic
SES0003396,USR002778,2024-03-11 16:45:00,2024-03-11 17:15:23,11,organic
SES0003397,USR002778,2024-01-18 09:09:00,2024-01-18 09:23:31,3,paid
SES0003398,USR000169,2024-02-22 17:07:00,,8,organic
SES0003399,USR002531,2024-04-18 08:10:00,2024-04-18 08:22:50,16,paid
SES0003400,USR000611,2024-05-29 18:58:00,2024-05-29 19:12:48,22,paid
SES0003401,USR001968,2024-06-24 14:16:00,2024-06-24 14:23:22,26,referral
SES0003402,USR002023,2024-05-07 13:34:00,2024-05-07 13:36:55,19,direct
SES0003403,USR001383,2024-06-12 17:59:00,2024-06-12 18:04:43,24,paid
SES0003404,USR001846,2024-02-28 09:06:00,2024-02-28 09:33:30,9,paid
SES0003405,USR000685,2024-03-28 09:22:00,2024-03-28 10:00:30,13,organic
SES0003406,USR002607,2024-01-09 11:28:00,2024-01-09 11:41:49,2,paid
SES0003407,USR002538,2024-05-21 20:39:00,,21,direct
SES0003408,USR000304,2024-06-23 13:51:00,2024-06-23 14:20:53,25,paid
SES0003409,USR001992,2024-06-12 21:06:00,2024-06-12 21:16:19,24,organic
SES0003410,USR001228,2024-05-05 20:18:00,2024-05-05 20:45:22,18,organic
SES0003411,USR003165,2024-04-11 23:24:00,2024-04-11 23:42:43,15,paid
SES0003412,USR000902,2024-02-04 19:24:00,2024-02-04 19:36:34,5,organic
SES0003413,USR000135,2024-06-10 16:58:00,,24,paid
SES0003414,USR003863,2024-06-01 10:41:00,2024-06-01 11:02:52,22,paid
SES0003415,USR003019,2024-01-07 12:22:00,2024-01-07 12:54:59,1,organic
SES0003416,USR003945,2024-05-03 13:32:00,,18,organic
SES0003417,USR003330,2024-02-06 19:40:00,2024-02-06 20:03:51,6,direct
SES0003418,USR001616,2024-03-11 16:15:00,2024-03-11 16:52:05,11,paid
SES0003419,USR000681,2024-05-07 18:43:00,,19,paid
