notification_id,user_id,notification_type,sent_at,week_of
NOT0010429,USR03153,promotional,2024-10-02T21:56:00,2024-09-30
NOT0010430,USR03387,promotional,2024-10-02T17:03:00,2024-09-30
NOT0010431,USR01709,promotional,2024-10-04T11:48:00,2024-09-30
NOT0010432,USR03986,promotional,2024-10-03T15:40:00,2024-09-30
NOT0010433,USR01853,promotional,2024-10-01T12:42:00,2024-09-30
NOT0010434,USR01284,promotional,2024-10-03T18:13:00,2024-09-30
NOT0010435,USR03586,promotional,2024-09-30T18:07:00,2024-09-30
NOT0010436,USR01931,promotional,2024-10-05T16:11:00,2024-09-30
NOT0010437,USR00165,promotional,2024-09-30T17:54:00,2024-09-30
NOT0010438,USR00289,promotional,2024-10-04T10:08:00,2024-09-30
NOT0010439,USR02339,promotional,2024-10-03T12:31:00,2024-09-30
NOT0010440,USR04023,promotional,2024-10-04T11:07:00,2024-09-30
NOT0010441,USR00308,promotional,2024-10-02T15:29:00,2024-09-30
NOT0010442,USR04595,promotional,2024-10-06T20:14:00,2024-09-30
NOT0010443,USR01401,promotional,2024-10-04T09:26:00,2024-09-30
NOT0010444,USR02444,promotional,2024-10-02T11:22:00,2024-09-30
NOT0010445,USR02617,promotional,2024-10-05T16:01:00,2024-09-30
NOT0010446,USR02196,promotional,2024-10-05T14:12:00,2024-09-30
NOT0010447,USR01904,promotional,2024-10-01T14:15:00,2024-09-30
NOT0010448,USR02328,promotional,2024-10-03T14:03:00,2024-09-30
NOT0010449,USR00940,promotional,2024-10-06T15:30:00,2024-09-30
NOT0010450,USR00543,promotional,2024-10-02T12:47:00,2024-09-30
NOT0010451,USR01783,promotional,2024-10-05T14:21:00,2024-09-30
NOT0010452,USR03080,promotional,2024-10-06T20:17:00,2024-09-30
NOT0010453,USR00048,promotional,2024-10-02T13:36:00,2024-09-30
NOT0010454,USR03915,promotional,2024-10-01T16:05:00,2024-09-30
NOT0010455,USR00449,promotional,2024-09-30T19:32:00,2024-09-30
NOT0010456,USR04981,promotional,2024-10-01T16:36:00,2024-09-30
NOT0010457,USR00420,promotional,2024-10-04T16:36:00,2024-09-30
NOT0010458,USR04343,promotional,2024-10-06T17:02:00,2024-09-30
NOT0010459,USR01713,promotional,2024-09-30T19:48:00,2024-09-30
NOT0010460,USR03315,promotional,2024-10-03T14:27:00,2024-09-30
NOT0010461,USR02944,promotional,2024-10-01T17:23:00,2024-09-30
NOT0010462,USR02745,promotional,2024-10-06T20:19:00,2024-09-30
NOT0010463,USR04245,promotional,2024-10-04T17:03:00,2024-09-30
NOT0010464,USR04617,promotional,2024-09-30T10:42:00,2024-09-30
NOT0010465,USR00944,promotional,2024-10-02T20:15:00,2024-09-30
NOT0010466,USR03880,promotional,2024-09-30T14:56:00,2024-09-30
NOT0010467,USR01439,promotional,2024-10-01T10:56:00,2024-09-30
NOT0010468,USR02289,promotional,2024-10-05T21:38:00,2024-09-30
NOT0010469,USR02433,promotional,2024-10-01T15:01:00,2024-09-30
NOT0010470,USR01894,promotional,2024-09-30T20:45:00,2024-09-30
NOT0010471,USR00879,promotional,2024-10-02T14:45:00,2024-09-30
NOT0010472,USR00569,promotional,2024-10-06T16:57:00,2024-09-30
NOT0010473,USR00568,promotional,2024-10-04T13:36:00,2024-09-30
NOT0010474,USR01777,promotional,2024-10-06T14:08:00,2024-09-30
NOT0010475,USR03226,promotional,2024-10-01T20:58:00,2024-09-30
NOT0010476,USR00515,promotional,2024-10-02T12:56:00,2024-09-30
NOT0010477,USR01570,promotional,2024-10-04T18:26:00,2024-09-30
NOT0010478,USR00080,promotional,2024-09-30T19:02:00,2024-09-30
NOT0010479,USR02391,promotional,2024-10-01T17:08:00,2024-09-30
NOT0010480,USR01258,promotional,2024-10-03T19:20:00,2024-09-30
NOT0010481,USR01339,promotional,2024-10-02T21:36:00,2024-09-30
NOT0010482,USR04392,promotional,2024-10-06T14:52:00,2024-09-30
NOT0010483,USR03308,promotional,2024-10-05T16:22:00,2024-09-30
NOT0010484,USR02636,promotional,2024-10-03T13:45:00,2024-09-30
NOT0010485,USR04222,promotional,2024-10-02T19:13:00,2024-09-30
NOT0010486,USR02554,promotional,2024-10-01T11:58:00,2024-09-30
NOT0010487,USR01204,promotional,2024-10-06T14:45:00,2024-09-30
NOT0010488,USR00148,promotional,2024-10-01T11:44:00,2024-09-30
NOT0010489,USR01868,promotional,2024-10-03T16:30:00,2024-09-30
NOT0010490,USR03279,promotional,2024-10-05T10:31:00,2024-09-30
NOT0010491,USR03988,promotional,2024-10-05T20:47:00,2024-09-30
NOT0010492,USR01482,promotional,2024-10-05T11:08:00,2024-09-30
NOT0010493,USR02521,promotional,2024-10-02T16:05:00,2024-09-30
NOT0010494,USR00524,promotional,2024-10-02T10:32:00,2024-09-30
NOT0010495,USR03102,promotional,2024-10-01T13:47:00,2024-09-30
NOT0010496,USR04374,promotional,2024-10-03T16:29:00,2024-09-30
NOT0010497,USR03293,promotional,2024-10-02T11:24:00,2024-09-30
NOT0010498,USR02022,promotional,2024-10-04T16:38:00,2024-09-30
NOT0010499,USR03318,promotional,2024-10-06T21:19:00,2024-09-30
NOT0010500,USR01494,promotional,2024-10-03T21:11:00,2024-09-30
NOT0010501,USR00232,promotional,2024-09-30T16:57:00,2024-09-30
NOT0010502,USR00648,promotional,2024-10-05T10:04:00,2024-09-30
NOT0010503,USR01677,promotional,2024-10-01T12:03:00,2024-09-30
NOT0010504,USR04708,promotional,2024-10-06T17:04:00,2024-09-30
NOT0010505,USR03555,promotional,2024-10-01T20:48:00,2024-09-30
NOT0010506,USR04899,promotional,2024-10-05T16:09:00,2024-09-30
NOT0010507,USR04852,promotional,2024-10-06T15:03:00,2024-09-30
NOT0010508,USR04717,promotional,2024-10-05T12:46:00,2024-09-30
NOT0010509,USR01955,promotional,2024-10-03T21:12:00,2024-09-30
NOT0010510,USR04941,promotional,2024-10-06T21:07:00,2024-09-30
NOT0010511,USR02910,promotional,2024-10-04T18:00:00,2024-09-30
NOT0010512,USR01218,promotional,2024-10-01T15:53:00,2024-09-30
NOT0010513,USR03147,promotional,2024-10-01T19:37:00,2024-09-30
NOT0010514,USR02704,promotional,2024-10-06T12:27:00,2024-09-30
NOT0010515,USR03681,promotional,2024-10-04T15:38:00,2024-09-30
NOT0010516,USR00818,promotional,2024-10-05T16:35:00,2024-09-30
NOT0010517,USR02895,promotional,2024-10-05T09:01:00,2024-09-30
NOT0010518,USR00671,promotional,2024-10-03T20:17:00,2024-09-30
NOT0010519,USR02140,promotional,2024-10-01T17:45:00,2024-09-30
NOT0010520,USR03386,promotional,2024-10-01T11:09:00,2024-09-30
NOT0010521,USR00619,promotional,2024-10-04T16:54:00,2024-09-30
NOT0010522,USR01988,promotional,2024-09-30T11:32:00,2024-09-30
NOT0010523,USR00982,promotional,2024-10-01T10:25:00,2024-09-30
NOT0010524,USR01740,promotional,2024-10-01T09:14:00,2024-09-30
NOT0010525,USR02265,promotional,2024-10-05T18:03:00,2024-09-30
NOT0010526,USR00515,promotional,2024-10-04T10:32:00,2024-09-30
NOT0010527,USR00487,promotional,2024-09-30T11:07:00,2024-09-30
NOT0010528,USR03995,promotional,2024-09-30T14:03:00,2024-09-30
NOT0010529,USR01221,promotional,2024-10-02T12:35:00,2024-09-30
NOT0010530,USR00469,promotional,2024-10-01T19:44:00,2024-09-30
NOT0010531,USR00060,promotional,2024-10-06T13:18:00,2024-09-30
NOT0010532,USR02645,promotional,2024-10-05T18:28:00,2024-09-30
NOT0010533,USR03823,promotional,2024-10-02T19:21:00,2024-09-30
NOT0010534,USR03913,promotional,2024-10-01T20:25:00,2024-09-30
NOT0010535,USR04424,promotional,2024-10-05T15:21:00,2024-09-30
NOT0010536,USR01697,promotional,2024-10-02T14:57:00,2024-09-30
NOT0010537,USR04930,promotional,2024-10-01T21:04:00,2024-09-30
NOT0010538,USR03380,promotional,2024-10-05T21:52:00,2024-09-30
NOT0010539,USR00061,promotional,2024-10-04T20:56:00,2024-09-30
NOT0010540,USR02021,promotional,2024-10-04T14:18:00,2024-09-30
NOT0010541,USR01725,promotional,2024-10-04T15:15:00,2024-09-30
NOT0010542,USR01925,promotional,2024-10-04T16:04:00,2024-09-30
NOT0010543,USR03280,promotional,2024-10-01T11:37:00,2024-09-30
NOT0010544,USR02138,promotional,2024-10-06T09:25:00,2024-09-30
NOT0010545,USR04204,promotional,2024-09-30T17:44:00,2024-09-30
NOT0010546,USR00716,promotional,2024-09-30T18:37:00,2024-09-30
NOT0010547,USR03220,promotional,2024-10-02T14:11:00,2024-09-30
NOT0010548,USR04422,promotional,2024-10-03T15:05:00,2024-09-30
NOT0010549,USR03837,promotional,2024-10-05T20:57:00,2024-09-30
NOT0010550,USR03455,promotional,2024-10-05T17:00:00,2024-09-30
NOT0010551,USR01165,promotional,2024-10-02T11:58:00,2024-09-30
NOT0010552,USR03092,promotional,2024-10-02T12:17:00,2024-09-30
NOT0010553,USR00520,promotional,2024-10-05T17:55:00,2024-09-30
NOT0010554,USR01724,promotional,2024-10-01T13:13:00,2024-09-30
NOT0010555,USR02085,promotional,2024-10-05T09:50:00,2024-09-30
NOT0010556,USR01686,promotional,2024-10-04T10:56:00,2024-09-30
NOT0010557,USR04939,promotional,2024-10-06T21:49:00,2024-09-30
NOT0010558,USR04976,promotional,2024-10-02T17:22:00,2024-09-30
NOT0010559,USR01523,promotional,2024-10-04T19:25:00,2024-09-30
NOT0010560,USR03265,promotional,2024-10-01T10:35:00,2024-09-30
NOT0010561,USR02343,promotional,2024-10-04T11:17:00,2024-09-30
NOT0010562,USR03911,promotional,2024-10-05T12:17:00,2024-09-30
NOT0010563,USR02991,promotional,2024-10-01T16:08:00,2024-09-30
NOT0010564,USR02055,promotional,2024-10-06T16:28:00,2024-09-30
NOT0010565,USR01317,promotional,2024-09-30T15:14:00,2024-09-30
NOT0010566,USR03509,promotional,2024-10-02T14:40:00,2024-09-30
NOT0010567,USR04536,promotional,2024-10-03T10:42:00,2024-09-30
NOT0010568,USR03728,promotional,2024-10-06T09:34:00,2024-09-30
NOT0010569,USR00383,promotional,2024-10-03T12:40:00,2024-09-30
NOT0010570,USR01976,promotional,2024-10-01T20:21:00,2024-09-30
NOT0010571,USR03495,promotional,2024-10-03T18:30:00,2024-09-30
NOT0010572,USR02803,promotional,2024-10-01T15:11:00,2024-09-30
NOT0010573,USR02196,promotional,2024-10-05T21:31:00,2024-09-30
NOT0010574,USR02638,promotional,2024-10-01T11:36:00,2024-09-30
NOT0010575,USR03208,promotional,2024-10-04T11:59:00,2024-09-30
NOT0010576,USR01805,promotional,2024-10-04T18:52:00,2024-09-30
NOT0010577,USR00605,promotional,2024-10-04T11:57:00,2024-09-30
NOT0010578,USR01938,promotional,2024-10-02T14:14:00,2024-09-30
NOT0010579,USR04540,promotional,2024-10-06T21:28:00,2024-09-30
NOT0010580,USR01149,promotional,2024-10-02T21:09:00,2024-09-30
NOT0010581,USR00264,promotional,2024-09-30T18:10:00,2024-09-30
NOT0010582,USR04353,promotional,2024-10-05T18:38:00,2024-09-30
NOT0010583,USR02626,promotional,2024-10-05T19:42:00,2024-09-30
NOT0010584,USR03854,promotional,2024-10-02T11:34:00,2024-09-30
NOT0010585,USR00038,promotional,2024-10-03T09:30:00,2024-09-30
NOT0010586,USR04613,promotional,2024-10-05T16:04:00,2024-09-30
NOT0010587,USR03324,promotional,2024-10-04T10:21:00,2024-09-30
NOT0010588,USR03380,promotional,2024-10-02T17:45:00,2024-09-30
NOT0010589,USR04375,promotional,2024-10-05T11:09:00,2024-09-30
NOT0010590,USR02955,promotional,2024-10-04T20:13:00,2024-09-30
NOT0010591,USR02325,promotional,2024-10-03T11:21:00,2024-09-30
NOT0010592,USR02301,promotional,2024-10-04T10:26:00,2024-09-30
NOT0010593,USR02134,promotional,2024-10-02T12:16:00,2024-09-30
NOT0010594,USR03886,promotional,2024-10-05T15:29:00,2024-09-30
NOT0010595,USR00388,promotional,2024-10-04T19:31:00,2024-09-30
NOT0010596,USR01507,promotional,2024-10-04T18:13:00,2024-09-30
NOT0010597,USR04004,promotional,2024-10-04T10:42:00,2024-09-30
NOT0010598,USR00609,promotional,2024-10-06T11:51:00,2024-09-30
NOT0010599,USR03275,promotional,2024-09-30T10:01:00,2024-09-30
NOT0010600,USR00741,promotional,2024-10-04T21:02:00,2024-09-30
NOT0010601,USR00575,promotional,2024-10-01T19:32:00,2024-09-30
NOT0010602,USR04063,promotional,2024-10-05T09:23:00,2024-09-30
NOT0010603,USR04067,promotional,2024-10-01T09:26:00,2024-09-30
NOT0010604,USR01298,promotional,2024-10-02T16:08:00,2024-09-30
NOT0010605,USR04205,promotional,2024-10-02T12:18:00,2024-09-30
NOT0010606,USR01746,promotional,2024-09-30T13:54:00,2024-09-30
NOT0010607,USR04475,promotional,2024-10-04T18:01:00,2024-09-30
NOT0010608,USR01193,promotional,2024-09-30T16:53:00,2024-09-30
NOT0010609,USR04942,promotional,2024-10-03T11:03:00,2024-09-30
NOT0010610,USR02938,promotional,2024-10-02T13:30:00,2024-09-30
NOT0010611,USR00885,promotional,2024-10-06T19:47:00,2024-09-30
NOT0010612,USR00944,promotional,2024-10-03T15:41:00,2024-09-30
NOT0010613,USR01687,promotional,2024-10-01T18:04:00,2024-09-30
NOT0010614,USR00748,promotional,2024-10-03T11:10:00,2024-09-30
NOT0010615,USR03574,promotional,2024-10-01T21:47:00,2024-09-30
NOT0010616,USR02865,promotional,2024-10-02T10:37:00,2024-09-30
NOT0010617,USR03405,promotional,2024-10-05T20:44:00,2024-09-30
NOT0010618,USR00909,promotional,2024-10-06T19:51:00,2024-09-30
NOT0010619,USR04174,promotional,2024-10-05T17:48:00,2024-09-30
NOT0010620,USR02897,promotional,2024-09-30T21:56:00,2024-09-30
NOT0010621,USR01666,promotional,2024-10-04T14:38:00,2024-09-30
NOT0010622,USR02222,promotional,2024-10-04T12:33:00,2024-09-30
NOT0010623,USR03596,promotional,2024-10-03T17:30:00,2024-09-30
NOT0010624,USR01021,promotional,2024-10-06T21:24:00,2024-09-30
NOT0010625,USR00700,promotional,2024-10-04T21:27:00,2024-09-30
NOT0010626,USR03685,promotional,2024-10-03T20:04:00,2024-09-30
NOT0010627,USR04572,promotional,2024-10-03T17:57:00,2024-09-30
NOT0010628,USR02865,promotional,2024-10-05T16:56:00,2024-09-30
NOT0010629,USR02202,promotional,2024-10-02T21:53:00,2024-09-30
NOT0010630,USR04620,promotional,2024-09-30T10:33:00,2024-09-30
NOT0010631,USR01904,promotional,2024-10-05T21:31:00,2024-09-30
NOT0010632,USR02514,promotional,2024-10-01T18:28:00,2024-09-30
NOT0010633,USR04173,promotional,2024-10-02T18:53:00,2024-09-30
NOT0010634,USR01643,promotional,2024-10-04T16:47:00,2024-09-30
NOT0010635,USR03874,promotional,2024-09-30T15:46:00,2024-09-30
NOT0010636,USR00784,promotional,2024-10-03T21:05:00,2024-09-30
NOT0010637,USR04870,promotional,2024-10-06T09:11:00,2024-09-30
NOT0010638,USR04444,promotional,2024-10-03T15:51:00,2024-09-30
NOT0010639,USR04094,promotional,2024-10-01T21:00:00,2024-09-30
NOT0010640,USR03742,promotional,2024-10-06T09:07:00,2024-09-30
NOT0010641,USR04815,promotional,2024-10-06T19:49:00,2024-09-30
NOT0010642,USR02304,promotional,2024-10-03T12:46:00,2024-09-30
NOT0010643,USR00067,promotional,2024-10-02T14:09:00,2024-09-30
NOT0010644,USR01262,promotional,2024-09-30T18:06:00,2024-09-30
NOT0010645,USR01341,promotional,2024-10-02T19:13:00,2024-09-30
NOT0010646,USR04620,promotional,2024-10-03T14:52:00,2024-09-30
NOT0010647,USR03103,promotional,2024-10-02T15:54:00,2024-09-30
NOT0010648,USR03144,promotional,2024-10-06T15:24:00,2024-09-30
NOT0010649,USR02048,promotional,2024-10-06T13:09:00,2024-09-30
NOT0010650,USR00411,promotional,2024-10-04T17:25:00,2024-09-30
NOT0010651,USR02407,promotional,2024-10-03T21:18:00,2024-09-30
NOT0010652,USR02204,promotional,2024-10-06T09:28:00,2024-09-30
NOT0010653,USR00241,promotional,2024-10-03T12:07:00,2024-09-30
NOT0010654,USR03286,promotional,2024-09-30T13:17:00,2024-09-30
NOT0010655,USR04575,promotional,2024-10-01T10:01:00,2024-09-30
NOT0010656,USR01070,promotional,2024-10-05T09:37:00,2024-09-30
NOT0010657,USR04664,promotional,2024-09-30T19:05:00,2024-09-30
NOT0010658,USR02514,promotional,2024-10-03T13:52:00,2024-09-30
NOT0010659,USR01975,promotional,2024-10-01T15:44:00,2024-09-30
NOT0010660,USR00592,promotional,2024-10-04T12:20:00,2024-09-30
NOT0010661,USR01330,promotional,2024-10-04T14:32:00,2024-09-30
NOT0010662,USR04771,promotional,2024-10-01T13:00:00,2024-09-30
NOT0010663,USR02749,promotional,2024-10-04T14:35:00,2024-09-30
NOT0010664,USR03578,promotional,2024-10-04T19:13:00,2024-09-30
NOT0010665,USR04395,promotional,2024-10-06T17:46:00,2024-09-30
NOT0010666,USR00592,promotional,2024-10-05T12:21:00,2024-09-30
NOT0010667,USR04897,promotional,2024-10-01T21:49:00,2024-09-30
NOT0010668,USR01655,promotional,2024-10-03T11:44:00,2024-09-30
NOT0010669,USR01763,promotional,2024-10-03T09:11:00,2024-09-30
NOT0010670,USR00448,promotional,2024-10-05T16:52:00,2024-09-30
NOT0010671,USR04970,promotional,2024-10-03T09:08:00,2024-09-30
NOT0010672,USR02134,promotional,2024-10-01T17:50:00,2024-09-30
NOT0010673,USR04445,promotional,2024-10-01T19:27:00,2024-09-30
NOT0010674,USR04601,promotional,2024-10-04T16:49:00,2024-09-30
NOT0010675,USR02902,promotional,2024-10-04T10:54:00,2024-09-30
NOT0010676,USR00112,promotional,2024-10-04T18:59:00,2024-09-30
NOT0010677,USR01206,promotional,2024-10-05T11:54:00,2024-09-30
NOT0010678,USR00060,promotional,2024-10-04T18:25:00,2024-09-30
NOT0010679,USR03640,promotional,2024-10-02T17:50:00,2024-09-30
NOT0010680,USR04614,promotional,2024-10-01T19:23:00,2024-09-30
NOT0010681,USR00423,promotional,2024-10-03T20:18:00,2024-09-30
NOT0010682,USR03939,promotional,2024-09-30T13:23:00,2024-09-30
NOT0010683,USR02343,promotional,2024-10-04T21:10:00,2024-09-30
NOT0010684,USR02297,promotional,2024-10-01T20:19:00,2024-09-30
NOT0010685,USR02643,promotional,2024-09-30T14:34:00,2024-09-30
NOT0010686,USR04605,promotional,2024-10-05T10:06:00,2024-09-30
NOT0010687,USR03747,promotional,2024-10-02T11:14:00,2024-09-30
NOT0010688,USR04595,promotional,2024-10-03T10:15:00,2024-09-30
NOT0010689,USR03150,promotional,2024-10-06T16:20:00,2024-09-30
NOT0010690,USR01577,promotional,2024-10-02T11:16:00,2024-09-30
NOT0010691,USR02265,promotional,2024-10-06T18:49:00,2024-09-30
NOT0010692,USR00555,promotional,2024-10-01T14:50:00,2024-09-30
NOT0010693,USR01627,promotional,2024-10-05T15:34:00,2024-09-30
NOT0010694,USR02204,promotional,2024-10-04T15:43:00,2024-09-30
NOT0010695,USR01737,promotional,2024-10-06T12:12:00,2024-09-30
NOT0010696,USR00769,promotional,2024-09-30T13:52:00,2024-09-30
NOT0010697,USR02383,promotional,2024-10-06T21:38:00,2024-09-30
NOT0010698,USR01444,promotional,2024-10-04T20:09:00,2024-09-30
NOT0010699,USR04490,promotional,2024-10-05T09:49:00,2024-09-30
NOT0010700,USR03991,promotional,2024-10-06T16:30:00,2024-09-30
NOT0010701,USR00416,promotional,2024-10-04T21:12:00,2024-09-30
NOT0010702,USR03813,promotional,2024-10-02T19:17:00,2024-09-30
NOT0010703,USR00038,promotional,2024-10-03T12:20:00,2024-09-30
NOT0010704,USR00647,promotional,2024-10-03T09:39:00,2024-09-30
NOT0010705,USR03258,promotional,2024-10-02T20:05:00,2024-09-30
NOT0010706,USR04030,promotional,2024-10-06T13:23:00,2024-09-30
NOT0010707,USR04385,promotional,2024-10-02T17:12:00,2024-09-30
NOT0010708,USR00354,promotional,2024-10-05T12:34:00,2024-09-30
NOT0010709,USR02783,promotional,2024-09-30T20:27:00,2024-09-30
NOT0010710,USR02086,promotional,2024-10-05T14:05:00,2024-09-30
NOT0010711,USR00958,promotional,2024-10-04T10:08:00,2024-09-30
NOT0010712,USR00463,promotional,2024-10-04T13:03:00,2024-09-30
NOT0010713,USR03123,promotional,2024-10-03T15:31:00,2024-09-30
NOT0010714,USR01627,promotional,2024-10-05T18:02:00,2024-09-30
NOT0010715,USR01890,promotional,2024-10-04T09:28:00,2024-09-30
NOT0010716,USR03489,promotional,2024-10-01T13:14:00,2024-09-30
NOT0010717,USR01300,promotional,2024-10-03T10:58:00,2024-09-30
NOT0010718,USR02552,promotional,2024-09-30T20:27:00,2024-09-30
NOT0010719,USR04706,promotional,2024-10-01T09:11:00,2024-09-30
NOT0010720,USR02324,promotional,2024-10-04T12:58:00,2024-09-30
NOT0010721,USR02463,promotional,2024-10-06T20:45:00,2024-09-30
NOT0010722,USR02431,promotional,2024-10-06T17:59:00,2024-09-30
NOT0010723,USR01007,promotional,2024-10-05T13:03:00,2024-09-30
NOT0010724,USR02452,promotional,2024-10-06T12:47:00,2024-09-30
NOT0010725,USR03308,promotional,2024-10-05T12:52:00,2024-09-30
NOT0010726,USR01846,promotional,2024-10-05T15:27:00,2024-09-30
NOT0010727,USR00443,promotional,2024-09-30T16:18:00,2024-09-30
NOT0010728,USR03953,promotional,2024-10-06T14:14:00,2024-09-30
NOT0010729,USR03349,promotional,2024-10-03T15:29:00,2024-09-30
NOT0010730,USR03623,promotional,2024-10-04T18:28:00,2024-09-30
NOT0010731,USR03998,promotional,2024-10-03T13:18:00,2024-09-30
NOT0010732,USR01377,promotional,2024-10-01T10:44:00,2024-09-30
NOT0010733,USR01116,promotional,2024-10-02T13:31:00,2024-09-30
NOT0010734,USR04290,promotional,2024-10-02T15:01:00,2024-09-30
NOT0010735,USR03514,promotional,2024-09-30T09:29:00,2024-09-30
NOT0010736,USR03912,promotional,2024-10-01T19:30:00,2024-09-30
NOT0010737,USR02510,promotional,2024-10-01T11:18:00,2024-09-30
NOT0010738,USR00822,promotional,2024-10-02T19:04:00,2024-09-30
NOT0010739,USR03914,promotional,2024-10-04T20:06:00,2024-09-30
NOT0010740,USR04645,promotional,2024-09-30T21:57:00,2024-09-30
NOT0010741,USR00995,promotional,2024-10-02T09:31:00,2024-09-30
NOT0010742,USR04945,promotional,2024-10-04T21:20:00,2024-09-30
NOT0010743,USR01263,promotional,2024-10-03T12:45:00,2024-09-30
NOT0010744,USR04905,promotional,2024-10-05T12:20:00,2024-09-30
NOT0010745,USR00031,promotional,2024-10-06T11:49:00,2024-09-30
NOT0010746,USR00087,promotional,2024-10-03T16:46:00,2024-09-30
NOT0010747,USR04666,promotional,2024-10-05T11:53:00,2024-09-30
NOT0010748,USR01342,promotional,2024-10-05T17:50:00,2024-09-30
NOT0010749,USR00893,promotional,2024-10-03T17:06:00,2024-09-30
NOT0010750,USR01666,promotional,2024-10-03T18:24:00,2024-09-30
NOT0010751,USR04886,promotional,2024-10-03T15:30:00,2024-09-30
NOT0010752,USR00527,promotional,2024-10-02T18:33:00,2024-09-30
NOT0010753,USR01598,promotional,2024-10-04T15:19:00,2024-09-30
NOT0010754,USR03510,promotional,2024-10-04T21:30:00,2024-09-30
NOT0010755,USR03324,promotional,2024-10-05T19:32:00,2024-09-30
NOT0010756,USR04327,promotional,2024-10-05T16:45:00,2024-09-30
NOT0010757,USR04780,promotional,2024-10-06T12:32:00,2024-09-30
NOT0010758,USR00433,promotional,2024-10-06T11:36:00,2024-09-30
NOT0010759,USR01730,promotional,2024-10-03T14:57:00,2024-09-30
NOT0010760,USR03145,promotional,2024-10-06T15:59:00,2024-09-30
NOT0010761,USR04210,promotional,2024-09-30T19:52:00,2024-09-30
NOT0010762,USR00915,promotional,2024-10-02T18:06:00,2024-09-30
NOT0010763,USR00853,promotional,2024-10-02T15:36:00,2024-09-30
NOT0010764,USR00148,promotional,2024-10-01T14:38:00,2024-09-30
NOT0010765,USR04216,promotional,2024-10-03T21:34:00,2024-09-30
NOT0010766,USR00582,promotional,2024-10-03T15:19:00,2024-09-30
NOT0010767,USR00063,promotional,2024-09-30T16:17:00,2024-09-30
NOT0010768,USR03492,promotional,2024-10-04T09:58:00,2024-09-30
NOT0010769,USR03768,promotional,2024-10-05T09:07:00,2024-09-30
NOT0010770,USR04517,promotional,2024-10-01T09:43:00,2024-09-30
NOT0010771,USR01233,promotional,2024-10-04T16:44:00,2024-09-30
NOT0010772,USR03262,promotional,2024-10-01T12:10:00,2024-09-30
NOT0010773,USR04098,promotional,2024-09-30T21:27:00,2024-09-30
NOT0010774,USR04114,promotional,2024-10-05T16:45:00,2024-09-30
NOT0010775,USR00576,promotional,2024-10-02T15:55:00,2024-09-30
NOT0010776,USR04822,promotional,2024-10-05T16:40:00,2024-09-30
NOT0010777,USR00415,promotional,2024-10-01T21:05:00,2024-09-30
NOT0010778,USR00898,promotional,2024-10-04T15:49:00,2024-09-30
NOT0010779,USR03788,promotional,2024-10-06T10:43:00,2024-09-30
NOT0010780,USR01621,promotional,2024-10-05T11:07:00,2024-09-30
NOT0010781,USR01808,promotional,2024-10-03T20:21:00,2024-09-30
NOT0010782,USR01115,promotional,2024-10-02T11:44:00,2024-09-30
NOT0010783,USR03279,promotional,2024-10-02T12:45:00,2024-09-30
NOT0010784,USR03423,promotional,2024-10-03T12:54:00,2024-09-30
NOT0010785,USR01240,promotional,2024-10-06T11:58:00,2024-09-30
NOT0010786,USR01122,promotional,2024-09-30T16:03:00,2024-09-30
NOT0010787,USR04263,promotional,2024-10-02T09:28:00,2024-09-30
NOT0010788,USR02149,promotional,2024-10-03T20:35:00,2024-09-30
NOT0010789,USR00054,promotional,2024-10-02T16:52:00,2024-09-30
NOT0010790,USR03594,promotional,2024-10-05T18:17:00,2024-09-30
NOT0010791,USR00433,promotional,2024-10-01T21:24:00,2024-09-30
NOT0010792,USR01732,promotional,2024-10-01T17:55:00,2024-09-30
NOT0010793,USR03332,promotional,2024-10-03T18:28:00,2024-09-30
NOT0010794,USR00350,promotional,2024-10-02T20:59:00,2024-09-30
NOT0010795,USR01551,promotional,2024-10-01T15:49:00,2024-09-30
NOT0010796,USR03288,promotional,2024-10-06T15:26:00,2024-09-30
NOT0010797,USR02986,promotional,2024-10-04T09:07:00,2024-09-30
NOT0010798,USR02630,promotional,2024-10-04T20:24:00,2024-09-30
NOT0010799,USR04387,promotional,2024-09-30T17:06:00,2024-09-30
NOT0010800,USR04490,promotional,2024-10-02T16:57:00,2024-09-30
NOT0010801,USR02414,promotional,2024-10-06T11:08:00,2024-09-30
NOT0010802,USR01127,promotional,2024-09-30T13:48:00,2024-09-30
NOT0010803,USR02913,promotional,2024-10-05T10:06:00,2024-09-30
NOT0010804,USR04678,promotional,2024-10-04T14:08:00,2024-09-30
NOT0010805,USR02601,promotional,2024-10-06T15:22:00,2024-09-30
NOT0010806,USR01261,promotional,2024-10-01T09:25:00,2024-09-30
NOT0010807,USR02815,promotional,2024-10-06T16:49:00,2024-09-30
NOT0010808,USR01446,promotional,2024-10-04T20:20:00,2024-09-30
NOT0010809,USR01838,promotional,2024-10-02T16:47:00,2024-09-30
NOT0010810,USR02137,promotional,2024-10-02T15:33:00,2024-09-30
NOT0010811,USR04272,promotional,2024-10-01T14:54:00,2024-09-30
NOT0010812,USR01693,promotional,2024-10-01T16:42:00,2024-09-30
NOT0010813,USR03105,promotional,2024-10-06T10:56:00,2024-09-30
NOT0010814,USR03585,promotional,2024-10-06T14:41:00,2024-09-30
NOT0010815,USR02014,promotional,2024-09-30T15:34:00,2024-09-30
NOT0010816,USR04270,promotional,2024-10-03T16:02:00,2024-09-30
