user_id,signup_date,city,device_type,user_segment
USR000587,2023-02-18,Delhi,mobile,new
USR000588,2023-05-16,Bangkok,mobile,new
USR000589,2023-06-12,Mumbai,mobile,new
USR000590,2023-08-04,Delhi,mobile,new
USR000591,2023-12-07,Pune,mobile,returning
USR000592,2023-11-15,Delhi,mobile,returning
USR000593,2023-04-26,Hyderabad,mobile,new
USR000594,2022-09-02,Dubai,mobile,new
USR000595,2022-04-16,Hyderabad,mobile,returning
USR000596,2023-10-19,Dubai,mobile,returning
USR000597,2022-09-22,Mumbai,mobile,returning
USR000598,2022-11-03,Pune,desktop,new
USR000599,2022-03-28,Delhi,mobile,returning
USR000600,2022-05-22,Ahmedabad,mobile,returning
USR000601,2023-06-16,Goa,mobile,returning
USR000602,2022-01-18,Dubai,mobile,returning
USR000603,2022-12-04,Pune,mobile,returning
USR000604,2022-08-13,London,mobile,returning
USR000605,2022-11-18,Ahmedabad,mobile,new
USR000606,2023-04-27,Goa,tablet,returning
USR000607,2023-08-03,Chennai,mobile,vip
USR000608,2022-03-01,Singapore,desktop,returning
USR000609,2022-01-27,Ahmedabad,mobile,new
USR000610,2023-12-27,Goa,mobile,vip
USR000611,2023-09-14,Singapore,desktop,returning
USR000612,2022-10-23,Bangkok,mobile,returning
USR000613,2023-05-22,New York,mobile,new
USR000614,2023-07-05,Kolkata,mobile,returning
USR000615,2022-01-19,Pune,tablet,returning
USR000616,2022-07-20,Bengaluru,mobile,returning
USR000617,2022-09-13,Jaipur,mobile,new
USR000618,2023-11-11,London,mobile,returning
USR000619,2022-06-10,Dubai,mobile,new
USR000620,2023-04-21,Ahmedabad,mobile,vip
USR000621,2023-08-30,Hyderabad,desktop,returning
USR000622,2022-09-21,Mumbai,mobile,new
USR000623,2023-08-18,Delhi,desktop,returning
USR000624,2022-09-13,Delhi,desktop,new
USR000625,2022-02-17,Jaipur,mobile,vip
USR000626,2022-07-07,Ahmedabad,mobile,new
USR000627,2022-06-08,New York,mobile,new
USR000628,2022-05-02,Singapore,mobile,returning
USR000629,2023-02-11,Delhi,mobile,returning
USR000630,2022-10-05,Dubai,desktop,vip
USR000631,2022-04-14,London,desktop,vip
USR000632,2022-08-03,Goa,mobile,new
USR000633,2022-10-22,Pune,desktop,new
USR000634,2022-06-19,New York,mobile,new
USR000635,2022-10-02,Hyderabad,desktop,new
USR000636,2023-07-23,Mumbai,mobile,returning
USR000637,2022-09-02,Bangkok,mobile,returning
USR000638,2022-09-28,London,mobile,new
USR000639,2023-04-11,Bangkok,desktop,returning
USR000640,2023-04-23,Kolkata,desktop,new
USR000641,2022-03-20,Dubai,desktop,returning
USR000642,2023-03-24,Pune,mobile,new
USR000643,2022-07-17,Delhi,mobile,returning
USR000644,2022-08-23,Bangkok,desktop,returning
USR000645,2022-03-31,London,mobile,returning
USR000646,2023-05-02,Mumbai,mobile,new
USR000647,2023-03-26,Bengaluru,mobile,returning
USR000648,2022-10-08,Goa,mobile,returning
USR000649,2023-10-14,Chennai,mobile,new
USR000650,2022-01-01,London,mobile,new
USR000651,2023-03-15,New York,mobile,returning
USR000652,2023-05-06,Chennai,desktop,vip
USR000653,2023-03-29,Dubai,mobile,returning
USR000654,2023-01-23,Kolkata,tablet,returning
USR000655,2023-02-08,Kolkata,mobile,returning
USR000656,2022-06-27,Delhi,mobile,returning
USR000657,2023-10-11,Pune,mobile,returning
USR000658,2023-08-13,Pune,mobile,returning
USR000659,2023-07-31,Bangkok,mobile,vip
USR000660,2023-05-10,Dubai,desktop,new
USR000661,2022-12-05,Ahmedabad,mobile,returning
USR000662,2022-01-21,Pune,mobile,new
USR000663,2023-07-29,London,mobile,returning
USR000664,2022-01-08,Bengaluru,mobile,new
USR000665,2023-05-27,Delhi,mobile,returning
USR000666,2023-10-28,Dubai,desktop,new
USR000667,2022-11-03,New York,mobile,returning
USR000668,2022-11-10,Bangkok,desktop,new
USR000669,2023-01-28,Delhi,desktop,returning
USR000670,2022-06-25,London,mobile,new
USR000671,2022-09-11,Ahmedabad,mobile,returning
USR000672,2022-11-02,Jaipur,mobile,returning
USR000673,2023-10-30,Pune,mobile,returning
USR000674,2023-06-04,Goa,mobile,new
USR000675,2022-10-28,Singapore,mobile,returning
USR000676,2022-11-29,Goa,mobile,new
USR000677,2022-05-13,Bangkok,desktop,new
USR000678,2022-01-19,London,mobile,returning
USR000679,2023-12-12,Dubai,mobile,returning
USR000680,2022-05-22,London,desktop,returning
USR000681,2022-12-08,Ahmedabad,mobile,new
USR000682,2022-08-31,Ahmedabad,desktop,returning
USR000683,2023-12-26,London,mobile,returning
USR000684,2023-01-06,Pune,mobile,new
USR000685,2023-03-02,Mumbai,mobile,returning
USR000686,2022-11-28,Goa,desktop,new
USR000687,2022-10-29,Mumbai,mobile,returning
USR000688,2022-06-29,London,mobile,returning
USR000689,2022-06-21,Ahmedabad,mobile,new
USR000690,2022-04-24,Singapore,desktop,new
USR000691,2023-05-21,Dubai,desktop,new
USR000692,2022-08-20,Hyderabad,mobile,new
USR000693,2023-05-22,New York,desktop,new
USR000694,2023-03-28,London,mobile,returning
USR000695,2022-10-12,Ahmedabad,mobile,returning
USR000696,2022-08-22,Dubai,mobile,returning
USR000697,2023-12-03,Goa,mobile,vip
USR000698,2022-11-29,Pune,mobile,new
USR000699,2023-01-22,Dubai,mobile,returning
USR000700,2022-02-16,Ahmedabad,mobile,new
USR000701,2022-02-05,Goa,mobile,new
USR000702,2022-11-13,Goa,mobile,returning
USR000703,2023-07-16,Bengaluru,desktop,new
USR000704,2022-09-10,Bangkok,desktop,new
USR000705,2023-08-24,London,desktop,returning
USR000706,2022-04-04,Goa,mobile,new
USR000707,2022-07-04,Mumbai,mobile,returning
USR000708,2023-12-05,New York,mobile,returning
USR000709,2022-11-24,Ahmedabad,desktop,returning
USR000710,2022-05-05,Ahmedabad,desktop,returning
USR000711,2022-06-03,Ahmedabad,mobile,returning
USR000712,2022-02-22,Bengaluru,mobile,new
USR000713,2023-12-05,Singapore,mobile,new
USR000714,2023-10-08,Chennai,desktop,vip
USR000715,2022-03-14,Chennai,mobile,returning
USR000716,2022-10-20,Chennai,mobile,returning
USR000717,2023-08-16,Ahmedabad,tablet,new
USR000718,2022-09-16,Jaipur,mobile,returning
USR000719,2023-06-29,Kolkata,mobile,returning
USR000720,2023-11-11,Bangkok,mobile,new
USR000721,2023-04-10,Delhi,desktop,new
USR000722,2022-12-09,Pune,mobile,returning
USR000723,2023-01-31,Jaipur,mobile,returning
USR000724,2023-05-30,Delhi,desktop,new
USR000725,2022-09-23,Ahmedabad,mobile,vip
USR000726,2023-02-01,Chennai,mobile,new
USR000727,2023-01-21,New York,mobile,returning
USR000728,2022-12-09,Singapore,mobile,returning
USR000729,2023-03-23,Mumbai,mobile,new
USR000730,2022-10-27,Pune,mobile,returning
USR000731,2023-04-18,Mumbai,desktop,new
USR000732,2023-10-10,Jaipur,mobile,returning
USR000733,2022-09-07,Bangkok,mobile,new
USR000734,2023-12-13,Singapore,desktop,returning
USR000735,2022-06-28,New York,mobile,new
USR000736,2023-11-09,Goa,mobile,returning
USR000737,2023-01-08,London,mobile,new
USR000738,2023-05-17,Jaipur,mobile,returning
USR000739,2022-03-07,Goa,mobile,returning
USR000740,2023-10-23,Pune,mobile,returning
USR000741,2022-03-05,Kolkata,mobile,returning
USR000742,2023-11-21,Bangkok,mobile,returning
USR000743,2023-12-01,Bangkok,mobile,returning
USR000744,2023-04-23,Bangkok,mobile,returning
USR000745,2023-06-11,Chennai,mobile,new
USR000746,2023-12-12,Singapore,mobile,new
USR000747,2022-04-05,Jaipur,mobile,new
USR000748,2023-07-29,Dubai,mobile,returning
USR000749,2023-05-02,Kolkata,mobile,vip
USR000750,2023-08-25,Pune,desktop,returning
USR000751,2022-09-04,Delhi,mobile,vip
USR000752,2022-02-15,Goa,mobile,vip
USR000753,2023-09-06,Mumbai,mobile,returning
USR000754,2022-06-03,Kolkata,mobile,returning
USR000755,2023-05-23,Goa,mobile,vip
USR000756,2022-09-12,Singapore,mobile,returning
USR000757,2022-01-15,Jaipur,mobile,new
USR000758,2023-04-14,,mobile,vip
USR000759,2022-12-20,Delhi,mobile,returning
USR000760,2023-07-14,London,mobile,new
USR000761,2022-04-21,Ahmedabad,desktop,new
USR000762,2022-04-20,Bangkok,mobile,new
USR000763,2023-09-06,Singapore,desktop,returning
USR000764,2023-07-18,Pune,desktop,returning
USR000765,2023-02-17,Hyderabad,desktop,new
USR000766,2023-09-13,Bengaluru,mobile,returning
USR000767,2022-05-19,Delhi,mobile,returning
USR000768,2023-12-06,Bangkok,mobile,new
USR000769,2023-02-16,Hyderabad,desktop,vip
USR000770,2022-05-22,Bangkok,desktop,returning
USR000771,2022-02-07,Bengaluru,mobile,returning
USR000772,2022-12-13,Kolkata,mobile,returning
USR000773,2022-11-21,Singapore,desktop,returning
USR000774,2023-06-12,Mumbai,mobile,returning
USR000775,2023-10-16,Goa,mobile,returning
USR000776,2022-05-05,Dubai,tablet,returning
USR000777,2022-01-24,Delhi,tablet,new
USR000778,2022-03-30,London,desktop,returning
USR000779,2023-04-28,Pune,desktop,returning
USR000780,2023-09-19,Jaipur,mobile,returning
USR000781,2022-01-18,Ahmedabad,desktop,returning
USR000782,2023-02-27,New York,tablet,returning
USR000783,2022-01-31,Mumbai,tablet,new
USR000784,2022-04-27,Singapore,desktop,returning
USR000785,2023-08-31,Jaipur,mobile,returning
USR000786,2022-06-01,Pune,desktop,returning
USR000787,2023-11-20,Jaipur,mobile,returning
USR000788,2023-01-11,London,mobile,vip
USR000789,2022-07-05,Singapore,mobile,returning
USR000790,2022-10-20,London,mobile,returning
USR000791,2022-02-23,Dubai,mobile,returning
USR000792,2022-12-18,Bengaluru,desktop,new
USR000793,2023-10-23,Bangkok,mobile,new
USR000794,2022-08-01,Delhi,mobile,new
USR000795,2022-03-09,Goa,desktop,returning
USR000796,2023-01-17,Goa,mobile,new
USR000797,2023-12-20,Chennai,tablet,vip
USR000798,2022-10-28,London,mobile,new
USR000799,2022-08-18,Pune,mobile,returning
USR000800,2023-09-15,Goa,desktop,vip
USR000801,2022-10-15,Dubai,mobile,new
USR000802,2022-12-27,Hyderabad,mobile,returning
USR000803,2022-03-22,Kolkata,desktop,returning
USR000804,2022-09-18,Kolkata,mobile,returning
USR000805,2022-01-07,Chennai,desktop,returning
USR000806,2023-07-29,Bangkok,mobile,returning
USR000807,2022-10-13,Bengaluru,desktop,new
USR000808,2023-07-05,Goa,mobile,vip
USR000809,2022-07-16,London,mobile,returning
USR000810,2022-03-06,Ahmedabad,mobile,returning
USR000811,2023-03-31,,desktop,vip
USR000812,2022-04-11,Jaipur,desktop,vip
USR000813,2022-06-29,Chennai,desktop,returning
USR000814,2022-08-24,Singapore,mobile,new
USR000815,2022-09-12,Jaipur,mobile,returning
USR000816,2022-10-12,Hyderabad,mobile,new
USR000817,2022-05-05,Hyderabad,mobile,new
USR000818,2023-04-02,Dubai,mobile,new
USR000819,2023-02-05,Dubai,tablet,new
USR000820,2023-04-25,London,tablet,new
USR000821,2023-10-05,Delhi,mobile,returning
USR000822,2023-03-22,Dubai,desktop,new
USR000823,2022-09-27,New York,desktop,new
USR000824,2023-04-27,Bengaluru,mobile,returning
USR000825,2022-09-13,Jaipur,mobile,returning
USR000826,2022-05-28,Goa,mobile,returning
USR000827,2022-04-17,Dubai,tablet,returning
USR000828,2022-02-16,Singapore,mobile,returning
USR000829,2022-12-09,Jaipur,mobile,new
USR000830,2023-01-22,Jaipur,mobile,new
USR000831,2023-12-03,New York,mobile,returning
USR000832,2022-08-13,Dubai,tablet,returning
USR000833,2023-02-03,Dubai,mobile,returning
USR000834,2023-06-29,London,mobile,returning
USR000835,2022-08-20,Jaipur,mobile,vip
USR000836,2023-05-29,London,desktop,new
USR000837,2023-01-03,Pune,mobile,new
USR000838,2023-04-12,Mumbai,desktop,new
USR000839,2023-01-18,Delhi,mobile,returning
USR000840,2023-03-21,Kolkata,mobile,returning
USR000841,2022-05-01,Mumbai,mobile,returning
USR000842,2022-01-13,Mumbai,desktop,returning
USR000843,2023-03-25,Chennai,mobile,vip
USR000844,2022-06-11,Singapore,mobile,returning
USR000845,2023-12-22,New York,mobile,returning
USR000846,2022-07-21,Dubai,mobile,new
USR000847,2023-06-20,Bengaluru,mobile,returning
USR000848,2023-10-06,Mumbai,mobile,returning
USR000849,2023-04-29,Singapore,mobile,new
USR000850,2022-11-11,Hyderabad,mobile,new
USR000851,2022-08-19,Jaipur,desktop,new
USR000852,2022-06-12,Kolkata,mobile,returning
USR000853,2023-04-30,Pune,tablet,returning
USR000854,2022-01-24,Goa,mobile,returning
USR000855,2022-09-01,,mobile,returning
USR000856,2022-03-11,Jaipur,desktop,returning
USR000857,2022-01-03,Hyderabad,mobile,new
USR000858,2022-08-17,Goa,desktop,returning
USR000859,2022-09-30,Kolkata,mobile,vip
USR000860,2023-12-15,Ahmedabad,desktop,returning
USR000861,2023-09-28,Singapore,mobile,returning
USR000862,2023-03-06,Dubai,desktop,returning
USR000863,2023-05-20,Dubai,desktop,new
USR000864,2022-11-13,Mumbai,mobile,new
USR000865,2022-01-23,Kolkata,mobile,new
USR000866,2023-04-27,Pune,mobile,new
USR000867,2023-02-22,Singapore,mobile,returning
USR000868,2022-02-21,Dubai,desktop,vip
USR000869,2022-05-16,New York,mobile,new
USR000870,2022-12-20,Mumbai,mobile,new
USR000871,2022-09-04,Singapore,tablet,new
USR000872,2022-06-14,Hyderabad,mobile,new
USR000873,2022-07-07,London,desktop,returning
USR000874,2023-01-14,Bangkok,mobile,vip
USR000875,2022-10-23,Pune,mobile,returning
USR000876,2022-06-17,,mobile,new
USR000877,2023-01-28,Goa,mobile,new
USR000878,2023-01-06,Dubai,mobile,vip
USR000879,2022-01-12,Kolkata,mobile,new
USR000880,2022-09-24,Jaipur,mobile,vip
USR000881,2023-03-30,Singapore,mobile,returning
USR000882,2023-02-22,Bengaluru,mobile,new
USR000883,2023-04-19,Dubai,desktop,returning
USR000884,2023-05-10,Bengaluru,mobile,vip
USR000885,2023-08-31,Pune,desktop,new
USR000886,2023-06-18,New York,desktop,vip
USR000887,2023-02-12,Delhi,mobile,new
USR000888,2023-09-01,,desktop,returning
USR000889,2022-07-02,Singapore,desktop,returning
USR000890,2022-01-25,Delhi,mobile,new
USR000891,2023-06-26,Mumbai,mobile,new
USR000892,2023-06-19,Chennai,mobile,returning
USR000893,2023-05-25,Hyderabad,mobile,new
USR000894,2022-08-24,Bengaluru,mobile,returning
USR000895,2023-03-24,Bangkok,desktop,returning
USR000896,2022-05-08,Mumbai,desktop,new
USR000897,2022-07-13,Pune,mobile,vip
USR000898,2022-04-30,New York,desktop,returning
USR000899,2023-03-18,Mumbai,mobile,returning
USR000900,2023-09-21,London,desktop,returning
USR000901,2023-06-17,Jaipur,mobile,new
USR000902,2023-03-04,Singapore,desktop,new
USR000903,2023-05-14,Goa,mobile,vip
USR000904,2022-12-28,Bangkok,desktop,returning
USR000905,2023-07-02,Chennai,mobile,returning
USR000906,2023-02-26,Singapore,desktop,vip
USR000907,2023-12-18,Jaipur,desktop,returning
USR000908,2022-01-06,Delhi,desktop,new
USR000909,2022-07-04,Dubai,mobile,new
USR000910,2023-08-25,Ahmedabad,desktop,returning
USR000911,2023-03-27,New York,mobile,returning
USR000912,2023-11-16,Ahmedabad,mobile,returning
USR000913,2023-11-07,Singapore,desktop,vip
USR000914,2022-06-14,Bengaluru,mobile,new
USR000915,2023-03-08,Jaipur,desktop,returning
USR000916,2022-01-17,Pune,mobile,returning
USR000917,2023-08-25,Kolkata,mobile,vip
USR000918,2022-03-19,London,mobile,new
USR000919,2022-08-17,Goa,mobile,returning
USR000920,2023-09-18,Chennai,mobile,new
USR000921,2023-12-20,Chennai,mobile,new
USR000922,2022-05-24,New York,desktop,vip
USR000923,2023-03-16,Goa,mobile,returning
USR000924,2022-09-08,Ahmedabad,mobile,new
USR000925,2022-08-29,,mobile,returning
USR000926,2022-10-07,,mobile,returning
USR000927,2023-01-18,Goa,mobile,returning
USR000928,2023-06-27,Delhi,mobile,returning
USR000929,2023-11-10,Kolkata,desktop,new
USR000930,2023-04-18,Hyderabad,mobile,vip
USR000931,2022-08-30,Goa,desktop,returning
USR000932,2023-09-07,London,mobile,returning
USR000933,2023-10-27,Hyderabad,mobile,new
USR000934,2022-11-17,Mumbai,mobile,returning
USR000935,2022-08-16,London,desktop,new
USR000936,2023-10-18,Kolkata,desktop,new
USR000937,2022-05-21,Singapore,mobile,returning
USR000938,2022-03-28,Delhi,mobile,new
USR000939,2022-01-29,Hyderabad,mobile,returning
USR000940,2023-11-08,Dubai,mobile,new
USR000941,2023-07-30,Mumbai,desktop,returning
USR000942,2023-08-02,Ahmedabad,mobile,new
USR000943,2022-06-04,Singapore,mobile,returning
USR000944,2023-02-24,Ahmedabad,mobile,new
USR000945,2023-10-06,Ahmedabad,desktop,returning
USR000946,2023-04-22,Ahmedabad,mobile,returning
USR000947,2023-09-02,Chennai,desktop,returning
USR000948,2022-06-09,,mobile,new
USR000949,2022-11-01,Chennai,mobile,returning
USR000950,2022-04-21,Delhi,mobile,new
USR000951,2022-05-01,Delhi,mobile,returning
USR000952,2022-04-08,New York,desktop,returning
USR000953,2023-05-15,Singapore,desktop,returning
USR000954,2022-07-15,Ahmedabad,mobile,vip
USR000955,2022-12-08,Goa,mobile,returning
USR000956,2022-09-27,Hyderabad,mobile,new
USR000957,2022-10-05,Goa,mobile,new
USR000958,2023-03-03,Hyderabad,mobile,returning
USR000959,2022-05-09,Dubai,desktop,returning
USR000960,2022-10-19,Bangkok,desktop,returning
USR000961,2023-02-23,Hyderabad,mobile,returning
USR000962,2022-05-29,Bangkok,desktop,new
USR000963,2022-04-06,London,mobile,new
USR000964,2023-11-01,Singapore,mobile,new
USR000965,2022-04-17,Pune,mobile,returning
USR000966,2023-09-22,Bangkok,mobile,returning
USR000967,2023-06-03,Delhi,mobile,new
USR000968,2022-04-01,Dubai,mobile,returning
USR000969,2023-05-30,Mumbai,desktop,returning
USR000970,2023-04-06,Dubai,mobile,returning
USR000971,2022-02-24,Mumbai,mobile,returning
USR000972,2023-10-10,Delhi,mobile,new
USR000973,2023-07-25,Bengaluru,mobile,new
USR000974,2023-05-01,Hyderabad,desktop,new
USR000975,2023-07-08,Delhi,desktop,new
USR000976,2022-06-15,Bangkok,mobile,returning
USR000977,2023-10-17,London,tablet,new
USR000978,2023-07-25,Pune,mobile,vip
USR000979,2023-12-30,Pune,desktop,returning
USR000980,2022-11-09,Pune,desktop,returning
USR000981,2022-09-27,Chennai,desktop,returning
USR000982,2022-01-26,Kolkata,mobile,returning
USR000983,2022-05-03,Delhi,mobile,returning
USR000984,2022-09-07,Mumbai,desktop,returning
USR000985,2023-03-09,Dubai,mobile,new
USR000986,2023-11-29,Mumbai,mobile,returning
USR000987,2023-05-09,Singapore,mobile,returning
USR000988,2023-03-12,Mumbai,tablet,new
USR000989,2022-01-08,Bangkok,mobile,new
USR000990,2023-03-18,Kolkata,mobile,returning
USR000991,2022-01-12,Ahmedabad,mobile,vip
USR000992,2022-09-24,Chennai,mobile,returning
USR000993,2023-10-21,Dubai,mobile,new
USR000994,2022-01-28,Goa,mobile,returning
USR000995,2023-05-07,Chennai,desktop,returning
USR000996,2023-04-06,London,mobile,returning
USR000997,2022-04-01,Kolkata,mobile,new
USR000998,2022-05-08,Bangkok,mobile,returning
USR000999,2022-02-23,Mumbai,desktop,returning
USR001000,2023-06-13,Bengaluru,mobile,new
USR001001,2022-10-23,Hyderabad,mobile,returning
USR001002,2023-09-06,,mobile,returning
USR001003,2022-06-23,Singapore,desktop,returning
USR001004,2023-05-16,Bangkok,mobile,new
USR001005,2022-03-09,Chennai,desktop,returning
USR001006,2023-08-02,Goa,mobile,new
USR001007,2023-04-04,Chennai,tablet,new
USR001008,2023-08-09,London,desktop,returning
USR001009,2023-10-20,New York,desktop,new
USR001010,2023-11-01,London,desktop,returning
USR001011,2023-07-16,Goa,mobile,returning
USR001012,2023-02-21,New York,mobile,returning
USR001013,2022-05-02,Mumbai,mobile,returning
USR001014,2022-05-29,London,mobile,vip
USR001015,2023-03-12,Bengaluru,mobile,new
USR001016,2022-10-09,Mumbai,mobile,returning
USR001017,2023-08-27,Jaipur,desktop,new
USR001018,2022-09-09,Kolkata,desktop,returning
USR001019,2022-01-26,Jaipur,mobile,new
USR001020,2023-02-24,Delhi,mobile,returning
USR001021,2022-01-15,Hyderabad,desktop,returning
USR001022,2022-11-15,Singapore,desktop,returning
USR001023,2023-03-29,Dubai,tablet,returning
USR001024,2022-08-07,Hyderabad,desktop,returning
USR001025,2022-06-28,London,mobile,returning
USR001026,2022-08-14,Bangkok,mobile,vip
USR001027,2022-10-10,Bengaluru,desktop,new
USR001028,2023-10-11,Bengaluru,mobile,returning
USR001029,2022-04-29,Goa,mobile,returning
USR001030,2023-11-22,Hyderabad,desktop,new
USR001031,2022-10-16,Delhi,mobile,returning
USR001032,2023-02-05,Dubai,desktop,new
USR001033,2022-04-23,Jaipur,mobile,returning
USR001034,2023-04-20,Mumbai,mobile,returning
USR001035,2023-12-06,Singapore,desktop,new
USR001036,2023-09-30,New York,mobile,returning
USR001037,2023-05-12,Jaipur,mobile,vip
USR001038,2022-02-10,Goa,mobile,returning
USR001039,2022-05-22,Delhi,mobile,vip
USR001040,2022-05-10,Dubai,mobile,returning
USR001041,2023-12-11,Hyderabad,mobile,new
USR001042,2022-02-12,Bengaluru,mobile,returning
USR001043,2023-04-01,Jaipur,mobile,returning
USR001044,2022-05-21,New York,mobile,returning
USR001045,2023-11-21,Kolkata,mobile,returning
USR001046,2023-07-06,Dubai,mobile,new
USR001047,2022-09-07,Hyderabad,desktop,vip
USR001048,2022-07-19,Chennai,tablet,new
USR001049,2022-03-05,Delhi,mobile,new
USR001050,2022-10-06,Bengaluru,desktop,returning
USR001051,2023-03-23,Ahmedabad,mobile,returning
USR001052,2023-06-30,Chennai,mobile,returning
USR001053,2022-05-12,Goa,desktop,new
USR001054,2022-10-12,Dubai,mobile,returning
USR001055,2022-03-22,Bengaluru,desktop,returning
USR001056,2022-08-16,Jaipur,mobile,new
USR001057,2023-09-30,Bangkok,desktop,returning
USR001058,2022-09-07,New York,desktop,returning
USR001059,2023-01-10,Bengaluru,mobile,new
USR001060,2022-11-09,Chennai,desktop,returning
USR001061,2023-01-25,Singapore,mobile,new
USR001062,2023-02-07,Dubai,mobile,vip
USR001063,2022-02-14,Goa,mobile,returning
USR001064,2023-09-16,Chennai,desktop,new
USR001065,2023-07-21,Kolkata,tablet,returning
USR001066,2023-01-29,Dubai,desktop,new
USR001067,2022-11-06,Chennai,desktop,new
USR001068,2022-01-21,Ahmedabad,mobile,returning
USR001069,2022-08-12,Pune,desktop,returning
USR001070,2023-03-12,Singapore,mobile,vip
USR001071,2022-02-22,Ahmedabad,mobile,vip
USR001072,2022-11-17,Delhi,mobile,vip
USR001073,2022-06-17,Goa,mobile,new
USR001074,2023-11-25,Delhi,mobile,returning
USR001075,2022-09-23,Chennai,tablet,returning
USR001076,2023-10-03,Bangkok,mobile,returning
USR001077,2023-02-13,London,tablet,new
USR001078,2023-04-18,Bengaluru,tablet,returning
USR001079,2023-02-04,Singapore,mobile,returning
USR001080,2023-09-05,Goa,mobile,new
USR001081,2022-11-14,,mobile,returning
USR001082,2022-07-24,London,desktop,returning
USR001083,2023-12-31,Bangkok,mobile,returning
USR001084,2022-02-27,Goa,mobile,returning
USR001085,2022-06-25,Bangkok,mobile,returning
USR001086,2022-09-15,Jaipur,mobile,new
USR001087,2022-11-04,Singapore,mobile,returning
USR001088,2023-11-07,Hyderabad,mobile,returning
USR001089,2023-06-23,Mumbai,mobile,returning
USR001090,2022-07-20,Hyderabad,mobile,vip
USR001091,2022-12-27,London,mobile,new
USR001092,2022-04-04,Jaipur,mobile,new
USR001093,2022-08-09,Goa,tablet,returning
USR001094,2022-04-01,Bengaluru,mobile,returning
USR001095,2022-10-06,Kolkata,desktop,returning
USR001096,2023-11-10,London,mobile,new
USR001097,2023-06-07,Jaipur,tablet,vip
USR001098,2023-04-03,Bangkok,mobile,returning
USR001099,2022-06-18,Bengaluru,mobile,returning
USR001100,2023-08-20,Ahmedabad,mobile,vip
USR001101,2023-03-13,Delhi,mobile,returning
USR001102,2022-10-10,Kolkata,mobile,new
USR001103,2022-01-16,Mumbai,mobile,new
USR001104,2022-08-23,Hyderabad,mobile,vip
USR001105,2023-08-30,New York,tablet,returning
USR001106,2023-12-03,New York,mobile,returning
USR001107,2022-03-27,Dubai,desktop,returning
USR001108,2022-04-18,Singapore,mobile,returning
USR001109,2023-05-01,Bengaluru,mobile,returning
USR001110,2022-01-05,Bengaluru,desktop,new
USR001111,2023-07-23,Jaipur,mobile,returning
USR001112,2023-02-17,Jaipur,mobile,new
USR001113,2022-06-16,London,mobile,new
USR001114,2023-12-18,Bengaluru,mobile,returning
USR001115,2022-06-15,Dubai,mobile,returning
USR001116,2022-11-10,New York,mobile,new
USR001117,2023-09-28,Mumbai,mobile,returning
USR001118,2023-05-16,Singapore,mobile,returning
USR001119,2023-09-07,Hyderabad,mobile,new
USR001120,2022-09-16,Hyderabad,mobile,returning
USR001121,2023-09-03,Hyderabad,desktop,new
USR001122,2022-03-09,Dubai,mobile,returning
USR001123,2023-07-28,Ahmedabad,desktop,new
USR001124,2022-08-09,Singapore,mobile,vip
USR001125,2023-03-09,Kolkata,desktop,vip
USR001126,2022-07-29,London,desktop,vip
USR001127,2022-01-09,London,mobile,returning
USR001128,2023-03-28,Mumbai,mobile,new
USR001129,2022-11-02,Goa,mobile,returning
USR001130,2022-08-25,Delhi,mobile,returning
USR001131,2022-09-05,New York,desktop,new
USR001132,2023-04-27,Goa,mobile,returning
USR001133,2022-09-21,Chennai,mobile,new
USR001134,2022-06-16,Singapore,tablet,vip
USR001135,2023-08-06,Jaipur,mobile,new
USR001136,2022-12-05,Jaipur,desktop,returning
USR001137,2023-06-20,Kolkata,tablet,returning
USR001138,2022-04-28,Kolkata,mobile,returning
USR001139,2022-07-30,Jaipur,tablet,returning
USR001140,2023-08-15,London,mobile,new
USR001141,2023-10-22,Delhi,desktop,new
USR001142,2023-03-25,Hyderabad,tablet,new
USR001143,2022-11-03,New York,desktop,new
USR001144,2023-01-18,Hyderabad,desktop,returning
USR001145,2022-07-31,Pune,mobile,returning
USR001146,2023-04-03,Bangkok,desktop,returning
USR001147,2023-12-30,Kolkata,mobile,returning
USR001148,2023-03-18,Singapore,mobile,returning
USR001149,2023-03-02,London,mobile,new
USR001150,2022-05-10,Mumbai,mobile,returning
USR001151,2022-05-18,London,mobile,returning
USR001152,2022-02-25,Pune,mobile,returning
USR001153,2022-08-18,Hyderabad,mobile,returning
USR001154,2023-08-02,Ahmedabad,desktop,new
USR001155,2022-10-01,Chennai,mobile,returning
USR001156,2022-06-29,Bengaluru,desktop,returning
USR001157,2022-08-24,Bengaluru,mobile,returning
USR001158,2023-01-13,Goa,desktop,returning
USR001159,2023-01-26,Bangkok,mobile,vip
USR001160,2022-06-15,Goa,mobile,new
USR001161,2022-06-24,Pune,tablet,returning
USR001162,2022-12-11,,mobile,new
USR001163,2022-09-22,Delhi,mobile,returning
USR001164,2023-02-06,Dubai,mobile,returning
USR001165,2023-06-22,Ahmedabad,desktop,new
USR001166,2022-01-17,Jaipur,mobile,returning
USR001167,2023-05-02,Goa,mobile,returning
USR001168,2022-05-26,Pune,mobile,returning
USR001169,2022-12-05,Hyderabad,desktop,new
USR001170,2023-05-07,Delhi,mobile,returning
USR001171,2022-11-07,Jaipur,desktop,new
USR001172,2023-11-18,Bengaluru,tablet,returning
USR001173,2023-02-10,Ahmedabad,mobile,vip
