log_id,hotel_id,algorithm_version,base_price,computed_price,multiplier,logged_at,week_number
LOG0002070,HTL0058,v1.2,6400.53,6545.18,1.0226,2024-04-07 20:13:00,14
LOG0002071,HTL0069,v1.3_buggy,6287.82,7693.15,1.2235,2024-05-29 21:14:00,22
LOG0002072,HTL0030,v1.2,6557.14,7170.89,1.0936,2024-02-21 14:32:00,8
LOG0002073,HTL0087,v1.3_buggy,6056.59,7991.06,1.3194,2024-05-19 06:10:00,20
LOG0002074,HTL0021,v1.2,3253.37,3728.04,1.1459,2024-02-23 08:15:00,8
LOG0002075,HTL0117,v1.2,3559.66,3789.26,1.0645,2024-02-24 15:48:00,8
LOG0002076,HTL0058,v1.2,4751.67,5086.66,1.0705,2024-02-15 11:59:00,7
LOG0002077,HTL0083,v1.3_buggy,6156.16,7580.08,1.2313,2024-06-08 05:53:00,23
LOG0002078,HTL0020,v1.2,6861.9,7631.81,1.1122,2024-04-14 08:23:00,15
LOG0002079,HTL0048,v1.2,3673.15,4189.96,1.1407,2024-02-27 23:01:00,9
LOG0002080,HTL0104,v1.2,4583.15,4842.1,1.0565,2024-03-22 10:44:00,12
LOG0002081,HTL0032,v1.2,9321.23,10952.45,1.175,2024-02-08 03:28:00,6
LOG0002082,HTL0067,v1.2,10142.39,11771.26,1.1606,2024-01-28 02:00:00,4
LOG0002083,HTL0004,v1.3_buggy,4271.12,5309.86,1.2432,2024-06-10 06:15:00,24
LOG0002084,HTL0096,v1.3_buggy,7478.79,9832.37,1.3147,2024-05-13 17:13:00,20
LOG0002085,HTL0016,v1.3_buggy,2714.52,3354.06,1.2356,2024-06-08 12:37:00,23
LOG0002086,HTL0004,v1.2,4319.59,4536.87,1.0503,2024-02-25 18:30:00,8
LOG0002087,HTL0030,v1.3_buggy,8059.52,10830.38,1.3438,2024-04-23 02:45:00,17
LOG0002088,HTL0006,v1.3_buggy,8911.6,11536.96,1.2946,2024-04-27 01:32:00,17
LOG0002089,HTL0026,v1.3_buggy,5827.22,8018.25,1.376,2024-06-05 00:11:00,23
LOG0002090,HTL0071,v1.3_buggy,2242.06,2751.46,1.2272,2024-06-18 10:11:00,25
LOG0002091,HTL0092,v1.2,2180.9,2124.63,0.9742,2024-01-05 10:25:00,1
LOG0002092,HTL0077,v1.2,5633.11,5914.77,1.05,2024-04-08 08:29:00,15
LOG0002093,HTL0080,v1.3_buggy,5852.77,7167.89,1.2247,2024-05-19 13:14:00,20
LOG0002094,HTL0027,v1.3_buggy,11795.11,15483.44,1.3127,2024-05-01 14:58:00,18
LOG0002095,HTL0088,v1.2,3713.4,3794.35,1.0218,2024-02-29 10:31:00,9
LOG0002096,HTL0001,v1.2,3059.88,3511.21,1.1475,2024-02-27 02:03:00,9
LOG0002097,HTL0063,v1.2,4652.01,4841.81,1.0408,2024-03-04 20:30:00,10
LOG0002098,HTL0032,v1.3_buggy,4173.29,5504.57,1.319,2024-05-10 08:17:00,19
LOG0002099,HTL0014,v1.2,6465.65,7261.57,1.1231,2024-02-13 08:38:00,7
LOG0002100,HTL0104,v1.2,6961.17,6920.8,0.9942,2024-04-10 06:03:00,15
LOG0002101,HTL0104,v1.2,4592.09,4374.42,0.9526,2024-03-08 04:50:00,10
LOG0002102,HTL0053,v1.3_buggy,6806.87,9032.04,1.3269,2024-06-18 18:00:00,25
LOG0002103,HTL0001,v1.2,3335.28,3904.95,1.1708,2024-02-28 19:44:00,9
LOG0002104,HTL0114,v1.2,5474.18,5907.74,1.0792,2024-01-24 20:03:00,4
LOG0002105,HTL0049,v1.2,1895.61,1892.39,0.9983,2024-03-18 14:14:00,12
LOG0002106,HTL0113,v1.3_buggy,3687.02,5060.43,1.3725,2024-05-12 13:10:00,19
LOG0002107,HTL0012,v1.3_buggy,6212.17,8206.28,1.321,2024-06-15 14:34:00,24
LOG0002108,HTL0021,v1.3_buggy,9902.45,13412.87,1.3545,2024-06-30 07:32:00,26
LOG0002109,HTL0066,v1.3_buggy,3501.62,4662.76,1.3316,2024-06-06 08:32:00,23
LOG0002110,HTL0072,v1.3_buggy,5537.97,7256.96,1.3104,2024-05-03 23:09:00,18
LOG0002111,HTL0048,v1.3_buggy,3449.29,4474.42,1.2972,2024-06-30 19:57:00,26
LOG0002112,HTL0098,v1.3_buggy,4223.87,5612.26,1.3287,2024-04-16 07:19:00,16
LOG0002113,HTL0117,v1.2,5980.19,6816.82,1.1399,2024-03-01 07:03:00,9
LOG0002114,HTL0045,v1.2,3217.27,3172.55,0.9861,2024-03-11 01:32:00,11
LOG0002115,HTL0099,v1.3_buggy,4220.89,5154.97,1.2213,2024-04-18 12:57:00,16
LOG0002116,HTL0119,v1.2,5284.56,5059.97,0.9575,2024-02-07 03:16:00,6
LOG0002117,HTL0114,v1.2,5443.55,6137.06,1.1274,2024-04-13 16:03:00,15
LOG0002118,HTL0093,v1.2,5056.29,5099.27,1.0085,2024-01-03 06:03:00,1
LOG0002119,HTL0037,v1.3_buggy,5284.4,6449.61,1.2205,2024-04-22 23:17:00,17
LOG0002120,HTL0116,v1.3_buggy,3765.93,5071.95,1.3468,2024-06-01 07:00:00,22
LOG0002121,HTL0001,v1.3_buggy,3561.17,4540.49,1.275,2024-06-04 23:59:00,23
LOG0002122,HTL0068,v1.3_buggy,3254.65,4368.39,1.3422,2024-06-04 01:03:00,23
LOG0002123,HTL0001,v1.2,3415.3,3669.4,1.0744,2024-04-06 04:49:00,14
LOG0002124,HTL0078,v1.2,3308.97,3495.93,1.0565,2024-03-14 06:39:00,11
LOG0002125,HTL0080,v1.2,5092.75,5054.05,0.9924,2024-04-12 12:04:00,15
LOG0002126,HTL0115,v1.2,3448.7,3604.24,1.0451,2024-03-18 01:39:00,12
LOG0002127,HTL0030,v1.2,5291.02,5424.88,1.0253,2024-01-20 06:10:00,3
LOG0002128,HTL0086,v1.2,4625.93,5218.97,1.1282,2024-03-29 10:48:00,13
LOG0002129,HTL0033,v1.2,5679.29,6252.33,1.1009,2024-02-17 02:52:00,7
LOG0002130,HTL0109,v1.3_buggy,4951.37,6142.67,1.2406,2024-06-22 03:43:00,25
LOG0002131,HTL0104,v1.2,4759.49,4688.57,0.9851,2024-02-21 22:04:00,8
LOG0002132,HTL0020,v1.2,7318.95,8285.05,1.132,2024-03-23 22:31:00,12
LOG0002133,HTL0061,v1.3_buggy,7013.44,9484.98,1.3524,2024-05-14 20:48:00,20
LOG0002134,HTL0038,v1.2,5517.96,5648.18,1.0236,2024-03-28 02:58:00,13
LOG0002135,HTL0085,v1.3_buggy,6953.19,9120.5,1.3117,2024-05-10 17:36:00,19
LOG0002136,HTL0029,v1.2,3423.5,3307.44,0.9661,2024-01-22 04:09:00,4
LOG0002137,HTL0045,v1.2,4266.41,4632.04,1.0857,2024-01-14 18:55:00,2
LOG0002138,HTL0047,v1.2,4319.16,4188.29,0.9697,2024-04-13 14:35:00,15
LOG0002139,HTL0009,v1.2,5371.78,5267.57,0.9806,2024-02-29 05:57:00,9
LOG0002140,HTL0116,v1.2,2771.79,2791.47,1.0071,2024-02-28 03:06:00,9
LOG0002141,HTL0059,v1.2,5490.56,5603.67,1.0206,2024-02-25 04:54:00,8
LOG0002142,HTL0087,v1.3_buggy,6177.26,8403.54,1.3604,2024-06-04 14:49:00,23
LOG0002143,HTL0076,v1.2,6088.12,6299.99,1.0348,2024-03-06 23:22:00,10
LOG0002144,HTL0041,v1.3_buggy,2696.89,3614.64,1.3403,2024-06-08 23:51:00,23
LOG0002145,HTL0036,v1.3_buggy,2867.14,3776.6,1.3172,2024-06-30 13:24:00,26
LOG0002146,HTL0108,v1.3_buggy,3731.01,4996.94,1.3393,2024-06-11 17:00:00,24
LOG0002147,HTL0057,v1.2,10058.47,10532.22,1.0471,2024-02-04 22:29:00,5
LOG0002148,HTL0080,v1.3_buggy,5543.64,7468.95,1.3473,2024-06-06 11:34:00,23
LOG0002149,HTL0062,v1.2,2913.49,3364.79,1.1549,2024-03-30 19:13:00,13
LOG0002150,HTL0073,v1.2,5689.43,6500.17,1.1425,2024-03-23 11:34:00,12
LOG0002151,HTL0052,v1.2,5063.29,5596.96,1.1054,2024-03-21 05:55:00,12
LOG0002152,HTL0059,v1.2,6003.73,6895.88,1.1486,2024-02-02 10:51:00,5
LOG0002153,HTL0111,v1.2,4731.61,4753.38,1.0046,2024-03-11 13:06:00,11
LOG0002154,HTL0080,v1.2,4819.28,5228.44,1.0849,2024-04-01 11:18:00,14
LOG0002155,HTL0038,v1.2,3711.52,4246.72,1.1442,2024-03-21 08:18:00,12
LOG0002156,HTL0117,v1.2,11379.22,11483.91,1.0092,2024-01-06 11:45:00,1
LOG0002157,HTL0024,v1.2,4198.37,4508.63,1.0739,2024-02-02 16:14:00,5
LOG0002158,HTL0042,v1.2,4528.83,4683.72,1.0342,2024-02-22 17:54:00,8
LOG0002159,HTL0046,v1.2,3964.83,4541.32,1.1454,2024-01-08 14:40:00,2
LOG0002160,HTL0032,v1.2,2180.68,2124.42,0.9742,2024-02-29 20:50:00,9
LOG0002161,HTL0053,v1.2,2802.52,2799.16,0.9988,2024-02-20 11:43:00,8
LOG0002162,HTL0011,v1.3_buggy,5134.09,6474.6,1.2611,2024-05-23 07:06:00,21
LOG0002163,HTL0101,v1.2,4134.45,4756.27,1.1504,2024-01-17 10:02:00,3
LOG0002164,HTL0084,v1.2,1500.0,1732.8,1.1552,2024-01-05 00:20:00,1
LOG0002165,HTL0032,v1.2,2576.19,2932.22,1.1382,2024-02-09 02:14:00,6
LOG0002166,HTL0095,v1.2,6349.21,7189.85,1.1324,2024-02-22 22:12:00,8
LOG0002167,HTL0043,v1.2,6267.62,6826.69,1.0892,2024-03-08 19:36:00,10
LOG0002168,HTL0085,v1.2,5854.72,6573.68,1.1228,2024-01-11 05:59:00,2
LOG0002169,HTL0018,v1.2,4987.48,5671.26,1.1371,2024-02-19 05:11:00,8
LOG0002170,HTL0053,v1.2,9100.06,10303.09,1.1322,2024-04-07 20:21:00,14
LOG0002171,HTL0076,v1.2,4021.95,3838.55,0.9544,2024-03-06 09:02:00,10
LOG0002172,HTL0015,v1.3_buggy,4977.66,6820.39,1.3702,2024-04-25 10:34:00,17
LOG0002173,HTL0073,v1.2,3114.59,3295.55,1.0581,2024-01-11 23:08:00,2
LOG0002174,HTL0028,v1.2,2681.75,2711.52,1.0111,2024-03-08 02:15:00,10
LOG0002175,HTL0084,v1.3_buggy,8496.14,10715.33,1.2612,2024-04-29 07:03:00,18
LOG0002176,HTL0034,v1.3_buggy,5848.15,7830.09,1.3389,2024-04-22 23:11:00,17
LOG0002177,HTL0055,v1.2,5546.59,5684.7,1.0249,2024-02-01 17:08:00,5
LOG0002178,HTL0083,v1.2,11083.09,12753.31,1.1507,2024-02-08 02:20:00,6
LOG0002179,HTL0018,v1.2,2496.45,2739.85,1.0975,2024-01-16 02:30:00,3
LOG0002180,HTL0102,v1.3_buggy,2906.39,3973.91,1.3673,2024-06-15 20:45:00,24
LOG0002181,HTL0035,v1.2,10084.18,10639.82,1.0551,2024-02-15 11:23:00,7
LOG0002182,HTL0009,v1.3_buggy,5043.61,6329.73,1.255,2024-06-13 16:22:00,24
LOG0002183,HTL0107,v1.2,4999.14,4900.16,0.9802,2024-02-23 14:29:00,8
LOG0002184,HTL0072,v1.2,4213.22,4841.41,1.1491,2024-01-27 16:08:00,4
LOG0002185,HTL0077,v1.2,4908.5,5170.61,1.0534,2024-02-09 05:55:00,6
LOG0002186,HTL0106,v1.3_buggy,5705.36,7278.33,1.2757,2024-04-17 06:02:00,16
LOG0002187,HTL0083,v1.2,8142.23,8378.35,1.029,2024-03-30 18:24:00,13
LOG0002188,HTL0117,v1.3_buggy,9367.59,11942.74,1.2749,2024-05-21 16:33:00,21
LOG0002189,HTL0035,v1.3_buggy,6670.26,8904.8,1.335,2024-06-21 19:00:00,25
LOG0002190,HTL0064,v1.3_buggy,11056.59,15154.16,1.3706,2024-06-23 00:18:00,25
LOG0002191,HTL0006,v1.2,3701.57,4162.79,1.1246,2024-01-11 04:39:00,2
LOG0002192,HTL0061,v1.3_buggy,7369.49,9521.38,1.292,2024-06-04 20:27:00,23
LOG0002193,HTL0083,v1.3_buggy,5677.45,7153.59,1.26,2024-06-03 06:58:00,23
LOG0002194,HTL0107,v1.2,5451.32,5478.03,1.0049,2024-01-02 01:18:00,1
LOG0002195,HTL0094,v1.2,3838.46,4251.86,1.1077,2024-01-09 17:22:00,2
LOG0002196,HTL0082,v1.3_buggy,4735.61,6345.72,1.34,2024-04-21 06:00:00,16
LOG0002197,HTL0074,v1.2,4072.69,4422.13,1.0858,2024-02-14 00:48:00,7
LOG0002198,HTL0041,v1.2,2128.52,2058.07,0.9669,2024-03-17 12:22:00,11
LOG0002199,HTL0052,v1.3_buggy,5391.92,7116.8,1.3199,2024-05-22 03:15:00,21
LOG0002200,HTL0047,v1.2,10231.37,11423.32,1.1165,2024-01-12 09:47:00,2
LOG0002201,HTL0035,v1.2,3790.36,4283.11,1.13,2024-03-01 14:28:00,9
LOG0002202,HTL0103,v1.3_buggy,5501.08,7248.22,1.3176,2024-06-26 01:07:00,26
LOG0002203,HTL0024,v1.2,3308.89,3311.87,1.0009,2024-02-18 12:10:00,7
LOG0002204,HTL0041,v1.2,7019.54,8002.28,1.14,2024-01-05 17:52:00,1
LOG0002205,HTL0055,v1.3_buggy,8279.09,10831.53,1.3083,2024-05-17 18:02:00,20
LOG0002206,HTL0006,v1.3_buggy,2301.61,3023.39,1.3136,2024-05-17 22:38:00,20
LOG0002207,HTL0008,v1.2,4547.66,4389.86,0.9653,2024-03-13 02:38:00,11
LOG0002208,HTL0070,v1.3_buggy,4149.76,5381.41,1.2968,2024-04-27 18:32:00,17
LOG0002209,HTL0089,v1.2,4489.47,5073.1,1.13,2024-02-04 05:54:00,5
LOG0002210,HTL0003,v1.2,6825.31,6935.2,1.0161,2024-01-04 10:28:00,1
LOG0002211,HTL0037,v1.3_buggy,4452.39,5684.81,1.2768,2024-06-15 19:24:00,24
LOG0002212,HTL0045,v1.2,7610.53,8450.73,1.1104,2024-03-24 18:41:00,12
LOG0002213,HTL0062,v1.2,2113.38,2036.03,0.9634,2024-02-12 19:50:00,7
LOG0002214,HTL0007,v1.2,5251.05,5189.61,0.9883,2024-01-30 01:22:00,5
LOG0002215,HTL0010,v1.2,5445.77,5216.5,0.9579,2024-02-26 18:28:00,9
LOG0002216,HTL0087,v1.3_buggy,3013.12,3816.12,1.2665,2024-06-25 16:08:00,26
LOG0002217,HTL0049,v1.3_buggy,9577.42,11752.45,1.2271,2024-06-24 23:13:00,26
LOG0002218,HTL0117,v1.2,4252.02,4803.51,1.1297,2024-04-04 16:31:00,14
LOG0002219,HTL0006,v1.2,6347.65,6943.69,1.0939,2024-02-28 23:38:00,9
LOG0002220,HTL0074,v1.2,3666.08,3769.1,1.0281,2024-01-29 03:51:00,5
LOG0002221,HTL0085,v1.3_buggy,3393.51,4259.53,1.2552,2024-05-07 17:19:00,19
LOG0002222,HTL0097,v1.3_buggy,6729.78,8276.96,1.2299,2024-05-12 09:35:00,19
LOG0002223,HTL0023,v1.2,3529.76,3693.89,1.0465,2024-02-28 11:40:00,9
LOG0002224,HTL0114,v1.3_buggy,4500.85,5498.24,1.2216,2024-05-25 21:22:00,21
LOG0002225,HTL0100,v1.2,3800.93,4238.8,1.1152,2024-02-29 19:22:00,9
LOG0002226,HTL0001,v1.3_buggy,6554.47,8697.78,1.327,2024-06-07 12:02:00,23
LOG0002227,HTL0002,v1.2,4110.83,4769.38,1.1602,2024-01-31 22:52:00,5
LOG0002228,HTL0091,v1.3_buggy,3141.48,4203.93,1.3382,2024-06-16 17:27:00,24
LOG0002229,HTL0071,v1.2,5713.14,6302.16,1.1031,2024-02-01 16:08:00,5
LOG0002230,HTL0101,v1.2,9076.29,9684.4,1.067,2024-02-16 03:50:00,7
LOG0002231,HTL0076,v1.3_buggy,6987.12,8559.22,1.225,2024-04-19 21:42:00,16
LOG0002232,HTL0090,v1.3_buggy,7073.92,9345.36,1.3211,2024-06-12 15:37:00,24
LOG0002233,HTL0064,v1.3_buggy,3850.12,4950.1,1.2857,2024-05-05 15:23:00,18
LOG0002234,HTL0005,v1.2,5288.27,6116.94,1.1567,2024-03-30 07:45:00,13
LOG0002235,HTL0047,v1.2,4237.58,4203.68,0.992,2024-02-03 05:14:00,5
LOG0002236,HTL0005,v1.3_buggy,3253.75,4308.94,1.3243,2024-05-09 23:24:00,19
LOG0002237,HTL0010,v1.2,5762.85,6615.18,1.1479,2024-02-25 17:26:00,8
LOG0002238,HTL0064,v1.2,5504.39,5354.67,0.9728,2024-03-18 08:49:00,12
LOG0002239,HTL0037,v1.2,4649.13,4876.47,1.0489,2024-02-20 22:26:00,8
LOG0002240,HTL0111,v1.3_buggy,7959.41,10414.09,1.3084,2024-05-22 09:26:00,21
LOG0002241,HTL0045,v1.2,2711.29,2827.6,1.0429,2024-03-18 19:56:00,12
LOG0002242,HTL0098,v1.2,6209.7,6784.1,1.0925,2024-02-22 23:38:00,8
LOG0002243,HTL0029,v1.2,5817.34,6268.18,1.0775,2024-03-26 22:59:00,13
LOG0002244,HTL0030,v1.3_buggy,2445.01,3159.44,1.2922,2024-05-05 04:02:00,18
LOG0002245,HTL0061,v1.2,5741.78,5574.69,0.9709,2024-03-15 19:25:00,11
LOG0002246,HTL0082,v1.2,2656.96,2760.58,1.039,2024-02-28 06:53:00,9
LOG0002247,HTL0082,v1.2,4143.01,4817.91,1.1629,2024-03-31 20:10:00,13
LOG0002248,HTL0006,v1.3_buggy,4335.82,5775.31,1.332,2024-05-30 11:41:00,22
LOG0002249,HTL0007,v1.2,3735.08,3662.99,0.9807,2024-03-31 09:36:00,13
LOG0002250,HTL0057,v1.2,3659.77,4089.43,1.1174,2024-04-03 20:55:00,14
LOG0002251,HTL0116,v1.2,3776.85,3609.91,0.9558,2024-01-10 00:18:00,2
LOG0002252,HTL0085,v1.2,5126.88,5498.58,1.0725,2024-02-04 19:10:00,5
LOG0002253,HTL0093,v1.3_buggy,7487.0,9706.9,1.2965,2024-04-24 01:15:00,17
LOG0002254,HTL0052,v1.3_buggy,5988.21,7953.54,1.3282,2024-05-20 07:27:00,21
LOG0002255,HTL0021,v1.2,6516.68,6718.7,1.031,2024-03-12 13:50:00,11
LOG0002256,HTL0033,v1.3_buggy,8805.06,10927.96,1.2411,2024-05-11 14:56:00,19
LOG0002257,HTL0085,v1.2,8026.49,7975.92,0.9937,2024-04-08 05:12:00,15
LOG0002258,HTL0058,v1.2,6433.86,6844.34,1.0638,2024-02-28 13:32:00,9
LOG0002259,HTL0072,v1.2,2924.34,2943.06,1.0064,2024-04-03 00:50:00,14
LOG0002260,HTL0098,v1.2,4099.94,4119.21,1.0047,2024-04-10 00:43:00,15
LOG0002261,HTL0004,v1.3_buggy,2360.99,3089.83,1.3087,2024-06-22 09:00:00,25
LOG0002262,HTL0094,v1.3_buggy,2856.6,3527.62,1.2349,2024-05-28 07:04:00,22
LOG0002263,HTL0040,v1.3_buggy,4282.92,5401.62,1.2612,2024-06-03 15:53:00,23
LOG0002264,HTL0035,v1.2,5031.05,5360.58,1.0655,2024-03-11 17:43:00,11
LOG0002265,HTL0050,v1.3_buggy,7521.27,9218.82,1.2257,2024-06-07 05:14:00,23
LOG0002266,HTL0024,v1.3_buggy,6589.39,8605.74,1.306,2024-04-20 16:40:00,16
LOG0002267,HTL0010,v1.3_buggy,8468.06,10715.48,1.2654,2024-05-30 23:04:00,22
LOG0002268,HTL0111,v1.2,3273.72,3670.17,1.1211,2024-03-16 22:55:00,11
LOG0002269,HTL0088,v1.2,8321.03,9788.86,1.1764,2024-03-08 01:27:00,10
LOG0002270,HTL0061,v1.2,5918.49,6859.53,1.159,2024-02-20 14:00:00,8
LOG0002271,HTL0075,v1.3_buggy,7030.75,8749.77,1.2445,2024-05-21 20:55:00,21
LOG0002272,HTL0088,v1.2,5349.88,5135.35,0.9599,2024-03-15 01:05:00,11
LOG0002273,HTL0050,v1.2,5876.9,6542.17,1.1132,2024-03-21 09:38:00,12
LOG0002274,HTL0109,v1.2,4976.53,5077.06,1.0202,2024-01-17 03:00:00,3
LOG0002275,HTL0008,v1.2,4418.81,4675.98,1.0582,2024-04-03 20:42:00,14
LOG0002276,HTL0006,v1.3_buggy,5110.34,6428.81,1.258,2024-06-08 15:59:00,23
LOG0002277,HTL0099,v1.3_buggy,5760.9,7049.61,1.2237,2024-06-21 13:57:00,25
LOG0002278,HTL0080,v1.2,9801.97,10235.22,1.0442,2024-01-28 15:11:00,4
LOG0002279,HTL0115,v1.3_buggy,3775.95,4856.25,1.2861,2024-04-17 09:55:00,16
LOG0002280,HTL0083,v1.2,3813.48,4189.11,1.0985,2024-01-27 08:18:00,4
LOG0002281,HTL0004,v1.2,4164.08,4515.11,1.0843,2024-04-05 18:16:00,14
LOG0002282,HTL0069,v1.2,8685.34,9333.27,1.0746,2024-02-29 00:53:00,9
LOG0002283,HTL0115,v1.2,7548.85,7518.65,0.996,2024-03-28 14:35:00,13
LOG0002284,HTL0031,v1.3_buggy,5420.77,7206.37,1.3294,2024-04-15 23:42:00,16
LOG0002285,HTL0061,v1.2,4721.45,5175.65,1.0962,2024-01-13 00:13:00,2
LOG0002286,HTL0105,v1.2,3340.39,3183.06,0.9529,2024-03-03 08:44:00,9
LOG0002287,HTL0114,v1.3_buggy,8707.93,12011.72,1.3794,2024-06-27 15:22:00,26
LOG0002288,HTL0034,v1.2,2731.34,2754.28,1.0084,2024-03-11 02:35:00,11
LOG0002289,HTL0006,v1.2,4454.52,4381.47,0.9836,2024-01-19 04:31:00,3
LOG0002290,HTL0039,v1.2,3229.42,3086.03,0.9556,2024-01-21 07:12:00,3
LOG0002291,HTL0075,v1.2,7357.38,8446.27,1.148,2024-02-21 00:20:00,8
LOG0002292,HTL0013,v1.2,5260.51,5119.53,0.9732,2024-01-04 17:38:00,1
LOG0002293,HTL0077,v1.2,4856.62,5024.66,1.0346,2024-01-17 08:53:00,3
LOG0002294,HTL0029,v1.2,3063.83,3406.06,1.1117,2024-03-29 07:40:00,13
LOG0002295,HTL0103,v1.2,4179.71,4244.08,1.0154,2024-03-01 20:53:00,9
LOG0002296,HTL0042,v1.3_buggy,4906.38,6693.28,1.3642,2024-05-17 05:35:00,20
LOG0002297,HTL0070,v1.3_buggy,8732.09,11215.5,1.2844,2024-05-01 00:32:00,18
LOG0002298,HTL0046,v1.2,5025.1,5556.25,1.1057,2024-02-06 22:59:00,6
LOG0002299,HTL0020,v1.3_buggy,6070.67,8170.51,1.3459,2024-05-10 16:57:00,19
LOG0002300,HTL0067,v1.3_buggy,3657.08,4514.3,1.2344,2024-05-15 07:15:00,20
LOG0002301,HTL0040,v1.3_buggy,4617.23,6103.98,1.322,2024-06-06 03:45:00,23
LOG0002302,HTL0080,v1.2,2884.39,3163.02,1.0966,2024-01-17 18:41:00,3
LOG0002303,HTL0110,v1.2,8025.3,8557.38,1.0663,2024-02-06 11:57:00,6
LOG0002304,HTL0037,v1.3_buggy,7220.43,9473.2,1.312,2024-05-02 19:15:00,18
LOG0002305,HTL0002,v1.2,9648.08,10961.18,1.1361,2024-01-01 09:16:00,1
LOG0002306,HTL0111,v1.2,4895.42,5471.61,1.1177,2024-01-10 03:27:00,2
LOG0002307,HTL0017,v1.2,2379.91,2504.38,1.0523,2024-03-20 09:17:00,12
LOG0002308,HTL0081,v1.3_buggy,4698.12,5738.75,1.2215,2024-06-16 12:47:00,24
LOG0002309,HTL0111,v1.3_buggy,3688.03,4585.33,1.2433,2024-05-13 11:07:00,20
LOG0002310,HTL0092,v1.2,5250.71,5744.28,1.094,2024-02-18 13:14:00,7
LOG0002311,HTL0086,v1.3_buggy,4989.11,6596.1,1.3221,2024-04-19 13:28:00,16
LOG0002312,HTL0088,v1.2,4450.08,5034.38,1.1313,2024-01-31 09:27:00,5
LOG0002313,HTL0032,v1.2,3612.94,4169.69,1.1541,2024-03-21 20:02:00,12
LOG0002314,HTL0056,v1.2,7267.29,7212.79,0.9925,2024-02-15 12:47:00,7
LOG0002315,HTL0002,v1.3_buggy,3396.52,4362.49,1.2844,2024-05-16 15:35:00,20
LOG0002316,HTL0070,v1.2,5328.83,6143.61,1.1529,2024-02-24 23:29:00,8
LOG0002317,HTL0081,v1.2,9248.12,9266.62,1.002,2024-03-23 17:43:00,12
LOG0002318,HTL0104,v1.2,7053.13,8197.15,1.1622,2024-03-08 14:12:00,10
LOG0002319,HTL0052,v1.2,3520.07,3356.74,0.9536,2024-01-07 04:42:00,1
LOG0002320,HTL0081,v1.2,5456.56,5203.92,0.9537,2024-02-14 05:07:00,7
LOG0002321,HTL0116,v1.2,2833.71,2963.49,1.0458,2024-03-06 10:05:00,10
LOG0002322,HTL0034,v1.3_buggy,3339.21,4292.55,1.2855,2024-05-26 20:56:00,21
LOG0002323,HTL0094,v1.3_buggy,4365.46,5401.82,1.2374,2024-04-21 23:41:00,16
LOG0002324,HTL0053,v1.2,4555.39,4955.35,1.0878,2024-04-08 16:29:00,15
LOG0002325,HTL0011,v1.2,6860.25,7249.23,1.0567,2024-04-06 02:50:00,14
LOG0002326,HTL0096,v1.2,4512.07,4808.96,1.0658,2024-01-08 06:31:00,2
LOG0002327,HTL0067,v1.2,4920.7,5243.01,1.0655,2024-03-30 02:03:00,13
LOG0002328,HTL0009,v1.2,6733.58,6959.15,1.0335,2024-04-03 09:24:00,14
LOG0002329,HTL0001,v1.2,3584.44,3890.19,1.0853,2024-03-05 05:09:00,10
LOG0002330,HTL0042,v1.3_buggy,9102.02,11756.17,1.2916,2024-06-17 03:13:00,25
LOG0002331,HTL0089,v1.3_buggy,8241.26,10599.91,1.2862,2024-06-09 07:24:00,23
LOG0002332,HTL0019,v1.3_buggy,5143.22,6464.0,1.2568,2024-04-21 06:29:00,16
LOG0002333,HTL0111,v1.3_buggy,6467.08,8607.04,1.3309,2024-05-23 14:15:00,21
LOG0002334,HTL0108,v1.2,5136.45,5243.8,1.0209,2024-02-10 20:22:00,6
LOG0002335,HTL0115,v1.3_buggy,4729.55,6514.01,1.3773,2024-05-30 00:56:00,22
LOG0002336,HTL0027,v1.3_buggy,5503.19,6882.84,1.2507,2024-06-22 13:29:00,25
LOG0002337,HTL0101,v1.3_buggy,7316.71,9721.71,1.3287,2024-04-21 09:38:00,16
LOG0002338,HTL0038,v1.2,6994.64,7895.55,1.1288,2024-01-24 20:56:00,4
LOG0002339,HTL0028,v1.3_buggy,3759.88,4802.12,1.2772,2024-05-10 09:22:00,19
LOG0002340,HTL0048,v1.2,4832.31,5304.43,1.0977,2024-01-14 05:59:00,2
LOG0002341,HTL0018,v1.2,3130.01,3155.68,1.0082,2024-03-17 08:02:00,11
LOG0002342,HTL0028,v1.3_buggy,6102.73,7920.73,1.2979,2024-06-09 16:51:00,23
LOG0002343,HTL0106,v1.2,6500.17,6304.51,0.9699,2024-01-03 23:19:00,1
LOG0002344,HTL0014,v1.3_buggy,5890.93,8059.38,1.3681,2024-05-01 23:49:00,18
LOG0002345,HTL0042,v1.2,14097.36,15188.5,1.0774,2024-01-20 14:05:00,3
LOG0002346,HTL0043,v1.3_buggy,5310.83,7002.33,1.3185,2024-05-26 01:24:00,21
LOG0002347,HTL0094,v1.3_buggy,2315.13,2859.88,1.2353,2024-05-08 16:50:00,19
LOG0002348,HTL0038,v1.3_buggy,4975.27,6235.51,1.2533,2024-06-27 06:28:00,26
LOG0002349,HTL0101,v1.3_buggy,3478.3,4705.44,1.3528,2024-06-30 22:55:00,26
LOG0002350,HTL0040,v1.2,6773.4,7063.3,1.0428,2024-03-02 00:13:00,9
LOG0002351,HTL0037,v1.2,7417.35,7412.16,0.9993,2024-04-04 01:21:00,14
