inv_id,hotel_id,rooms_available,booking_success,failure_reason,logged_at,week_number
INV0001184,HTL0053,24,True,,2024-03-31 04:51:00,13
INV0001185,HTL0066,13,True,,2024-05-29 03:44:00,22
INV0001186,HTL0091,24,True,,2024-01-13 13:41:00,2
INV0001187,HTL0045,26,True,,2024-04-08 14:58:00,15
INV0001188,HTL0114,12,True,,2024-03-20 12:02:00,12
INV0001189,HTL0106,36,True,,2024-03-11 15:27:00,11
INV0001190,HTL0055,9,True,,2024-03-06 21:51:00,10
INV0001191,HTL0064,8,True,,2024-02-12 07:34:00,7
INV0001192,HTL0102,12,True,,2024-04-21 05:35:00,16
INV0001193,HTL0025,6,True,,2024-02-20 14:00:00,8
INV0001194,HTL0099,13,True,,2024-01-16 20:37:00,3
INV0001195,HTL0062,35,True,,2024-02-14 00:46:00,7
INV0001196,HTL0071,39,True,,2024-05-25 16:13:00,21
INV0001197,HTL0078,4,True,,2024-01-21 17:53:00,3
INV0001198,HTL0117,12,True,,2024-05-20 12:24:00,21
INV0001199,HTL0074,19,True,,2024-03-03 06:19:00,9
INV0001200,HTL0028,27,True,,2024-03-30 01:32:00,13
INV0001201,HTL0092,14,True,,2024-02-02 12:59:00,5
INV0001202,HTL0019,38,True,,2024-02-23 07:48:00,8
INV0001203,HTL0042,20,True,,2024-06-13 16:23:00,24
INV0001204,HTL0001,16,True,,2024-04-23 03:21:00,17
INV0001205,HTL0057,5,True,,2024-01-07 01:39:00,1
INV0001206,HTL0034,45,True,,2024-01-01 09:30:00,1
INV0001207,HTL0076,45,True,,2024-04-30 12:42:00,18
INV0001208,HTL0042,24,True,,2024-04-07 19:24:00,14
INV0001209,HTL0003,9,True,,2024-05-26 15:40:00,21
INV0001210,HTL0099,13,True,,2024-03-14 01:04:00,11
INV0001211,HTL0061,18,True,,2024-06-02 07:06:00,22
INV0001212,HTL0035,10,True,,2024-06-14 20:45:00,24
INV0001213,HTL0028,31,True,,2024-05-08 23:09:00,19
INV0001214,HTL0059,9,True,,2024-02-19 20:54:00,8
INV0001215,HTL0094,46,True,,2024-02-26 22:57:00,9
INV0001216,HTL0086,33,True,,2024-02-19 12:51:00,8
INV0001217,HTL0016,43,True,,2024-05-21 22:10:00,21
INV0001218,HTL0004,28,True,,2024-01-06 08:17:00,1
INV0001219,HTL0111,28,True,,2024-05-27 23:45:00,22
INV0001220,HTL0046,21,True,,2024-02-08 15:23:00,6
INV0001221,HTL0064,49,True,,2024-05-31 12:37:00,22
INV0001222,HTL0052,13,True,,2024-06-03 14:38:00,23
INV0001223,HTL0005,1,True,,2024-05-01 16:31:00,18
INV0001224,HTL0030,11,True,,2024-06-27 06:07:00,26
INV0001225,HTL0007,21,True,,2024-01-31 01:20:00,5
INV0001226,HTL0094,0,True,,2024-01-10 17:33:00,2
INV0001227,HTL0063,49,True,,2024-03-06 07:27:00,10
INV0001228,HTL0075,11,True,,2024-03-06 16:09:00,10
INV0001229,HTL0063,11,True,,2024-04-28 10:14:00,17
INV0001230,HTL0096,3,True,,2024-02-13 12:49:00,7
INV0001231,HTL0092,16,True,,2024-02-01 01:27:00,5
INV0001232,HTL0073,47,True,,2024-05-10 21:52:00,19
INV0001233,HTL0098,18,True,,2024-05-09 04:04:00,19
INV0001234,HTL0069,0,True,,2024-05-13 20:14:00,20
INV0001235,HTL0037,16,True,,2024-06-12 23:11:00,24
INV0001236,HTL0108,33,True,,2024-02-01 11:59:00,5
INV0001237,HTL0036,42,True,,2024-05-23 20:12:00,21
INV0001238,HTL0018,6,True,,2024-01-14 20:38:00,2
INV0001239,HTL0098,32,True,,2024-04-18 02:26:00,16
INV0001240,HTL0078,5,False,timeout,2024-01-29 08:58:00,5
INV0001241,HTL0032,5,True,,2024-06-23 17:07:00,25
INV0001242,HTL0072,31,True,,2024-04-06 04:14:00,14
INV0001243,HTL0025,27,True,,2024-03-05 10:15:00,10
INV0001244,HTL0046,36,True,,2024-02-22 19:31:00,8
INV0001245,HTL0042,28,True,,2024-01-27 07:11:00,4
INV0001246,HTL0030,42,True,,2024-01-29 02:36:00,5
INV0001247,HTL0022,29,True,,2024-02-14 15:17:00,7
INV0001248,HTL0073,21,True,,2024-02-28 09:06:00,9
INV0001249,HTL0017,4,True,,2024-01-10 23:14:00,2
INV0001250,HTL0104,28,True,,2024-06-05 09:19:00,23
INV0001251,HTL0018,1,False,timeout,2024-06-19 22:34:00,25
INV0001252,HTL0110,9,True,,2024-02-03 19:04:00,5
INV0001253,HTL0059,45,True,,2024-05-31 02:51:00,22
INV0001254,HTL0055,19,True,,2024-06-29 09:24:00,26
INV0001255,HTL0053,17,False,no_inventory,2024-03-14 17:10:00,11
INV0001256,HTL0011,44,True,,2024-05-05 01:23:00,18
INV0001257,HTL0110,34,True,,2024-01-09 01:45:00,2
INV0001258,HTL0116,35,True,,2024-04-22 03:48:00,17
INV0001259,HTL0037,17,True,,2024-01-20 09:46:00,3
INV0001260,HTL0025,11,True,,2024-01-14 19:42:00,2
INV0001261,HTL0039,49,True,,2024-04-01 10:25:00,14
INV0001262,HTL0105,45,True,,2024-02-08 14:39:00,6
INV0001263,HTL0078,24,False,timeout,2024-04-30 12:15:00,18
INV0001264,HTL0045,35,True,,2024-04-23 02:17:00,17
INV0001265,HTL0095,41,True,,2024-03-09 10:06:00,10
INV0001266,HTL0033,40,True,,2024-06-02 16:35:00,22
INV0001267,HTL0091,19,True,,2024-06-12 17:49:00,24
INV0001268,HTL0066,47,True,,2024-04-23 23:23:00,17
INV0001269,HTL0073,10,True,,2024-05-26 21:28:00,21
INV0001270,HTL0035,19,True,,2024-01-19 12:01:00,3
INV0001271,HTL0043,32,True,,2024-02-13 21:54:00,7
INV0001272,HTL0035,9,True,,2024-01-23 23:02:00,4
INV0001273,HTL0045,24,True,,2024-02-27 03:50:00,9
INV0001274,HTL0013,9,True,,2024-05-02 03:21:00,18
INV0001275,HTL0074,23,True,,2024-02-05 19:53:00,6
INV0001276,HTL0074,40,True,,2024-04-29 20:58:00,18
INV0001277,HTL0015,32,True,,2024-05-01 07:30:00,18
INV0001278,HTL0103,33,True,,2024-05-28 04:56:00,22
INV0001279,HTL0067,14,True,,2024-01-13 01:32:00,2
INV0001280,HTL0022,39,True,,2024-06-12 09:53:00,24
INV0001281,HTL0027,23,True,,2024-01-24 07:41:00,4
INV0001282,HTL0119,14,True,,2024-02-16 16:38:00,7
INV0001283,HTL0006,48,True,,2024-01-01 13:45:00,1
INV0001284,HTL0003,9,True,,2024-02-13 15:52:00,7
INV0001285,HTL0023,4,True,,2024-01-29 22:55:00,5
INV0001286,HTL0043,21,True,,2024-01-03 15:23:00,1
INV0001287,HTL0106,36,True,,2024-04-21 16:57:00,16
INV0001288,HTL0111,30,True,,2024-01-24 01:56:00,4
INV0001289,HTL0015,22,True,,2024-03-06 08:29:00,10
INV0001290,HTL0025,10,True,,2024-04-08 22:28:00,15
INV0001291,HTL0067,9,True,,2024-01-15 21:18:00,3
INV0001292,HTL0015,34,True,,2024-01-21 19:35:00,3
INV0001293,HTL0025,21,True,,2024-01-27 02:21:00,4
INV0001294,HTL0082,40,True,,2024-03-12 22:23:00,11
INV0001295,HTL0049,21,True,,2024-04-14 23:29:00,15
INV0001296,HTL0104,36,True,,2024-01-20 13:42:00,3
INV0001297,HTL0035,26,True,,2024-03-22 15:54:00,12
INV0001298,HTL0088,0,True,,2024-03-21 16:40:00,12
INV0001299,HTL0014,4,True,,2024-01-28 18:25:00,4
INV0001300,HTL0095,10,True,,2024-05-08 11:43:00,19
INV0001301,HTL0030,32,True,,2024-03-27 08:36:00,13
INV0001302,HTL0102,15,True,,2024-05-14 11:11:00,20
INV0001303,HTL0001,39,True,,2024-01-12 19:09:00,2
INV0001304,HTL0073,29,True,,2024-05-10 15:46:00,19
INV0001305,HTL0055,27,True,,2024-04-18 08:13:00,16
INV0001306,HTL0081,28,True,,2024-06-30 05:06:00,26
INV0001307,HTL0028,15,True,,2024-06-18 06:39:00,25
INV0001308,HTL0042,0,True,,2024-01-15 10:58:00,3
INV0001309,HTL0088,7,True,,2024-04-11 16:12:00,15
INV0001310,HTL0115,3,True,,2024-03-07 18:38:00,10
INV0001311,HTL0093,35,True,,2024-03-20 07:39:00,12
INV0001312,HTL0096,17,True,,2024-04-10 12:56:00,15
INV0001313,HTL0107,18,True,,2024-02-13 02:34:00,7
INV0001314,HTL0031,35,True,,2024-05-12 09:33:00,19
INV0001315,HTL0071,8,True,,2024-03-10 23:08:00,10
INV0001316,HTL0103,25,True,,2024-05-03 01:17:00,18
INV0001317,HTL0079,1,True,,2024-02-03 08:17:00,5
INV0001318,HTL0038,2,True,,2024-01-18 15:10:00,3
INV0001319,HTL0065,27,False,no_inventory,2024-03-10 13:44:00,10
INV0001320,HTL0031,44,True,,2024-05-07 13:55:00,19
INV0001321,HTL0117,19,True,,2024-05-03 03:02:00,18
INV0001322,HTL0074,18,True,,2024-06-22 19:45:00,25
INV0001323,HTL0106,18,True,,2024-03-27 00:10:00,13
INV0001324,HTL0013,40,True,,2024-05-01 09:47:00,18
INV0001325,HTL0076,36,True,,2024-01-17 17:39:00,3
INV0001326,HTL0046,14,True,,2024-04-04 20:57:00,14
INV0001327,HTL0001,40,True,,2024-05-27 09:22:00,22
INV0001328,HTL0030,5,True,,2024-06-27 09:36:00,26
INV0001329,HTL0010,41,True,,2024-02-24 20:58:00,8
INV0001330,HTL0107,0,True,,2024-04-04 01:16:00,14
INV0001331,HTL0052,12,True,,2024-01-19 19:20:00,3
INV0001332,HTL0053,48,True,,2024-01-06 00:38:00,1
INV0001333,HTL0086,45,True,,2024-03-03 07:47:00,9
INV0001334,HTL0004,2,True,,2024-04-03 07:33:00,14
INV0001335,HTL0109,44,True,,2024-04-09 08:51:00,15
INV0001336,HTL0089,7,True,,2024-02-23 11:35:00,8
INV0001337,HTL0098,22,True,,2024-01-12 19:05:00,2
INV0001338,HTL0027,27,True,,2024-02-23 00:00:00,8
INV0001339,HTL0032,32,True,,2024-04-29 19:12:00,18
INV0001340,HTL0038,33,True,,2024-01-16 18:48:00,3
INV0001341,HTL0065,33,True,,2024-06-14 19:10:00,24
INV0001342,HTL0078,24,True,,2024-02-22 11:10:00,8
INV0001343,HTL0044,40,True,,2024-01-16 07:29:00,3
INV0001344,HTL0079,0,True,,2024-05-20 00:07:00,21
INV0001345,HTL0053,42,True,,2024-06-28 02:54:00,26
INV0001346,HTL0029,6,True,,2024-04-19 14:46:00,16
INV0001347,HTL0067,37,True,,2024-04-08 20:35:00,15
INV0001348,HTL0019,27,True,,2024-05-15 12:03:00,20
INV0001349,HTL0011,16,True,,2024-06-04 17:00:00,23
INV0001350,HTL0080,37,True,,2024-04-04 00:47:00,14
INV0001351,HTL0050,47,True,,2024-05-18 01:09:00,20
INV0001352,HTL0119,29,True,,2024-05-06 05:21:00,19
INV0001353,HTL0047,0,True,,2024-05-20 22:48:00,21
INV0001354,HTL0083,27,True,,2024-02-11 14:13:00,6
INV0001355,HTL0012,35,True,,2024-04-07 21:26:00,14
INV0001356,HTL0104,17,True,,2024-05-01 13:44:00,18
INV0001357,HTL0032,1,True,,2024-06-02 09:45:00,22
INV0001358,HTL0096,32,True,,2024-04-14 21:10:00,15
INV0001359,HTL0056,6,True,,2024-04-22 08:49:00,17
INV0001360,HTL0021,47,True,,2024-05-15 16:54:00,20
INV0001361,HTL0118,44,True,,2024-06-02 21:18:00,22
INV0001362,HTL0059,49,True,,2024-06-01 18:46:00,22
INV0001363,HTL0120,38,True,,2024-05-01 11:41:00,18
INV0001364,HTL0037,17,True,,2024-01-30 22:39:00,5
INV0001365,HTL0081,6,True,,2024-04-21 06:02:00,16
INV0001366,HTL0085,3,True,,2024-06-30 10:37:00,26
INV0001367,HTL0072,16,True,,2024-05-17 13:57:00,20
INV0001368,HTL0099,18,True,,2024-02-18 04:09:00,7
INV0001369,HTL0003,4,True,,2024-06-03 11:45:00,23
INV0001370,HTL0005,38,True,,2024-01-05 19:14:00,1
INV0001371,HTL0095,37,True,,2024-05-01 01:45:00,18
INV0001372,HTL0115,36,True,,2024-04-13 11:36:00,15
INV0001373,HTL0023,12,True,,2024-04-11 19:19:00,15
INV0001374,HTL0027,11,True,,2024-05-30 00:21:00,22
INV0001375,HTL0017,36,True,,2024-06-17 01:05:00,25
INV0001376,HTL0031,3,True,,2024-02-12 18:54:00,7
INV0001377,HTL0084,24,True,,2024-06-21 17:06:00,25
INV0001378,HTL0096,30,True,,2024-06-24 11:55:00,26
INV0001379,HTL0119,39,True,,2024-02-16 01:19:00,7
INV0001380,HTL0020,14,True,,2024-01-03 23:50:00,1
INV0001381,HTL0046,27,True,,2024-01-15 19:16:00,3
INV0001382,HTL0001,10,True,,2024-01-02 15:03:00,1
INV0001383,HTL0094,28,True,,2024-01-20 08:08:00,3
INV0001384,HTL0023,4,True,,2024-05-19 03:46:00,20
INV0001385,HTL0041,42,True,,2024-03-10 22:59:00,10
INV0001386,HTL0028,41,True,,2024-02-19 11:34:00,8
INV0001387,HTL0012,1,True,,2024-06-23 07:45:00,25
INV0001388,HTL0045,19,True,,2024-06-11 19:03:00,24
INV0001389,HTL0086,21,True,,2024-03-13 22:53:00,11
INV0001390,HTL0057,39,True,,2024-03-24 20:49:00,12
INV0001391,HTL0063,26,True,,2024-06-03 13:04:00,23
INV0001392,HTL0014,20,True,,2024-05-28 07:25:00,22
INV0001393,HTL0069,19,True,,2024-05-23 04:09:00,21
INV0001394,HTL0026,31,True,,2024-02-08 03:26:00,6
INV0001395,HTL0081,35,True,,2024-05-27 12:11:00,22
INV0001396,HTL0104,47,True,,2024-04-15 09:31:00,16
INV0001397,HTL0053,45,True,,2024-06-16 15:20:00,24
INV0001398,HTL0066,2,True,,2024-05-15 01:30:00,20
INV0001399,HTL0019,7,True,,2024-03-30 11:09:00,13
INV0001400,HTL0027,29,True,,2024-02-10 18:23:00,6
INV0001401,HTL0110,3,True,,2024-02-16 05:26:00,7
INV0001402,HTL0119,6,True,,2024-04-09 21:35:00,15
INV0001403,HTL0100,23,True,,2024-06-12 11:47:00,24
INV0001404,HTL0110,8,True,,2024-04-23 10:37:00,17
INV0001405,HTL0112,33,False,api_error,2024-01-15 14:14:00,3
INV0001406,HTL0048,34,True,,2024-01-28 13:39:00,4
INV0001407,HTL0113,8,True,,2024-06-27 22:46:00,26
INV0001408,HTL0023,38,True,,2024-02-16 20:24:00,7
INV0001409,HTL0113,14,True,,2024-05-20 12:09:00,21
INV0001410,HTL0058,48,True,,2024-06-11 23:41:00,24
INV0001411,HTL0070,11,True,,2024-04-15 23:57:00,16
INV0001412,HTL0066,3,False,no_inventory,2024-03-26 05:22:00,13
INV0001413,HTL0034,16,True,,2024-04-05 18:57:00,14
INV0001414,HTL0060,8,True,,2024-06-03 00:20:00,23
INV0001415,HTL0083,30,True,,2024-01-07 16:28:00,1
INV0001416,HTL0068,29,True,,2024-03-20 12:12:00,12
INV0001417,HTL0059,37,True,,2024-05-13 20:15:00,20
INV0001418,HTL0104,17,True,,2024-03-04 09:05:00,10
INV0001419,HTL0098,20,True,,2024-05-31 08:28:00,22
INV0001420,HTL0113,16,True,,2024-04-27 00:23:00,17
INV0001421,HTL0051,34,True,,2024-02-27 21:51:00,9
INV0001422,HTL0095,16,True,,2024-05-31 17:58:00,22
INV0001423,HTL0074,16,True,,2024-05-22 13:08:00,21
INV0001424,HTL0088,24,True,,2024-01-04 23:04:00,1
INV0001425,HTL0021,12,True,,2024-05-23 06:32:00,21
INV0001426,HTL0019,23,True,,2024-06-18 18:37:00,25
INV0001427,HTL0113,14,True,,2024-05-18 12:46:00,20
INV0001428,HTL0044,20,True,,2024-06-12 20:35:00,24
INV0001429,HTL0089,11,True,,2024-02-18 21:55:00,7
INV0001430,HTL0105,13,True,,2024-04-06 14:48:00,14
INV0001431,HTL0062,46,True,,2024-01-05 12:12:00,1
INV0001432,HTL0111,45,True,,2024-03-22 11:13:00,12
INV0001433,HTL0067,27,True,,2024-01-01 12:15:00,1
INV0001434,HTL0013,24,True,,2024-05-05 10:10:00,18
INV0001435,HTL0091,27,True,,2024-04-23 13:44:00,17
INV0001436,HTL0007,30,True,,2024-06-16 23:17:00,24
INV0001437,HTL0014,35,True,,2024-06-18 14:58:00,25
INV0001438,HTL0088,15,True,,2024-05-20 18:46:00,21
INV0001439,HTL0102,39,True,,2024-03-29 09:04:00,13
INV0001440,HTL0048,28,True,,2024-04-21 06:02:00,16
INV0001441,HTL0047,10,True,,2024-06-09 22:21:00,23
INV0001442,HTL0019,25,True,,2024-01-23 09:57:00,4
INV0001443,HTL0051,26,False,timeout,2024-06-22 06:00:00,25
INV0001444,HTL0051,29,True,,2024-03-09 06:42:00,10
INV0001445,HTL0120,36,True,,2024-04-18 23:19:00,16
INV0001446,HTL0021,2,True,,2024-04-17 20:36:00,16
INV0001447,HTL0084,9,True,,2024-05-11 15:12:00,19
INV0001448,HTL0049,31,False,timeout,2024-03-22 06:39:00,12
INV0001449,HTL0065,4,True,,2024-04-10 15:08:00,15
INV0001450,HTL0044,8,True,,2024-03-01 08:29:00,9
INV0001451,HTL0065,25,True,,2024-03-18 04:42:00,12
INV0001452,HTL0057,34,True,,2024-05-20 03:26:00,21
INV0001453,HTL0112,4,True,,2024-05-02 11:52:00,18
INV0001454,HTL0117,15,True,,2024-03-10 23:35:00,10
INV0001455,HTL0052,12,True,,2024-04-03 02:09:00,14
INV0001456,HTL0088,29,True,,2024-01-11 22:34:00,2
INV0001457,HTL0048,10,True,,2024-01-29 15:23:00,5
INV0001458,HTL0052,29,True,,2024-05-11 13:53:00,19
INV0001459,HTL0073,48,True,,2024-05-22 09:14:00,21
INV0001460,HTL0072,20,True,,2024-05-31 15:05:00,22
INV0001461,HTL0069,3,True,,2024-06-17 06:17:00,25
INV0001462,HTL0036,16,True,,2024-01-13 10:48:00,2
INV0001463,HTL0084,32,True,,2024-03-29 13:30:00,13
INV0001464,HTL0009,30,True,,2024-06-11 23:26:00,24
INV0001465,HTL0024,5,True,,2024-04-20 12:38:00,16
INV0001466,HTL0116,32,True,,2024-06-05 19:29:00,23
INV0001467,HTL0102,38,False,no_inventory,2024-04-20 04:58:00,16
INV0001468,HTL0108,42,True,,2024-02-13 04:35:00,7
INV0001469,HTL0091,41,True,,2024-02-07 05:05:00,6
INV0001470,HTL0090,49,False,timeout,2024-06-01 00:55:00,22
INV0001471,HTL0029,26,True,,2024-02-26 15:34:00,9
INV0001472,HTL0024,24,True,,2024-01-29 20:43:00,5
INV0001473,HTL0067,41,True,,2024-01-30 17:35:00,5
INV0001474,HTL0117,18,True,,2024-06-20 01:04:00,25
INV0001475,HTL0078,1,True,,2024-05-20 19:01:00,21
INV0001476,HTL0119,0,True,,2024-05-02 20:43:00,18
INV0001477,HTL0101,13,True,,2024-06-13 07:08:00,24
INV0001478,HTL0064,43,True,,2024-04-13 00:35:00,15
INV0001479,HTL0040,14,True,,2024-04-24 07:03:00,17
INV0001480,HTL0050,21,True,,2024-06-05 00:44:00,23
INV0001481,HTL0030,16,True,,2024-01-28 07:25:00,4
INV0001482,HTL0005,49,True,,2024-05-10 00:24:00,19
INV0001483,HTL0112,40,True,,2024-05-17 15:38:00,20
INV0001484,HTL0093,31,True,,2024-06-20 21:56:00,25
INV0001485,HTL0077,32,True,,2024-02-23 18:05:00,8
INV0001486,HTL0017,0,True,,2024-03-20 03:10:00,12
INV0001487,HTL0013,40,True,,2024-03-24 09:15:00,12
INV0001488,HTL0093,18,True,,2024-06-19 19:44:00,25
INV0001489,HTL0077,37,True,,2024-04-20 21:45:00,16
INV0001490,HTL0024,49,True,,2024-01-03 04:42:00,1
INV0001491,HTL0074,34,True,,2024-03-31 18:39:00,13
INV0001492,HTL0050,3,True,,2024-06-17 17:17:00,25
INV0001493,HTL0057,10,True,,2024-04-11 15:30:00,15
INV0001494,HTL0013,48,True,,2024-06-29 02:40:00,26
INV0001495,HTL0107,2,True,,2024-05-01 03:36:00,18
INV0001496,HTL0117,1,True,,2024-01-30 14:35:00,5
INV0001497,HTL0061,35,True,,2024-02-18 18:49:00,7
INV0001498,HTL0104,22,True,,2024-01-25 16:48:00,4
INV0001499,HTL0104,10,True,,2024-06-01 02:57:00,22
INV0001500,HTL0062,34,True,,2024-04-26 16:59:00,17
INV0001501,HTL0102,28,True,,2024-06-18 18:59:00,25
INV0001502,HTL0079,6,True,,2024-04-20 11:39:00,16
INV0001503,HTL0023,18,True,,2024-03-15 00:12:00,11
INV0001504,HTL0046,5,True,,2024-04-01 16:22:00,14
INV0001505,HTL0022,24,True,,2024-04-14 01:17:00,15
INV0001506,HTL0056,15,True,,2024-04-06 15:17:00,14
INV0001507,HTL0049,22,True,,2024-05-19 22:32:00,20
INV0001508,HTL0109,10,True,,2024-05-09 19:53:00,19
INV0001509,HTL0091,32,True,,2024-03-12 09:13:00,11
INV0001510,HTL0007,7,True,,2024-05-31 22:54:00,22
INV0001511,HTL0023,35,True,,2024-03-26 15:33:00,13
INV0001512,HTL0087,49,True,,2024-02-15 13:32:00,7
INV0001513,HTL0100,24,True,,2024-04-11 07:06:00,15
INV0001514,HTL0109,34,True,,2024-03-21 11:36:00,12
INV0001515,HTL0054,12,True,,2024-05-29 16:59:00,22
INV0001516,HTL0061,5,True,,2024-04-19 16:42:00,16
INV0001517,HTL0001,34,True,,2024-05-21 10:24:00,21
INV0001518,HTL0092,45,True,,2024-02-01 14:14:00,5
INV0001519,HTL0030,38,True,,2024-05-24 20:09:00,21
INV0001520,HTL0057,49,True,,2024-04-14 20:45:00,15
INV0001521,HTL0113,3,True,,2024-05-08 14:40:00,19
INV0001522,HTL0004,44,True,,2024-06-21 09:47:00,25
INV0001523,HTL0070,42,True,,2024-01-12 02:32:00,2
INV0001524,HTL0025,41,True,,2024-05-06 10:05:00,19
INV0001525,HTL0075,15,True,,2024-04-25 15:25:00,17
INV0001526,HTL0103,10,True,,2024-01-06 19:03:00,1
INV0001527,HTL0090,23,True,,2024-05-26 23:03:00,21
INV0001528,HTL0077,13,True,,2024-03-03 16:16:00,9
INV0001529,HTL0075,39,True,,2024-06-29 13:13:00,26
INV0001530,HTL0047,7,True,,2024-06-01 00:54:00,22
INV0001531,HTL0056,29,True,,2024-06-05 17:23:00,23
INV0001532,HTL0095,30,True,,2024-03-17 06:07:00,11
INV0001533,HTL0082,5,True,,2024-04-22 11:27:00,17
INV0001534,HTL0116,23,True,,2024-02-11 06:40:00,6
INV0001535,HTL0047,0,True,,2024-04-18 18:16:00,16
INV0001536,HTL0013,37,True,,2024-06-14 20:41:00,24
INV0001537,HTL0087,45,True,,2024-01-06 15:17:00,1
INV0001538,HTL0017,20,True,,2024-04-24 01:11:00,17
INV0001539,HTL0115,5,True,,2024-06-15 10:30:00,24
INV0001540,HTL0036,14,True,,2024-04-17 07:34:00,16
INV0001541,HTL0069,31,True,,2024-06-27 10:45:00,26
INV0001542,HTL0039,17,True,,2024-05-28 16:42:00,22
INV0001543,HTL0015,46,True,,2024-05-20 10:13:00,21
INV0001544,HTL0072,31,False,timeout,2024-05-08 02:28:00,19
INV0001545,HTL0062,11,True,,2024-06-14 23:20:00,24
INV0001546,HTL0013,10,True,,2024-01-03 21:21:00,1
INV0001547,HTL0003,33,True,,2024-04-13 02:18:00,15
INV0001548,HTL0119,1,True,,2024-01-29 19:24:00,5
INV0001549,HTL0052,43,True,,2024-02-22 03:11:00,8
INV0001550,HTL0114,21,True,,2024-04-05 00:03:00,14
INV0001551,HTL0117,20,True,,2024-02-03 04:21:00,5
INV0001552,HTL0105,5,True,,2024-02-25 12:40:00,8
INV0001553,HTL0071,5,True,,2024-01-17 05:55:00,3
INV0001554,HTL0094,11,True,,2024-03-24 01:02:00,12
INV0001555,HTL0088,3,True,,2024-03-06 18:35:00,10
INV0001556,HTL0001,6,True,,2024-04-30 07:15:00,18
INV0001557,HTL0105,11,True,,2024-02-15 02:58:00,7
INV0001558,HTL0062,29,True,,2024-01-09 09:10:00,2
INV0001559,HTL0023,8,True,,2024-04-07 17:18:00,14
INV0001560,HTL0010,6,False,no_inventory,2024-02-28 11:15:00,9
INV0001561,HTL0029,47,True,,2024-05-10 03:42:00,19
INV0001562,HTL0011,46,True,,2024-06-12 09:44:00,24
INV0001563,HTL0055,21,True,,2024-02-04 13:50:00,5
INV0001564,HTL0021,26,True,,2024-01-18 11:25:00,3
INV0001565,HTL0057,34,True,,2024-02-15 15:08:00,7
INV0001566,HTL0077,37,True,,2024-04-20 20:46:00,16
INV0001567,HTL0039,23,True,,2024-01-07 20:05:00,1
INV0001568,HTL0117,13,True,,2024-04-05 20:22:00,14
INV0001569,HTL0087,39,True,,2024-05-15 11:03:00,20
INV0001570,HTL0074,35,True,,2024-04-13 06:33:00,15
INV0001571,HTL0081,12,True,,2024-02-20 05:10:00,8
INV0001572,HTL0051,36,True,,2024-04-12 04:27:00,15
INV0001573,HTL0029,49,True,,2024-06-27 17:07:00,26
INV0001574,HTL0033,10,True,,2024-03-28 07:08:00,13
INV0001575,HTL0077,31,True,,2024-02-12 23:10:00,7
INV0001576,HTL0050,4,True,,2024-03-06 12:07:00,10
INV0001577,HTL0080,16,True,,2024-03-27 20:37:00,13
INV0001578,HTL0009,1,True,,2024-04-19 13:16:00,16
INV0001579,HTL0017,31,True,,2024-01-20 22:58:00,3
INV0001580,HTL0094,22,False,timeout,2024-04-25 21:42:00,17
INV0001581,HTL0051,4,True,,2024-02-20 21:48:00,8
INV0001582,HTL0051,39,True,,2024-05-24 00:24:00,21
INV0001583,HTL0113,37,True,,2024-03-13 16:05:00,11
INV0001584,HTL0093,7,True,,2024-06-06 19:20:00,23
INV0001585,HTL0031,26,True,,2024-04-07 15:53:00,14
INV0001586,HTL0023,1,True,,2024-01-31 23:50:00,5
INV0001587,HTL0060,39,False,timeout,2024-05-29 06:13:00,22
INV0001588,HTL0089,6,True,,2024-03-31 21:55:00,13
INV0001589,HTL0054,39,True,,2024-04-23 08:07:00,17
INV0001590,HTL0119,49,True,,2024-04-18 09:50:00,16
INV0001591,HTL0005,21,True,,2024-03-01 16:25:00,9
INV0001592,HTL0067,6,True,,2024-04-13 04:20:00,15
INV0001593,HTL0041,46,False,api_error,2024-04-26 13:52:00,17
INV0001594,HTL0013,8,True,,2024-05-31 17:39:00,22
INV0001595,HTL0034,45,False,no_inventory,2024-05-14 13:11:00,20
INV0001596,HTL0053,44,True,,2024-02-12 01:44:00,7
INV0001597,HTL0115,34,True,,2024-03-30 14:35:00,13
INV0001598,HTL0112,37,True,,2024-05-04 13:42:00,18
INV0001599,HTL0078,23,True,,2024-06-28 15:49:00,26
INV0001600,HTL0013,35,True,,2024-05-21 03:36:00,21
INV0001601,HTL0077,17,True,,2024-06-10 22:48:00,24
INV0001602,HTL0090,42,True,,2024-05-29 18:39:00,22
INV0001603,HTL0025,25,True,,2024-05-09 08:47:00,19
INV0001604,HTL0003,38,True,,2024-04-26 03:05:00,17
INV0001605,HTL0056,14,True,,2024-02-18 11:06:00,7
INV0001606,HTL0018,21,True,,2024-06-27 01:56:00,26
INV0001607,HTL0063,24,True,,2024-01-26 04:19:00,4
INV0001608,HTL0100,42,True,,2024-03-25 09:49:00,13
INV0001609,HTL0032,24,True,,2024-06-16 01:00:00,24
INV0001610,HTL0001,40,True,,2024-03-21 06:23:00,12
INV0001611,HTL0011,24,True,,2024-03-29 19:33:00,13
INV0001612,HTL0086,37,True,,2024-01-26 09:25:00,4
INV0001613,HTL0070,24,True,,2024-03-24 11:04:00,12
INV0001614,HTL0103,6,True,,2024-04-30 04:53:00,18
INV0001615,HTL0018,39,True,,2024-04-07 17:46:00,14
INV0001616,HTL0061,43,True,,2024-05-28 16:59:00,22
INV0001617,HTL0058,23,True,,2024-05-25 01:49:00,21
