payment_id,booking_id,payment_method,payment_status,amount,week_number
PAY0000972,BKG0000972,card,success,7790.37,17
PAY0000973,BKG0000973,upi,success,8291.05,4
PAY0000974,BKG0000974,card,success,6069.36,4
PAY0000975,BKG0000975,netbanking,success,4752.69,22
PAY0000976,BKG0000976,netbanking,success,41258.35,1
PAY0000977,BKG0000977,upi,success,11488.32,4
PAY0000978,BKG0000978,wallet,success,3791.91,10
PAY0000979,BKG0000979,netbanking,success,21515.1,25
PAY0000980,BKG0000980,upi,success,5327.17,25
PAY0000981,BKG0000981,upi,success,17232.17,26
PAY0000982,BKG0000982,upi,success,5017.82,12
PAY0000983,BKG0000983,netbanking,success,5568.75,20
PAY0000984,BKG0000984,card,success,2575.07,3
PAY0000985,BKG0000985,card,success,3319.99,7
PAY0000986,BKG0000986,upi,success,38438.74,7
PAY0000987,BKG0000987,wallet,success,8082.1,1
PAY0000988,BKG0000988,wallet,success,4544.93,7
PAY0000989,BKG0000989,upi,success,15464.14,26
PAY0000990,BKG0000990,wallet,success,5695.23,10
PAY0000991,BKG0000991,card,success,13578.56,24
PAY0000992,BKG0000992,upi,success,2869.91,2
PAY0000993,BKG0000993,card,success,5733.3,24
PAY0000994,BKG0000994,upi,success,18034.47,9
PAY0000995,BKG0000995,card,success,9913.91,3
PAY0000996,BKG0000996,upi,success,5340.4,11
PAY0000997,BKG0000997,card,success,17782.18,20
PAY0000998,BKG0000998,netbanking,success,3572.28,4
PAY0000999,BKG0000999,wallet,success,36369.48,3
PAY0001000,BKG0001000,card,success,7468.94,9
PAY0001001,BKG0001001,card,success,2197.86,13
PAY0001002,BKG0001002,upi,success,25067.61,15
PAY0001003,BKG0001003,card,success,5843.15,8
PAY0001004,BKG0001004,netbanking,success,3254.3,5
PAY0001005,BKG0001005,upi,success,23767.83,22
PAY0001006,BKG0001006,netbanking,success,10526.26,6
PAY0001007,BKG0001007,upi,success,7165.02,21
PAY0001008,BKG0001008,upi,success,6140.25,3
PAY0001009,BKG0001009,wallet,success,8377.96,22
PAY0001010,BKG0001010,upi,success,37502.71,14
PAY0001011,BKG0001011,netbanking,success,4334.04,19
PAY0001012,BKG0001012,netbanking,success,3098.0,16
PAY0001013,BKG0001013,card,success,5180.98,1
PAY0001014,BKG0001014,wallet,success,7755.56,12
PAY0001015,BKG0001015,wallet,success,3931.95,10
PAY0001016,BKG0001016,card,success,3076.1,13
PAY0001017,BKG0001017,upi,success,3949.57,18
PAY0001018,BKG0001018,upi,success,3330.1,3
PAY0001019,BKG0001019,upi,success,12573.03,24
PAY0001020,BKG0001020,upi,refunded,4076.79,3
PAY0001021,BKG0001021,upi,success,3683.21,25
PAY0001022,BKG0001022,card,success,14332.86,5
PAY0001023,BKG0001023,upi,failed,14417.22,22
PAY0001024,BKG0001024,upi,success,7393.6,5
PAY0001025,BKG0001025,card,success,17167.82,8
PAY0001026,BKG0001026,card,success,12247.71,23
PAY0001027,BKG0001027,card,success,31381.52,9
PAY0001028,BKG0001028,card,success,16391.44,18
PAY0001029,BKG0001029,wallet,success,6500.71,1
PAY0001030,BKG0001030,upi,success,5997.16,13
PAY0001031,BKG0001031,card,success,3335.27,6
PAY0001032,BKG0001032,netbanking,success,7012.0,3
PAY0001033,BKG0001033,upi,success,9616.26,8
PAY0001034,BKG0001034,upi,success,10709.37,19
PAY0001035,BKG0001035,netbanking,success,2290.54,10
PAY0001036,BKG0001036,upi,refunded,3760.77,3
PAY0001037,BKG0001037,upi,success,5698.71,22
PAY0001038,BKG0001038,upi,success,3298.34,12
PAY0001039,BKG0001039,wallet,success,17773.09,13
PAY0001040,BKG0001040,upi,success,8064.03,13
PAY0001041,BKG0001041,card,success,10908.92,14
PAY0001042,BKG0001042,card,success,6445.65,16
PAY0001043,BKG0001043,netbanking,success,8044.07,19
PAY0001044,BKG0001044,upi,success,4941.9,22
PAY0001045,BKG0001045,upi,success,3157.27,26
PAY0001046,BKG0001046,card,success,4364.19,14
PAY0001047,BKG0001047,netbanking,success,3386.45,11
PAY0001048,BKG0001048,upi,success,9988.64,22
PAY0001049,BKG0001049,card,refunded,9404.08,3
PAY0001050,BKG0001050,netbanking,success,7900.07,20
PAY0001051,BKG0001051,netbanking,success,5594.84,16
PAY0001052,BKG0001052,upi,success,2451.34,15
PAY0001053,BKG0001053,netbanking,success,5595.25,3
PAY0001054,BKG0001054,upi,success,6985.93,16
PAY0001055,BKG0001055,upi,success,5083.2,21
PAY0001056,BKG0001056,upi,refunded,6412.56,4
PAY0001057,BKG0001057,upi,success,3009.19,6
PAY0001058,BKG0001058,upi,success,4661.17,11
PAY0001059,BKG0001059,card,success,7890.04,5
PAY0001060,BKG0001060,upi,success,23137.14,5
PAY0001061,BKG0001061,upi,success,33504.94,5
PAY0001062,BKG0001062,card,success,3540.37,10
PAY0001063,BKG0001063,netbanking,success,5665.8,12
PAY0001064,BKG0001064,upi,success,4376.96,6
PAY0001065,BKG0001065,card,success,5145.17,24
PAY0001066,BKG0001066,upi,success,5635.71,15
PAY0001067,BKG0001067,netbanking,success,3748.38,12
PAY0001068,BKG0001068,card,success,4720.69,12
PAY0001069,BKG0001069,netbanking,success,22912.43,20
PAY0001070,BKG0001070,netbanking,success,24552.2,4
PAY0001071,BKG0001071,upi,success,10514.61,13
PAY0001072,BKG0001072,wallet,success,2488.41,14
PAY0001073,BKG0001073,wallet,success,5846.35,14
PAY0001074,BKG0001074,netbanking,success,16506.85,14
PAY0001075,BKG0001075,upi,success,42552.93,19
PAY0001076,BKG0001076,upi,success,32467.35,5
PAY0001077,BKG0001077,upi,success,29888.38,25
PAY0001078,BKG0001078,card,success,3983.2,11
PAY0001079,BKG0001079,wallet,success,33664.73,7
PAY0001080,BKG0001080,upi,success,5360.98,13
PAY0001081,BKG0001081,wallet,success,3410.44,24
PAY0001082,BKG0001082,netbanking,success,6537.32,11
PAY0001083,BKG0001083,netbanking,failed,2110.71,1
PAY0001084,BKG0001084,upi,success,5377.01,26
PAY0001085,BKG0001085,netbanking,success,22173.81,22
PAY0001086,BKG0001086,upi,success,9318.14,25
PAY0001087,BKG0001087,card,success,7796.35,11
PAY0001088,BKG0001088,netbanking,success,13789.56,9
PAY0001089,BKG0001089,card,success,11068.0,9
PAY0001090,BKG0001090,upi,success,8779.09,17
PAY0001091,BKG0001091,upi,failed,7288.18,9
PAY0001092,BKG0001092,upi,success,3458.05,5
PAY0001093,BKG0001093,upi,success,9101.06,6
PAY0001094,BKG0001094,card,success,18905.35,6
PAY0001095,BKG0001095,netbanking,success,9345.38,15
PAY0001096,BKG0001096,wallet,success,5417.81,26
PAY0001097,BKG0001097,wallet,success,3971.05,12
PAY0001098,BKG0001098,card,success,4387.66,10
PAY0001099,BKG0001099,card,success,4298.7,23
PAY0001100,BKG0001100,upi,success,5911.72,2
PAY0001101,BKG0001101,netbanking,success,14804.44,10
PAY0001102,BKG0001102,upi,success,22099.53,6
PAY0001103,BKG0001103,netbanking,success,7713.67,4
PAY0001104,BKG0001104,netbanking,success,7636.93,24
PAY0001105,BKG0001105,netbanking,success,2674.46,7
PAY0001106,BKG0001106,upi,success,4784.16,13
PAY0001107,BKG0001107,netbanking,success,11949.17,23
PAY0001108,BKG0001108,card,success,2086.14,15
PAY0001109,BKG0001109,netbanking,success,6734.55,1
PAY0001110,BKG0001110,netbanking,success,11936.39,3
PAY0001111,BKG0001111,card,success,5178.91,10
PAY0001112,BKG0001112,upi,failed,3369.99,2
PAY0001113,BKG0001113,card,success,13392.75,20
PAY0001114,BKG0001114,netbanking,success,3165.79,11
PAY0001115,BKG0001115,upi,success,20627.03,10
PAY0001116,BKG0001116,upi,success,14513.02,16
PAY0001117,BKG0001117,upi,success,7421.53,6
PAY0001118,BKG0001118,wallet,success,11210.06,19
PAY0001119,BKG0001119,upi,success,12725.5,11
PAY0001120,BKG0001120,card,success,29522.38,5
PAY0001121,BKG0001121,card,success,7761.34,13
PAY0001122,BKG0001122,upi,success,14258.2,15
PAY0001123,BKG0001123,netbanking,success,15999.44,9
PAY0001124,BKG0001124,card,success,18287.78,1
PAY0001125,BKG0001125,upi,failed,4566.85,6
PAY0001126,BKG0001126,card,success,2952.28,14
PAY0001127,BKG0001127,upi,success,5146.88,23
PAY0001128,BKG0001128,upi,success,7942.71,23
PAY0001129,BKG0001129,card,success,12028.07,14
PAY0001130,BKG0001130,upi,failed,5053.63,5
PAY0001131,BKG0001131,upi,success,6282.77,7
PAY0001132,BKG0001132,card,success,5453.27,14
PAY0001133,BKG0001133,card,success,5853.18,26
PAY0001134,BKG0001134,upi,success,2437.7,9
PAY0001135,BKG0001135,netbanking,success,4752.78,6
PAY0001136,BKG0001136,upi,success,3650.76,10
PAY0001137,BKG0001137,netbanking,success,3975.71,23
PAY0001138,BKG0001138,upi,success,14730.73,15
PAY0001139,BKG0001139,card,success,5508.18,6
PAY0001140,BKG0001140,wallet,success,6061.14,15
PAY0001141,BKG0001141,card,success,10724.77,18
PAY0001142,BKG0001142,wallet,success,4720.32,2
PAY0001143,BKG0001143,wallet,success,6041.65,25
PAY0001144,BKG0001144,upi,success,31307.9,15
PAY0001145,BKG0001145,card,success,10463.75,26
PAY0001146,BKG0001146,upi,success,6780.26,2
PAY0001147,BKG0001147,card,success,7975.25,25
PAY0001148,BKG0001148,card,success,5733.62,12
PAY0001149,BKG0001149,upi,success,10256.64,23
PAY0001150,BKG0001150,card,success,24009.56,5
PAY0001151,BKG0001151,upi,success,5287.89,7
PAY0001152,BKG0001152,upi,success,5807.37,15
PAY0001153,BKG0001153,upi,success,8201.97,7
PAY0001154,BKG0001154,card,success,6546.61,19
PAY0001155,BKG0001155,upi,success,2332.19,15
PAY0001156,BKG0001156,netbanking,success,4253.66,9
PAY0001157,BKG0001157,upi,success,18701.54,17
PAY0001158,BKG0001158,netbanking,success,2905.61,20
PAY0001159,BKG0001159,card,success,2927.24,4
PAY0001160,BKG0001160,netbanking,success,6589.56,15
PAY0001161,BKG0001161,upi,success,8261.58,24
PAY0001162,BKG0001162,upi,success,5100.74,20
PAY0001163,BKG0001163,upi,success,13045.11,18
PAY0001164,BKG0001164,upi,success,3623.25,19
PAY0001165,BKG0001165,card,success,2457.89,1
PAY0001166,BKG0001166,wallet,success,7530.37,2
PAY0001167,BKG0001167,card,success,7112.75,14
PAY0001168,BKG0001168,netbanking,success,20797.6,25
PAY0001169,BKG0001169,upi,success,8751.4,17
PAY0001170,BKG0001170,upi,success,6027.36,12
PAY0001171,BKG0001171,upi,success,4240.63,12
PAY0001172,BKG0001172,netbanking,success,22699.99,14
PAY0001173,BKG0001173,card,success,4664.39,18
PAY0001174,BKG0001174,card,success,15877.11,23
PAY0001175,BKG0001175,wallet,success,4635.62,24
PAY0001176,BKG0001176,upi,success,6596.47,25
PAY0001177,BKG0001177,upi,success,4444.35,25
PAY0001178,BKG0001178,upi,success,6839.46,10
PAY0001179,BKG0001179,netbanking,success,3341.47,20
PAY0001180,BKG0001180,netbanking,success,2572.58,3
PAY0001181,BKG0001181,upi,success,8535.09,3
PAY0001182,BKG0001182,upi,success,33110.52,5
PAY0001183,BKG0001183,wallet,success,18059.15,4
PAY0001184,BKG0001184,netbanking,refunded,47873.12,18
PAY0001185,BKG0001185,wallet,success,6899.25,13
PAY0001186,BKG0001186,upi,success,6496.56,17
PAY0001187,BKG0001187,upi,success,29344.8,19
PAY0001188,BKG0001188,upi,success,12641.26,10
PAY0001189,BKG0001189,upi,success,53551.34,26
PAY0001190,BKG0001190,netbanking,success,20701.53,21
PAY0001191,BKG0001191,upi,success,15513.94,26
PAY0001192,BKG0001192,upi,success,28185.32,5
PAY0001193,BKG0001193,card,success,5903.22,15
PAY0001194,BKG0001194,wallet,success,5708.23,6
PAY0001195,BKG0001195,upi,success,10649.79,18
PAY0001196,BKG0001196,wallet,success,20202.79,19
PAY0001197,BKG0001197,netbanking,success,4155.01,21
PAY0001198,BKG0001198,card,success,6517.0,26
PAY0001199,BKG0001199,card,success,6314.61,13
PAY0001200,BKG0001200,card,failed,6018.12,24
PAY0001201,BKG0001201,upi,success,2875.19,8
PAY0001202,BKG0001202,wallet,success,3665.93,8
PAY0001203,BKG0001203,upi,success,11281.56,15
PAY0001204,BKG0001204,wallet,failed,63901.69,8
PAY0001205,BKG0001205,card,refunded,4598.04,14
PAY0001206,BKG0001206,card,success,6023.65,9
PAY0001207,BKG0001207,netbanking,failed,6522.07,18
PAY0001208,BKG0001208,upi,success,8645.67,12
PAY0001209,BKG0001209,upi,success,6748.84,2
PAY0001210,BKG0001210,card,success,4347.59,5
PAY0001211,BKG0001211,netbanking,success,27808.03,5
PAY0001212,BKG0001212,wallet,success,10183.78,16
PAY0001213,BKG0001213,upi,success,15195.31,9
PAY0001214,BKG0001214,netbanking,success,5695.92,16
PAY0001215,BKG0001215,netbanking,success,7463.01,23
PAY0001216,BKG0001216,card,success,6046.39,2
PAY0001217,BKG0001217,card,success,12718.52,13
PAY0001218,BKG0001218,upi,success,8747.34,12
PAY0001219,BKG0001219,card,failed,18523.15,17
PAY0001220,BKG0001220,upi,success,8240.6,18
PAY0001221,BKG0001221,upi,success,6080.58,14
PAY0001222,BKG0001222,card,success,12738.29,12
PAY0001223,BKG0001223,upi,success,6213.92,4
PAY0001224,BKG0001224,card,success,35083.46,6
PAY0001225,BKG0001225,card,failed,6157.05,26
PAY0001226,BKG0001226,wallet,success,37253.28,23
PAY0001227,BKG0001227,upi,failed,3829.72,15
PAY0001228,BKG0001228,upi,success,2118.64,3
PAY0001229,BKG0001229,wallet,success,4797.47,2
PAY0001230,BKG0001230,upi,success,24154.8,7
PAY0001231,BKG0001231,card,success,8299.27,6
PAY0001232,BKG0001232,card,success,5425.95,13
PAY0001233,BKG0001233,upi,success,7012.82,9
PAY0001234,BKG0001234,upi,success,4237.96,9
PAY0001235,BKG0001235,upi,success,3441.61,9
PAY0001236,BKG0001236,card,success,4777.23,12
PAY0001237,BKG0001237,upi,success,8187.15,20
PAY0001238,BKG0001238,card,success,7591.77,11
PAY0001239,BKG0001239,upi,success,4894.99,5
PAY0001240,BKG0001240,upi,success,5382.75,4
PAY0001241,BKG0001241,card,success,7896.56,14
PAY0001242,BKG0001242,wallet,success,7392.08,8
PAY0001243,BKG0001243,upi,success,11693.98,10
PAY0001244,BKG0001244,upi,success,5829.84,8
PAY0001245,BKG0001245,upi,success,5288.61,24
PAY0001246,BKG0001246,netbanking,success,4012.55,14
PAY0001247,BKG0001247,upi,success,8191.86,1
PAY0001248,BKG0001248,upi,success,4788.65,20
PAY0001249,BKG0001249,upi,success,3975.65,8
PAY0001250,BKG0001250,upi,success,3361.03,22
PAY0001251,BKG0001251,card,success,8642.81,8
PAY0001252,BKG0001252,upi,success,4888.39,25
PAY0001253,BKG0001253,netbanking,success,17293.94,15
PAY0001254,BKG0001254,card,success,2622.28,6
PAY0001255,BKG0001255,upi,success,4479.01,10
PAY0001256,BKG0001256,upi,success,1886.77,9
PAY0001257,BKG0001257,upi,success,3715.43,18
PAY0001258,BKG0001258,upi,success,15809.42,8
PAY0001259,BKG0001259,card,success,40603.3,16
PAY0001260,BKG0001260,upi,success,17854.15,10
PAY0001261,BKG0001261,upi,success,4235.63,9
PAY0001262,BKG0001262,card,success,17593.92,22
PAY0001263,BKG0001263,upi,failed,24503.36,14
PAY0001264,BKG0001264,wallet,failed,9883.99,7
PAY0001265,BKG0001265,card,success,5296.05,14
PAY0001266,BKG0001266,netbanking,success,5254.97,21
PAY0001267,BKG0001267,netbanking,success,5649.14,18
PAY0001268,BKG0001268,card,success,3173.2,14
PAY0001269,BKG0001269,upi,success,6395.6,11
PAY0001270,BKG0001270,card,success,5306.03,6
PAY0001271,BKG0001271,card,success,5247.1,21
PAY0001272,BKG0001272,upi,success,8196.08,15
PAY0001273,BKG0001273,netbanking,success,5297.86,6
PAY0001274,BKG0001274,upi,success,5435.71,26
PAY0001275,BKG0001275,wallet,success,6538.98,5
PAY0001276,BKG0001276,upi,success,4163.13,12
PAY0001277,BKG0001277,card,success,7257.74,5
PAY0001278,BKG0001278,card,success,5490.9,9
PAY0001279,BKG0001279,upi,success,6425.02,17
PAY0001280,BKG0001280,wallet,success,28164.23,11
PAY0001281,BKG0001281,netbanking,success,4740.02,1
PAY0001282,BKG0001282,wallet,success,11532.6,25
PAY0001283,BKG0001283,netbanking,success,19245.31,17
PAY0001284,BKG0001284,upi,success,7006.26,8
PAY0001285,BKG0001285,upi,success,20137.4,20
PAY0001286,BKG0001286,card,success,5273.39,11
PAY0001287,BKG0001287,netbanking,success,5405.38,25
PAY0001288,BKG0001288,upi,success,3112.1,10
PAY0001289,BKG0001289,card,success,5562.67,13
PAY0001290,BKG0001290,wallet,success,8936.31,17
PAY0001291,BKG0001291,card,success,7371.62,26
PAY0001292,BKG0001292,card,success,4480.41,13
PAY0001293,BKG0001293,upi,success,4734.41,11
PAY0001294,BKG0001294,card,success,12540.35,6
PAY0001295,BKG0001295,card,failed,20048.67,6
PAY0001296,BKG0001296,upi,success,14616.6,9
PAY0001297,BKG0001297,upi,success,17411.38,13
PAY0001298,BKG0001298,netbanking,success,10104.89,15
PAY0001299,BKG0001299,upi,success,5429.89,19
PAY0001300,BKG0001300,upi,success,4398.97,10
PAY0001301,BKG0001301,card,success,3230.53,4
PAY0001302,BKG0001302,upi,success,8792.52,11
PAY0001303,BKG0001303,netbanking,success,7366.78,17
PAY0001304,BKG0001304,upi,success,4972.56,3
PAY0001305,BKG0001305,netbanking,success,3761.73,13
PAY0001306,BKG0001306,card,success,10207.93,18
PAY0001307,BKG0001307,wallet,success,5839.19,13
PAY0001308,BKG0001308,card,success,4753.73,7
PAY0001309,BKG0001309,upi,success,3779.06,3
PAY0001310,BKG0001310,card,success,6124.85,23
PAY0001311,BKG0001311,upi,success,9802.1,17
PAY0001312,BKG0001312,card,success,6009.14,9
PAY0001313,BKG0001313,card,success,23505.07,4
PAY0001314,BKG0001314,upi,success,5711.24,23
PAY0001315,BKG0001315,card,success,2985.83,2
PAY0001316,BKG0001316,card,success,5584.08,14
PAY0001317,BKG0001317,wallet,success,5001.73,15
PAY0001318,BKG0001318,card,success,35653.53,5
PAY0001319,BKG0001319,upi,success,6258.09,1
PAY0001320,BKG0001320,upi,success,16020.48,16
PAY0001321,BKG0001321,upi,success,6287.21,10
PAY0001322,BKG0001322,upi,success,37533.25,22
PAY0001323,BKG0001323,upi,success,13704.97,10
PAY0001324,BKG0001324,upi,success,5963.05,9
PAY0001325,BKG0001325,upi,success,4158.74,21
PAY0001326,BKG0001326,upi,success,22114.94,12
PAY0001327,BKG0001327,wallet,success,11207.2,13
PAY0001328,BKG0001328,netbanking,success,6070.23,20
PAY0001329,BKG0001329,card,success,27926.52,13
PAY0001330,BKG0001330,upi,success,3116.89,10
PAY0001331,BKG0001331,wallet,success,8083.94,4
PAY0001332,BKG0001332,upi,success,9686.34,19
PAY0001333,BKG0001333,upi,success,8833.33,22
PAY0001334,BKG0001334,netbanking,success,19306.61,18
PAY0001335,BKG0001335,upi,success,8203.0,16
PAY0001336,BKG0001336,netbanking,success,9503.88,11
PAY0001337,BKG0001337,card,success,3039.85,12
PAY0001338,BKG0001338,netbanking,failed,4117.51,1
PAY0001339,BKG0001339,upi,success,47397.68,9
PAY0001340,BKG0001340,netbanking,success,6551.34,12
PAY0001341,BKG0001341,upi,success,2851.33,15
PAY0001342,BKG0001342,wallet,success,26771.33,25
PAY0001343,BKG0001343,card,success,7746.0,1
PAY0001344,BKG0001344,card,success,7427.44,25
PAY0001345,BKG0001345,upi,success,8241.49,5
PAY0001346,BKG0001346,upi,success,15427.68,3
PAY0001347,BKG0001347,upi,success,7021.82,2
PAY0001348,BKG0001348,card,success,3203.33,8
PAY0001349,BKG0001349,upi,failed,7557.21,16
PAY0001350,BKG0001350,card,success,17685.35,13
PAY0001351,BKG0001351,wallet,success,22981.61,1
PAY0001352,BKG0001352,card,success,33036.38,21
PAY0001353,BKG0001353,card,success,4778.6,15
PAY0001354,BKG0001354,card,success,35300.53,8
PAY0001355,BKG0001355,wallet,success,9028.95,24
PAY0001356,BKG0001356,netbanking,success,26049.11,13
PAY0001357,BKG0001357,upi,success,8354.33,12
PAY0001358,BKG0001358,netbanking,success,7574.63,7
PAY0001359,BKG0001359,upi,success,5667.23,23
PAY0001360,BKG0001360,upi,success,4992.21,11
PAY0001361,BKG0001361,netbanking,success,13652.15,3
PAY0001362,BKG0001362,upi,success,14221.5,23
PAY0001363,BKG0001363,upi,success,38451.37,3
PAY0001364,BKG0001364,upi,success,10768.89,12
PAY0001365,BKG0001365,upi,success,3858.42,21
PAY0001366,BKG0001366,upi,success,6086.2,13
PAY0001367,BKG0001367,netbanking,success,5344.27,5
PAY0001368,BKG0001368,upi,success,7243.51,8
PAY0001369,BKG0001369,wallet,success,10340.81,11
PAY0001370,BKG0001370,upi,success,16128.32,18
PAY0001371,BKG0001371,card,success,4144.04,3
PAY0001372,BKG0001372,card,success,7818.15,26
PAY0001373,BKG0001373,upi,failed,34698.61,11
PAY0001374,BKG0001374,netbanking,success,10097.22,25
PAY0001375,BKG0001375,upi,success,4397.82,4
PAY0001376,BKG0001376,card,failed,4195.06,15
PAY0001377,BKG0001377,netbanking,success,14714.55,6
PAY0001378,BKG0001378,upi,success,3053.9,21
PAY0001379,BKG0001379,upi,success,8635.34,16
PAY0001380,BKG0001380,card,refunded,13626.55,21
PAY0001381,BKG0001381,card,success,13044.79,9
PAY0001382,BKG0001382,upi,success,9443.02,8
PAY0001383,BKG0001383,upi,refunded,10573.54,10
PAY0001384,BKG0001384,wallet,success,4226.6,17
PAY0001385,BKG0001385,card,success,20940.77,7
PAY0001386,BKG0001386,card,failed,3708.05,3
PAY0001387,BKG0001387,card,success,9823.22,19
PAY0001388,BKG0001388,card,refunded,5705.6,6
PAY0001389,BKG0001389,netbanking,success,3914.77,23
PAY0001390,BKG0001390,card,success,5385.53,13
PAY0001391,BKG0001391,wallet,success,3627.86,6
PAY0001392,BKG0001392,wallet,success,7138.53,14
PAY0001393,BKG0001393,upi,success,5828.51,23
PAY0001394,BKG0001394,wallet,success,8088.35,3
PAY0001395,BKG0001395,card,success,12764.58,25
PAY0001396,BKG0001396,upi,success,6260.0,6
PAY0001397,BKG0001397,upi,success,46072.71,13
PAY0001398,BKG0001398,card,success,6275.61,24
PAY0001399,BKG0001399,netbanking,success,5506.02,14
PAY0001400,BKG0001400,card,success,6142.65,1
PAY0001401,BKG0001401,wallet,success,7046.93,25
PAY0001402,BKG0001402,card,success,5288.22,23
PAY0001403,BKG0001403,upi,success,5073.72,25
PAY0001404,BKG0001404,upi,success,3267.03,11
PAY0001405,BKG0001405,card,success,6434.09,14
PAY0001406,BKG0001406,upi,success,6076.27,12
PAY0001407,BKG0001407,card,success,6527.19,17
PAY0001408,BKG0001408,card,success,22710.38,16
PAY0001409,BKG0001409,netbanking,success,7511.66,15
PAY0001410,BKG0001410,upi,success,4653.88,8
PAY0001411,BKG0001411,netbanking,success,4864.63,11
PAY0001412,BKG0001412,upi,success,6808.58,14
PAY0001413,BKG0001413,upi,refunded,6820.35,17
PAY0001414,BKG0001414,card,success,13613.71,25
PAY0001415,BKG0001415,netbanking,success,3691.73,5
PAY0001416,BKG0001416,card,success,4742.49,23
PAY0001417,BKG0001417,wallet,success,9227.13,18
PAY0001418,BKG0001418,upi,success,3797.66,14
PAY0001419,BKG0001419,card,success,11131.57,5
PAY0001420,BKG0001420,card,success,13017.31,23
PAY0001421,BKG0001421,card,success,4976.88,5
PAY0001422,BKG0001422,upi,success,4552.61,7
PAY0001423,BKG0001423,netbanking,success,4988.32,2
PAY0001424,BKG0001424,netbanking,success,4662.47,11
PAY0001425,BKG0001425,netbanking,success,2692.8,12
PAY0001426,BKG0001426,wallet,success,4797.38,13
PAY0001427,BKG0001427,upi,success,23214.72,4
PAY0001428,BKG0001428,card,success,23205.52,7
PAY0001429,BKG0001429,upi,success,6583.92,16
PAY0001430,BKG0001430,card,refunded,24201.8,19
PAY0001431,BKG0001431,upi,success,7532.13,4
PAY0001432,BKG0001432,upi,success,5290.8,12
PAY0001433,BKG0001433,netbanking,success,35893.04,18
PAY0001434,BKG0001434,upi,success,11764.19,21
PAY0001435,BKG0001435,wallet,failed,22067.8,20
PAY0001436,BKG0001436,upi,success,12893.79,3
PAY0001437,BKG0001437,card,success,5199.43,1
PAY0001438,BKG0001438,upi,success,38132.95,25
PAY0001439,BKG0001439,card,success,1478.55,2
PAY0001440,BKG0001440,netbanking,success,8931.57,25
PAY0001441,BKG0001441,upi,success,7481.1,26
PAY0001442,BKG0001442,upi,success,6298.32,22
PAY0001443,BKG0001443,wallet,success,20595.77,21
PAY0001444,BKG0001444,card,success,14128.66,16
PAY0001445,BKG0001445,upi,success,5133.82,1
PAY0001446,BKG0001446,upi,success,11596.72,26
PAY0001447,BKG0001447,upi,success,6798.97,26
PAY0001448,BKG0001448,netbanking,success,4872.55,13
PAY0001449,BKG0001449,card,success,14914.38,4
PAY0001450,BKG0001450,card,success,18672.93,10
PAY0001451,BKG0001451,netbanking,success,5686.64,5
PAY0001452,BKG0001452,upi,success,17129.78,8
PAY0001453,BKG0001453,netbanking,success,3477.1,3
PAY0001454,BKG0001454,upi,success,6392.13,10
PAY0001455,BKG0001455,upi,success,2870.64,10
PAY0001456,BKG0001456,wallet,success,10210.64,21
PAY0001457,BKG0001457,upi,success,15189.36,21
PAY0001458,BKG0001458,wallet,success,5793.18,26
PAY0001459,BKG0001459,upi,success,46916.92,24
PAY0001460,BKG0001460,card,success,22025.99,6
PAY0001461,BKG0001461,card,success,3252.54,12
PAY0001462,BKG0001462,upi,success,4818.16,4
PAY0001463,BKG0001463,wallet,failed,15575.51,13
PAY0001464,BKG0001464,netbanking,success,10405.76,12
PAY0001465,BKG0001465,wallet,success,2837.35,19
PAY0001466,BKG0001466,upi,success,33292.75,22
PAY0001467,BKG0001467,wallet,success,8714.43,8
PAY0001468,BKG0001468,upi,success,24832.21,15
PAY0001469,BKG0001469,upi,success,5029.93,2
PAY0001470,BKG0001470,upi,success,4439.84,4
PAY0001471,BKG0001471,upi,success,4631.87,8
PAY0001472,BKG0001472,upi,success,6143.71,12
PAY0001473,BKG0001473,upi,success,6082.53,13
PAY0001474,BKG0001474,card,success,19645.45,4
PAY0001475,BKG0001475,wallet,success,18535.89,1
PAY0001476,BKG0001476,upi,success,8012.28,3
PAY0001477,BKG0001477,card,success,8275.62,23
PAY0001478,BKG0001478,card,success,4700.88,4
PAY0001479,BKG0001479,upi,success,7657.49,12
PAY0001480,BKG0001480,upi,success,13957.84,11
PAY0001481,BKG0001481,card,success,22528.02,22
PAY0001482,BKG0001482,upi,success,8237.86,18
PAY0001483,BKG0001483,upi,success,2977.05,9
PAY0001484,BKG0001484,upi,success,2697.72,7
PAY0001485,BKG0001485,upi,success,21202.68,10
PAY0001486,BKG0001486,card,success,3726.04,10
PAY0001487,BKG0001487,upi,success,2640.49,15
PAY0001488,BKG0001488,card,success,10195.09,22
PAY0001489,BKG0001489,upi,success,4954.96,9
PAY0001490,BKG0001490,upi,success,11862.81,24
PAY0001491,BKG0001491,upi,success,42961.07,10
PAY0001492,BKG0001492,upi,success,49099.77,9
PAY0001493,BKG0001493,card,success,6192.24,8
PAY0001494,BKG0001494,upi,failed,3094.37,8
PAY0001495,BKG0001495,wallet,success,15491.45,12
PAY0001496,BKG0001496,wallet,success,7076.63,16
PAY0001497,BKG0001497,card,success,28310.22,26
PAY0001498,BKG0001498,wallet,success,14735.12,5
PAY0001499,BKG0001499,card,failed,4021.3,7
PAY0001500,BKG0001500,wallet,success,14231.97,23
PAY0001501,BKG0001501,upi,success,7476.01,26
PAY0001502,BKG0001502,upi,success,7042.87,6
PAY0001503,BKG0001503,upi,success,4118.06,3
